Block,Location,Recipient,Plant_ID,Leaf area (mm^2),Area notes,Dry weight (mg),Weight notes
1,14,BB_116,2,43.969,brightmax: 187,4.74,
1,14,BB_172,5,67.494,brightmax: 177,4,
1,15,BB_019,5,46.395,brightmax:170,1.74,
1,15,BB_061,NA,,the jpeg is absent,,
1,16,BB_166,6,66.592,brightmax: 209,2.13,
1,16,BB_210,7,44.052,brightmax: 162,2.24,
1,17,BB_034,7,35.896,brightmax: 170,1.56,
1,17,BB_098,NA,,the jpeg is absent,,
1,17,BB_146,8,160.221,brightmax: 166,11.31,
1,18,BB_052,1,103.625,brightmax: 208,6.83,
1,18,BB_101,3,103.307,brightmax: 165,6.49,
1,19,BB_117,2,99.038,brightmax:  180,5.57,
1,19,BB_134,NA,,the jpeg is absent,,
1,19,BB_209,1,52.35,brightmax: 193,3.84,
1,20,BB_048,3,90.224,brightmax: 175,4.13,
1,20,BB_150,2,72.551,"brightmax: 163, alternate method used b/c touching leaflets",6.2,
1,20,BB_164,1,61.111,"brightmax: 189. File originally named ""154"" - corrected (DG)",3.84,
1,20,BB_164,5,55.873,brightmax: 162,5.35,
1,21,BB_004,2,57.004,brightmax: 169,5.07,
1,21,BB_110,7,39.878,brightmax: 185,2.17,
1,21,BB_160,2,246.176,brightmax: 192,11.84,
1,22,BB_084,7,82.618,brightmax: 174,6.08,
1,22,BB_149,4,80.937,brightmax: 172,5.22,
1,22,BB_215,1,97.593,brightmax: 181 (alternative),9.04,
1,23,BB_007,6,60.541,brightmax: 178 (alt),4.11,
1,23,BB_044,NA,,the jpeg is absent,,
1,23,BB_103,4,68.49,brightmax: 179 (alt),5.41,
1,24,BB_046,6,32.184,brightmax: 172,2.4,
1,24,BB_199,NA,,the jpeg is absent,,
1,24,BB_200,3,42.375,brightmax: 178(alt),3.2,
1,24,BB_211,NA,,the jpeg is absent,,
1,25,BB_094,7,51.868,brightmax: 178,3.63,
1,25,BB_113,NA,,the jpeg is absent,,
1,25,BB_171,5,40.793,brightmax: 173,3.45,
1,26,BB_025,8,83.895,brightmax: 202(alt),5.02,
1,26,BB_059,3,30.093,brightmax: 160,2.07,
1,26,BB_185,7,36.444,brightmax:176,2.43,
1,26,BB_185,5,67.34,brightmax: 190(alt),4.4,
1,27,BB_070,NA,,the jpeg is absent,,
1,27,BB_092,NA,,the jpeg is absent,,
1,27,BB_097,NA,,the jpeg is absent,,
1,28,BB_076,4,114.232,brightmax: 169(alt),7.64,
1,28,BB_123,3,70.35,brightmax: 178,4.08,
1,28,BB_163,2,40.068,brightmax: 157,2.78,
1,29,BB_081,4,62.144,brightmax: 159,3.14,
1,29,BB_135,NA,,the jpeg is absent,,
W,30,BB_017,NA,,the jpeg is absent,,
W,30,BB_032,3,37.447,brightmax: 169. Not originally in sheet,2.21,
W,30,BB_032,4,43.711,"EXCLUDE. (DG- unsure of plant origin, possibly from another ID. WIll use BB_32 plant 3 leaf for analysis). brightmax: 164, alt method; two different images for the identical recipient id (leaves different) -BY",3.68,
W,30,BB_185,3,70.452,brightmax: 159. Not originally in sheet,6.24,
W,30,BB_185,5,49.941,brightmax: 147,3,
1,31,BB_095,5,134.565,brightmax: 167,13.19,
1,31,BB_133,7,94.244,brightmax: 187,5.62,
1,31,BB_154,NA,,the jpeg is absent,,
1,32,BB_008,1,74.51,brightmax: 176,3.54,
1,32,BB_064,NA,,the jpeg is absent,,
1,33,BB_147,2,140,brightmax: 167,9.49,
1,33,BB_159,4,124.919,brightmax: 167,6.27,
1,33,BB_205_A,NA,,the jpeg is absent,,
1,34,BB_046,NA,,the jpeg is absent,,
1,34,BB_053,3,71.634,brightmax: 217 (leaf is folded),5.2,
1,34,BB_102,2,118.491,brightmax: 196,5.37,
1,35,BB_002,5,61.985,brightmax: 168,4.04,
1,36,BB_072,NA,,the jpeg is absent,,
1,36,BB_151,NA,,the jpeg is absent,,
1,36,BB_204,3,43.104,brightmax: 166,1.93,
1,37,BB_050,NA,,the jpeg is absent,,
1,37,BB_121,4,53.314,brightmax: 159,13.17,
1,37,BB_132,4,67.323,brightmax: 184,4.88,
1,38,BB_089,NA,,the jpeg is absent,,
1,38,BB_126,NA,,the jpeg is absent,,
1,38,BB_139,NA,,the jpeg is absent,,
1,39,BB_039,4,38.851,brightmax: 168,2.33,
1,39,BB_105,4,91.515,brightmax: 183,4.25,
1,39,BB_105,6,82.466,brightmax: 190,3.82,
1,39,BB_145,2,46.697,brightmax: 174,2.62,
W,40,BB_187,3,70.815,brightmax: 172 (alt). ,4.33,
W,40,BB_187,5,17.346,brightmax: 156. ,0.98,
W,40,BB_077,NA,,the jpeg is absent,,
W,40,BB_118,NA,,the jpeg is absent,,
1,41,BB_037,3,63.909,brightmax: 172 (alt),6.02,
1,41,BB_190,6,72.79,brightmax: 172,6.16,
1,42,BB_111,8,78.554,brightmax: 160 (alt),5.17,
1,42,BB_138,NA,,the jpeg is absent,,
1,43,BB_035,5,50.366,brightmax: 165,4.29,
1,43,BB_054,1,19.636,brightmax: 170,1.16,
1,43,BB_087,6,29.327,EXCLUDE. Leaf too folded. brightmax: 161.>5% of the leaf area is folded over itself,3.97,
1,44,BB_040,NA,,the jpeg is absent,,
1,44,BB_152,NA,,the jpeg is absent,,
1,44,BB_208,NA,,the jpeg is absent,,
1,45,BB_074,6,84.521,brightmax: 129,7.08,
1,45,BB_192,NA,,the jpeg is absent,,
1,46,BB_024,8,57.027,brightmax: 189,3.33,
1,46,BB_153,4,22.08,brightmax: 177,1.86,
1,47,BB_030,8,55.781,EXCLUDE. Leaf collection envelope not found. brightmax: 190,,
1,47,BB_031,7,41.233,brightmax: 174,3.47,
1,47,BB_049,NA,,the jpeg is absent,,
1,48,BB_157,7,33.015,brightmax: 195,2.39,
1,49,BB_088,NA,,the jpeg is absent,,
1,49,BB_119,4,104.336,brightmax: 203,3.21,
W,50,BB_049,5,72.339,brightmax: 192,4.1,
W,50,BB_049,7,38.05,brightmax: 145,2.95,
W,50,BB_143,NA,,the jpeg is absent,,
W,50,BB_161,NA,,the jpeg is absent,,
1,51,BB_080,NA,,the jpeg is absent,,
1,51,BB_140,NA,,the jpeg is absent,,
1,51,BB_158,NA,,the jpeg is absent,,
1,52,BB_016,NA,,the jpeg is absent,,
1,52,BB_051,NA,,the jpeg is absent,,
1,52,BB_216,NA,,the jpeg is absent,,
1,53,BB_056,NA,,the jpeg is absent,,
1,53,BB_078,4,62.923,brightmax: 181,4.86,
1,53,BB_118,7,31.406,brightmax:170,3.61,
1,53,BB_118,5,52.425,brightmax:195,1.99,
1,54,BB_042,4,29.547,brightmax: 170,3.06,
1,54,BB_120,NA,,the jpeg is absent,,
1,55,BB_086,2,26.687,brightmax: 149,2.05,
2,56,BB_016,7,52.126,brightmax: 182,2.92,
2,57,BB_092,NA,,the jpeg is absent,,
2,57,BB_111,8,84.276,brightmax: 187,3.3,
2,57,BB_120,6,60.561,brightmax: 176,4.04,
2,58,BB_050,5,108.616,brightmax: 194,2.22,
2,58,BB_127,NA,,the jpeg is absent,,
2,58,BB_153,NA,,the jpeg is absent,,
2,59,BB_056,NA,,the jpeg is absent,,
2,59,BB_133,4,15.684,brightmax: 167,0.52,
2,59,BB_143,NA,,the jpeg is absent,,
W,60,BB_051,NA,,the jpeg is absent,,
W,60,BB_085,NA,,the jpeg is absent,,
W,60,BB_152,NA,,the jpeg is absent,,
2,61,BB_078,NA,,the jpeg is absent,,
2,61,BB_147,NA,,the jpeg is absent,,
2,62,BB_061,NA,,the jpeg is absent,,
2,62,BB_214,NA,,the jpeg is absent,,
2,63,BB_083,NA,,the jpeg is absent,,
2,63,BB_114,NA,,the jpeg is absent,,
2,63,BB_171,NA,,the jpeg is absent,,
2,64,BB_051,NA,,the jpeg is absent,,
2,65,BB_052,NA,,the jpeg is absent,,
2,65,BB_150,NA,,the jpeg is absent,,
2,67,BB_164,NA,,the jpeg is absent,,
2,68,BB_218,NA,,the jpeg is absent,,
2,69,BB_081,NA,,the jpeg is absent,,
2,69,BB_199,4,19.817,brightmax: 174,0.7,
W,70,BB_020,NA,,the jpeg is absent,,
W,70,BB_061,NA,,the jpeg is absent,,
W,70,BB_105,NA,,the jpeg is absent,,
2,71,BB_008,NA,,the jpeg is absent,,
2,71,BB_146,NA,,the jpeg is absent,,
2,71,BB_210,NA,,the jpeg is absent,,
2,72,BB_068,7,12.474,brightmax: 197,0.96,
2,72,BB_119,NA,,the jpeg is absent,,
2,72,BB_195,NA,,the jpeg is absent,,
2,73,BB_024,NA,,the jpeg is absent,,
2,73,BB_045,NA,,the jpeg is absent,,
2,73,BB_216,NA,,the jpeg is absent,,
2,74,BB_064,NA,,the jpeg is absent,,
2,74,BB_157,NA,,the jpeg is absent,,
2,75,BB_031,NA,,the jpeg is absent,,
2,75,BB_095,NA,,the jpeg is absent,,
2,76,BB_053,NA,,the jpeg is absent,,
2,76,BB_161,NA,,the jpeg is absent,,
2,77,BB_032,NA,,the jpeg is absent,,
2,77,BB_104,NA,,the jpeg is absent,,
2,77,BB_151,NA,,the jpeg is absent,,
2,78,BB_009,NA,,the jpeg is absent,,
2,78,BB_209,NA,,the jpeg is absent,,
2,79,BB_072,NA,,the jpeg is absent,,
2,79,BB_076,NA,,the jpeg is absent,,
2,79,BB_105,NA,,the jpeg is absent,,
2,80,BB_019,NA,,the jpeg is absent,,
2,80,BB_145,NA,,the jpeg is absent,,
2,80,BB_207,8,41.089,brightmax: 222,1.78,
W,80.5,BB_059,NA,,the jpeg is absent,,
W,80.5,BB_102,4,64.043,brightmax:205,3.87,
W,80.5,BB_102,7,19.572,"brightmax: 198, alt method",1.01,
W,80.5,BB_137,NA,,the jpeg is absent,,
2,81,BB_113,NA,,the jpeg is absent,,
2,81,BB_159,NA,,the jpeg is absent,,
2,82,BB_025,NA,,the jpeg is absent,,
2,82,BB_131,NA,,the jpeg is absent,,
2,83,BB_039,NA,,EXCLUDE. Point Unknown,7.68,"envelope says plant 7 and point unknown, could be this or BB_039 location 146"
2,83,BB_093,NA,,EXCLUDE. Point Unknown,2.31,envelope says plant 5 and point unknown
2,83,BB_102,NA,,the jpeg is absent,,
2,83,BB_109,NA,,the jpeg is absent,,
2,84,BB_186,NA,,the jpeg is absent,,
2,84,BB_187,NA,,the jpeg is absent,,
2,85,BB_002,4,52.985,brightmax: 208,2.13,
2,85,BB_029,NA,,the jpeg is absent,,
2,85,BB_079,NA,,the jpeg is absent,,
2,85,BB_193,NA,,the jpeg is absent,,
2,86,BB_077,NA,,the jpeg is absent,,
2,86,BB_103,NA,,the jpeg is absent,,
2,86,BB_179,NA,,the jpeg is absent,,
2,86,BB_189,NA,,the jpeg is absent,,
2,87,BB_087,NA,,the jpeg is absent,,
2,87,BB_126,NA,,the jpeg is absent,,
2,87,BB_137,NA,,the jpeg is absent,,
2,87,BB_206,NA,,the jpeg is absent,,
2,88,BB_017,NA,,the jpeg is absent,,
2,88,BB_116,NA,,the jpeg is absent,,
2,88,BB_149,NA,,the jpeg is absent,,
W,90,BB_024,NA,,the jpeg is absent,,
W,90,BB_079,NA,,the jpeg is absent,,
W,90,BB_164,NA,,the jpeg is absent,,
2,91,BB_007,NA,,the jpeg is absent,,
2,91,BB_049,NA,,the jpeg is absent,,
2,92,BB_010,NA,,the jpeg is absent,,
2,92,BB_080,NA,,the jpeg is absent,,
2,92,BB_160,NA,,the jpeg is absent,,
2,93,BB_138,NA,,the jpeg is absent,,
2,94,BB_013,NA,,the jpeg is absent,,
2,94,BB_094,NA,,the jpeg is absent,,
2,95,BB_063,NA,,the jpeg is absent,,
2,96,BB_044,NA,,the jpeg is absent,,
2,96,BB_200,NA,,the jpeg is absent,,
2,97,BB_060,NA,,the jpeg is absent,,
2,97,BB_071,NA,,the jpeg is absent,,
2,98,BB_086,NA,,the jpeg is absent,,
2,98,BB_110,NA,,the jpeg is absent,,
2,99,BB_035,NA,,the jpeg is absent,,
2,99,BB_059,NA,,the jpeg is absent,,
2,99,BB_192,NA,,the jpeg is absent,,
2,99,BB_205_A,NA,,the jpeg is absent,,
W,100,BB_085,NA,,the jpeg is absent,,
2,101,BB_021,NA,,the jpeg is absent,,
2,102,BB_183,NA,,the jpeg is absent,,
2,103,BB_030,NA,,the jpeg is absent,,
2,103,BB_054,NA,,the jpeg is absent,,
2,103,BB_181,NA,,the jpeg is absent,,
2,103,BB_215,NA,,the jpeg is absent,,
2,104,BB_046,7,11.494,brightmax: 193,1.15,
2,104,BB_048,NA,,the jpeg is absent,,
2,104,BB_170,5,10.229,brightmax: 211,0.37,
2,105,BB_123,NA,,the jpeg is absent,,
3,106,BB_071,1,9.523,brightmax: 183,0.72,
3,106,BB_072,3,7.805,brightmax: 182,0.47,
3,106,BB_103,6,21.155,brightmax: 224,1.15,
3,107,BB_020,8,39.989,brightmax: 205,1.66,
3,108,BB_186,NA,,the jpeg is absent,,
3,108,BB_204,NA,,the jpeg is absent,,
3,109,BB_024,NA,,the jpeg is absent,,
3,109,BB_087,NA,,the jpeg is absent,,
3,109,BB_097,NA,,the jpeg is absent,,
W,110,BB_061,4,18.91,brightmax: 165 (alt method),0.97,
W,110,BB_077,7,32.344,"brightmax: 170 (alt method, leaves touching)",2.24,
W,110,BB_187,8,39.127,"Update: used alt method to approximate area (bmax 180, DG). too light, leaf cannot be separated from background",2,
3,111,BB_027,NA,,the jpeg is absent,,
3,111,BB_069,NA,,the jpeg is absent,,
3,111,BB_127,NA,,the jpeg is absent,,
3,112,BB_151,NA,,the jpeg is absent,,
3,112,BB_161,NA,,the jpeg is absent,,
3,112,BB_218,7,13.428,brightmax: 196,0.76,
3,113,BB_030,2,148.669,brightmax: 222,7.48,
3,113,BB_118,NA,,the jpeg is absent,,
3,113,BB_201,2,26.444,brightmax: 199,1.04,
3,114,BB_032,2,11.187,EXCLUDE. - bad leaf (DG). brightmax: 177. >5% of the leaf area is folded over itself,1.12,
3,114,BB_035,NA,,the jpeg is absent,,
3,115,BB_077,NA,,the jpeg is absent,,
3,115,BB_214,NA,,the jpeg is absent,,
3,116,BB_064,NA,,the jpeg is absent,,
3,116,BB_078,NA,,the jpeg is absent,,
3,116,BB_149,NA,,the jpeg is absent,,
3,117,BB_092,NA,,the jpeg is absent,,
3,117,BB_098,NA,,the jpeg is absent,,
3,117,BB_190,2,39.612,Update: alt method used to approx area (DG). Not enough brightness constrast between leaf and background to be able to approximate leaf perimeter - photo should be retaken,2.18,
3,118,BB_002,NA,,the jpeg is absent,,
3,118,BB_034,NA,,the jpeg is absent,,
3,118,BB_207,NA,,the jpeg is absent,,
3,119,BB_086,NA,,the jpeg is absent,,
3,119,BB_143,NA,,the jpeg is absent,,
3,119,BB_189,NA,,the jpeg is absent,,
W,120,BB_017,3,64.022,brightmax: 191. Was not originally in spreadsheet; alt steps were used bc large gaps,3.35,
W,120,BB_017,6,25.797,brightmax: 186 (about half the leaf is folded over),2.3,
W,120,BB_024,5,78.218,"brightmax:182. Also, ignore photo reading BB_054 at 120 - it's a typo",4.51,
W,120,BB_024,8,75.48,brightmax: 158,6.01,
W,120,BB_137,8,19.787,brightmax: 125,1.27,
3,121,BB_088,NA,,the jpeg is absent,,
3,121,BB_109,NA,,the jpeg is absent,,
3,121,BB_123,7,59.891,brightmax: 181,3.93,
3,121,BB_134,NA,,the jpeg is absent,,
3,122,BB_021,NA,,the jpeg is absent,,
3,122,BB_120,NA,,the jpeg is absent,,
3,122,BB_152,NA,,the jpeg is absent,,
3,123,BB_003,NA,,the jpeg is absent,,
3,123,BB_010,NA,,the jpeg is absent,,
3,123,BB_018,NA,,the jpeg is absent,,
3,124,BB_042,2,35.002,brightmax: 197,2.41,
3,124,BB_074,NA,,the jpeg is absent,,
3,124,BB_193,NA,,the jpeg is absent,,
3,124,BB_195,NA,,the jpeg is absent,,
3,125,BB_044,NA,,the jpeg is absent,,
3,125,BB_049,3,26.457,brightmax: 191,2.66,
3,125,BB_131,NA,,the jpeg is absent,,
3,126,BB_013,8,69.516,brightmax: 196,3.97,
3,126,BB_117,NA,,the jpeg is absent,,
3,126,BB_172,5,98.974,brightmax: 202,5.06,
3,127,BB_060,NA,,the jpeg is absent,,
3,127,BB_080,NA,,the jpeg is absent,,
3,127,BB_206,NA,,the jpeg is absent,,
3,128,BB_016,NA,,the jpeg is absent,,
3,128,BB_153,NA,,the jpeg is absent,,
3,128,BB_183,NA,,the jpeg is absent,,
3,129,BB_058,NA,,the jpeg is absent,,
3,129,BB_089,7,33.45,"brightmax: 226; alt steps used due to folds, accounted for missing area with added spacing",2.36,
3,129,BB_137,NA,,the jpeg is absent,,
W,130,BB_105,NA,,the jpeg is absent,,
W,130,BB_118,NA,,the jpeg is absent,,
W,130,BB_185,7,25.512,brightmax: 146,1.28,
3,131,BB_019,8,20.126,"brightmax: 197, part of the leaf is missing",1.17,
3,131,BB_084,8,42.522,brightmax alt: 217,4.13,
3,131,BB_170,NA,,the jpeg is absent,,
3,131,BB_199,6,21.05,brightmax: 177,1.6,
3,132,BB_063,NA,,the jpeg is absent,,
3,132,BB_079,NA,,the jpeg is absent,,
3,132,BB_121,1,36.75,"brightmax: 167. A photo exists as T132_121_01 and is not in this sheet, pls check. This row is manually added. -BY. Looks good, this ID wasn't included originally because it never produced any fruit (DG)",2.97,
3,133,BB_053,NA,,the jpeg is absent,,
3,133,BB_133,1,21.736,brightmax: 187,1.2,
3,133,BB_135,NA,,the jpeg is absent,,
3,134,BB_085,1,26.151,brightmax: 183,2.8,
3,134,BB_132,NA,,the jpeg is absent,,
3,134,BB_146,NA,,the jpeg is absent,,
3,135,BB_045,NA,,the jpeg is absent,,
3,135,BB_052,NA,,the jpeg is absent,,
3,136,BB_048,NA,,the jpeg is absent,,
3,136,BB_061,NA,,the jpeg is absent,,
3,136,BB_210,NA,,the jpeg is absent,,
3,137,BB_031,NA,,the jpeg is absent,,
3,137,BB_140,NA,,the jpeg is absent,,
3,137,BB_150,NA,,the jpeg is absent,,
3,138,BB_076,NA,,the jpeg is absent,,
3,138,BB_160,NA,,the jpeg is absent,,
3,139,BB_046,NA,,the jpeg is absent,,
3,139,BB_200,3,71.858,brightmax: 177,3.6,
W,140,BB_049,2,37.793,brightmax: 170,2.92,
W,140,BB_143,NA,,the jpeg is absent,,
3,141,BB_037,5,17.286,brightmax: 181,0.91,
3,141,BB_163,6,50.754,brightmax: 186,2.09,
3,141,BB_164,3,101.256,brightmax: 190,5.31,
3,141,BB_164,7,79.516,brightmax:204; alt,4.52,
3,141,BB_192,3,22.163,brightmax: 169,1.68,
3,142,BB_054,6,37.642,brightmax: 226,2.66,
3,142,BB_104,NA,,the jpeg is absent,,
3,142,BB_154,NA,,the jpeg is absent,,
3,143,BB_017,1,33.873,brightmax: 130,2.47,
3,143,BB_017,3,58.677,brightmax: 177; alternate method b/c leaflets touching,3.46,
3,143,BB_094,3,66.682,brightmax: 194,2.66,
3,143,BB_110,NA,,the jpeg is absent,,
3,144,BB_070,4,38.292,brightmax: 186; alt method,1.98,
3,144,BB_081,NA,,the jpeg is absent,,
3,144,BB_105,NA,,the jpeg is absent,,
3,144,BB_119,NA,,the jpeg is absent,,
3,145,BB_083,NA,,the jpeg is absent,,
3,145,BB_216,NA,,the jpeg is absent,,
3,146,BB_039,NA,,the jpeg is absent,,
3,146,BB_102,NA,,the jpeg is absent,,
3,146,BB_116,NA,,the jpeg is absent,,
3,146,BB_158,NA,,the jpeg is absent,,
3,147,BB_025,NA,,the jpeg is absent,,
3,147,BB_111,NA,,the jpeg is absent,,
3,147,BB_187,NA,,the jpeg is absent,,
3,148,BB_029,6,37.362,brightmax: 186,2.51,
3,149,BB_056,NA,,the jpeg is absent,,
3,149,BB_138,3,68.559,brightmax: 167,5.00,
3,149,BB_139,2,26.624,"brightmax: 189, alt method leaves touching",1.48,
W,150,BB_051,NA,,the jpeg is absent,,
W,150,BB_059,6,50.543,brightmax: 146,3.16,
W,150,BB_079,5,129.482,brightmax: 172 (alt method),7.87,
3,151,BB_008,3,35.543,brightmax: 165,2.19,
3,151,BB_051,NA,,the jpeg is absent,,
3,151,BB_211,1,119.082,brightmax: 229,4.96,
3,152,BB_007,6,17.413,brightmax: 198,0.69,
3,152,BB_043,6,50.551,brightmax: 193,2.59,
3,152,BB_114,5,56.137,brightmax: 197,3.09,
3,153,BB_145,NA,,the jpeg is absent,,
3,153,BB_148,1,71.557,brightmax: 175,5.69,
3,153,BB_179,3,81.366,brightmax: 203,3.99,
3,154,BB_095,1,35.499,brightmax: 182,3.80,
3,154,BB_166,4,32.173,brightmax: 185,1.86,
3,154,BB_205_A,1,55.331,brightmax: 205,2.92,
3,155,BB_059,8,24.097,brightmax: 214,1.64,
3,155,BB_147,8,15.743,brightmax: 201,1.07,
3,155,BB_157,NA,,the jpeg is absent,,
3,156,BB_009,8,34.655,brightmax: 232,1.94,
W,160,BB_020,4,59.328,brightmax: 187. This row is manually added. -BY,1.88,
W,160,BB_020,8,28.09,brightmax: 171,1.44,
W,160,BB_102,5,16.59,brightmax: 164,1.08,
W,160,BB_152,4,25.14,brightmax: 166,1.65,
