Year,ID1,ID2,Latitude,Longitude,Elevation,MAT,MWMT,MCMT,TD,MAP,MSP,AHM,SHM,DD_0,DD5,DD_18,DD18,NFFD,bFFP,eFFP,FFP,PAS,EMT,EXT,MAR,Eref,CMD,RH
1974,HA,.,36.379264,-121.562935,-9999,13.9,21.3,8.3,13,658,17,36.3,1220,29,3280,1861,350,327,88,339,250,5,-11.5,39.6,-9999,1183,839,59
1975,AC,.,39.718477,-123.652786,-9999,11.2,17.9,5.8,12.1,2342,54,9.1,332.3,61,2429,2621,147,288,114,314,200,47,-15.1,38.9,-9999,991,604,61
1975,BO,.,37.38199,-121.736746,-9999,13.7,20.6,7.8,12.7,537,17,44.1,1239.4,31,3202,1926,338,342,49,346,297,4,-8.7,38.9,-9999,975,662,69
1975,BB,.,38.318682,-123.071828,-9999,11.2,14,7.8,6.1,838,13,25.3,1070.2,30,2270,2501,29,327,67,327,260,5,-11.5,33.6,-9999,841,486,68
1975,HA,.,36.379264,-121.562935,-9999,13.4,20.5,9.3,11.1,546,13,42.9,1532.9,28,3101,1961,279,317,98,330,232,4,-11.5,39.6,-9999,1158,854,58
1976,AC,.,39.718477,-123.652786,-9999,11.9,18.9,6.2,12.6,977,87,22.4,217,51,2612,2402,154,289,108,315,207,23,-15.1,38.9,-9999,1015,617,59
1976,BO,.,37.38199,-121.736746,-9999,14.6,21.4,8.9,12.5,294,59,83.5,365.1,25,3507,1676,412,339,50,348,299,1,-8.7,38.9,-9999,1035,775,66
1976,BB,.,38.318682,-123.071828,-9999,12,14.5,8.4,6.1,378,33,58.3,433.6,26,2545,2247,42,322,77,329,252,2,-11.5,33.6,-9999,915,588,64
1976,HA,.,36.379264,-121.562935,-9999,14.3,21.4,9.4,12,371,49,65.5,434.7,24,3404,1727,361,315,93,335,242,1,-11.5,39.6,-9999,1219,923,56
1977,AC,.,39.718477,-123.652786,-9999,12.1,19.7,6.3,13.4,1576,251,14,78.4,43,2681,2333,190,305,113,321,208,10,-15.1,38.9,-9999,1014,493,61
1977,BO,.,37.38199,-121.736746,-9999,14.6,21.7,7.8,13.9,382,67,64.4,323.1,24,3503,1687,412,349,43,352,309,2,-8.7,38.9,-9999,1020,737,69
1977,BB,.,38.318682,-123.071828,-9999,12.2,15.4,8.1,7.3,634,77,35,198.9,23,2584,2200,45,335,67,337,270,2,-11.5,33.6,-9999,906,547,66
1977,HA,.,36.379264,-121.562935,-9999,14.2,21.3,9,12.3,444,58,54.6,366.6,23,3372,1752,353,327,94,336,242,2,-11.5,39.6,-9999,1215,951,57
1978,AC,.,39.718477,-123.652786,-9999,12.3,19.2,5.3,13.9,1910,167,11.7,114.9,44,2756,2264,177,312,94,321,227,24,-15.1,38.9,-9999,1012,567,61
1978,BO,.,37.38199,-121.736746,-9999,14.8,21.8,6.7,15.1,758,17,32.7,1303.5,26,3599,1638,459,353,19,355,336,3,-8.7,38.9,-9999,1021,730,71
1978,BB,.,38.318682,-123.071828,-9999,12.6,15,7.4,7.6,833,39,27.1,379.6,23,2721,2077,56,339,46,339,293,4,-11.5,33.6,-9999,914,549,67
1978,HA,.,36.379264,-121.562935,-9999,14.3,21.4,7,14.4,957,15,25.4,1434.1,25,3435,1717,377,338,60,341,281,3,-11.5,39.6,-9999,1201,849,60
1979,AC,.,39.718477,-123.652786,-9999,12.4,19,6,13,2219,119,10.1,159.6,46,2783,2273,209,316,80,332,252,26,-15.1,38.9,-9999,1020,556,62
1979,BO,.,37.38199,-121.736746,-9999,14.8,21.8,7.7,14.1,673,17,36.8,1322.3,27,3591,1675,482,352,25,359,333,4,-8.7,38.9,-9999,1011,706,71
1979,BB,.,38.318682,-123.071828,-9999,12.5,14.9,8.1,6.9,1001,30,22.5,496,24,2692,2107,62,343,38,347,310,5,-11.5,33.6,-9999,893,529,68
1979,HA,.,36.379264,-121.562935,-9999,14.2,21.6,7.6,14,757,17,32,1293.8,29,3411,1790,408,331,74,344,270,6,-11.5,39.6,-9999,1197,879,59
1980,AC,.,39.718477,-123.652786,-9999,12.2,19,7,12,1808,60,12.3,317.1,37,2678,2272,148,317,91,321,230,22,-15.1,38.9,-9999,1010,576,61
1980,BO,.,37.38199,-121.736746,-9999,14.6,21.6,9.8,11.8,536,21,45.8,1047.4,20,3474,1639,357,357,18,357,339,2,-8.7,38.9,-9999,981,729,70
1980,BB,.,38.318682,-123.071828,-9999,12.3,14.3,9.2,5.1,752,18,29.7,796.1,19,2610,2137,32,345,43,337,295,3,-11.5,33.6,-9999,890,603,67
1980,HA,.,36.379264,-121.562935,-9999,14.4,21.8,10.4,11.4,640,31,38.1,695.9,19,3397,1679,322,338,68,339,270,3,-11.5,39.6,-9999,1195,886,58
1981,AC,.,39.718477,-123.652786,-9999,12.8,19.6,8.7,10.9,2481,177,9.2,110.5,31,2870,2112,205,330,76,329,253,12,-15.1,38.9,-9999,1039,542,62
1981,BO,.,37.38199,-121.736746,-9999,15,21.3,9.9,11.3,686,12,36.5,1794.3,19,3645,1551,435,359,21,352,330,2,-8.7,38.9,-9999,1037,726,70
1981,BB,.,38.318682,-123.071828,-9999,12.8,15.1,10.1,5,996,28,22.9,542.8,17,2776,1996,55,351,36,339,303,2,-11.5,33.6,-9999,918,576,68
1981,HA,.,36.379264,-121.562935,-9999,14.5,21.1,9.9,11.2,718,9,34.2,2360.5,19,3464,1641,358,342,66,338,272,2,-11.5,39.6,-9999,1232,871,59
1982,AC,.,39.718477,-123.652786,-9999,11.5,18.9,5.1,13.8,2727,74,7.9,254.7,57,2513,2523,146,298,109,318,209,34,-15.1,38.9,-9999,991,570,62
1982,BO,.,37.38199,-121.736746,-9999,13.8,21.2,6.8,14.5,1003,51,23.7,419.9,32,3258,1892,346,347,34,352,318,6,-8.7,38.9,-9999,947,556,72
1982,BB,.,38.318682,-123.071828,-9999,11.7,14.9,7.2,7.7,1199,24,18.1,613.7,28,2438,2344,39,334,58,336,278,7,-11.5,33.6,-9999,865,463,68
1982,HA,.,36.379264,-121.562935,-9999,13.5,20.7,7.2,13.5,1066,38,22,545.3,31,3141,1960,301,326,83,335,253,7,-11.5,39.6,-9999,1146,725,60
1983,AC,.,39.718477,-123.652786,-9999,12.2,19.3,7.5,11.8,3774,156,5.9,124,41,2695,2305,172,328,82,335,253,46,-15.1,38.9,-9999,964,479,66
1983,BO,.,37.38199,-121.736746,-9999,14.9,22.4,8.3,14.1,1260,56,19.7,399.3,23,3606,1648,486,359,10,362,351,6,-8.7,38.9,-9999,966,635,74
1983,BB,.,38.318682,-123.071828,-9999,12.7,15.7,8.9,6.8,1712,45,13.2,345.2,20,2752,2044,64,352,28,352,324,6,-11.5,33.6,-9999,876,494,71
1983,HA,.,36.379264,-121.562935,-9999,14.6,21.9,9.8,12.1,1301,49,18.9,451.8,22,3499,1692,428,346,55,353,298,6,-11.5,39.6,-9999,1171,762,62
1984,AC,.,39.718477,-123.652786,-9999,12.1,19.8,6,13.8,1804,105,12.3,188.7,46,2688,2365,204,310,93,319,226,26,-15.1,38.9,-9999,1019,571,62
1984,BO,.,37.38199,-121.736746,-9999,14.8,23.1,7.7,15.4,453,11,54.8,2042.3,26,3613,1700,527,351,30,351,321,2,-8.7,38.9,-9999,1046,788,70
1984,BB,.,38.318682,-123.071828,-9999,12.4,15.5,7.6,7.9,669,33,33.5,473.9,24,2683,2129,68,340,48,338,290,3,-11.5,33.6,-9999,924,577,67
1984,HA,.,36.379264,-121.562935,-9999,14.4,22.5,7.7,14.8,437,10,55.8,2210.8,26,3450,1772,438,330,79,337,258,2,-11.5,39.6,-9999,1240,993,58
1985,AC,.,39.718477,-123.652786,-9999,11.8,20.1,6.4,13.7,1274,94,17.1,213.3,50,2604,2438,172,297,105,310,205,26,-15.1,38.9,-9999,1014,622,61
1985,BO,.,37.38199,-121.736746,-9999,14.2,22.5,7,15.5,462,27,52.2,833.5,34,3393,1847,425,344,41,343,303,3,-8.7,38.9,-9999,996,727,70
1985,BB,.,38.318682,-123.071828,-9999,11.7,14.9,7.5,7.3,557,25,38.9,591.5,31,2422,2376,39,324,69,323,254,4,-11.5,33.6,-9999,892,568,66
1985,HA,.,36.379264,-121.562935,-9999,13.9,22.9,8.1,14.7,491,16,48.7,1402.3,29,3298,1878,374,322,85,326,242,4,-11.5,39.6,-9999,1189,901,58
1986,AC,.,39.718477,-123.652786,-9999,12.5,19.8,7.3,12.5,2221,200,10.1,98.9,33,2771,2189,162,326,88,325,237,23,-15.1,38.9,-9999,1007,500,63
1986,BO,.,37.38199,-121.736746,-9999,15,21.2,9.1,12.2,626,47,39.9,449.3,17,3610,1490,367,360,12,357,345,3,-8.7,38.9,17.1,988,735,71
1986,BB,.,38.318682,-123.071828,-9999,12.4,14.2,8.9,5.4,903,61,24.8,233.2,18,2645,2111,34,347,44,340,296,4,-11.5,33.6,-9999,874,545,68
1986,HA,.,36.379264,-121.562935,-9999,14.6,20.8,9.5,11.3,697,33,35.3,621.2,16,3470,1574,310,343,64,340,276,3,-11.5,39.6,-9999,1194,879,59
1987,AC,.,39.718477,-123.652786,-9999,12.3,19.2,5.8,13.4,2011,44,11.1,438.7,52,2782,2265,183,312,87,327,239,21,-15.1,38.9,-9999,1031,695,62
1987,BO,.,37.38199,-121.736746,-9999,14.8,21,7.8,13.2,540,7,45.9,2809.7,26,3577,1602,407,353,24,360,336,2,-8.7,38.9,-9999,1002,739,71
1987,BB,.,38.318682,-123.071828,-9999,12.4,14.5,8.1,6.4,793,10,28.2,1495.5,24,2648,2136,45,340,48,341,292,3,-11.5,33.6,-9999,899,598,68
1987,HA,.,36.379264,-121.562935,-9999,14.2,20.2,8,12.2,632,12,38.3,1681.7,28,3382,1734,335,332,65,345,280,3,-11.5,39.6,-9999,1188,852,60
1988,AC,.,39.718477,-123.652786,-9999,12.3,19.8,6.1,13.7,1727,127,12.9,156.5,44,2738,2299,201,310,98,319,221,29,-15.1,38.9,-9999,1015,579,61
1988,BO,.,37.38199,-121.736746,-9999,15,23,8.7,14.2,441,31,56.7,730.2,21,3649,1585,467,353,23,355,332,2,-8.7,38.9,-9999,1021,785,70
1988,BB,.,38.318682,-123.071828,-9999,12.5,15.4,8.7,6.7,604,33,37.3,465.7,20,2686,2092,46,341,47,335,288,4,-11.5,33.6,-9999,893,644,67
1988,HA,.,36.379264,-121.562935,-9999,14.4,22.3,8.6,13.7,493,31,49.5,726.7,22,3433,1700,362,332,75,338,263,3,-11.5,39.6,-9999,1211,921,58
1989,AC,.,39.718477,-123.652786,-9999,11.7,18.1,5.7,12.4,1344,147,16.2,122.8,55,2560,2438,126,302,94,315,222,30,-15.1,38.9,-9999,977,474,62
1989,BO,.,37.38199,-121.736746,-9999,14.5,21.4,7.6,13.7,364,51,67.3,422.4,30,3485,1687,384,344,37,348,311,2,-8.7,38.9,-9999,1007,679,69
1989,BB,.,38.318682,-123.071828,-9999,12,14.6,8,6.6,573,52,38.3,282.3,28,2521,2266,37,332,53,331,278,3,-11.5,33.6,-9999,866,479,68
1989,HA,.,36.379264,-121.562935,-9999,14.3,21.1,8.5,12.6,352,38,69,554,25,3402,1696,321,325,77,334,257,3,-11.5,39.6,-9999,1211,870,57
1990,AC,.,39.718477,-123.652786,-9999,11.6,19.4,3.1,16.3,1295,211,16.7,91.9,75,2607,2525,182,288,100,313,213,26,-15.1,38.9,16.3,994,530,61
1990,BO,.,37.38199,-121.736746,-9999,14.5,22,6.2,15.8,346,58,70.8,378.5,35,3513,1761,455,340,41,347,306,2,-8.7,38.9,-9999,1000,787,70
1990,BB,.,38.318682,-123.071828,-9999,12.1,15.3,6.5,8.8,457,53,48.4,288.8,31,2593,2235,49,326,55,330,274,3,-11.5,33.6,-9999,884,620,67
1990,HA,.,36.379264,-121.562935,-9999,14.1,22,6.4,15.5,408,45,59,485.6,33,3373,1832,386,319,81,331,250,3,-11.5,39.6,-9999,1207,966,58
1991,AC,.,39.718477,-123.652786,-9999,11.9,19.4,5.9,13.5,1380,84,15.9,231.8,52,2642,2434,217,299,109,328,219,26,-15.1,38.9,-9999,977,535,62
1991,BO,.,37.38199,-121.736746,-9999,14.4,21.4,8.7,12.7,514,22,47.4,951.1,26,3425,1763,401,350,34,359,325,3,-8.7,38.9,-9999,959,705,71
1991,BB,.,38.318682,-123.071828,-9999,11.9,14.2,8.7,5.5,676,29,32.5,483.3,23,2484,2273,33,337,55,338,283,2,-11.5,33.6,-9999,851,496,68
1991,HA,.,36.379264,-121.562935,-9999,13.9,20.9,8.9,12,665,17,35.9,1215.9,26,3247,1862,324,329,86,341,255,5,-11.5,39.6,-9999,1143,876,60
1992,AC,.,39.718477,-123.652786,-9999,12.8,19.4,5.2,14.2,2134,88,10.7,221.9,46,2943,2117,217,322,68,328,260,14,-15.1,38.9,-9999,1026,575,63
1992,BO,.,37.38199,-121.736746,-9999,15.4,22.4,8,14.4,625,12,40.7,1815.7,24,3804,1492,515,356,15,359,343,2,-8.7,38.9,-9999,1006,774,72
1992,BB,.,38.318682,-123.071828,-9999,12.8,14.9,7.9,7,864,25,26.3,594.2,23,2776,2025,50,345,31,342,311,2,-11.5,33.6,-9999,875,519,70
1992,HA,.,36.379264,-121.562935,-9999,14.9,21.9,8.1,13.8,729,11,34.2,1937.8,22,3623,1570,418,342,49,345,296,2,-11.5,39.6,-9999,1204,926,60
1993,AC,.,39.718477,-123.652786,-9999,11.9,18.9,5.2,13.7,2102,193,10.4,98,55,2658,2392,172,310,84,325,241,55,-15.1,38.9,-9999,963,472,64
1993,BO,.,37.38199,-121.736746,-9999,14.8,21.9,8.4,13.5,751,42,33,517.3,26,3579,1642,443,355,19,357,339,5,-8.7,38.9,-9999,980,697,72
1993,BB,.,38.318682,-123.071828,-9999,12.2,15.3,7.6,7.8,868,56,25.6,275.2,27,2615,2199,47,339,41,334,293,8,-11.5,33.6,-9999,853,478,70
1993,HA,.,36.379264,-121.562935,-9999,14.5,21.2,8.9,12.3,883,33,27.7,633.5,24,3470,1673,374,339,63,342,279,6,-11.5,39.6,-9999,1198,880,60
1994,AC,.,39.718477,-123.652786,-9999,11.8,19.1,5.2,13.9,1658,88,13.2,217.7,58,2643,2441,188,303,88,319,231,23,-15.1,38.9,-9999,1007,599,62
1994,BO,.,37.38199,-121.736746,-9999,14.1,21.6,7.7,13.9,478,46,50.5,470.7,30,3371,1819,393,348,28,352,324,2,-8.7,38.9,-9999,977,710,71
1994,BB,.,38.318682,-123.071828,-9999,11.7,14.8,7.4,7.3,745,34,29.2,432.1,28,2445,2348,38,335,47,336,290,3,-11.5,33.6,-9999,863,573,69
1994,HA,.,36.379264,-121.562935,-9999,13.9,21.1,8.1,13.1,647,43,37,488.9,27,3291,1829,335,329,72,335,263,3,-11.5,39.6,-9999,1194,853,59
1995,AC,.,39.718477,-123.652786,-9999,12.5,18.7,7.4,11.3,3148,163,7.2,114.8,34,2776,2191,174,334,67,334,267,59,-15.1,38.9,-9999,953,516,66
1995,BO,.,37.38199,-121.736746,-9999,15.2,22,10.4,11.6,881,55,28.7,401.6,17,3704,1491,451,363,1,362,362,4,-8.7,38.9,-9999,942,693,74
1995,BB,.,38.318682,-123.071828,-9999,12.8,15.3,9.8,5.5,1232,62,18.5,247.5,17,2756,2005,47,358,9,350,341,9,-11.5,33.6,-9999,820,504,73
1995,HA,.,36.379264,-121.562935,-9999,14.9,22.2,10.4,11.8,1045,54,23.8,409.2,17,3594,1557,395,354,37,350,313,5,-11.5,39.6,-9999,1178,857,62
1996,AC,.,39.718477,-123.652786,-9999,12.7,20.4,7.1,13.3,3004,191,7.5,106.9,35,2848,2174,217,329,75,327,253,22,-15.1,38.9,-9999,1019,510,63
1996,BO,.,37.38199,-121.736746,-9999,15.5,23.2,9.8,13.4,931,49,27.3,472.1,17,3793,1448,496,363,4,357,353,2,-8.7,38.9,-9999,1017,672,72
1996,BB,.,38.318682,-123.071828,-9999,12.8,15.1,9.6,5.4,1103,58,20.7,260.7,17,2766,2001,44,355,16,347,330,3,-11.5,33.6,-9999,882,494,70
1996,HA,.,36.379264,-121.562935,-9999,15,22.9,9.8,13.1,1002,44,24.9,526.2,18,3620,1545,413,347,48,340,292,2,-11.5,39.6,-9999,1241,839,59
1997,AC,.,39.718477,-123.652786,-9999,12.5,19,6.9,12.1,1978,181,11.4,105.1,42,2789,2219,190,319,77,327,250,25,-15.1,38.9,-9999,988,454,64
1997,BO,.,37.38199,-121.736746,-9999,15.5,22,8.9,13.1,589,29,43.3,762.2,20,3828,1452,519,358,11,357,346,2,-8.7,38.9,-9999,1020,843,71
1997,BB,.,38.318682,-123.071828,-9999,13,15.2,9.1,6.1,790,49,29.1,308.1,19,2871,1934,69,352,20,349,329,4,-11.5,33.6,-9999,873,560,70
1997,HA,.,36.379264,-121.562935,-9999,15.1,21.9,8.7,13.2,669,12,37.5,1855.4,21,3692,1532,459,342,51,344,293,3,-11.5,39.6,-9999,1246,1052,59
1998,AC,.,39.718477,-123.652786,-9999,11.6,20,5.5,14.5,3178,177,6.8,113.3,54,2540,2544,210,316,96,323,227,52,-15.1,38.9,-9999,923,497,67
1998,BO,.,37.38199,-121.736746,-9999,14.1,23.3,7.4,15.8,992,76,24.3,307,27,3366,1862,431,354,21,353,332,6,-8.7,38.9,-9999,894,527,75
1998,BB,.,38.318682,-123.071828,-9999,12,15.6,8.1,7.5,1237,71,17.8,220.5,24,2516,2256,47,347,36,343,307,6,-11.5,33.6,-9999,790,407,73
1998,HA,.,36.379264,-121.562935,-9999,13.9,22.5,7.5,15,1130,62,21.2,361.9,27,3297,1885,387,337,67,338,271,6,-11.5,39.6,-9999,1122,715,63
1999,AC,.,39.718477,-123.652786,-9999,11.6,18.4,6.7,11.7,1895,44,11.4,420.7,57,2549,2479,157,304,105,326,221,53,-15.1,38.9,-9999,964,577,63
1999,BO,.,37.38199,-121.736746,-9999,14.2,20.8,8.7,12,495,16,49,1301.6,28,3395,1785,395,349,35,357,322,4,-8.7,38.9,-9999,950,665,71
1999,BB,.,38.318682,-123.071828,-9999,11.9,14.7,8.9,5.8,758,14,28.9,1063.8,25,2488,2281,40,338,56,340,285,5,-11.5,33.6,-9999,837,498,69
1999,HA,.,36.379264,-121.562935,-9999,13.8,20.5,9.7,10.8,498,17,47.8,1207.8,27,3238,1862,319,326,88,338,250,4,-11.5,39.6,-9999,1161,816,59
2000,AC,.,39.718477,-123.652786,-9999,12.2,18.8,6.7,12.1,1856,118,11.9,158.9,42,2690,2306,164,321,82,325,244,23,-15.1,38.9,-9999,978,512,64
2000,BO,.,37.38199,-121.736746,-9999,14.8,21.6,9.8,11.8,666,38,37.2,570.4,21,3569,1599,415,359,13,356,343,2,-8.7,38.9,-9999,972,669,73
2000,BB,.,38.318682,-123.071828,-9999,12.4,14.5,9.7,4.8,800,51,28,282.6,19,2628,2121,47,349,28,345,317,3,-11.5,33.6,-9999,847,461,71
2000,HA,.,36.379264,-121.562935,-9999,14.5,20.9,10.1,10.8,691,31,35.5,676,20,3460,1651,360,342,56,343,288,2,-11.5,39.6,-9999,1190,862,61
2001,AC,.,39.718477,-123.652786,-9999,12.2,19.2,5.7,13.4,2224,55,10,350.1,55,2755,2319,201,310,89,325,235,26,-15.1,38.9,-9999,1031,627,62
2001,BO,.,37.38199,-121.736746,-9999,15,21.4,8.1,13.3,735,13,34,1661.4,27,3657,1610,491,353,27,355,328,3,-8.7,38.9,-9999,1005,717,72
2001,BB,.,38.318682,-123.071828,-9999,12.5,14.8,8.7,6,978,17,23,846.2,23,2692,2100,51,345,42,342,300,3,-11.5,33.6,-9999,894,591,69
2001,HA,.,36.379264,-121.562935,-9999,14.6,21.2,8.4,12.8,825,8,29.8,2529.4,27,3510,1678,414,337,63,341,278,4,-11.5,39.6,-9999,1215,903,60
2002,AC,.,39.718477,-123.652786,-9999,12.4,19.8,5.9,13.9,2150,46,10.4,427.4,45,2793,2264,223,312,96,319,223,32,-15.1,38.9,-9999,1041,723,61
2002,BO,.,37.38199,-121.736746,-9999,14.7,21.9,7.7,14.2,595,26,41.6,844.3,25,3560,1664,442,353,23,352,330,3,-8.7,38.9,-9999,986,734,71
2002,BB,.,38.318682,-123.071828,-9999,12.3,14.6,8.6,6,821,24,27.2,605,21,2608,2161,43,346,36,339,302,4,-11.5,33.6,-9999,866,580,69
2002,HA,.,36.379264,-121.562935,-9999,14.4,21.7,7.7,14,561,20,43.6,1065.5,25,3454,1719,389,335,69,338,269,2,-11.5,39.6,-9999,1212,945,59
2003,AC,.,39.718477,-123.652786,-9999,12.6,20,6.8,13.3,2121,67,10.7,299.1,41,2870,2229,268,322,85,330,245,41,-15.1,38.9,-9999,1022,678,63
2003,BO,.,37.38199,-121.736746,-9999,15.1,23.2,9.5,13.6,550,33,45.7,702,21,3699,1592,544,358,14,359,345,3,-8.7,38.9,-9999,988,696,72
2003,BB,.,38.318682,-123.071828,-9999,12.6,15.2,9.2,6,747,33,30.3,459.6,20,2728,2054,62,350,31,347,316,4,-11.5,33.6,-9999,870,529,70
2003,HA,.,36.379264,-121.562935,-9999,15,23.4,9.5,13.9,489,34,51.2,685.4,20,3667,1600,512,342,61,346,285,3,-11.5,39.6,-9999,1229,900,59
2004,AC,.,39.718477,-123.652786,-9999,12.7,19.7,6.6,13.1,1784,38,12.7,518.9,39,2887,2146,210,322,84,324,240,32,-15.1,38.9,-9999,1038,655,62
2004,BO,.,37.38199,-121.736746,-9999,14.9,21.7,8.4,13.3,598,17,41.7,1310.2,23,3629,1581,444,357,15,356,341,3,-8.7,38.9,-9999,981,744,72
2004,BB,.,38.318682,-123.071828,-9999,12.8,15.3,8.7,6.6,769,10,29.6,1556,20,2784,2012,62,350,30,345,315,4,-11.5,33.6,-9999,875,590,70
2004,HA,.,36.379264,-121.562935,-9999,14.8,21.7,9.1,12.6,639,9,38.8,2441.7,22,3569,1604,407,341,60,341,281,3,-11.5,39.6,-9999,1232,955,59
2005,AC,.,39.718477,-123.652786,-9999,12.4,20.1,7.3,12.8,2399,222,9.3,90.6,36,2749,2261,202,324,78,319,241,16,-15.1,38.9,-9999,997,494,63
2005,BO,.,37.38199,-121.736746,-9999,15,23.1,8.7,14.5,756,53,33.1,440.2,20,3641,1576,453,361,5,357,351,3,-8.7,38.9,-9999,960,646,73
2005,BB,.,38.318682,-123.071828,-9999,12.3,15.2,8.6,6.6,952,66,23.4,229.3,20,2621,2149,35,349,32,337,305,3,-11.5,33.6,-9999,845,439,71
2005,HA,.,36.379264,-121.562935,-9999,14.9,22.9,10.2,12.7,771,33,32.3,700.6,17,3608,1550,407,350,45,342,298,3,-11.5,39.6,-9999,1204,884,60
2006,AC,.,39.718477,-123.652786,-9999,12.2,20.6,6.7,13.9,2343,46,9.5,451.3,51,2754,2344,231,312,81,313,231,49,-15.1,38.9,-9999,1007,692,63
2006,BO,.,37.38199,-121.736746,-9999,14.7,24,9.2,14.8,703,24,35.2,989.7,27,3574,1717,505,353,17,347,330,5,-8.7,38.9,-9999,974,677,72
2006,BB,.,38.318682,-123.071828,-9999,12.1,16.1,9.1,7,970,14,22.8,1138.9,25,2560,2232,49,341,38,332,294,6,-11.5,33.6,-9999,856,528,70
2006,HA,.,36.379264,-121.562935,-9999,14.4,23.9,9.5,14.4,705,34,34.7,705.2,26,3463,1753,433,334,61,332,271,5,-11.5,39.6,-9999,1200,831,59
2007,AC,.,39.718477,-123.652786,-9999,12,19.3,5,14.3,1308,55,16.8,350.7,53,2685,2357,179,307,94,315,221,19,-15.1,38.9,-9999,1017,634,62
2007,BO,.,37.38199,-121.736746,-9999,14.6,21.9,7.6,14.3,369,19,66.6,1166.7,28,3520,1680,408,349,31,348,317,2,-8.7,38.9,-9999,1002,780,70
2007,BB,.,38.318682,-123.071828,-9999,12,14.9,7.9,7.1,584,24,37.7,628.6,26,2521,2263,40,335,54,332,278,3,-11.5,33.6,-9999,877,586,68
2007,HA,.,36.379264,-121.562935,-9999,14.4,22,7.7,14.3,345,20,70.8,1107.1,27,3457,1720,382,328,76,333,257,2,-11.5,39.6,-9999,1236,991,57
2008,AC,.,39.718477,-123.652786,-9999,12,19.3,5.1,14.2,1492,32,14.7,596.6,59,2685,2408,204,300,104,320,217,38,-15.1,38.9,-9999,1024,671,61
2008,BO,.,37.38199,-121.736746,-9999,14.8,22.3,7.2,15.1,508,6,48.8,3537.3,31,3616,1701,510,348,41,351,311,5,-8.7,38.9,-9999,1021,840,70
2008,BB,.,38.318682,-123.071828,-9999,12,15.2,7.5,7.7,657,11,33.5,1398.6,29,2549,2262,43,336,59,336,276,7,-11.5,33.6,-9999,887,640,68
2008,HA,.,36.379264,-121.562935,-9999,14.6,22,8,13.9,569,8,43.2,2611.3,27,3530,1708,445,329,84,337,253,5,-11.5,39.6,-9999,1252,1029,57
2009,AC,.,39.718477,-123.652786,-9999,12.2,19.5,6,13.5,1531,201,14.5,97.2,49,2719,2350,213,308,92,321,229,20,-15.1,38.9,-9999,1010,534,62
2009,BO,.,37.38199,-121.736746,-9999,14.7,22.1,8.1,14.1,614,37,40.2,597.1,26,3563,1692,471,352,26,353,327,3,-8.7,38.9,-9999,990,683,71
2009,BB,.,38.318682,-123.071828,-9999,11.9,14.8,7.8,7,659,66,33.3,224.1,25,2502,2274,44,340,49,338,290,3,-11.5,33.6,-9999,847,488,69
2009,HA,.,36.379264,-121.562935,-9999,14.7,22.2,8.5,13.7,592,23,41.7,984.5,23,3536,1669,438,335,67,342,274,2,-11.5,39.6,-9999,1226,882,59
2010,AC,.,39.718477,-123.652786,-9999,11.7,19.2,7.4,11.8,2952,210,7.4,91.4,44,2530,2476,172,318,105,327,222,37,-15.1,38.9,-9999,946,444,66
2010,BO,.,37.38199,-121.736746,-9999,14.2,20.7,9.4,11.3,899,32,26.9,638.1,23,3355,1760,361,358,21,360,339,4,-8.7,38.9,-9999,924,581,74
2010,BB,.,38.318682,-123.071828,-9999,11.7,13.5,9.2,4.3,1357,70,16,192.6,23,2385,2351,36,347,46,344,298,7,-11.5,33.6,-9999,806,378,72
2010,HA,.,36.379264,-121.562935,-9999,14.1,20.6,9.8,10.8,970,30,24.8,694.7,21,3313,1760,325,343,68,347,279,4,-11.5,39.6,-9999,1152,751,62
2011,AC,.,39.718477,-123.652786,-9999,11.5,19.4,7,12.4,1976,226,10.9,85.8,52,2507,2548,191,300,111,325,214,39,-15.1,38.9,-9999,936,411,64
2011,BO,.,37.38199,-121.736746,-9999,14,20.8,8.6,12.3,907,100,26.5,208.9,28,3321,1856,394,348,35,355,321,5,-8.7,38.9,-9999,914,528,73
2011,BB,.,38.318682,-123.071828,-9999,11.6,13.9,9.3,4.6,1090,119,19.8,117,26,2365,2380,35,335,59,340,281,6,-11.5,33.6,-9999,804,346,70
2011,HA,.,36.379264,-121.562935,-9999,14.1,21.3,8.7,12.6,906,78,26.6,273.9,25,3321,1820,367,329,85,342,258,5,-11.5,39.6,-9999,1154,721,60
2012,AC,.,39.718477,-123.652786,-9999,12,20.3,5.5,14.8,2704,77,8.2,265.1,52,2688,2387,204,311,88,325,236,26,-15.1,38.9,-9999,1015,589,63
2012,BO,.,37.38199,-121.736746,-9999,14.8,22.3,8.5,13.8,956,24,25.9,943,24,3585,1639,446,353,20,358,338,3,-8.7,38.9,-9999,1005,664,71
2012,BB,.,38.318682,-123.071828,-9999,12,14.4,8.8,5.6,1310,32,16.8,456.1,23,2516,2243,31,343,43,337,295,4,-11.5,33.6,-9999,870,456,69
2012,HA,.,36.379264,-121.562935,-9999,14.7,22,8.6,13.4,917,24,27,922,22,3548,1627,406,339,61,347,286,3,-11.5,39.6,-9999,1226,820,59
2013,AC,.,39.718477,-123.652786,-9999,12.5,20.5,6,14.5,805,220,27.9,93.3,46,2824,2250,226,301,95,313,218,27,-15.1,38.9,-9999,1031,487,60
