Transect,Donor,Recipient,Stage,Plant_ID,date_1,date_2,date_3,date_4,date_5,Transect,Recipient,Plant_ID,date_1,date_2,date_3,date_4,date_5,flr_P
10,BO_038,BO_149,Flow Date,2,,,,,,10,BO_149,6,,,,,,
10,BO_038,BO_149,Flow Date,3,,,,,,10,BO_149,7,,,,,,
10,BO_038,BO_149,Flow Date,4,,,,,,10,BO_149,8,,,,,,
10,BO_199,BO_18,Flow Date,1,,,,,,10,BO_18,5,,,,,,
10,BO_199,BO_18,Flow Date,2,,,,,,10,BO_18,6,,,,,,
10,BO_199,BO_18,Flow Date,3,,,,,,10,BO_18,7,,,,,,
10,BO_199,BO_18,Flow Date,4,,,,,,10,BO_18,8,,,,,,
10,BO_101,BO_80,Flow Date,1,,,,,,10,BO_80,5,,,,,,
10,BO_101,BO_80,Flow Date,2,,,,,,10,BO_80,6,,,,,,
10,BO_101,BO_80,Flow Date,3,,,,,,10,BO_80,7,,,,,,
10,BO_101,BO_80,Flow Date,4,,,,,,10,BO_80,8,,,,,,
10,BO_194,BO_98,Flow Date,1,,,,,,10,BO_98,5,,,,,,
10,BO_194,BO_98,Flow Date,2,,,,,,10,BO_98,6,,,,,,
10,BO_194,BO_98,Flow Date,3,,,,,,10,BO_98,7,,,,,,
10,BO_194,BO_98,Flow Date,4,,,,,,10,BO_98,8,,,,,,
10,BO_088,BO_169,Flow Date,1,,,,,,10,BO_169,5,,,,,,
10,BO_088,BO_169,Flow Date,2,,,,,,10,BO_169,6,,,,,,
10,BO_088,BO_169,Flow Date,3,,,,,,10,BO_169,7,,,,,,
10,BO_088,BO_169,Flow Date,4,,,,,,10,BO_169,8,,,,,,
10,BO_162,BO_89,Flow Date,1,,,,,,10,BO_89,5,,,,,,
10,BO_162,BO_89,Flow Date,2,,,,,,10,BO_89,6,,,,,,
10,BO_162,BO_89,Flow Date,3,,,,,,10,BO_89,7,,,,,,
10,BO_162,BO_89,Flow Date,4,,,,,,10,BO_89,8,,,,,,
10,BO_185,BO_85,Flow Date,1,,,,,,10,BO_85,5,,,,,,
10,BO_185,BO_85,Flow Date,2,,,,,,10,BO_85,6,,,,,,
10,BO_185,BO_85,Flow Date,3,,,,,,10,BO_85,7,,,,,,
10,BO_185,BO_85,Flow Date,4,,,,,,10,BO_85,8,,,,,,
10,BO_170,BO_45,Flow Date,1,,,,,,10,BO_45,5,,,,,,
10,BO_170,BO_45,Flow Date,2,,,,,,10,BO_45,6,,,,,,
10,BO_170,BO_45,Flow Date,3,,,,,,10,BO_45,7,,,,,,
10,BO_170,BO_45,Flow Date,4,,,,,,10,BO_45,8,,,,,,
10,BO_201,BO_189,Flow Date,1,,,,,,10,BO_189,5,,,,,,
10,BO_201,BO_189,Flow Date,2,,,,,,10,BO_189,6,,,,,,
10,BO_201,BO_189,Flow Date,3,,,,,,10,BO_189,7,,,,,,
10,BO_201,BO_189,Flow Date,4,,,,,,10,BO_189,8,,,,,,
10,BO_189,BO_126,Flow Date,1,,,,,,10,BO_126,5,,,,,,
10,BO_189,BO_126,Flow Date,2,,,,,,10,BO_126,6,,,,,,
10,BO_189,BO_126,Flow Date,3,,,,,,10,BO_126,7,,,,,,
10,BO_189,BO_126,Flow Date,4,,,,,,10,BO_126,8,,,,,,
10,BO_143,BO_195,Flow Date,1,,,,,,10,BO_195,5,,,,,,
10,BO_143,BO_195,Flow Date,2,,,,,,10,BO_195,6,,,,,,
10,BO_143,BO_195,Flow Date,3,,,,,,10,BO_195,7,,,,,,
10,BO_143,BO_195,Flow Date,4,,,,,,10,BO_195,8,,,,,,
10,BO_188,BO_52,Flow Date,1,,,,,,10,BO_52,5,,,,,,
10,BO_188,BO_52,Flow Date,2,,,,,,10,BO_52,6,,,,,,
10,BO_188,BO_52,Flow Date,3,,,,,,10,BO_52,7,,,,,,
10,BO_188,BO_52,Flow Date,4,,,,,,10,BO_52,8,,,,,,
10,BO_173,BO_54,Flow Date,1,,,,,,10,BO_54,5,,,,,,
10,BO_173,BO_54,Flow Date,2,,,,,,10,BO_54,6,,,,,,
10,BO_173,BO_54,Flow Date,3,,,,,,10,BO_54,7,,,,,,
10,BO_173,BO_54,Flow Date,4,,,,,,10,BO_54,8,,,,,,
10,BO_109,BO_28,Flow Date,1,,,,,,10,BO_28,5,,,,,,
10,BO_109,BO_28,Flow Date,2,,,,,,10,BO_28,6,,,,,,
10,BO_109,BO_28,Flow Date,3,,,,,,10,BO_28,7,,,,,,
10,BO_109,BO_28,Flow Date,4,,,,,,10,BO_28,8,,,,,,
10,BO_69,BO_201,Flow Date,1,,,,,,10,BO_201,5,,,,,,
10,BO_69,BO_201,Flow Date,2,,,,,,10,BO_201,6,,,,,,
10,BO_69,BO_201,Flow Date,3,,,,,,10,BO_201,7,,,,,,
10,BO_69,BO_201,Flow Date,4,,,,,,10,BO_201,8,,,,,,
10,BO_40,BO_171,Flow Date,1,,,,,,10,BO_171,5,,,,,,
10,BO_40,BO_171,Flow Date,2,,,,,,10,BO_171,6,,,,,,
10,BO_40,BO_171,Flow Date,3,,,,,,10,BO_171,7,,,,,,
10,BO_40,BO_171,Flow Date,4,,,,,,10,BO_171,8,,,,,,
10,BO_173,BO_91,Flow Date,1,,,,,,10,BO_91,5,,,,,,
10,BO_173,BO_91,Flow Date,2,,,,,,10,BO_91,6,,,,,,
10,BO_173,BO_91,Flow Date,3,,,,,,10,BO_91,7,,,,,,
10,BO_173,BO_91,Flow Date,4,,,,,,10,BO_91,8,,,,,,
10,BO_128,BO_44,Flow Date,1,,,,,,10,BO_44,5,,,,,,
10,BO_128,BO_44,Flow Date,2,,,,,,10,BO_44,6,,,,,,
10,BO_128,BO_44,Flow Date,3,,,,,,10,BO_44,7,,,,,,
10,BO_128,BO_44,Flow Date,4,,,,,,10,BO_44,8,,,,,,
10,BO_177,BO_121,Flow Date,1,,,,,,10,BO_121,5,,,,,,
10,BO_177,BO_121,Flow Date,2,,,,,,10,BO_121,6,,,,,,
10,BO_177,BO_121,Flow Date,3,,,,,,10,BO_121,7,,,,,,
10,BO_177,BO_121,Flow Date,4,,,,,,10,BO_121,8,,,,,,
10,BO_65,BO_78,Flow Date,1,,,,,,10,BO_78,5,,,,,,
10,BO_65,BO_78,Flow Date,2,,,,,,10,BO_78,6,,,,,,
10,BO_65,BO_78,Flow Date,3,,,,,,10,BO_78,7,,,,,,
10,BO_65,BO_78,Flow Date,4,,,,,,10,BO_78,8,,,,,,
10,BO_096,BO_178,Flow Date,1,,,,,,10,BO_178,5,,,,,,
10,BO_096,BO_178,Flow Date,2,,,,,,10,BO_178,6,,,,,,
10,BO_096,BO_178,Flow Date,3,,,,,,10,BO_178,7,,,,,,
10,BO_096,BO_178,Flow Date,4,,,,,,10,BO_178,8,,,,,,
10,BO_187,BO_31,Flow Date,1,,,,,,10,BO_31,5,,,,,,
10,BO_187,BO_31,Flow Date,2,,,,,,10,BO_31,6,,,,,,
10,BO_187,BO_31,Flow Date,3,,,,,,10,BO_31,7,,,,,,
10,BO_187,BO_31,Flow Date,4,,,,,,10,BO_31,8,,,,,,
10,BO_70,BO_184,Flow Date,1,,,,,,10,BO_184,5,,,,,,
10,BO_70,BO_184,Flow Date,2,,,,,,10,BO_184,6,,,,,,
10,BO_70,BO_184,Flow Date,3,,,,,,10,BO_184,7,,,,,,
10,BO_70,BO_184,Flow Date,4,,,,,,10,BO_184,8,,,,,,
10,BO_153,BO_157,Flow Date,1,,,,,,10,BO_157,5,,,,,,
10,BO_153,BO_157,Flow Date,2,,,,,,10,BO_157,6,,,,,,
10,BO_153,BO_157,Flow Date,3,,,,,,10,BO_157,7,,,,,,
10,BO_153,BO_157,Flow Date,4,,,,,,10,BO_157,8,,,,,,
10,BO_170,BO_55,Flow Date,1,,,,,,10,BO_55,5,,,,,,
10,BO_170,BO_55,Flow Date,2,,,,,,10,BO_55,6,,,,,,
10,BO_170,BO_55,Flow Date,3,,,,,,10,BO_55,7,,,,,,
10,BO_170,BO_55,Flow Date,4,,,,,,10,BO_55,8,,,,,,
10,BO_189,BO_142,Flow Date,1,,,,,,10,BO_142,5,,,,,,
10,BO_189,BO_142,Flow Date,2,,,,,,10,BO_142,6,,,,,,
10,BO_189,BO_142,Flow Date,3,,,,,,10,BO_142,7,,,,,,
10,BO_189,BO_142,Flow Date,4,,,,,,10,BO_142,8,,,,,,
10,BO_183,BO_63,Flow Date,1,,,,,,10,BO_63,5,,,,,,
10,BO_183,BO_63,Flow Date,2,,,,,,10,BO_63,6,,,,,,
10,BO_183,BO_63,Flow Date,3,,,,,,10,BO_63,7,,,,,,
10,BO_183,BO_63,Flow Date,4,,,,,,10,BO_63,8,,,,,,
10,BO_183,BO_198,Flow Date,1,,,,,,10,BO_198,5,,,,,,
10,BO_183,BO_198,Flow Date,2,,,,,,10,BO_198,6,,,,,,
10,BO_183,BO_198,Flow Date,3,,,,,,10,BO_198,7,,,,,,
10,BO_183,BO_198,Flow Date,4,,,,,,10,BO_198,8,,,,,,
10,BO_088,BO_140,Flow Date,1,,,,,,10,BO_140,5,,,,,,
10,BO_088,BO_140,Flow Date,2,,,,,,10,BO_140,6,,,,,,
10,BO_088,BO_140,Flow Date,3,,,,,,10,BO_140,7,,,,,,
10,BO_088,BO_140,Flow Date,4,,,,,,10,BO_140,8,,,,,,
10,BO_192,BO_127,Flow Date,1,,,,,,10,BO_127,5,,,,,,
10,BO_192,BO_127,Flow Date,2,,,,,,10,BO_127,6,,,,,,
10,BO_192,BO_127,Flow Date,3,,,,,,10,BO_127,7,,,,,,
10,BO_192,BO_127,Flow Date,4,,,,,,10,BO_127,8,,,,,,
10,BO_130,BO_161,Flow Date,1,,,,,,10,BO_161,5,,,,,,
10,BO_130,BO_161,Flow Date,2,,,,,,10,BO_161,6,,,,,,
10,BO_130,BO_161,Flow Date,3,,,,,,10,BO_161,7,,,,,,
10,BO_130,BO_161,Flow Date,4,,,,,,10,BO_161,8,,,,,,
10,BO_162,BO_164,Flow Date,1,,,,,,10,BO_164,5,,,,,,
10,BO_162,BO_164,Flow Date,2,,,,,,10,BO_164,6,,,,,,
10,BO_162,BO_164,Flow Date,3,,,,,,10,BO_164,7,,,,,,
10,BO_162,BO_164,Flow Date,4,,,,,,10,BO_164,8,,,,,,
10,BO_69,BO_145,Flow Date,1,,,,,,10,BO_145,5,,,,,,
10,BO_69,BO_145,Flow Date,2,,,,,,10,BO_145,6,,,,,,
10,BO_69,BO_145,Flow Date,3,,,,,,10,BO_145,7,,,,,,
10,BO_69,BO_145,Flow Date,4,,,,,,10,BO_145,8,,,,,,
10,BO_151,BO_56,Flow Date,1,,,,,,10,BO_56,5,,,,,,
10,BO_151,BO_56,Flow Date,2,,,,,,10,BO_56,6,,,,,,
10,BO_151,BO_56,Flow Date,3,,,,,,10,BO_56,7,,,,,,
10,BO_151,BO_56,Flow Date,4,,,,,,10,BO_56,8,,,,,,
10,BO_58,BO_81,Flow Date,1,,,,,,10,BO_81,5,,,,,,
10,BO_58,BO_81,Flow Date,2,,,,,,10,BO_81,6,,,,,,
10,BO_58,BO_81,Flow Date,3,,,,,,10,BO_81,7,,,,,,
10,BO_58,BO_81,Flow Date,4,,,,,,10,BO_81,8,,,,,,
10,BO_149,BO_185,Flow Date,1,,,,,,10,BO_185,5,,,,,,
10,BO_149,BO_185,Flow Date,2,,,,,,10,BO_185,6,,,,,,
10,BO_149,BO_185,Flow Date,3,,,,,,10,BO_185,7,,,,,,
10,BO_149,BO_185,Flow Date,4,,,,,,10,BO_185,8,,,,,,
10,BO_130,BO_120,Flow Date,1,,,,,,10,BO_120,5,,,,,,
10,BO_130,BO_120,Flow Date,2,,,,,,10,BO_120,6,,,,,,
10,BO_130,BO_120,Flow Date,3,,,,,,10,BO_120,7,,,,,,
10,BO_130,BO_120,Flow Date,4,,,,,,10,BO_120,8,,,,,,
10,BO_39,BO_87,Flow Date,1,,,,,,10,BO_87,5,,,,,,
10,BO_39,BO_87,Flow Date,2,,,,,,10,BO_87,6,,,,,,
10,BO_39,BO_87,Flow Date,3,,,,,,10,BO_87,7,,,,,,
10,BO_39,BO_87,Flow Date,4,,,,,,10,BO_87,8,,,,,,
11,BO_162,BO_108,Flow Date,1,,,,,,11,BO_108,5,,,,,,
11,BO_162,BO_108,Flow Date,2,,,,,,11,BO_108,6,,,,,,
11,BO_162,BO_108,Flow Date,3,,,,,,11,BO_108,7,,,,,,
11,BO_162,BO_108,Flow Date,4,,,,,,11,BO_108,8,,,,,,
11,BO_201,BO_130,Flow Date,1,,,,,,11,BO_130,5,,,,,,
11,BO_201,BO_130,Flow Date,2,,,,,,11,BO_130,6,,,,,,
11,BO_201,BO_130,Flow Date,3,,,,,,11,BO_130,7,,,,,,
11,BO_201,BO_130,Flow Date,4,,,,,,11,BO_130,8,,,,,,
11,BO_128,BO_60,Flow Date,1,,,,,,11,BO_60,5,,,,,,
