,Site:  Angelo Coast 2021-22,,,,,Plant ID,,,,,,,,,
Block (1-3),Transect (1-9),Sequence (1-321),Pollen Donor ID,Maternal Sibship,mm/dd,1,2,3,4,5,6,7,8,9,10
3,7,226,AC_179,AC_171,Germ Date,2022-11-03,2022-12-05,2022-11-03,2022-12-05,2022-12-05,2022-12-05,2022-12-05,2022-12-05,2022-12-05,2022-12-05
3,7,226,AC_179,AC_171,Flow Date,,,,,,,,,,
3,7,227,AC_71,AC_215,Germ Date,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-12-05,2022-11-03,2022-11-03
3,7,227,AC_71,AC_215,Flow Date,,,,,,,,,,
3,7,228,AC_64,AC_17,Germ Date,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-12-05,2022-11-03,2022-12-05,2022-11-03
3,7,228,AC_64,AC_17,Flow Date,,,,,,,,,,
3,7,229,AC_94,AC_217,Germ Date,2022-12-05,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-12-05,2022-12-05,2022-12-05
3,7,229,AC_94,AC_217,Flow Date,,,Dead 12/5,2022-12-05,,,,,,
3,7,230,AC_169,AC_120,Germ Date,2022-12-05,2022-12-05,2022-11-03,2022-12-05,2022-11-03,,2022-12-05,2022-11-03,2022-12-05,2022-11-03
3,7,230,AC_169,AC_120,Flow Date,,,,,Dead 12/5,,,,,
3,7,231,AC_186,AC_48,Germ Date,2022-11-03,2022-12-05,2022-12-05,2022-12-05,,,,2022-11-03,2022-12-05,2022-11-03
3,7,231,AC_186,AC_48,Flow Date,,,,,,,,Dead 12/5,,
3,7,232,AC_89,AC_32,Germ Date,2022-12-05,2022-12-05,2022-12-05,2022-11-03,2022-12-05,2022-12-05,2022-12-05,2022-12-05,,2022-11-03
3,7,232,AC_89,AC_32,Flow Date,,,,Dead 12/5,,,,,,
3,7,233,AC_97,AC_54,Germ Date,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,,2022-11-03
3,7,233,AC_97,AC_54,Flow Date,,,Dead 12/5,,,,,,,
3,7,234,AC_107,AC_130,Germ Date,2022-11-03,2022-12-05,2022-12-05,2022-12-05,2022-11-03,2022-11-03,2022-12-05,,,
3,7,234,AC_107,AC_130,Flow Date,,,,,Dead 12/5,Dead 12/5,,,,
3,7,235,AC_170,AC_203,Germ Date,2022-12-05,2022-12-05,2022-12-05,,2022-11-03,,,,,
3,7,235,AC_170,AC_203,Flow Date,,,,,,,,,,
3,7,236,AC_002,AC_122,Germ Date,2022-12-05,2022-11-03,2022-11-03,2022-12-05,2022-11-03,2022-11-03,2022-12-05,2022-12-05,2022-11-03,
3,7,236,AC_002,AC_122,Flow Date,,,,,,,,,,
3,7,237,AC_165,AC_62,Germ Date,2022-12-05,2022-11-03,2022-11-03,2022-12-05,,,2022-12-05,2022-11-03,2022-12-05,
3,7,237,AC_165,AC_62,Flow Date,,,,,,,,,,
3,7,238,AC_8,AC_68,Germ Date,2022-12-05,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-12-05
3,7,238,AC_8,AC_68,Flow Date,,,,,,,,,,
3,7,239,AC_54,AC_46,Germ Date,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-12-05,2022-12-05,2022-11-03,2022-11-03
3,7,239,AC_54,AC_46,Flow Date,,,,Dead 12/5,,,,,,
3,7,240,AC_159,AC_143,Germ Date,,2022-12-05,2022-11-03,2022-12-05,,,,"12/5, ? plug buried",2022-12-05,
3,7,240,AC_159,AC_143,Flow Date,,,Dead 12/5,,,,,,,
3,7,241,AC_172,AC_40,Germ Date,2022-12-05,2022-12-05,,2022-11-03,2022-12-05,2022-11-03,2022-11-03,2022-11-03,"12/5, ? plug buried",
3,7,241,AC_172,AC_40,Flow Date,,,,,,,,,,
3,7,242,AC_195,AC_193,Germ Date,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-12-05,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03
3,7,242,AC_195,AC_193,Flow Date,,,,,,,,,,
3,7,243,AC_125,AC_38,Germ Date,2022-11-03,2022-11-03,2022-11-03,2022-12-05,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03
3,7,243,AC_125,AC_38,Flow Date,,,,,Dead 12/5,,,,,
3,7,244,AC_002,AC_104,Germ Date,2022-11-03,2022-11-03,2022-11-03,2022-12-05,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-12-05
3,7,244,AC_002,AC_104,Flow Date,,,,,,,,,,
3,7,245,AC_15,AC_97,Germ Date,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03
3,7,245,AC_15,AC_97,Flow Date,,,,Dead 12/5,,,,,,
3,7,246,AC_198,AC_72,Germ Date,2022-11-03,2022-11-03,,2022-12-05,2022-12-05,2022-11-03,2022-11-03,2022-12-05,2022-12-05,disturbed by animal (deer)
3,7,246,AC_198,AC_72,Flow Date,Dead 12/5,,,,,,Dead 12/5,,,
3,7,247,AC_102,AC_178,Germ Date,2022-12-05,2022-11-03,,2022-12-05,2022-12-05,2022-11-03,2022-12-05,,2022-12-05,2022-12-05
3,7,247,AC_102,AC_178,Flow Date,,,,,,,,,,
3,7,248,AC_47,AC_113,Germ Date,2022-12-05,2022-12-05,,,,2022-12-05,2022-12-05,2022-12-05,2022-12-05,
3,7,248,AC_47,AC_113,Flow Date,,,,,,,,,,
3,7,249,AC_107,AC_172,Germ Date,,2022-12-05,2022-12-05,2022-12-05,,2022-12-05,,2022-12-05,,2022-12-05
3,7,249,AC_107,AC_172,Flow Date,,,,,,,,,,
3,7,250,AC_15,AC_190,Germ Date,2022-12-05,,2022-12-05,2022-12-05,,,2022-11-03,,2022-12-05,2022-11-03
3,7,250,AC_15,AC_190,Flow Date,,,,,,,Dead 12/5,,,Dead 12/5
3,8,251,AC_68,AC_56,Germ Date,2022-12-05,,2022-11-03,2022-12-05,2022-11-03,2022-12-05,,2022-12-05,,
3,8,251,AC_68,AC_56,Flow Date,,,,,,,,,,
3,8,252,AC_96,AC_181,Germ Date,,2022-11-03,2022-12-05,2022-12-05,2022-12-05,2022-12-05,2022-12-05,2022-12-05,2022-12-05,2022-11-03
3,8,252,AC_96,AC_181,Flow Date,,,,,,,,,,
3,8,253,AC_179,AC_114,Germ Date,2022-11-03,2022-11-03,2022-12-05,2022-11-03,2022-12-05,2022-11-03,,2022-11-03,2022-11-03,2022-12-05
3,8,253,AC_179,AC_114,Flow Date,,,,Dead 12/5,,,,,,
3,8,254,AC_177,AC_211,Germ Date,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-12-05,2022-12-05,2022-11-03,2022-12-05
3,8,254,AC_177,AC_211,Flow Date,,,,,,,,,,
3,8,255,AC_8,AC_92,Germ Date,,2022-11-03,2022-12-05,2022-12-05,2022-12-05,2022-12-05,2022-12-05,2022-12-05,2022-12-05,2022-12-05
3,8,255,AC_8,AC_92,Flow Date,,,,,,,,,,
3,8,256,AC_195,AC_179,Germ Date,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-12-05,,2022-11-03,2022-11-03,2022-11-03,2022-11-03
3,8,256,AC_195,AC_179,Flow Date,,,,,,,,,,
3,8,257,AC_156,AC_5,Germ Date,2022-11-03,2022-11-03,2022-11-03,2022-12-05,2022-11-03,2022-11-03,2022-12-05,2022-11-03,2022-11-03,2022-11-03
3,8,257,AC_156,AC_5,Flow Date,,,,,,,,,,
3,8,258,AC_061,AC_52,Germ Date,2022-11-03,2022-11-03,2022-11-03,2022-12-05,2022-12-05,2022-12-05,2022-11-03,,2022-11-03,
3,8,258,AC_061,AC_52,Flow Date,,,,,,,,,,
3,8,259,AC_039,AC_148,Germ Date,2022-12-05,2022-12-05,2022-11-03,? disturbed by animal (deer),2022-12-05,2022-11-03,,2022-12-05,2022-12-05,
3,8,259,AC_039,AC_148,Flow Date,,,,,,Dead 12/5,,,,
3,8,260,AC_52,AC_133,Germ Date,2022-12-05,2022-12-05,2022-12-05,2022-12-05,2022-12-05,,,,,
3,8,260,AC_52,AC_133,Flow Date,,,,,,,,,,
3,8,261,AC_061,AC_158,Germ Date,2022-11-03,2022-11-03,,2022-11-03,2022-11-03,2022-11-03,2022-11-03,,2022-11-03,2022-12-05
3,8,261,AC_061,AC_158,Flow Date,Dead 12/5,,,,,Dead 12/5,,,,
3,8,262,AC_198,AC_51,Germ Date,,2022-11-03,2022-11-03,2022-12-05,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-12-05,
3,8,262,AC_198,AC_51,Flow Date,,,,,,,,,,
3,8,263,AC_207,AC_82,Germ Date,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03
3,8,263,AC_207,AC_82,Flow Date,,,,,,,,,,
3,8,264,AC_161,AC_88,Germ Date,2022-12-05,2022-11-03,2022-11-03,2022-12-05,,2022-12-05,2022-11-03,2022-12-05,2022-12-05,2022-12-05
3,8,264,AC_161,AC_88,Flow Date,,,,,,,,,,
3,8,265,AC_68,AC_195,Germ Date,2022-12-05,,2022-12-05,,2022-12-05,2022-12-05,2022-12-05,,2022-12-05,"12/5/2021, ?"
3,8,265,AC_68,AC_195,Flow Date,,,,,,,,,,
3,8,266,AC_179,AC_136,Germ Date,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-12-05,2022-11-03,2022-12-05,2022-12-05,2022-11-03
3,8,266,AC_179,AC_136,Flow Date,,,,,,,,,,Dead 12/5
3,8,267,AC_198,AC_66,Germ Date,2022-12-05,2022-11-03,2022-11-03,2022-11-03,2022-12-05,2022-11-03,2022-11-03,2022-12-05,2022-12-05,2022-12-05
3,8,267,AC_198,AC_66,Flow Date,,,Dead 12/5,,,,,,,
3,8,268,AC_102,AC_191,Germ Date,,2022-12-05,2022-12-05,,,2022-11-03,2022-11-03,2022-12-05,,
3,8,268,AC_102,AC_191,Flow Date,,,,,,,,,,
3,8,269,AC_207,AC_70,Germ Date,2022-11-03,2022-12-05,2022-11-03,2022-11-03,2022-12-05,2022-12-05,2022-12-05,2022-11-03,2022-12-05,2022-12-05
3,8,269,AC_207,AC_70,Flow Date,,,,,,,,,,
3,8,270,AC_103,AC_154,Germ Date,2022-12-05,2022-11-03,2022-12-05,2022-11-03,2022-11-03,2022-11-03,2022-12-05,2022-12-05,2022-11-03,2022-12-05
3,8,270,AC_103,AC_154,Flow Date,,,,,,,,,,
3,8,271,AC_165,AC_206,Germ Date,2022-12-05,2022-12-05,2022-12-05,,2022-12-05,2022-11-03,2022-12-05,2022-12-05,2022-12-05,2022-12-05
3,8,271,AC_165,AC_206,Flow Date,,,,,,Dead 12/5,,,,
3,8,272,AC_172,AC_208,Germ Date,2022-12-05,2022-12-05,2022-12-05,2022-12-05,2022-12-05,2022-12-05,2022-12-05,,2022-12-05,2022-12-05
3,8,272,AC_172,AC_208,Flow Date,,,,,,,,,,
3,8,273,AC_159,AC_192,Germ Date,2022-12-05,2022-12-05,,2022-12-05,,2022-12-05,2022-11-03,,,2022-12-05
3,8,273,AC_159,AC_192,Flow Date,,,,,,,,,,
3,8,274,AC_156,AC_16,Germ Date,2022-12-05,2022-12-05,,2022-12-05,2022-12-05,2022-12-05,,2022-11-03,2022-12-05,2022-12-05
3,8,274,AC_156,AC_16,Flow Date,,,,,,,,,,
3,8,275,AC_168,AC_10,Germ Date,2022-12-05,2022-12-05,2022-12-05,2022-12-05,2022-12-05,2022-11-03,2022-12-05,2022-12-05,2022-12-05,2022-12-05
3,8,275,AC_168,AC_10,Flow Date,,,,,,,,,,
3,8,276,AC_160,AC_15,Germ Date,2022-12-05,2022-11-03,2022-12-05,2022-12-05,2022-12-05,2022-11-03,2022-11-03,2022-11-03,2022-12-05,2022-12-05
3,8,276,AC_160,AC_15,Flow Date,,,,,,,,,,
3,8,277,AC_52,AC_131,Germ Date,2022-11-03,2022-11-03,,2022-11-03,2022-11-03,2022-12-05,2022-11-03,2022-12-05,2022-11-03,2022-12-05
3,8,277,AC_52,AC_131,Flow Date,Dead 12/5,,,,Dead 12/5,,,,,
3,8,278,AC_64,AC_86,Germ Date,2022-11-03,2022-11-03,2022-11-03,2022-12-05,2022-11-03,2022-11-03,2022-12-05,,2022-12-05,2022-12-05
3,8,278,AC_64,AC_86,Flow Date,,,,,,,,,,
3,8,279,AC_168,AC_159,Germ Date,2022-12-05,,2022-11-03,,,,2022-12-05,2022-11-03,2022-11-03,
3,8,279,AC_168,AC_159,Flow Date,,,Dead 12/5,,,,,,Dead 12/5,
3,8,280,AC_161,AC_213,Germ Date,2022-12-05,2022-12-05,2022-12-05,2022-11-03,2022-11-03,,,,,
3,8,280,AC_161,AC_213,Flow Date,,,,,Dead 12/5,,,,,
3,8,281,AC_103,AC_144,Germ Date,2022-12-05,2022-11-03,2022-11-03,2022-12-05,2022-11-03,2022-12-05,2022-12-05,2022-12-05,2022-12-05,2022-12-05
3,8,281,AC_103,AC_144,Flow Date,,,,,,,,,,
3,8,282,AC_150,AC_200,Germ Date,2022-11-03,,,,,2022-11-03,2022-12-05,2022-12-05,2022-12-05,2022-12-05
3,8,282,AC_150,AC_200,Flow Date,Dead 12/5,,,,,? 12/5,,,,
3,8,283,AC_170,AC_185,Germ Date,,,2022-12-05,2022-12-05,,2022-12-05,,,,
3,8,283,AC_170,AC_185,Flow Date,,,,,,,,,,
3,8,284,AC_169,AC_182,Germ Date,2022-12-05,2022-12-05,2022-12-05,2022-12-05,2022-12-05,,,,,
3,8,284,AC_169,AC_182,Flow Date,,,,,,,,,,
3,8,285,AC_165,AC_199,Germ Date,2022-12-05,2022-12-05,2022-12-05,2022-12-05,2022-12-05,2022-12-05,2022-12-05,2022-12-05,,
3,8,285,AC_165,AC_199,Flow Date,,,,,,,,,,
3,8,286,AC_124,AC_14,Germ Date,2022-12-05,2022-11-03,2022-12-05,2022-12-05,2022-11-03,2022-11-03,2022-12-05,2022-11-03,2022-12-05,2022-12-05
3,8,286,AC_124,AC_14,Flow Date,,,,,,,,,,
3,9,287,AC_156,AC_90,Germ Date,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-12-05,2022-11-03,2022-11-03,2022-12-05,2022-11-03
3,9,287,AC_156,AC_90,Flow Date,,Dead 12/5,,,,,,,,
3,9,288,AC_8,AC_188,Germ Date,,2022-12-05,2022-12-05,,2022-12-05,,2022-12-05,,2022-12-05,2022-12-05
3,9,288,AC_8,AC_188,Flow Date,,,,,,,,,,
3,9,289,AC_64,AC_205,Germ Date,2022-12-05,2022-12-05,2022-12-05,2022-11-03,2022-12-05,2022-12-05,2022-12-05,2022-12-05,2022-12-05,2022-12-05
3,9,289,AC_64,AC_205,Flow Date,,,,,,,,,,
3,9,290,AC_91,AC_189,Germ Date,,2022-11-03,2022-12-05,2022-12-05,2022-12-05,2022-11-03,,2022-11-03,2022-11-03,
3,9,290,AC_91,AC_189,Flow Date,,,,,,Dead 12/5,,Dead 12/5,,
3,9,291,AC_52,AC_212,Germ Date,2022-12-05,2022-11-03,,,,2022-12-05,,,2022-12-05,2022-11-03
3,9,291,AC_52,AC_212,Flow Date,,,,,,,,,,
3,9,292,AC_186,AC_153,Germ Date,2022-11-03,2022-12-05,2022-12-05,2022-11-03,2022-12-05,2022-11-03,2022-12-05,2022-12-05,2022-11-03,2022-11-03
3,9,292,AC_186,AC_153,Flow Date,,,,,,,,,,
3,9,293,AC_170,AC_118,Germ Date,2022-12-05,2022-11-03,2022-12-05,2022-11-03,2022-12-05,2022-12-05,2022-11-03,2022-11-03,2022-12-05,2022-12-05
3,9,293,AC_170,AC_118,Flow Date,,,,,,,,,,
3,9,294,AC_216,AC_99,Germ Date,,2022-11-03,2022-12-05,2022-12-05,2022-12-05,2022-12-05,2022-12-05,2022-12-05,2022-12-05,2022-12-05
3,9,294,AC_216,AC_99,Flow Date,,,,,,,,,,
3,9,295,AC_007,AC_147,Germ Date,2022-11-03,2022-11-03,2022-12-05,2022-12-05,2022-12-05,2022-12-05,2022-12-05,2022-12-05,2022-12-05,2022-11-03
3,9,295,AC_007,AC_147,Flow Date,Dead 12/5,,,,,,,,,
3,9,296,AC_45,AC_151,Germ Date,2022-12-05,2022-12-05,2022-12-05,2022-12-05,2022-12-05,"12/5/2021, ?",2022-12-05,2022-12-05,2022-12-05,2022-12-05
3,9,296,AC_45,AC_151,Flow Date,,,,,,,,,,
3,9,297,AC_94,AC_109,Germ Date,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03
3,9,297,AC_94,AC_109,Flow Date,,,,,,,,,,
3,9,298,AC_54,AC_119,Germ Date,2022-11-03,,2022-11-03,2022-11-03,2022-12-05,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-12-05
3,9,298,AC_54,AC_119,Flow Date,,,,,,,,,,
3,9,299,AC_169,AC_75,Germ Date,,2022-11-03,2022-12-05,2022-12-05,,2022-11-03,2022-12-05,2022-12-05,2022-12-05,
3,9,299,AC_169,AC_75,Flow Date,,,,,,,,,,
3,9,300,AC_97,AC_64,Germ Date,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-12-05,2022-11-03,2022-11-03,2022-11-03
3,9,300,AC_97,AC_64,Flow Date,,,,,,,,,,
3,9,301,AC_186,AC_11,Germ Date,2022-12-05,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-12-05,2022-12-05,2022-12-05,
3,9,301,AC_186,AC_11,Flow Date,,,,,,,,,,
3,9,302,AC_47,AC_152,Germ Date,2022-12-05,2022-12-05,,,,2022-12-05,,,,
3,9,302,AC_47,AC_152,Flow Date,,,,,,,,,,
3,9,303,AC_007,AC_187,Germ Date,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-12-05
3,9,303,AC_007,AC_187,Flow Date,,,,,,,,,,
3,9,304,AC_91,AC_204,Germ Date,2022-11-03,2022-11-03,2022-12-05,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03
3,9,304,AC_91,AC_204,Flow Date,,,,,,,,Dead 12/5,,
3,9,305,AC_45,AC_96,Germ Date,,2022-12-05,2022-12-05,2022-12-05,2022-12-05,2022-12-05,2022-11-03,2022-12-05,,2022-12-05
3,9,305,AC_45,AC_96,Flow Date,,,,,,,,,,
3,9,306,AC_039,AC_168,Germ Date,2022-11-03,2022-11-03,2022-12-05,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-12-05,2022-11-03
3,9,306,AC_039,AC_168,Flow Date,,,,,,,,Dead 12/5,,
3,9,307,AC_89,AC_57,Germ Date,,2022-11-03,2022-11-03,2022-12-05,2022-12-05,,,,,
3,9,307,AC_89,AC_57,Flow Date,,,,,,,,,,
3,9,308,AC_125,AC_95,Germ Date,2022-12-05,2022-11-03,2022-12-05,2022-11-03,2022-11-03,2022-11-03,2022-12-05,2022-11-03,2022-11-03,2022-11-03
3,9,308,AC_125,AC_95,Flow Date,,,,Dead 12/5,,,,,,
3,9,309,AC_150,AC_83,Germ Date,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-12-05,2022-11-03,2022-11-03,2022-11-03,2022-11-03
3,9,309,AC_150,AC_83,Flow Date,,,,,,,,,Dead 12/5,
3,9,310,AC_216,AC_34,Germ Date,2022-12-05,2022-12-05,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-12-05,2022-11-03,2022-11-03,2022-12-05
3,9,310,AC_216,AC_34,Flow Date,,,,,,,,,,
3,9,311,AC_91,AC_218,Germ Date,2022-12-05,2022-12-05,2022-12-05,,2022-12-05,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03
3,9,311,AC_91,AC_218,Flow Date,,,,,,,,,,
3,9,312,AC_54,AC_155,Germ Date,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-12-05,2022-11-03
3,9,312,AC_54,AC_155,Flow Date,,Dead 12/5,,,,,,,,Dead 12/5
3,9,313,AC_71,AC_115,Germ Date,2022-12-05,2022-12-05,2022-11-03,2022-11-03,2022-12-05,2022-11-03,2022-12-05,2022-11-03,2022-12-05,
3,9,313,AC_71,AC_115,Flow Date,,,,,,,,,,
3,9,314,AC_45,AC_123,Germ Date,2022-12-05,2022-12-05,2022-11-03,2022-12-05,2022-12-05,2022-12-05,2022-12-05,2022-12-05,2022-12-05,2022-12-05
3,9,314,AC_45,AC_123,Flow Date,,,,,,,,,,
3,9,315,AC_68,AC_89,Germ Date,2022-12-05,2022-12-05,2022-12-05,2022-12-05,2022-12-05,,,,,
3,9,315,AC_68,AC_89,Flow Date,,,,,,,,,,
3,9,316,AC_207,AC_55,Germ Date,2022-11-03,2022-12-05,2022-12-05,2022-12-05,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-12-05,2022-12-05
3,9,316,AC_207,AC_55,Flow Date,,,,,,,Dead 12/5,,,
3,9,317,AC_150,AC_110,Germ Date,2022-11-03,2022-12-05,2022-11-03,2022-11-03,2022-11-03,2022-12-05,2022-11-03,2022-12-05,2022-12-05,2022-12-05
3,9,317,AC_150,AC_110,Flow Date,,,,,,,,,,
3,9,318,AC_94,AC_216,Germ Date,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03
3,9,318,AC_94,AC_216,Flow Date,,,,,,,,,,
3,9,319,AC_15,AC_197,Germ Date,2022-12-05,"12/5/2021, ?",2022-11-03,2022-12-05,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03,2022-11-03
3,9,319,AC_15,AC_197,Flow Date,,,,,,,,,Dead 12/5,
3,9,320,AC_124,AC_30,Germ Date,2022-12-05,2022-12-05,"12/5/2021, ?",2022-11-03,2022-12-05,2022-12-05,2022-12-05,,2022-12-05,2022-12-05
3,9,320,AC_124,AC_30,Flow Date,,,,,,,,,,
3,9,321,AC_168,AC_142,Germ Date,2022-11-03,2022-12-05,2022-12-05,,2022-12-05,2022-12-05,,2022-12-05,2022-12-05,2022-12-05
3,9,321,AC_168,AC_142,Flow Date,,,,,,,,,,
,,,,,,1900-09-24,1900-10-22,1900-10-05,1900-10-08,1900-10-12,1900-10-11,1900-09-27,1900-09-23,1900-09-19,1900-09-07
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1907-07-10
