Site: Bodega Bay (2021-2022),,,,,,,Plant ID,,,,,,,,,"D-dead; G- gopher; UR-uprooted (plug pushed up); B- buried; PR- paddle replaced; DP-deer poop; T-trampled by deer; (3)- Tripplet (3 Cotyledons); *-cotyledons missing; M -= Missing P-pig; ?-unsure; M- missing; C-regrew cotyledons, (n=2)- double",,
Block (1-3),Location (1-156),Seq (1-441),Co.,Donor_ID,Recipient_ID,mm/dd,1,2,3,4,5,6,7,8,,Notes 12/12,Notes 12/19-20,Notes 12/30
3,151,425,4,BB_125,BB_51,Germ Date,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-20,,,2022-12-13,,PR-6,"*-1,5,8;G-4","*-1,5,8;D-4"
3,151,425,4,BB_125,BB_51,Flow Date,,,,,,,,,,,,
3,151,426,3,BB_167,BB_8,Germ Date,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-20,2022-12-30,,2022-12-13,,G-7,G-5;,*-5
3,151,426,3,BB_167,BB_8,Flow Date,,,,,,,,,,,,
3,151,427,5,BB_215,BB_4,Germ Date,,2022-12-20,2022-12-20,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,"*-2,3,4,5,6","*-2,6"
3,151,427,5,BB_215,BB_4,Flow Date,,,,,,,,,,,,
3,151,428,2,BB_197,BB_211,Germ Date,2022-12-13,2022-12-20,2022-12-20,2022-12-13,2022-12-30,2022-12-20,2022-12-20,2022-12-13,,,"*-4,6,7","*-4,5"
3,151,428,2,BB_197,BB_211,Flow Date,,,,,,,,,,,,
3,152,429,3,BB_167,BB_114,Germ Date,2022-12-13,,2022-12-13,2022-12-13,,2022-12-13,2022-12-13,2022-12-30,,G-3,D-3,*-8
3,152,429,3,BB_167,BB_114,Flow Date,,,,,,,,,,,,
3,152,430,4,BB_130,BB_7,Germ Date,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,2022-12-13,,,"*-2,4;G-8","*-2;D-4,5"
3,152,430,4,BB_130,BB_7,Flow Date,,,,,,,,,,,,
3,152,431,4,BB_1,BB_43,Germ Date,,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,"*-2,6",*-2
3,152,431,4,BB_1,BB_43,Flow Date,,,,,2022-03-04,,,,,,,
3,153,432,5,BB_215,BB_148,Germ Date,2022-12-20,2022-12-13,2022-12-20,,2022-12-20,2022-12-20,2022-12-20,2022-12-20,,,,D-6
3,153,432,5,BB_215,BB_148,Flow Date,,,,,,,,,,,,
3,153,433,2,BB_055,BB_145,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-20,2022-12-13,,,"*-7,8",*-7
3,153,433,2,BB_055,BB_145,Flow Date,,,,,,,,,,,,
3,153,434,2,BB_107,BB_179,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-20,2022-12-13,,2022-12-13,,,,
3,153,434,2,BB_107,BB_179,Flow Date,,,,,,,,,,,,
3,154,435,4,BB_5,BB_166,Germ Date,2022-12-13,2022-12-13,2022-12-20,2022-12-13,2022-12-20,,,2022-12-13,,,"*-2,3,4,5","*-2,3;D-5"
3,154,435,4,BB_5,BB_166,Flow Date,,,,,,,,,,,,
3,154,436,5,BB_217,BB_205 A,Germ Date,2022-12-13,2022-12-13,2022-12-20,2022-12-13,2022-12-20,2022-12-20,,2022-12-13,,,*-8,
3,154,436,5,BB_217,BB_205 A,Flow Date,,,,,,,,,,,,
3,154,437,5,BB_173,BB_95,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,"*-2,3,4",*-3
3,154,437,5,BB_173,BB_95,Flow Date,,,,,,,,,,,,
3,155,438,5,BB_176,BB_59,Germ Date,,,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,*-4,*-4
3,155,438,5,BB_176,BB_59,Flow Date,,,,,,,,,,,,
3,155,439,6,BB_171,BB_157,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,"*-3,4","*-3,4;M-8"
3,155,439,6,BB_171,BB_157,Flow Date,,,,,,,,,,,,
3,155,440,1,BB_213,BB_147,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,,
3,155,440,1,BB_213,BB_147,Flow Date,,,,,,,,,,,,
3,156,441,6,BB_188,BB_9,Germ Date,2022-12-30,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,*-2,*-2
3,156,441,6,BB_188,BB_9,Flow Date,,,,,,2022-03-04,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,App. Germination:,,1900-01-00,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,83 new flowers 3/3 +4,,,,,,,,,,,,
,,,,,,105 total flowering 3/4,,,,,,,,,,,,
