Site: Bodega Bay (2021-2022),,,,,,,Plant ID,,,,,,,,,"D-dead; G- gopher; UR-uprooted (plug pushed up); B- buried; PR- paddle replaced; DP-deer poop; T-trampled by deer; (3)- Tripplet (3 Cotyledons); *-cotyledons missing; M -= Missing P-pig; ?-unsure; M- missing; C-regrew cotyledons, (n=2)- double",,
Block (1-3),Location (1-156),Seq (1-441),Co.,Donor_ID,Recipient_ID,mm/dd,1,2,3,4,5,6,7,8,,Notes 12/12,Notes 12/19-20,Notes 12/30
2,80,215,2,BB_055,BB_145,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,,
2,80,215,2,BB_055,BB_145,Flow Date,,,,,,,,,,,,
2,81,216,1,BB_100,BB_113,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-20,,,"*-2,5,6;G-8","*-5,6"
2,81,216,1,BB_100,BB_113,Flow Date,,,,,,,,,,,,
2,81,217,5,BB_141,BB_3,Germ Date,2022-12-13,,2022-12-13,2022-12-13,2022-12-30,2022-12-13,2022-12-13,2022-12-13,,,"*-1,4;D-3,8:G-3,8","*-4,5;D-3,8"
2,81,217,5,BB_141,BB_3,Flow Date,,,,,,,,,,,,
2,81,218,1,BB_194,BB_159,Germ Date,2022-12-20,2022-12-20,2022-12-13,2022-12-20,2022-12-30,2022-12-20,2022-12-20,2022-12-13,,,"*-3,4,6,7,8","*-3,5,6,7,8; D-4"
2,81,218,1,BB_194,BB_159,Flow Date,,,,,,,,,,,,
2,82,219,4,BB_47,BB_131,Germ Date,2022-12-20,2022-12-13,2022-12-13,2022-12-30,2022-12-13,2022-12-20,2022-12-20,2022-12-13,,,"*-1,6,7",*-4
2,82,219,4,BB_47,BB_131,Flow Date,,,,,,,,,,,,
2,82,220,1,BB_202,BB_25,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,UR-2,*-3,
2,82,220,1,BB_202,BB_25,Flow Date,,,,,,,,,,,,
2,82,221,4,BB_5,BB_166,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-20,2022-12-13,2022-12-20,2022-12-13,,,"*-5,7,8","*-7,8"
2,82,221,4,BB_5,BB_166,Flow Date,,,,,,,,,,,,
2,82,222,3,BB_38,BB_42,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,2022-12-13,2022-12-13,2022-12-13,,"DP-2,3",*-4,"*-4;DP-2,3"
2,82,222,3,BB_38,BB_42,Flow Date,,,,,,,,,,,,
2,83,223,2,BB_014,BB_102,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-20,2022-12-13,,,"*-1,4,5,6,7","D-1,5,7"
2,83,223,2,BB_014,BB_102,Flow Date,,,,,,,,,,,,
2,83,224,2,BB_142,BB_93,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-20,2022-12-20,2022-12-13,2022-12-30,,G-4;UR-7,"*-1,5,7;D-4","*-7;D-1,4"
2,83,224,2,BB_142,BB_93,Flow Date,,,,,,,,,,,,
2,83,225,6,BB_171,BB_39,Germ Date,2022-12-13,2022-12-13,,2022-12-20,2022-12-13,2022-12-20,2022-12-13,,,,"*-1,2","*-1,2;D-7"
2,83,225,6,BB_171,BB_39,Flow Date,,,,,,,,,,,,
2,83,226,1,BB_028,BB_109,Germ Date,2022-12-13,,2022-12-13,2022-12-20,2022-12-13,2022-12-30,2022-12-13,2022-12-13,,"UR-7,7","*-4,5,7",*-5;D-1
2,83,226,1,BB_028,BB_109,Flow Date,,,,,,,,,,,,
2,84,227,2,BB_196,BB_186,Germ Date,2022-12-13,2022-12-13,2022-12-13,,2022-12-13,2022-12-13,2022-12-20,2022-12-13,,,"*-1,5,6,7",*-6;D-5
2,84,227,2,BB_196,BB_186,Flow Date,,,,,,,,,,,,
2,84,228,3,BB_115,BB_187,Germ Date,2022-12-13,2022-12-20,2022-12-20,,2022-12-13,2022-12-20,,2022-12-13,,,"DP-1,2,3,6,7,8;*-5","D-5,8;M-4;DP-7"
2,84,228,3,BB_115,BB_187,Flow Date,,,,,,,,,,,,
2,84,229,2,BB_014,BB_152,Germ Date,2022-12-20,2022-12-30,,2022-12-20,2022-12-13,2022-12-13,2022-12-20,2022-12-13,,,"*-1,4,5,6,7,8","*-2,4,5,6;D-7,8"
2,84,229,2,BB_014,BB_152,Flow Date,,,,,,,,,,,,
2,85,230,5,BB_141,BB_29,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,2022-12-13,,2022-12-13,,UR-4,"*-2,3,6,7",
2,85,230,5,BB_141,BB_29,Flow Date,,,,,,,,,,,,
2,85,231,4,BB_47,BB_193,Germ Date,2022-12-13,2022-12-13,2022-12-20,2022-12-20,2022-12-30,2022-12-13,2022-12-13,2022-12-13,,UR-1,"D-1;*-2,3,4,7,8","*-7,8;D-1,2,3,4"
2,85,231,4,BB_47,BB_193,Flow Date,,,,,,,,,,,,
2,85,232,3,BB_174,BB_2,Germ Date,,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-20,2022-12-13,2022-12-20,,,"*-2,5,6,7,8","*-5;D-7,8"
2,85,232,3,BB_174,BB_2,Flow Date,,,,,,,,,,,,
2,85,233,1,BB_075,BB_79,Germ Date,,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,UR-1,"*-4,5,6,8","*-4,6;D-5"
2,85,233,1,BB_075,BB_79,Flow Date,,,,,,,,,,,,
2,86,234,5,BB_108,BB_189,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,*-5,"*-5,6"
2,86,234,5,BB_108,BB_189,Flow Date,,2022-02-25,,2022-03-04,,,2022-03-04,,,,,
2,86,235,2,BB_107,BB_179,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-20,,,"*-3,5;PR-7",
2,86,235,2,BB_107,BB_179,Flow Date,,,,,,,,2022-03-04,,,,
2,86,236,2,BB_182,BB_103,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,T-2;D-2,D-2
2,86,236,2,BB_182,BB_103,Flow Date,,,,,,,,,,,,
2,86,237,3,BB_115,BB_77,Germ Date,2022-12-13,,2022-12-13,2022-12-13,2022-12-13,2022-12-20,2022-12-13,2022-12-20,,,"*-6,8",D-8
2,86,237,3,BB_115,BB_77,Flow Date,,,2022-03-04,2022-02-25,,,2022-02-25,,,,,
2,87,238,4,BB_125,BB_137,Germ Date,,2022-12-20,2022-12-13,,2022-12-13,2022-12-20,2022-12-13,2022-12-20,,,"D-3;*-6,8",
2,87,238,4,BB_125,BB_137,Flow Date,,,,,,,,,,,,
2,87,239,1,BB_023,BB_206,Germ Date,2022-12-13,2022-12-13,,,2022-12-20,,,2022-12-13,,,*-1,
2,87,239,1,BB_023,BB_206,Flow Date,,2022-02-25,,,,,,2022-03-04,,,,
2,87,240,2,BB_066,BB_87,Germ Date,2022-12-20,2022-12-13,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-20,2022-12-13,,,"*-1,4,6,7",
2,87,240,2,BB_066,BB_87,Flow Date,,,,,,,,,,,,
2,87,241,1,BB_122,BB_126,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,,
2,87,241,1,BB_122,BB_126,Flow Date,,,,,,,,,,,,
2,88,242,5,BB_176,BB_17,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-20,2022-12-13,,,"*-1,3,5,6,7,8",*-7
2,88,242,5,BB_176,BB_17,Flow Date,,2022-02-25,,,,,,,,,,
2,88,243,3,BB_38,BB_149,Germ Date,,2022-12-13,,,2022-12-13,,2022-12-13,2022-12-13,,,"T-2;*-5,7,8","D-2,5;T-2"
2,88,243,3,BB_38,BB_149,Flow Date,,,,,,,,,,,,
2,88,244,3,BB_11,BB_116,Germ Date,2022-12-20,2022-12-13,2022-12-20,2022-12-20,,2022-12-20,2022-12-20,,,,*-2,D-2
2,88,244,3,BB_11,BB_116,Flow Date,,,,,,,,,,,,
2,88,245,4,BB_177,BB_140,Germ Date,,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-20,2022-12-13,,,"*-2,3,4,5,6,7,8","*-2,3,4,5,6,7,8"
2,88,245,4,BB_177,BB_140,Flow Date,,,,,,,,,,,,
2,89,246,1,BB_162,BB_154,Germ Date,2022-12-30,2022-12-20,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-20,,,"*-2,3,4,5,6,7,8","*-2,3,4,5;D-7,8"
2,89,246,1,BB_162,BB_154,Flow Date,,,,,,,,,,,,
2,89,247,5,BB_91,BB_139,Germ Date,2022-12-13,2022-12-20,2022-12-20,,2022-12-13,,2022-12-20,,,,*-2,
2,89,247,5,BB_91,BB_139,Flow Date,,,,,,,,,,,,
2,89,248,2,BB_014,BB_185,Germ Date,,2022-12-13,2022-12-20,,,2022-12-13,2022-12-13,2022-12-13,,PR-8,"*-3,8;T-6",
2,89,248,2,BB_014,BB_185,Flow Date,,,,,,,,,,,,
2,89,249,1,BB_122,BB_208,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,2022-12-20,2022-12-13,2022-12-13,,,"*-3,6;T-5",T&D-3
2,89,249,1,BB_122,BB_208,Flow Date,,,,,,,,,,,,
2,91,250,3,BB_144,BB_158,Germ Date,,,,2022-12-20,2022-12-20,,2022-12-30,,,"T-1,2,3",,"*-4,7"
2,91,250,3,BB_144,BB_158,Flow Date,,,,,,,,,,,,
2,91,251,5,BB_176,BB_49,Germ Date,2022-12-13,2022-12-20,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,"*-1,4,5,6,7,8;D-3","*-5;D-1,3"
2,91,251,5,BB_176,BB_49,Flow Date,,,,,,,,,,,,
2,91,252,4,BB_26,BB_70,Germ Date,2022-12-13,,2022-12-13,2022-12-30,2022-12-20,2022-12-20,,2022-12-20,,"T-1,2,3,4,5","*-1,3,5,6;DP-8","*-3,4;D-5"
2,91,252,4,BB_26,BB_70,Flow Date,,,,,,,,,,,,
2,91,253,4,BB_130,BB_7,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,"UR-1;*-1,5,8;D-4,7","D-1,3,4,5,7"
2,91,253,4,BB_130,BB_7,Flow Date,,,,,,,,,,,,
2,92,254,3,BB_169,BB_160,Germ Date,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-20,,,"*-1,2,3,4,7","*-2,3,4;D-7"
2,92,254,3,BB_169,BB_160,Flow Date,,,,,,,,,,,,
2,92,255,3,BB_174,BB_10,Germ Date,2022-12-13,,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,"*-1,4,7","*-7;D-1,4"
2,92,255,3,BB_174,BB_10,Flow Date,,,,,,,,,,,,
2,92,256,4,BB_177,BB_117,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-20,2022-12-13,,,"*-1,2,3,4,5,6,7,8","*-2,3,6,7,8"
2,92,256,4,BB_177,BB_117,Flow Date,,,,,,,,,,,,
2,92,257,1,BB_162,BB_80,Germ Date,2022-12-13,2022-12-30,2022-12-13,2022-12-13,2022-12-13,,2022-12-20,2022-12-13,,,"*-4,7",D-4
2,92,257,1,BB_162,BB_80,Flow Date,,,,,,,,,,,,
2,93,258,5,BB_215,BB_4,Germ Date,2022-12-20,2022-12-13,,2022-12-13,2022-12-13,,2022-12-13,2022-12-20,,,*-1;D-7,"*-1,5;D-2,7"
2,93,258,5,BB_215,BB_4,Flow Date,,,,,,,,,,,,
2,93,259,4,BB_175,BB_172,Germ Date,2022-12-13,2022-12-13,,,2022-12-13,,,,,"B-1,2,3,4,5,6","D-1,5;*-2","*-2,5;D-1"
2,93,259,4,BB_175,BB_172,Flow Date,,,,,,,,,,,,
2,93,260,3,BB_198,BB_138,Germ Date,2022-12-13,2022-12-30,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-20,,,,"*-1,4,6,7;D-3","*-1,6;D-3"
2,93,260,3,BB_198,BB_138,Flow Date,,,,,,,,,,,,
2,93,261,1,BB_213,BB_132,Germ Date,2022-12-13,,2022-12-13,2022-12-13,2022-12-30,2022-12-13,2022-12-13,2022-12-20,,?-6,"*-1,3,4,7,8","*-1,3,6,8;D-4,7"
2,93,261,1,BB_213,BB_132,Flow Date,,,,,,,,,,,,
2,94,262,5,BB_91,BB_94,Germ Date,2022-12-20,,2022-12-13,,2022-12-13,2022-12-13,,,,?-4,*-6,*-1
2,94,262,5,BB_91,BB_94,Flow Date,,,,,,,,,,,,
2,94,263,3,BB_65,BB_13,Germ Date,2022-12-13,2022-12-20,,2022-12-20,2022-12-13,,,2022-12-13,,,"D-1;*-2,5","D-1,2"
2,94,263,3,BB_65,BB_13,Flow Date,,,,,,,,,,,,
2,94,264,1,BB_202,BB_101,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,,"*-3,4,5,6","*-3,5;D-4,6"
2,94,264,1,BB_202,BB_101,Flow Date,,,,,,,,,,,,
2,95,265,2,BB_182,BB_201,Germ Date,,,2022-12-13,,2022-12-13,2022-12-13,,2022-12-13,,,"T-2,5;D-3*-5,6,8","*-8;D-3,5,6"
2,95,265,2,BB_182,BB_201,Flow Date,,,,,,,,,,,,
2,95,266,2,BB_196,BB_88,Germ Date,,,2022-12-13,,2022-12-13,,,2022-12-20,,,"*-3,5;T-4","*-3,5"
2,95,266,2,BB_196,BB_88,Flow Date,,,,,,,,,,,,
2,95,267,2,BB_015,BB_63,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,"*-1,2,3,4,5,6,7,8","*-1,2,4,8;D-5"
2,95,267,2,BB_015,BB_63,Flow Date,,,,,,,,,,,,
2,96,268,6,BB_188,BB_205 B,Germ Date,2022-12-13,2022-12-20,2022-12-20,2022-12-13,2022-12-13,,,,,,"*-2,3",D-2
2,96,268,6,BB_188,BB_205 B,Flow Date,,,,,,,,,,,,
2,96,269,5,BB_57,BB_200,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,,M-7
2,96,269,5,BB_57,BB_200,Flow Date,,,,,,,,,,,,
2,96,270,5,BB_91,BB_98,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-13,,,"*-1,3,4,5","*-3,5;D-1,4,7"
2,96,270,5,BB_91,BB_98,Flow Date,,,,,,,,,,,,
2,96,271,5,BB_173,BB_44,Germ Date,2022-12-13,2022-12-13,2022-12-20,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-13,,PR-5,"*-3,6",D-6
2,96,271,5,BB_173,BB_44,Flow Date,,,,,,,,,,,,
2,97,272,2,BB_197,BB_60,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,2022-12-13,,,T-2;*-4;D-8,D-8
2,97,272,2,BB_197,BB_60,Flow Date,2022-03-04,,,,,,,,,,,
2,97,273,1,BB_023,BB_190,Germ Date,2022-12-13,2022-12-13,2022-12-13,,2022-12-30,2022-12-13,,2022-12-20,,,*-1;D-2;T-4,"D-1,2;(3)-8"
2,97,273,1,BB_023,BB_190,Flow Date,,,,,,,,,,,,
2,97,274,4,BB_47,BB_71,Germ Date,2022-12-13,2022-12-13,,2022-12-13,,,2022-12-13,2022-12-13,,,"*-1,3,4,8;D-2","*-8;D-2,4"
2,97,274,4,BB_47,BB_71,Flow Date,,,,,,,,,,,,
2,98,275,3,BB_167,BB_110,Germ Date,,2022-12-20,2022-12-13,2022-12-13,2022-12-20,2022-12-13,2022-12-20,,,,"*-2,3,4,7","*-2,3;D-7"
2,98,275,3,BB_167,BB_110,Flow Date,,,,,,,,,,,,
2,98,276,2,BB_142,BB_86,Germ Date,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-30,2022-12-13,2022-12-13,,,*-4,*-4
2,98,276,2,BB_142,BB_86,Flow Date,,,,,,,,,,,,
2,99,277,5,BB_217,BB_205 A,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,"*-2,4,5","*-2,4,5"
2,99,277,5,BB_217,BB_205 A,Flow Date,,,,,,,,,,,,
2,99,278,5,BB_176,BB_59,Germ Date,2022-12-13,2022-12-13,,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-20,,,*-8,D-8
2,99,278,5,BB_176,BB_59,Flow Date,,,,,2022-02-25,,,,,,,
2,99,279,3,BB_198,BB_35,Germ Date,2022-12-13,2022-12-13,2022-12-20,,2022-12-13,2022-12-13,2022-12-13,,,,,
2,99,279,3,BB_198,BB_35,Flow Date,,,,,,,,,,,,
2,99,280,3,BB_65,BB_192,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-30,,,,"*-2,3",*-6-7
2,99,280,3,BB_65,BB_192,Flow Date,,,,,,,,,,,,
2,101,281,5,BB_108,BB_97,Germ Date,2022-12-13,2022-12-13,,2022-12-13,,2022-12-13,2022-12-13,2022-12-13,,,*-1;D-6,D-6
2,101,281,5,BB_108,BB_97,Flow Date,,,,,,,,,,,,
2,101,282,4,BB_1,BB_74,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-13,,,D-3;*-8,D-3
2,101,282,4,BB_1,BB_74,Flow Date,,,,,,,,,,,,
2,101,283,2,BB_182,BB_21,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,,
2,101,283,2,BB_182,BB_21,Flow Date,,,,,,,,,,,,
2,102,284,2,BB_196,BB_89,Germ Date,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-20,,,"*-1,2,5,7,8","*-2,7,8;D-1,5"
2,102,284,2,BB_196,BB_89,Flow Date,,,,,,,,,,,,
2,102,285,2,BB_055,BB_183,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,2022-12-13,2022-12-30,2022-12-13,,?-5,*-3,*-7;D-3
2,102,285,2,BB_055,BB_183,Flow Date,,,,,,,,,,,,
2,102,286,4,BB_5,BB_34,Germ Date,2022-12-13,,2022-12-20,2022-12-13,,2022-12-20,2022-12-13,2022-12-20,,,"*-4,7","*-4,7"
2,102,286,4,BB_5,BB_34,Flow Date,,,,,,,,,,,,
2,103,287,5,BB_217,BB_54,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,UR-6,*-2,"*-6;D-1,2"
2,103,287,5,BB_217,BB_54,Flow Date,,,,,,,,,,,,
2,103,288,3,BB_11,BB_215,Germ Date,2022-12-13,2022-12-20,2022-12-20,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-13,,,"*-1,4,6","*-4,6"
2,103,288,3,BB_11,BB_215,Flow Date,,,,,,,,,,,,
2,103,289,3,BB_144,BB_30,Germ Date,2022-12-20,,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,"G-1,2,3;UR-4","*-1,3,5,7","*-1,3,7"
2,103,289,3,BB_144,BB_30,Flow Date,,,,,,,,,,,,
2,103,290,3,BB_169,BB_181,Germ Date,,2022-12-20,2022-12-20,2022-12-30,2022-12-20,2022-12-13,,,,G-1,*-6,"*-2,4,5;D-3,6"
2,103,290,3,BB_169,BB_181,Flow Date,,,,,,,,,,,,
2,104,291,4,BB_130,BB_48,Germ Date,2022-12-13,2022-12-20,2022-12-20,2022-12-13,2022-12-20,2022-12-13,,2022-12-13,,,"*-1,2,3,5,6,8","*-2,6,8;D-1,3,5"
2,104,291,4,BB_130,BB_48,Flow Date,,,,,,,,,,,,
2,104,292,3,BB_168,BB_46,Germ Date,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,*-6,*-6
2,104,292,3,BB_168,BB_46,Flow Date,,,,,,,,,,,,
2,104,293,5,BB_173,BB_170,Germ Date,2022-12-13,,2022-12-13,2022-12-30,2022-12-13,2022-12-13,2022-12-20,2022-12-13,,,D-8,*-4;D-8
2,104,293,5,BB_173,BB_170,Flow Date,,,,,,,,,,,,
2,105,294,2,BB_107,BB_123,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,"*-1,4,6",*-4
2,105,294,2,BB_107,BB_123,Flow Date,,,,,,,,,,,,
3,106,295,4,BB_47,BB_71,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-20,2022-12-20,2022-12-13,2022-12-20,2022-12-13,,,"*-2,3,4,5,6,7","D-4,5,6,7"
3,106,295,4,BB_47,BB_71,Flow Date,,,,,,,,,,,,
3,106,296,2,BB_182,BB_103,Germ Date,2022-12-13,2022-12-20,,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,*-4,
3,106,296,2,BB_182,BB_103,Flow Date,,,,,,,,,,,,
3,107,297,4,BB_1,BB_72,Germ Date,2022-12-13,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,"*-1,2,3,4,6,7","*-2;D-1,6"
3,107,297,4,BB_1,BB_72,Flow Date,,,,,,,,,,,,
3,107,298,1,BB_194,BB_159,Germ Date,2022-12-13,2022-12-13,2022-12-20,,,,2022-12-20,,,,UR-1;*-7,D-1;M-5
3,107,298,1,BB_194,BB_159,Flow Date,,,,,,,,,,,,
3,107,299,3,BB_169,BB_181,Germ Date,2022-12-30,,2022-12-13,2022-12-20,2022-12-20,,2022-12-13,2022-12-13,,,D-3;*-5,"*-4,5;D-3"
3,107,299,3,BB_169,BB_181,Flow Date,,,,,,,,,,,,
3,107,300,3,BB_115,BB_20,Germ Date,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-20,,,T-5;D-5;*-8,M-5
3,107,300,3,BB_115,BB_20,Flow Date,,,,,,,,,,,,
3,108,301,3,BB_11,BB_215,Germ Date,2022-12-13,2022-12-13,2022-12-20,2022-12-13,2022-12-20,2022-12-13,2022-12-20,,,UR-4,"*-3,5,6,7","*-3,7;D-5"
3,108,301,3,BB_11,BB_215,Flow Date,,,,,,,,,,,,
3,108,302,1,BB_213,BB_204,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,,
3,108,302,1,BB_213,BB_204,Flow Date,,,,2022-03-04,,2022-02-25,,2022-02-25,,,,
3,108,303,2,BB_196,BB_186,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,UR-4,*-2,
3,108,303,2,BB_196,BB_186,Flow Date,,,,,,,,,,,,
3,109,304,4,BB_125,BB_24,Germ Date,,2022-12-13,2022-12-20,2022-12-13,,2022-12-20,2022-12-13,2022-12-13,,,"*-2,3,4,6","*-3,6"
3,109,304,4,BB_125,BB_24,Flow Date,,,,,,,,,,,,
3,109,305,2,BB_066,BB_87,Germ Date,,2022-12-13,2022-12-13,,2022-12-13,2022-12-20,,2022-12-20,,,*-5,*-5;T&D-7
3,109,305,2,BB_066,BB_87,Flow Date,,,2022-02-25,,,,,,,,,
3,109,306,5,BB_108,BB_97,Germ Date,2022-12-13,2022-12-20,2022-12-20,2022-12-13,2022-12-13,,,2022-12-13,,,"*-1,3,8","D-3,8"
3,109,306,5,BB_108,BB_97,Flow Date,,,,,,,,,,,,
3,111,307,6,BB_171,BB_127,Germ Date,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,,D-5
3,111,307,6,BB_171,BB_127,Flow Date,,,,,,,,,,,,
3,111,308,1,BB_122,BB_27,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-20,2022-12-13,2022-12-13,,,*-6,*-6
3,111,308,1,BB_122,BB_27,Flow Date,,,,,,,,,,,,
3,111,309,5,BB_108,BB_69,Germ Date,2022-12-13,2022-12-30,2022-12-13,2022-12-13,,2022-12-20,2022-12-13,2022-12-13,,,"*-6,7,8","*-2,7;D-6"
3,111,309,5,BB_108,BB_69,Flow Date,,,,,,,,,,,,
3,112,310,2,BB_107,BB_151,Germ Date,2022-12-13,,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,UR-4,"*-4,7",D-7
3,112,310,2,BB_107,BB_151,Flow Date,,,,,,,,,,,,
3,112,311,4,BB_99,BB_161,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-30,2022-12-13,,PM-7,*-3,*-4;D-2
3,112,311,4,BB_99,BB_161,Flow Date,,,,,,,,,,,,
3,112,312,3,BB_174,BB_68,Germ Date,2022-12-13,2022-12-13,,2022-12-13,2022-12-13,,,2022-12-13,,,"*-2,4,5,8","D-2,5,8"
3,112,312,3,BB_174,BB_68,Flow Date,,,,,,,,,,,,
3,112,313,2,BB_015,BB_218,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-30,2022-12-13,2022-12-13,,,D-5,"*-6; D-1,5;T-5"
3,112,313,2,BB_015,BB_218,Flow Date,,,,,,,,,,,,
3,113,314,2,BB_182,BB_201,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-20,,2022-12-20,2022-12-20,2022-12-30,,,"*-1,2,3,6,7","*-2,3,8;D-1,7;T-1;UR-5"
3,113,314,2,BB_182,BB_201,Flow Date,,,,,,,,,,,,
3,113,315,3,BB_144,BB_30,Germ Date,,2022-12-13,,2022-12-20,2022-12-20,2022-12-20,2022-12-20,,,,"*-5,6,7","*-5,7"
3,113,315,3,BB_144,BB_30,Flow Date,,,,,,,,,,,,
3,113,316,5,BB_51,BB_118,Germ Date,2022-12-20,2022-12-13,2022-12-13,2022-12-20,2022-12-20,2022-12-13,,2022-12-30,,,"*-1,3,4,5,6;PR-5","*-1,3,4,5"
3,113,316,5,BB_51,BB_118,Flow Date,,,,,,,,,,,,
3,114,317,4,BB_99,BB_32,Germ Date,,2022-12-13,,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,"*-4,5,6","*-4,6"
3,114,317,4,BB_99,BB_32,Flow Date,,,,,,,,,,,,
3,114,318,3,BB_198,BB_35,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,,
3,114,318,3,BB_198,BB_35,Flow Date,,,,,,,,,,,,
3,114,319,1,BB_122,BB_126,Germ Date,2022-12-20,2022-12-13,,,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,"*-1,7;D-5","*-7;D-1,5"
3,114,319,1,BB_122,BB_126,Flow Date,,,,,,,,,,,,
