Transect,Segment,Sequence,position,Gen,GenSym,Recipient,Fit_plant,GT_closed_fruit,GT_open_fruit,GT_filled_seeds,Date_1,N_closed_fruit_D1,N_open_fruit_D1,N_other_fruit_D1,N_total_seeds_D1,N_filled_seeds_D1,Date_2,N_closed_fruit_D2,N_open_fruit_D2,N_other_fruit_D2,N_total_seeds_D2,N_filled_seeds_D2,Date_3,N_closed_fruit_D3,N_open_fruit_D3,N_total_seeds_D3,N_filled_seeds_D3,Date_4,N_closed_fruit_D4,N_open_fruit_D4,N_other_fruit_D3,N_total_seeds_D4,N_filled_seeds_D4,Date_5,N_closed_fruit_D5,N_open_fruit_D5,N_other_fruit_D4,N_total_seeds_D5,N_filled_seeds_D5,notes
7,30,244,R,G1,-,AC_192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,31,245,L,G2,X,AC_114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,31,245,R,G2,X,AC_123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,32,246,L,G2,X,AC_083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,32,246,R,G2,X,AC_034,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,33,247,L,G2,X,AC_216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,33,247,R,G1,-,AC_075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,34,248,L,G1,-,AC_107,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,34,248,R,G1,-,AC_082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,35,249,L,G1,-,AC_097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,35,249,R,G2,X,AC_211,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,36,250,L,G2,X,AC_052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,36,250,R,G2,X,AC_030,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1,251,L,G2,X,AC_193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1,251,R,G1,-,AC_011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2,252,L,G2,X,AC_038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2,252,R,G2,X,AC_191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3,253,L,G2,X,AC_148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3,253,R,G1,-,AC_038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4,254,L,G2,X,AC_144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4,254,R,G2,X,AC_089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,5,255,L,G1,-,AC_131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,5,255,R,G2,X,AC_218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,6,256,L,G1,-,AC_206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,6,256,R,G1,-,AC_186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7,257,L,G2,X,AC_148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7,257,R,G2,X,AC_057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,258,L,G1,-,AC_211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,258,R,G2,X,AC_017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,259,L,G2,X,AC_185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,259,R,G2,X,AC_172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,260,L,G2,X,AC_100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,260,R,G2,X,AC_142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,11,261,L,G1,-,AC_204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,11,261,R,G2,X,AC_212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,12,262,L,G2,X,AC_066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,12,262,R,G1,-,AC_072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,13,263,L,G2,X,AC_104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,13,263,R,G1,-,AC_082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,14,264,L,G1,-,AC_193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,14,264,R,G1,-,AC_074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,15,265,L,G2,X,AC_160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,15,265,R,G1,-,AC_160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,266,L,G2,X,AC_133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,266,R,G2,X,AC_005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,17,267,L,G1,-,AC_206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,17,267,R,G1,-,AC_110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,18,268,L,G2,X,AC_200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,18,268,R,G2,X,AC_123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,19,269,L,G1,-,AC_213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,19,269,R,G1,-,AC_062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,270,L,G1,-,AC_014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,270,R,G2,X,AC_058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,21,271,L,G2,X,AC_155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,21,271,R,G1,-,AC_115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,22,272,L,G2,X,AC_113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,22,272,R,G1,-,AC_189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,23,273,L,G1,-,AC_188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,23,273,R,G2,X,AC_052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,24,274,L,G2,X,AC_218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,24,274,R,G2,X,AC_104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,25,275,L,G2,X,AC_208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,25,275,R,G2,X,AC_097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,26,276,L,G2,X,AC_158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,26,276,R,G1,-,AC_143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,27,277,L,G2,X,AC_096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,27,277,R,G1,-,AC_083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,28,278,L,G2,X,AC_133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,28,278,R,G1,-,AC_142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,29,279,L,G2,X,AC_130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,29,279,R,G1,-,AC_092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,30,280,L,G1,-,AC_152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,30,280,R,G1,-,AC_014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,31,281,L,G1,-,AC_151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,31,281,R,G1,-,AC_195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,32,282,L,G2,X,AC_120,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,32,282,R,G2,X,AC_014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,33,283,L,G1,-,AC_015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,33,283,R,G2,X,AC_151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,34,284,L,G2,X,AC_119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,34,284,R,G2,X,AC_088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,35,285,L,G1,-,AC_064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,35,285,R,G1,-,AC_182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,36,286,L,G1,-,AC_111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,36,286,R,G1,-,AC_200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1,287,L,G2,X,AC_182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1,287,R,G2,X,AC_099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2,288,L,G2,X,AC_090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2,288,R,G1,-,AC_218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,3,289,L,G1,-,AC_217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,3,289,R,G2,X,AC_097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,4,290,L,G1,-,AC_158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,4,290,R,G1,-,AC_100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,5,291,L,G1,-,AC_118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,5,291,R,G1,-,AC_097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,6,292,L,G1,-,AC_201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,6,292,R,G1,-,AC_066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,7,293,L,G1,-,AC_040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,7,293,R,G1,-,AC_208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,8,294,L,G2,X,AC_032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,8,294,R,G2,X,AC_168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,295,L,G2,X,AC_100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,295,R,G1,-,AC_110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,296,L,G1,-,AC_015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,296,R,G1,-,AC_155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11,297,L,G2,X,AC_015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11,297,R,G2,X,AC_154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,12,298,L,G2,X,AC_115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,12,298,R,G2,X,AC_092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,13,299,L,G2,X,AC_122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,13,299,R,G2,X,AC_048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,14,300,L,G2,X,AC_074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,14,300,R,G2,X,AC_211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,15,301,L,G2,X,AC_218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,15,301,R,G1,-,AC_143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,16,302,L,G2,X,AC_082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,16,302,R,G1,-,AC_152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,303,L,G2,X,AC_153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,303,R,G2,X,AC_030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,18,304,L,G1,-,AC_192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,18,304,R,G2,X,AC_051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,19,305,L,G1,-,AC_090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,19,305,R,G2,X,AC_095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,20,306,L,G1,-,AC_199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,20,306,R,G2,X,AC_201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,21,307,L,G1,-,AC_034,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,21,307,R,G2,X,AC_070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,22,308,L,G2,X,AC_062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,22,308,R,G2,X,AC_217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,23,309,L,G1,-,AC_081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,23,309,R,G2,X,AC_122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,24,310,L,G2,X,AC_143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,24,310,R,G1,-,AC_096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,25,311,L,G1,-,AC_155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,25,311,R,G1,-,AC_010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,26,312,L,G2,X,AC_092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,26,312,R,G2,X,AC_186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,27,313,L,G1,-,AC_015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,27,313,R,G2,X,AC_193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,28,314,L,G2,X,AC_075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,28,314,R,G1,-,AC_193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,29,315,L,G1,-,AC_128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,29,315,R,G2,X,AC_179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,30,316,L,G2,X,AC_097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,30,316,R,G2,X,AC_136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,31,317,L,G1,-,AC_136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,31,317,R,G2,X,AC_014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,32,318,L,G2,X,AC_188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,32,318,R,G1,-,AC_133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,33,319,L,G1,-,AC_081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,33,319,R,G2,X,AC_201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,34,320,L,Random seeds,,AC_ NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,34,320,R,G1,-,AC_113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
