Block (1-3),Transect (1-12),Sequence (1-396),Pollen Donor ID,Maternal Sibship,mm/dd,1,2,3,4,5,6,7,8
1,1,1,BO_201,BO_130,Germ Date,,,28-Dec,28-Dec,,28-Dec,6-Dec,6-Dec
1,1,1,BO_201,BO_130,Flow Date,,,,,,,,
1,1,2,BO_192,BO_166,Germ Date,,6-Dec,,,,6-Dec,,
1,1,2,BO_192,BO_166,Flow Date,,,,,,,,
1,1,3,BO_5,BO_19,Germ Date,,,,,6-Dec,,,
1,1,3,BO_5,BO_19,Flow Date,,,,,,,,
1,1,4,BO_70,BO_66,Germ Date,21-Dec,,28-Dec,,,,6-Dec,
1,1,4,BO_70,BO_66,Flow Date,,,,,,,,
1,1,5,BO_038,BO_137,Germ Date,,,,,6-Dec,6-Dec,6-Dec,6-Dec
1,1,5,BO_038,BO_137,Flow Date,,,,,,,,
1,1,6,BO_170,BO_45,Germ Date,,,,15-Dec,15-Dec,6-Dec,,
1,1,6,BO_170,BO_45,Flow Date,,,,,,,,
1,1,7,BO_1,BO_48,Germ Date,,,6-Dec,,,,,6-Dec
1,1,7,BO_1,BO_48,Flow Date,,,,,,,,
1,1,8,BO_69,BO_43,Germ Date,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec
1,1,8,BO_69,BO_43,Flow Date,,,,,,,,
1,1,9,BO_33,BO_99,Germ Date,,6-Dec,,,,,,
1,1,9,BO_33,BO_99,Flow Date,,,,,,,,
1,1,10,BO_65,BO_115,Germ Date,,,,6-Dec,6-Dec,,,
1,1,10,BO_65,BO_115,Flow Date,,,,,,,,
1,1,11,BO_106,BO_104,Germ Date,,6-Dec,,6-Dec,,,6-Dec,6-Dec
1,1,11,BO_106,BO_104,Flow Date,,,,,,,,
1,1,12,BO_40,BO_29,Germ Date,6-Dec,,,6-Dec,,,,
1,1,12,BO_40,BO_29,Flow Date,,,,,,,,
1,1,13,BO_096,BO_12,Germ Date,6-Dec,6-Dec,15-Dec,,,,,
1,1,13,BO_096,BO_12,Flow Date,,,,,,,,
1,1,14,BO_13,BO_114,Germ Date,,,,,,15-Dec,15-Dec,28-Dec
1,1,14,BO_13,BO_114,Flow Date,,,,,,,,
1,1,15,BO_163,BO_34,Germ Date,6-Dec,6-Dec,6-Dec,,,6-Dec,6-Dec,
1,1,15,BO_163,BO_34,Flow Date,,,,,,,,
1,1,16,BO_74,BO_47,Germ Date,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,,6-Dec
1,1,16,BO_74,BO_47,Flow Date,,,,,,,,
1,1,17,BO_188,BO_8,Germ Date,,28-Dec,28-Dec,,6-Dec,21-Dec,6-Dec,6-Dec
1,1,17,BO_188,BO_8,Flow Date,,,,,,,,
1,1,18,BO_106,BO_191,Germ Date,6-Dec,,,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec
1,1,18,BO_106,BO_191,Flow Date,,,,,,,,
1,1,19,BO_73,BO_117,Germ Date,6-Dec,6-Dec,6-Dec,P,P,15-Dec,6-Dec,28-Dec
1,1,19,BO_73,BO_117,Flow Date,,,,,,,,
1,1,20,BO_130,BO_120,Germ Date,6-Dec,6-Dec,,,,6-Dec,,28-Dec
1,1,20,BO_130,BO_120,Flow Date,,,,,,,,
1,1,21,BO_192,BO_21,Germ Date,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec
1,1,21,BO_192,BO_21,Flow Date,,,,,,,,
1,1,22,BO_101,BO_24,Germ Date,6-Dec,6-Dec,6-Dec,,,,6-Dec,15-Dec
1,1,22,BO_101,BO_24,Flow Date,,,,,,,,
1,1,23,BO_143,BO_4,Germ Date,,21-Dec,6-Dec,,,28-Dec,6-Dec,6-Dec
1,1,23,BO_143,BO_4,Flow Date,,,,,,,,
1,1,24,BO_128,BO_60,Germ Date,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec
1,1,24,BO_128,BO_60,Flow Date,,,,,,,,
1,1,25,BO_5,BO_176,Germ Date,,15-Dec,,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec
1,1,25,BO_5,BO_176,Flow Date,,,,,,,,
1,1,26,BO_149,BO_185,Germ Date,6-Dec,6-Dec,,,6-Dec,,,
1,1,26,BO_149,BO_185,Flow Date,,,,,,,,
1,1,27,BO_096,BO_178,Germ Date,6-Dec,6-Dec,6-Dec,6-Dec,,6-Dec,6-Dec,6-Dec
1,1,27,BO_096,BO_178,Flow Date,,,,,,,,
1,1,28,BO_194,BO_98,Germ Date,,6-Dec,6-Dec,6-Dec,,6-Dec,6-Dec,6-Dec
1,1,28,BO_194,BO_98,Flow Date,,,,,,,,
1,1,29,BO_177,BO_139,Germ Date,21-Dec,6-Dec,6-Dec,6-Dec,,,6-Dec,6-Dec
1,1,29,BO_177,BO_139,Flow Date,,,,,,,,
1,1,30,BO_101,BO_182,Germ Date,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,,15-Dec
1,1,30,BO_101,BO_182,Flow Date,,,,,,,,
1,1,31,BO_168,BO_175,Germ Date,6-Dec,6-Dec,15-Dec,6-Dec,6-Dec,6-Dec,6-Dec,
1,1,31,BO_168,BO_175,Flow Date,,,,,,,,
1,1,32,BO_74,BO_118,Germ Date,6-Dec,6-Dec,6-Dec,6-Dec,,,6-Dec,6-Dec
1,1,32,BO_74,BO_118,Flow Date,,,,,,,,
1,1,33,BO_038,BO_149,Germ Date,6-Dec,,,6-Dec,,,,
1,1,33,BO_038,BO_149,Flow Date,,,,,,,,
1,1,34,BO_177,BO_121,Germ Date,6-Dec,,6-Dec,6-Dec,,6-Dec,6-Dec,6-Dec
1,1,34,BO_177,BO_121,Flow Date,,,,,,,,
1,1,35,BO_13,BO_141,Germ Date,6-Dec,6-Dec,6-Dec,6-Dec,,,,
1,1,35,BO_13,BO_141,Flow Date,,,,,,,,
1,1,36,BO_153,BO_22,Germ Date,,15-Dec,,6-Dec,,28-Dec,6-Dec,15-Dec
1,1,36,BO_153,BO_22,Flow Date,,,,,,,,
1,1,37,BO_192,BO_127,Germ Date,,6-Dec,,,,,,6-Dec
1,1,37,BO_192,BO_127,Flow Date,,,,,,,,
1,1,38,BO_101,BO_80,Germ Date,6-Dec,15-Dec,6-Dec,,,6-Dec,6-Dec,
1,1,38,BO_101,BO_80,Flow Date,,,,,,,,
1,1,39,BO_173,BO_79,Germ Date,15-Dec,15-Dec,,15-Dec,,6-Dec,,
1,1,39,BO_173,BO_79,Flow Date,,,,,,,,
1,1,40,BO_038,BO_82,Germ Date,6-Dec,6-Dec,,,,,,
1,1,40,BO_038,BO_82,Flow Date,,,,,,,,
1,1,41,BO_128,BO_105,Germ Date,,,,,,,,
1,1,41,BO_128,BO_105,Flow Date,,,,,,,,
1,1,42,BO_58,BO_94,Germ Date,,,,15-Dec,,,,
1,1,42,BO_58,BO_94,Flow Date,,,,,,,,
1,1,43,BO_185,BO_153,Germ Date,,,,,,,,
1,1,43,BO_185,BO_153,Flow Date,,,,,,,,
1,1,44,BO_168,BO_155,Germ Date,,,,,,,,
1,1,44,BO_168,BO_155,Flow Date,,,,,,,,
1,2,45,BO_187,BO_135,Germ Date,,,6-Dec,,,6-Dec,,
1,2,45,BO_187,BO_135,Flow Date,,,,,,,,
1,2,46,BO_188,BO_52,Germ Date,6-Dec,,6-Dec,6-Dec,6-Dec,,,6-Dec
1,2,46,BO_188,BO_52,Flow Date,,,,,,,,
1,2,47,BO_201,BO_189,Germ Date,,6-Dec,,,,15-Dec,,
1,2,47,BO_201,BO_189,Flow Date,,,,,,,,
1,2,48,BO_162,BO_108,Germ Date,,,6-Dec,15-Dec,6-Dec,6-Dec,6-Dec,6-Dec
1,2,48,BO_162,BO_108,Flow Date,,,,,,,,
1,2,49,BO_183,BO_198,Germ Date,,6-Dec,6-Dec,6-Dec,,6-Dec,15-Dec,
1,2,49,BO_183,BO_198,Flow Date,,,,,,,,
1,2,50,BO_65,BO_78,Germ Date,6-Dec,,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,
1,2,50,BO_65,BO_78,Flow Date,,,,,,,,
1,2,51,BO_151,BO_56,Germ Date,6-Dec,,6-Dec,,,6-Dec,,6-Dec
1,2,51,BO_151,BO_56,Flow Date,,,,,,,,
1,2,52,BO_183,BO_63,Germ Date,6-Dec,6-Dec,,,6-Dec,6-Dec,6-Dec,6-Dec
1,2,52,BO_183,BO_63,Flow Date,,,,,,,,
1,2,53,BO_187,BO_31,Germ Date,6-Dec,6-Dec,6-Dec,,,,,
1,2,53,BO_187,BO_31,Flow Date,,,,,,,,
1,2,54,BO_5,BO_122,Germ Date,,,21-Dec,6-Dec,,,,
1,2,54,BO_5,BO_122,Flow Date,,,,,,,,
1,2,55,BO_73,BO_70,Germ Date,,6-Dec,6-Dec,6-Dec,,,,
1,2,55,BO_73,BO_70,Flow Date,,,,,,,,
1,2,56,BO_170,BO_111,Germ Date,,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,21-Dec,
1,2,56,BO_170,BO_111,Flow Date,,,,,,,,
1,2,57,BO_32,BO_132,Germ Date,15-Dec,,6-Dec,6-Dec,,6-Dec,6-Dec,
1,2,57,BO_32,BO_132,Flow Date,,,,,,,,
1,2,58,BO_162,BO_164,Germ Date,,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec
1,2,58,BO_162,BO_164,Flow Date,,,,,,,,
1,2,59,BO_162,BO_89,Germ Date,6-Dec,15-Dec,6-Dec,6-Dec,6-Dec,6-Dec,,6-Dec
1,2,59,BO_162,BO_89,Flow Date,,,,,,,,
1,2,60,BO_188,BO_154,Germ Date,,6-Dec,,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec
1,2,60,BO_188,BO_154,Flow Date,,,,,,,,
1,2,61,BO_185,BO_71,Germ Date,,15-Dec,21-Dec,6-Dec,,6-Dec,15-Dec,6-Dec
1,2,61,BO_185,BO_71,Flow Date,,,,,,,,
1,2,62,BO_198,BO_159,Germ Date,,6-Dec,6-Dec,,15-Dec,6-Dec,,
1,2,62,BO_198,BO_159,Flow Date,,,,,,,,
1,2,63,BO_201,BO_199,Germ Date,,6-Dec,6-Dec,6-Dec,6-Dec,,6-Dec,6-Dec
1,2,63,BO_201,BO_199,Flow Date,,,,,,,,
1,2,64,BO_149,BO_106,Germ Date,,6-Dec,,,6-Dec,6-Dec,,6-Dec
1,2,64,BO_149,BO_106,Flow Date,,,,,,,,
1,2,65,BO_119,BO_51,Germ Date,6-Dec,,,,,,6-Dec,15-Dec
1,2,65,BO_119,BO_51,Flow Date,,,,,,,,
1,2,66,BO_128,BO_44,Germ Date,,6-Dec,6-Dec,,6-Dec,21-Dec,6-Dec,
1,2,66,BO_128,BO_44,Flow Date,,,,,,,,
1,2,67,BO_194,BO_125,Germ Date,6-Dec,6-Dec,,,,,,
1,2,67,BO_194,BO_125,Flow Date,,,,,,,,
1,2,68,BO_029,BO_61,Germ Date,6-Dec,21-Dec,15-Dec,6-Dec,,,6-Dec,6-Dec
1,2,68,BO_029,BO_61,Flow Date,,,,,,,,
1,2,69,BO_163,BO_72,Germ Date,6-Dec,28-Dec,,,,,6-Dec,15-Dec
1,2,69,BO_163,BO_72,Flow Date,,,,,,,,
1,2,70,BO_119,BO_17,Germ Date,,,6-Dec,6-Dec,,,6-Dec,6-Dec
1,2,70,BO_119,BO_17,Flow Date,,,,,,,,
1,2,71,BO_39,BO_200,Germ Date,21-Dec,28-Dec,,28-Dec,15-Dec,6-Dec,15-Dec,6-Dec
1,2,71,BO_39,BO_200,Flow Date,,,,,,,,
1,2,72,BO_189,BO_86,Germ Date,6-Dec,6-Dec,6-Dec,,,6-Dec,6-Dec,6-Dec
1,2,72,BO_189,BO_86,Flow Date,,,,,,,,
1,2,73,BO_143,BO_152,Germ Date,15-Dec,,21-Dec,,,,15-Dec,15-Dec
1,2,73,BO_143,BO_152,Flow Date,,,,,,,,
1,2,74,BO_170,BO_55,Germ Date,6-Dec,,,,,,15-Dec,6-Dec
1,2,74,BO_170,BO_55,Flow Date,,,,,,,,
1,2,75,BO_109,BO_95,Germ Date,6-Dec,6-Dec,6-Dec,,,6-Dec,6-Dec,6-Dec
1,2,75,BO_109,BO_95,Flow Date,,,,,,,,
1,2,76,BO_088,BO_50,Germ Date,6-Dec,,6-Dec,,,6-Dec,6-Dec,6-Dec
1,2,76,BO_088,BO_50,Flow Date,,,,,,,,
1,2,77,BO_130,BO_174,Germ Date,6-Dec,6-Dec,,,,,6-Dec,6-Dec
1,2,77,BO_130,BO_174,Flow Date,,,,,,,,
1,3,78,BO_33,BO_124,Germ Date,,,6-Dec,21-Dec,,,,
1,3,78,BO_33,BO_124,Flow Date,,,,,,,,
1,3,79,BO_69,BO_201,Germ Date,,,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,
1,3,79,BO_69,BO_201,Flow Date,,,,,,,,
1,3,80,BO_33,BO_143,Germ Date,6-Dec,,,,6-Dec,28-Dec,,15-Dec
1,3,80,BO_33,BO_143,Flow Date,,,,,,,,
1,3,81,BO_32,BO_96,Germ Date,,6-Dec,6-Dec,6-Dec,,,6-Dec,6-Dec
1,3,81,BO_32,BO_96,Flow Date,,,,,,,,
1,3,82,BO_168,BO_180,Germ Date,,,,,,15-Dec,,
1,3,82,BO_168,BO_180,Flow Date,,,,,,,,
1,3,83,BO_73,BO_186,Germ Date,,,,,6-Dec,6-Dec,6-Dec,6-Dec
1,3,83,BO_73,BO_186,Flow Date,,,,,,,,
1,3,84,BO_185,BO_85,Germ Date,,21-Dec,6-Dec,,,,,
1,3,84,BO_185,BO_85,Flow Date,,,,,,,,
1,3,85,BO_022,BO_9,Germ Date,,,,15-Dec,,,,
1,3,85,BO_022,BO_9,Flow Date,,,,,,,,
1,3,86,BO_40,BO_67,Germ Date,,6-Dec,,,,,,6-Dec
1,3,86,BO_40,BO_67,Flow Date,,,,,,,,
1,3,87,BO_13,BO_53,Germ Date,,28-Dec,,6-Dec,28-Dec,6-Dec,,6-Dec
1,3,87,BO_13,BO_53,Flow Date,,,,,,,,
1,3,88,BO_189,BO_126,Germ Date,,,6-Dec,,,,,
1,3,88,BO_189,BO_126,Flow Date,,,,,,,,
1,3,89,BO_199,BO_69,Germ Date,6-Dec,6-Dec,6-Dec,6-Dec,,,6-Dec,6-Dec
1,3,89,BO_199,BO_69,Flow Date,,,,,,,,
1,3,90,BO_58,BO_123,Germ Date,6-Dec,6-Dec,6-Dec,,6-Dec,6-Dec,,6-Dec
1,3,90,BO_58,BO_123,Flow Date,,,,,,,,
1,3,91,BO_187,BO_150,Germ Date,6-Dec,6-Dec,,28-Dec,,6-Dec,6-Dec,6-Dec
1,3,91,BO_187,BO_150,Flow Date,,,,,,,,
1,3,92,BO_151,BO_148,Germ Date,,28-Dec,,,,,,6-Dec
1,3,92,BO_151,BO_148,Flow Date,,,,,,,,
1,3,93,BO_198,BO_158,Germ Date,21-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec
1,3,93,BO_198,BO_158,Flow Date,,,,,,,,
1,3,94,BO_109,BO_1,Germ Date,,,,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec
1,3,94,BO_109,BO_1,Flow Date,,,,,,,,
1,3,95,BO_198,BO_100,Germ Date,6-Dec,,28-Dec,,,,,6-Dec
1,3,95,BO_198,BO_100,Flow Date,,,,,,,,
1,3,96,BO_022,BO_146,Germ Date,6-Dec,6-Dec,6-Dec,,,,,28-Dec
1,3,96,BO_022,BO_146,Flow Date,,,,,,,,
1,3,97,BO_088,BO_169,Germ Date,,,,,,15-Dec,15-Dec,
1,3,97,BO_088,BO_169,Flow Date,,,,,,,,
1,3,98,BO_183,BO_116,Germ Date,6-Dec,,6-Dec,,6-Dec,6-Dec,6-Dec,6-Dec
1,3,98,BO_183,BO_116,Flow Date,,,,,,,,
1,3,99,BO_40,BO_171,Germ Date,6-Dec,6-Dec,6-Dec,6-Dec,,15-Dec,,
1,3,99,BO_40,BO_171,Flow Date,,,,,,,,
1,3,100,BO_1,BO_25,Germ Date,6-Dec,,,,,,6-Dec,6-Dec
1,3,100,BO_1,BO_25,Flow Date,,,,,,,,
1,3,101,BO_096,BO_134,Germ Date,,6-Dec,,,6-Dec,,,6-Dec
1,3,101,BO_096,BO_134,Flow Date,,,,,,,,
1,3,102,BO_119,BO_13,Germ Date,15-Dec,,6-Dec,,6-Dec,6-Dec,6-Dec,6-Dec
1,3,102,BO_119,BO_13,Flow Date,,,,,,,,
1,3,103,BO_69,BO_145,Germ Date,6-Dec,,6-Dec,,,6-Dec,6-Dec,6-Dec
1,3,103,BO_69,BO_145,Flow Date,,,,,,,,
1,3,104,BO_189,BO_142,Germ Date,15-Dec,6-Dec,,,6-Dec,6-Dec,,6-Dec
1,3,104,BO_189,BO_142,Flow Date,,,,,,,,
1,3,105,BO_088,BO_140,Germ Date,6-Dec,6-Dec,,,,,,
1,3,105,BO_088,BO_140,Flow Date,,,,,,,,
1,3,106,BO_1,BO_151,Germ Date,,6-Dec,6-Dec,6-Dec,6-Dec,,6-Dec,6-Dec
1,3,106,BO_1,BO_151,Flow Date,,,,,,,,
1,3,107,BO_109,BO_28,Germ Date,6-Dec,,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec
1,3,107,BO_109,BO_28,Flow Date,,,,,,,,
1,3,108,BO_029,BO_190,Germ Date,6-Dec,,6-Dec,,21-Dec,6-Dec,15-Dec,15-Dec
1,3,108,BO_029,BO_190,Flow Date,,,,,,,,
1,3,109,BO_173,BO_54,Germ Date,28-Dec,6-Dec,6-Dec,6-Dec,,6-Dec,6-Dec,
1,3,109,BO_173,BO_54,Flow Date,,,,,,,,
1,3,110,BO_32,BO_88,Germ Date,6-Dec,,,,6-Dec,6-Dec,6-Dec,6-Dec
1,3,110,BO_32,BO_88,Flow Date,,,,,,,,
1,4,111,BO_65,BO_14,Germ Date,6-Dec,6-Dec,,6-Dec,,6-Dec,,
1,4,111,BO_65,BO_14,Flow Date,,,,,,,,
1,4,112,BO_173,BO_91,Germ Date,,6-Dec,6-Dec,6-Dec,,6-Dec,15-Dec,
1,4,112,BO_173,BO_91,Flow Date,,,,,,,,
1,4,113,BO_153,BO_177,Germ Date,,,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec
1,4,113,BO_153,BO_177,Flow Date,,,,,,,,
1,4,114,BO_58,BO_81,Germ Date,,15-Dec,,,,6-Dec,,
1,4,114,BO_58,BO_81,Flow Date,,,,,,,,
1,4,115,BO_153,BO_157,Germ Date,,,,6-Dec,,6-Dec,6-Dec,
1,4,115,BO_153,BO_157,Flow Date,,,,,,,,
1,4,116,BO_022,BO_20,Germ Date,,15-Dec,,15-Dec,29-Dec,15-Dec,,6-Dec
1,4,116,BO_022,BO_20,Flow Date,,,,,,,,
1,4,117,BO_029,BO_90,Germ Date,15-Dec,15-Dec,6-Dec,,6-Dec,6-Dec,,6-Dec
1,4,117,BO_029,BO_90,Flow Date,,,,,,,,
1,4,118,BO_70,BO_46,Germ Date,,6-Dec,,15-Dec,,,,6-Dec
1,4,118,BO_70,BO_46,Flow Date,,,,,,,,
1,4,119,BO_199,BO_15,Germ Date,,6-Dec,6-Dec,,,6-Dec,6-Dec,
1,4,119,BO_199,BO_15,Flow Date,,,,,,,,
1,4,120,BO_143,BO_195,Germ Date,,6-Dec,6-Dec,,,,,
1,4,120,BO_143,BO_195,Flow Date,,,,,,,,
1,4,121,BO_199,BO_18,Germ Date,6-Dec,6-Dec,,,,6-Dec,,21-Dec
1,4,121,BO_199,BO_18,Flow Date,,,,,,,,
1,4,122,BO_163,BO_144,Germ Date,,15-Dec,,,,6-Dec,6-Dec,6-Dec
1,4,122,BO_163,BO_144,Flow Date,,,,,,,,
1,4,123,BO_149,BO_32,Germ Date,,,6-Dec,,6-Dec,6-Dec,,
1,4,123,BO_149,BO_32,Flow Date,,,,,,,,
1,4,124,BO_106,BO_131,Germ Date,29-Dec,,6-Dec,6-Dec,6-Dec,,,6-Dec
1,4,124,BO_106,BO_131,Flow Date,,,,,,,,
1,4,125,BO_74,BO_27,Germ Date,,6-Dec,,,,6-Dec,,6-Dec
1,4,125,BO_74,BO_27,Flow Date,,,,,,,,
1,4,126,BO_194,BO_37,Germ Date,15-Dec,,6-Dec,,6-Dec,6-Dec,,6-Dec
1,4,126,BO_194,BO_37,Flow Date,,,,,,,,
1,4,127,BO_177,BO_147,Germ Date,6-Dec,29-Dec,6-Dec,6-Dec,,6-Dec,6-Dec,6-Dec
1,4,127,BO_177,BO_147,Flow Date,,,,,,,,
1,4,128,BO_151,BO_167,Germ Date,6-Dec,6-Dec,,,,6-Dec,6-Dec,6-Dec
1,4,128,BO_151,BO_167,Flow Date,,,,,,,,
1,4,129,BO_39,BO_87,Germ Date,,,,,,29-Dec,,
1,4,129,BO_39,BO_87,Flow Date,,,,,,,,
1,4,130,BO_130,BO_161,Germ Date,29-Dec,,6-Dec,,6-Dec,6-Dec,,
1,4,130,BO_130,BO_161,Flow Date,,,,,,,,
1,4,131,BO_39,BO_102,Germ Date,6-Dec,,29-Dec,15-Dec,,,,29-Dec
1,4,131,BO_39,BO_102,Flow Date,,,,,,,,
1,4,132,BO_70,BO_184,Germ Date,,,,,,15-Dec,15-Dec,15-Dec
1,4,132,BO_70,BO_184,Flow Date,,,,,,,,
2,5,133,BO_40,BO_171,Germ Date,6-Dec,6-Dec,6-Dec,,6-Dec,6-Dec,6-Dec,6-Dec
2,5,133,BO_40,BO_171,Flow Date,,,,,,,,
2,5,134,BO_177,BO_121,Germ Date,,6-Dec,6-Dec,,21-Dec,,6-Dec,
2,5,134,BO_177,BO_121,Flow Date,,,,,,,,
2,5,135,BO_128,BO_60,Germ Date,,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,,6-Dec
2,5,135,BO_128,BO_60,Flow Date,,,,,,,,
2,5,136,BO_183,BO_63,Germ Date,,,6-Dec,15-Dec,6-Dec,6-Dec,6-Dec,6-Dec
2,5,136,BO_183,BO_63,Flow Date,,,,,,,,
2,5,137,BO_096,BO_12,Germ Date,6-Dec,6-Dec,6-Dec,,6-Dec,29-Dec,6-Dec,29-Dec
2,5,137,BO_096,BO_12,Flow Date,,,,,,,,
2,5,138,BO_022,BO_20,Germ Date,6-Dec,6-Dec,,6-Dec,,6-Dec,6-Dec,15-Dec
2,5,138,BO_022,BO_20,Flow Date,,,,,,,,
2,5,139,BO_153,BO_22,Germ Date,,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,
2,5,139,BO_153,BO_22,Flow Date,,,,,,,,
2,5,140,BO_162,BO_108,Germ Date,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,21-Dec,6-Dec,6-Dec
2,5,140,BO_162,BO_108,Flow Date,,,,,,,,
2,5,141,BO_183,BO_198,Germ Date,,15-Dec,,6-Dec,,,6-Dec,6-Dec
2,5,141,BO_183,BO_198,Flow Date,,,,,,,,
