Site: Hastings 2023,,,,,,,,,,
Transect,Seg No.,Sequence,Tray,Row,Positions 1-5 (left),,Positions 6-10 (right),,Seg. Latidude,Seg. Longitude
5,38,218,,8,G1,HR_108,G2,HR_193,,
5,39,219,,9,G1,HR_80,G2,HR_001,,
5,40,220,,10,G2,HR_173,G1,HR_134,,
5,41,221,,11,G2,HR_131,G2,HR_028,,
5,42,222,,12,G2,HR_051,G2,HR_038,,
5,43,223,,13,G1,HR_119,G1,HR_123,,
5,44,224,,14,G2,HR_135,G1,HR_83,,
5,45,225,,15,G2,HR_103,G1,HR_161,,
6,1,226,,16,G2,HR_177,G1,HR_15,,
6,2,227,,17,G2,HR_123,G1,HR_62,,
6,3,228,,18,G2,HR_129,G1,HR_56,,
6,4,229,,19,G1,HR_121,G2,HR_080,,
6,5,230,,20,G1,HR_49,G2,HR_017,,
6,6,231,,21,G1,HR_119,G1,HR_51,,
6,7,232,Tray 12,1,G2,HR_087,G1,HR_107,,
6,8,233,,2,G1,HR_26,G2,HR_034,,
6,9,234,,3,G1,HR_61,G1,HR_142,,
6,10,235,,4,G2,HR_152,G1,HR_110,,
6,11,236,,5,G2,HR_041,G1,HR_182,,
6,12,237,,6,G1,HR_32,G2,HR_118,,
6,13,238,,7,G2,HR_112,G2,HR_162,,
6,14,239,,8,G2,HR_126,G2,HR_027,,
6,15,240,,9,G2,HR_051,G2,HR_142,,
6,16,241,,10,G1,HR_109,G1,HR_181,,
6,17,242,,11,G2,HR_197,G2,HR_071,,
6,18,243,,12,G1,HR_66,G1,HR_146,,
6,19,244,,13,G2,HR_012,G2,HR_004,,
6,20,245,,14,G1,HR_16,G1,HR_59,,
6,21,246,,15,G1,HR_201,G2,HR_049,,
6,22,247,,16,G1,HR_108,G1,HR_195,,
6,23,248,,17,G1,HR_66,G2,HR_119,,
6,24,249,,18,G1,HR_72,G2,HR_037,,
6,25,250,,19,G2,HR_070,G1,HR_72,,
6,26,251,,20,G1,HR_15,G2,HR_178,,
6,27,252,,21,G2,HR_085,G1,HR_190,,
6,28,253,Tray 13,1,G2,HR_014,G1,HR_129,,
6,29,254,,2,G2,HR_161,G2,HR_040,,
6,30,255,,3,G2,HR_170,G1,HR_116,,
6,31,256,,4,G1,HR_58,G2,HR_183,,
6,32,257,,5,G1,HR_174,G2,HR_057,,
6,33,258,,6,G2,HR_087,G2,HR_196,,
6,34,259,,7,G1,HR_4,G2,HR_072,,
6,35,260,,8,G1,HR_25,G1,HR_36,,
6,36,261,,9,G2,HR_016,G1,HR_176,,
6,37,262,,10,G1,HR_148,G2,HR_192,,
6,38,263,,11,G1,HR_104,G1,HR_34,,
6,39,264,,12,G2,HR_065,G1,HR_180,,
6,40,265,,13,G1,HR_137,G1,HR_197,,
6,41,266,,14,G2,HR_064,G2,HR_133,,
6,42,267,,15,G2,HR_101,G2,HR_133,,
6,43,268,,16,G2,HR_021,G1,HR_39,,
6,44,269,,17,G1,HR_57,G2,HR_088,,
6,45,270,,18,G2,HR_139,G1,HR_113,,
7,4,271,,19,G2,HR_066,G1,HR_54,,
7,5,272,,20,G2,HR_056,G1,HR_25,,
7,6,273,,21,G1,HR_20,G2,HR_166,,
7,1,274,Tray 14,1,G2,HR_067,G1,HR_149,,
7,2,275,,2,G1,HR_9,G1,HR_26,,
7,7,276,,3,G2,HR_139,G1,HR_133,,
7,8,277,,4,G2,HR_014,G1,HR_92,,
7,9,278,,5,G1,HR_95,G1,HR_11,,
7,10,279,,6,G2,HR_195,G1,HR_80,,
7,11,280,,7,G2,HR_073,G2,HR_072,,
7,12,281,,8,G2,HR_135,G1,HR_177,,
7,13,282,,9,G1,HR_178,G1,HR_7,,
7,14,283,,10,G1,HR_134,G1,HR_110,,
7,15,284,,11,G2,HR_047,G1,HR_136,,
7,16,285,,12,G1,HR_66,G1,HR_14,,
7,17,286,,13,G1,HR_170,G1,HR_180,,
7,18,287,,14,G2,HR_035,G2,HR_058,,
7,19,288,,15,G1,HR_39,G2,HR_050,,
7,20,289,,16,G2,HR_150,G1,HR_164,,
7,21,290,,17,G1,HR_4,G1,HR_127,,
7,22,291,,18,G1,HR_184,G1,HR_148,,
7,23,292,,19,G1,HR_33,G1,HR_156,,
7,24,293,,20,G1,HR_129,G2,HR_087,,
7,6,294,,21,G2,HR_095,G2,HR_083,,
7,25,295,Tray 15,1,G2,HR_006,G2,HR_110,,
7,26,296,,2,G1,HR_87,G1,HR_173,,
7,27,297,,3,G2,HR_131,G1,HR_83,,
7,28,298,,4,G2,HR_011,G2,HR_023,,
7,29,299,,5,G2,HR_113,G1,HR_176,,
7,30,300,,6,G2,HR_161,G2,HR_148,,
7,31,301,,7,G1,HR_14,G2,HR_049,,
7,32,302,,8,G1,HR_101,G2,HR_184,,
7,33,303,,9,G1,HR_113,G1,HR_161,,
7,34,304,,10,G2,HR_114,G1,HR_193,,
7,35,305,,11,G1,HR_168,G2,HR_197,,
7,36,306,,12,G2,HR_057,G1,HR_88,,
7,37,307,,13,G2,HR_059,G2,HR_007,,
7,38,308,,14,G2,HR_195,G2,HR_066,,
7,39,309,,15,G1,HR_169,G1,HR_68,,
7,40,310,,16,G2,HR_197,G1,HR_12,,
7,41,311,,17,G2,HR_007,G1,HR_40,,
7,42,312,,18,G2,HR_018,G1,HR_159,,
7,43,313,,19,G1,HR_87,G2,HR_129,,
7,44,314,,20,G2,HR_078,G1,HR_53,,
7,45,315,,21,G2,HR_059,G1,HR_183,,
8,1,316,Tray 16,1,G1,HR_103,G2,HR_147,,
8,2,317,,2,G2,HR_011,G1,HR_1,,
8,3,318,,3,G1,HR_145,G1,HR_114,,
8,4,319,,4,G1,HR_109,G2,HR_155,,
8,5,320,,5,G1,HR_11,G1,HR_192,,
8,6,321,,6,G2,HR_014,G1,HR_73,,
8,7,322,,7,G1,HR_46,G1,HR_105,,
8,8,323,,8,G1,HR_113,G2,HR_046,,
8,9,324,,9,G2,HR_176,G2,HR_001,,
8,10,325,,10,G1,HR_79,G1,HR_10,,
8,11,326,,11,G2,HR_158,G2,HR_183,,
8,12,327,,12,G2,HR_059,G2,HR_078,,
8,13,328,,13,G1,HR_5,G1,HR_23,,
8,14,329,,14,G1,HR_80,G1,HR_18,,
8,15,330,,15,G1,HR_196,G1,HR_159,,
8,16,331,,16,G2,HR_095,G1,HR_78,,
8,17,332,,17,G1,HR_165,G1,HR_168,,
8,18,333,,18,G2,HR_016,G2,HR_170,,
8,19,334,,19,G2,HR_116,G2,HR_086,,
8,20,335,,20,G1,HR_34,G2,HR_079,,
8,21,336,,21,G1,HR_135,G1,HR_85,,
8,22,337,Tray 17,1,G2,HR_040,G1,HR_68,,
8,23,338,,2,G2,HR_041,G1,HR_118,,
8,24,339,,3,G2,HR_047,G2,HR_156,,
8,25,340,,4,G2,HR_121,G2,HR_019,,
8,26,341,,5,G1,HR_35,G1,HR_149,,
8,27,342,,6,G2,HR_019,G2,HR_027,,
8,28,343,,7,G1,HR_4,G1,HR_158,,
8,29,344,,8,G1,HR_35,G2,HR_164,,
8,30,345,,9,G1,HR_123,G1,HR_70,,
8,31,346,,10,G1,HR_190,G2,HR_153,,
8,32,347,,11,G2,HR_032,G2,HR_056,,
8,33,348,,12,G2,HR_175,G1,HR_126,,
8,34,349,,13,G2,HR_169,G1,HR_124,,
8,35,350,,14,G2,HR_119,G1,HR_183,,
8,36,351,,15,G2,HR_006,G1,HR_131,,
8,37,352,,16,G2,HR_152,G2,HR_064,,
8,38,353,,17,G1,HR_107,G2,HR_111,,
8,39,354,,18,G2,HR_064,G1,HR_44,,
8,40,355,,19,G2,HR_178,G1,HR_62,,
8,41,356,,20,G2,HR_101,G2,HR_175,,
8,42,357,,21,G1,HR_129,G1,HR_152,,
8,43,358,Tray 18,1,G1,HR_27,G2,HR_146,,
8,44,359,,2,G2,HR_085,G1,HR_83,,
8,45,360,,3,G1,HR_33,G1,HR_28,,
9,1,361,,4,G1,HR_190,G1,HR_20,,
9,2,362,,5,G1,HR_1,G2,HR_196,,
9,3,363,,6,G1,HR_115,G1,HR_19,,
9,4,364,,7,G2,HR_148,G2,HR_086,,
9,5,365,,8,G2,HR_035,G1,HR_39,,
9,6,366,,9,G2,HR_034,G1,HR_86,,
9,7,367,,10,G1,HR_25,G2,HR_080,,
9,8,368,,11,G2,HR_021,G1,HR_118,,
9,9,369,,12,G1,HR_32,G1,HR_9,,
9,10,370,,13,G2,HR_015,G2,HR_137,,
9,11,371,,14,G1,HR_64,G2,HR_105,,
9,12,372,,15,G2,HR_114,G1,HR_62,,
9,13,373,,16,G2,HR_053,G1,HR_139,,
9,14,374,,17,G1,HR_161,G2,HR_159,,
9,15,375,,18,G2,HR_115,G2,HR_092,,
9,16,376,,19,G2,HR_174,G2,HR_116,,
9,17,377,,20,G1,HR_133,G2,HR_038,,
9,18,378,,21,G2,HR_103,G1,HR_121,,
9,19,379,Tray 19,1,G1,HR_23,G1,HR_21,,
9,20,380,,2,G1,HR_16,G2,HR_141,,
9,21,381,,3,G1,HR_27,G1,HR_86,,
9,22,382,,4,G1,HR_126,G2,HR_009,,
9,23,383,,5,G1,HR_54,G1,HR_127,,
9,24,384,,6,G1,HR_131,G2,HR_176,,
9,25,385,,7,G2,HR_112,G2,HR_136,,
9,26,386,,8,G2,HR_141,G1,HR_150,,
9,27,387,,9,G1,HR_50,G1,HR_57,,
9,28,388,,10,G1,HR_148,G2,HR_148,,
9,29,389,,11,G2,HR_162,G2,HR_046,,
9,30,390,,12,G2,HR_147,G2,HR_141,,
9,31,391,,13,G1,HR_136,G1,HR_43,,
9,32,392,,14,G2,HR_037,G2,HR_020,,
9,33,393,,15,G2,HR_061,G2,HR_050,,
9,34,394,,16,G2,HR_169,G2,HR_155,,
9,35,395,,17,G1,HR_201,G1,HR_12,,
9,36,396,,18,G1,HR_181,G1,HR_85,,
9,37,397,,19,G1,HR_64,G2,HR_017,,
9,38,398,,20,G2,HR_180,G2,HR_051,,
9,39,399,,21,G2,HR_092,G2,HR_131,,
9,40,400,Tray 20,1,G1,HR_41,G2,HR_105,,
9,41,401,,2,G2,HR_201,G1,HR_109,,
9,42,402,,3,G1,HR_49,G1,HR_152,,
9,43,403,,4,G1,HR_58,G2,HR_092,,
9,44,404,,5,G2,HR_043,G2,HR_113,,
9,45,405,,6,G2,HR_166,G1,HR_177,,
9,46,406,,7,G1,HR_6,G1,HR_38,,
