rowN,Location,SegNoPos,Recipient,Gen,Plant_ID,Sample_ID,Tube ID,Total_weight(capsule+sample)(mg),Tray Name,Well_ID,capsule_size,capsule_weight_mg,sample weight (mg),Type of Material,Analysis,Enriched
350,80,240R,BB_151,G2,3,BB_151-G2-080-240R-3,350,,Nemo_2023_BB_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
351,81,241R,BB_170,G1,5,BB_170-G1-081-241R-5,351,,Nemo_2023_BB_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
352,81,243L,BB_049,G1,2,BB_049-G1-081-243L-2,352,,Nemo_2023_BB_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
353,81,243R,BB_053,G2,3,BB_053-G2-081-243R-3,353,,Nemo_2023_BB_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
354,82,244L,BB_170,G1,2,BB_170-G1-082-244L-2,354,,Nemo_2023_BB_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
355,82,244R,BB_060,G1,3,BB_060-G1-082-244R-3,355,,Nemo_2023_BB_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
356,82,245L,BB_040,G1,4,BB_040-G1-082-245L-4,356,,Nemo_2023_BB_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
357,82,245R,BB_053,G1,2,BB_053-G1-082-245R-2,357,,Nemo_2023_BB_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
358,82,246L,BB_215,G2,5,BB_215-G2-082-246L-5,358,,Nemo_2023_BB_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
359,83,247L,BB_056,G1,3,BB_056-G1-083-247L-3,359,,Nemo_2023_BB_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
360,83,248R,BB_002,G2,4,BB_002-G2-083-248R-4,360,,Nemo_2023_BB_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
361,83,249L,BB_031,G1,3,BB_031-G1-083-249L-3,361,,Nemo_2023_BB_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
362,83,249R,BB_089,G2,5,BB_089-G2-083-249R-5,362,,Nemo_2023_BB_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
363,84,250R,BB_205,G1,2,BB_205-G1-084-250R-2,363,,Nemo_2023_BB_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
364,84,251L,BB_104,G2,4,BB_104-G2-084-251L-4,364,,Nemo_2023_BB_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
365,84,251R,BB_179,G1,5,BB_179-G1-084-251R-5,365,,Nemo_2023_BB_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
366,84,252L,BB_103,G1,1,BB_103-G1-084-252L-1,366,,Nemo_2023_BB_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
367,86,256L,BB_111,G1,2,BB_111-G1-086-256L-2,367,,Nemo_2023_BB_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
368,86,256R,BB_059,G2,4,BB_059-G2-086-256R-4,368,,Nemo_2023_BB_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
369,86,257R,BB_150,G1,3,BB_150-G1-086-257R-3,369,,Nemo_2023_BB_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
370,87,259L,BB_164,G2,5,BB_164-G2-087-259L-5,370,,Nemo_2023_BB_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
371,87,260R,BB_133,G1,3,BB_133-G1-087-260R-3,371,,Nemo_2023_BB_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
372,88,263L,BB_016,G1,5,BB_016-G1-088-263L-5,372,,Nemo_2023_BB_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
373,89,266R,BB_149,G2,3,BB_149-G2-089-266R-3,373,,Nemo_2023_BB_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
374,90,268L,BB_024,G2,4,BB_024-G2-090-268L-4,374,,Nemo_2023_BB_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
375,90,269L,BB_133,G2,5,BB_133-G2-090-269L-5,375,,Nemo_2023_BB_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
376,90,270L,BB_205A,G2,3,BB_205A-G2-090-270L-3,376,,Nemo_2023_BB_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
377,91,271L,BB_013,G2,4,BB_013-G2-091-271L-4,377,,Nemo_2023_BB_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
378,91,272L,BB_149,G1,5,BB_149-G1-091-272L-5,378,,Nemo_2023_BB_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
379,91,272R,BB_039,G1,2,BB_039-G1-091-272R-2,379,,Nemo_2023_BB_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
380,91,273L,BB_209,G1,2,BB_209-G1-091-273L-2,380,,Nemo_2023_BB_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
381,91,273R,BB_204,G1,5,BB_204-G1-091-273R-5,381,,Nemo_2023_BB_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
382,92,274L,BB_003,G1,1,BB_003-G1-092-274L-1,382,,Nemo_2023_BB_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
383,92,274R,BB_070,G2,4,BB_070-G2-092-274R-4,383,,Nemo_2023_BB_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
384,92,275L,BB_134,G1,1,BB_134-G1-092-275L-1,384,,Nemo_2023_BB_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
385,92,276L,BB_080,G1,1,BB_080-G1-092-276L-1,385,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
386,92,276R,BB_061,G1,4,BB_061-G1-092-276R-4,386,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
387,93,278L,BB_045,G2,2,BB_045-G2-093-278L-2,387,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
388,93,278R,BB_060,G1,1,BB_060-G1-093-278R-1,388,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
389,93,279L,BB_110,G1,4,BB_110-G1-093-279L-4,389,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
390,95,283L,BB_050,G1,2,BB_050-G1-095-283L-2,390,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
391,96,287L,BB_163,G1,2,BB_163-G1-096-287L-2,391,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
392,96,288L,BB_145,G1,1,BB_145-G1-096-288L-1,392,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
393,96,288R,BB_147,G2,3,BB_147-G2-096-288R-3,393,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
394,97,289L,BB_146,G1,1,BB_146-G1-097-289L-1,394,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
395,97,289R,BB_208,G1,5,BB_208-G1-097-289R-5,395,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
396,97,290L,BB_179,G2,3,BB_179-G2-097-290L-3,396,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
397,97,290R,BB_164,G1,1,BB_164-G1-097-290R-1,397,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
398,97,291L,BB_037,G1,1,BB_037-G1-097-291L-1,398,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
399,97,291R,BB_052,G2,4,BB_052-G2-097-291R-4,399,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
400,98,292R,BB_205B,G1,5,BB_205B-G1-098-292R-5,400,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
401,98,293L,BB_094,G1,2,BB_094-G1-098-293L-2,401,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
402,98,293R,BB_148,G1,5,BB_148-G1-098-293R-5,402,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
403,99,295L,BB_060,G2,5,BB_060-G2-099-295L-5,403,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
404,100,298L,BB_081,G1,4,BB_081-G1-100-298L-4,404,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
405,100,298R,BB_087,G2,4,BB_087-G2-100-298R-4,405,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
406,100,300L,BB_049,G1,1,BB_049-G1-100-300L-1,406,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
407,100,300R,BB_121,G1,1,BB_121-G1-100-300R-1,407,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
408,101,301L,BB_002,G2,4,BB_002-G2-101-301L-4,408,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
409,101,301R,BB_132,G1,1,BB_132-G1-101-301R-1,409,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
410,101,302L,BB_085,G1,4,BB_085-G1-101-302L-4,410,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
411,101,302R,BB_166,G2,1,BB_166-G2-101-302R-1,411,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
412,101,303L,BB_150,G2,3,BB_150-G2-101-303L-3,412,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
413,101,303R,BB_007,G1,3,BB_007-G1-101-303R-3,413,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
414,102,304L,BB_215,G1,5,BB_215-G1-102-304L-5,414,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
415,102,305L,BB_098,G2,3,BB_098-G2-102-305L-3,415,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
416,102,306R,BB_114,G2,1,BB_114-G2-102-306R-1,416,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
417,103,308R,BB_209,G2,4,BB_209-G2-103-308R-4,417,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
418,103,309L,BB_020,G2,2,BB_020-G2-103-309L-2,418,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
419,103,309R,BB_149,G2,5,BB_149-G2-103-309R-5,419,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
420,104,310L,BB_200,G1,2,BB_200-G1-104-310L-2,420,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
421,104,311L,BB_148,G1,1,BB_148-G1-104-311L-1,421,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
422,104,312L,BB_204,G1,5,BB_204-G1-104-312L-5,422,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
423,104,312R,BB_080,G2,3,BB_080-G2-104-312R-3,423,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
424,105,313R,BB_045,G2,2,BB_045-G2-105-313R-2,424,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
425,105,314L,BB_109,G1,5,BB_109-G1-105-314L-5,425,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
426,105,315L,BB_123,G1,3,BB_123-G1-105-315L-3,426,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
427,106,316L,BB_126,G1,2,BB_126-G1-106-316L-2,427,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
428,107,319L,BB_105,G1,1,BB_105-G1-107-319L-1,428,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
429,107,321L,BB_216,G1,2,BB_216-G1-107-321L-2,429,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
430,108,322L,BB_030,G1,3,BB_030-G1-108-322L-3,430,,Nemo_2023_BB_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
