rowN,Transect,SegNoPos,Recipient,Gen,Plant_ID,Sample_ID,Tube ID,Total_weight(capsule+sample)(mg),Tray Name,Well_ID,capsule_size,capsule_weight_mg,sample weight (mg),Type of Material,Analysis,Enriched
351,5,13L,HR_173,G1,5,HR_173-G1-005-13L-5,351,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
352,5,13R,HR_079,G1,5,HR_079-G1-005-13R-5,352,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
353,5,14L,HR_159,G2,3,HR_159-G2-005-14L-3,353,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
354,5,14R,HR_137,G1,1,HR_137-G1-005-14R-1,354,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
355,5,15L,HR_173,G1,5,HR_173-G1-005-15L-5,355,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
356,5,15R,HR_057,G2,3,HR_057-G2-005-15R-3,356,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
357,5,16L,HR_141,G1,1,HR_141-G1-005-16L-1,357,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
358,5,16R,HR_012,G1,3,HR_012-G1-005-16R-3,358,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
359,5,17L,HR_110,G1,5,HR_110-G1-005-17L-5,359,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
360,5,17R,HR_042,G2,1,HR_042-G2-005-17R-1,360,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
361,5,18L,HR_103,G2,1,HR_103-G2-005-18L-1,361,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
362,5,18R,HR_085,G1,5,HR_085-G1-005-18R-5,362,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
363,5,19L,HR_155,G1,4,HR_155-G1-005-19L-4,363,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
364,5,19R,HR_042,G2,5,HR_042-G2-005-19R-5,364,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
365,5,20L,HR_040,G1,2,HR_040-G1-005-20L-2,365,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
366,5,20R,HR_165,G2,4,HR_165-G2-005-20R-4,366,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
367,5,21L,HR_192,G2,3,HR_192-G2-005-21L-3,367,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
368,5,21R,HR_179,G1,4,HR_179-G1-005-21R-4,368,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
369,5,22L,HR_109,G2,1,HR_109-G2-005-22L-1,369,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
370,5,22R,HR_141,G1,3,HR_141-G1-005-22R-3,370,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
371,5,23L,HR_108,G2,1,HR_108-G2-005-23L-1,371,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
372,5,23R,HR_037,G1,4,HR_037-G1-005-23R-4,372,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
373,5,24L,HR_101,G1,5,HR_101-G1-005-24L-5,373,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
374,5,24R,HR_004,G2,5,HR_004-G2-005-24R-5,374,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
375,5,25L,HR_124,G2,3,HR_124-G2-005-25L-3,375,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
376,5,25R,HR_184,G2,4,HR_184-G2-005-25R-4,376,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
377,5,26L,HR_092,G1,5,HR_092-G1-005-26L-5,377,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
378,5,26R,HR_168,G2,3,HR_168-G2-005-26R-3,378,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
379,5,27L,HR_150,G2,1,HR_150-G2-005-27L-1,379,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
380,5,27R,HR_040,G1,2,HR_040-G1-005-27R-2,380,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
381,5,28R,HR_035,G2,2,HR_035-G2-005-28R-2,381,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
382,5,29L,HR_054,G2,5,HR_054-G2-005-29L-5,382,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
383,5,29R,HR_114,G1,1,HR_114-G1-005-29R-1,383,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
384,5,30L,HR_184,G1,2,HR_184-G1-005-30L-2,384,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
385,5,30R,HR_033,G2,1,HR_033-G2-005-30R-1,385,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
386,5,31L,HR_057,G1,1,HR_057-G1-005-31L-1,386,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
387,5,31R,HR_129,G2,4,HR_129-G2-005-31R-4,387,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
388,5,32L,HR_133,G2,4,HR_133-G2-005-32L-4,388,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
389,5,32R,HR_165,G1,4,HR_165-G1-005-32R-4,389,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
390,5,33L,HR_147,G2,1,HR_147-G2-005-33L-1,390,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
391,5,33R,HR_043,G2,1,HR_043-G2-005-33R-1,391,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
392,5,34L,HR_115,G2,2,HR_115-G2-005-34L-2,392,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
393,5,34R,HR_155,G1,4,HR_155-G1-005-34R-4,393,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
394,5,35L,HR_105,G2,3,HR_105-G2-005-35L-3,394,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
395,5,35R,HR_109,G2,5,HR_109-G2-005-35R-5,395,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
396,5,36L,HR_032,G2,4,HR_032-G2-005-36L-4,396,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
397,5,36R,HR_150,G2,1,HR_150-G2-005-36R-1,397,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
398,5,37L,HR_018,G2,3,HR_018-G2-005-37L-3,398,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
399,5,37R,HR_051,G1,4,HR_051-G1-005-37R-4,399,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
400,5,38L,HR_108,G1,3,HR_108-G1-005-38L-3,400,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
401,5,38R,HR_193,G2,3,HR_193-G2-005-38R-3,401,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
402,5,39L,HR_080,G1,3,HR_080-G1-005-39L-3,402,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
403,5,39R,HR_001,G2,5,HR_001-G2-005-39R-5,403,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
404,5,40L,HR_173,G2,4,HR_173-G2-005-40L-4,404,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
405,5,40R,HR_134,G1,3,HR_134-G1-005-40R-3,405,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
406,5,41L,HR_131,G2,5,HR_131-G2-005-41L-5,406,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
407,5,41R,HR_028,G2,1,HR_028-G2-005-41R-1,407,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
408,5,42L,HR_051,G2,5,HR_051-G2-005-42L-5,408,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
409,5,42R,HR_038,G2,3,HR_038-G2-005-42R-3,409,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
410,5,43L,HR_119,G1,3,HR_119-G1-005-43L-3,410,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
411,5,43R,HR_123,G1,3,HR_123-G1-005-43R-3,411,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
412,5,44L,HR_135,G2,5,HR_135-G2-005-44L-5,412,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
413,5,44R,HR_083,G1,1,HR_083-G1-005-44R-1,413,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
414,5,45L,HR_103,G2,2,HR_103-G2-005-45L-2,414,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
415,6,1L,HR_177,G2,4,HR_177-G2-006-1L-4,415,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
416,6,1R,HR_015,G1,4,HR_015-G1-006-1R-4,416,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
417,6,2L,HR_123,G2,5,HR_123-G2-006-2L-5,417,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
418,6,2R,HR_062,G1,4,HR_062-G1-006-2R-4,418,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
419,6,3L,HR_129,G2,5,HR_129-G2-006-3L-5,419,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
420,6,3R,HR_056,G1,3,HR_056-G1-006-3R-3,420,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
421,6,4L,HR_121,G1,5,HR_121-G1-006-4L-5,421,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
422,6,4R,HR_080,G2,1,HR_080-G2-006-4R-1,422,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
423,6,5L,HR_049,G1,5,HR_049-G1-006-5L-5,423,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
424,6,6L,HR_119,G1,4,HR_119-G1-006-6L-4,424,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
425,6,6R,HR_051,G1,4,HR_051-G1-006-6R-4,425,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
426,6,7L,HR_087,G2,5,HR_087-G2-006-7L-5,426,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
427,6,7R,HR_107,G1,1,HR_107-G1-006-7R-1,427,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
428,6,8L,HR_026,G1,5,HR_026-G1-006-8L-5,428,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
429,6,8R,HR_034,G2,1,HR_034-G2-006-8R-1,429,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
430,6,9L,HR_061,G1,5,HR_061-G1-006-9L-5,430,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
431,6,9R,HR_142,G1,1,HR_142-G1-006-9R-1,431,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
432,6,10L,HR_152,G2,1,HR_152-G2-006-10L-1,432,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
433,6,10R,HR_110,G1,1,HR_110-G1-006-10R-1,433,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
434,6,11L,HR_041,G2,4,HR_041-G2-006-11L-4,434,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
435,6,11R,HR_182,G1,3,HR_182-G1-006-11R-3,435,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
436,6,12L,HR_032,G1,1,HR_032-G1-006-12L-1,436,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
437,6,12R,HR_118,G2,2,HR_118-G2-006-12R-2,437,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
438,6,13L,HR_112,G2,2,HR_112-G2-006-13L-2,438,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
439,6,14L,HR_126,G2,4,HR_126-G2-006-14L-4,439,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
440,6,14R,HR_027,G2,2,HR_027-G2-006-14R-2,440,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
441,6,15L,HR_051,G2,4,HR_051-G2-006-15L-4,441,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
442,6,15R,HR_142,G2,1,HR_142-G2-006-15R-1,442,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
443,6,16L,HR_109,G1,5,HR_109-G1-006-16L-5,443,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
444,6,16R,HR_181,G1,2,HR_181-G1-006-16R-2,444,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
445,6,17L,HR_197,G2,3,HR_197-G2-006-17L-3,445,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
446,6,17R,HR_071,G2,5,HR_071-G2-006-17R-5,446,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
447,6,18L,HR_066,G1,5,HR_066-G1-006-18L-5,447,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
448,6,18R,HR_146,G1,5,HR_146-G1-006-18R-5,448,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
449,6,19L,HR_012,G2,3,HR_012-G2-006-19L-3,449,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
450,6,19R,HR_004,G2,4,HR_004-G2-006-19R-4,450,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
451,6,20L,HR_016,G1,2,HR_016-G1-006-20L-2,451,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
452,6,20R,HR_059,G1,4,HR_059-G1-006-20R-4,452,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
453,6,21L,HR_201,G1,4,HR_201-G1-006-21L-4,453,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
454,6,21R,HR_049,G2,3,HR_049-G2-006-21R-3,454,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
455,6,22L,HR_108,G1,5,HR_108-G1-006-22L-5,455,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
456,6,22R,HR_195,G1,1,HR_195-G1-006-22R-1,456,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
457,6,23L,HR_066,G1,2,HR_066-G1-006-23L-2,457,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
458,6,23R,HR_119,G2,5,HR_119-G2-006-23R-5,458,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
459,6,24L,HR_072,G1,4,HR_072-G1-006-24L-4,459,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
460,6,24R,HR_037,G2,2,HR_037-G2-006-24R-2,460,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
461,6,25L,HR_070,G2,2,HR_070-G2-006-25L-2,461,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
462,6,25R,HR_072,G1,3,HR_072-G1-006-25R-3,462,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
463,6,26L,HR_015,G1,3,HR_015-G1-006-26L-3,463,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
464,6,26R,HR_178,G2,4,HR_178-G2-006-26R-4,464,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
465,6,27L,HR_085,G2,5,HR_085-G2-006-27L-5,465,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
466,6,27R,HR_190,G1,1,HR_190-G1-006-27R-1,466,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
467,6,28L,HR_014,G2,1,HR_014-G2-006-28L-1,467,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
468,6,28R,HR_129,G1,5,HR_129-G1-006-28R-5,468,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
469,6,29L,HR_161,G2,4,HR_161-G2-006-29L-4,469,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
470,6,29R,HR_040,G2,2,HR_040-G2-006-29R-2,470,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
471,6,30L,HR_170,G2,5,HR_170-G2-006-30L-5,471,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
472,6,30R,HR_116,G1,3,HR_116-G1-006-30R-3,472,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
473,6,31L,HR_058,G1,4,HR_058-G1-006-31L-4,473,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
474,6,31R,HR_183,G2,1,HR_183-G2-006-31R-1,474,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
475,6,32L,HR_174,G1,2,HR_174-G1-006-32L-2,475,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
476,6,32R,HR_057,G2,2,HR_057-G2-006-32R-2,476,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
477,6,33L,HR_087,G2,4,HR_087-G2-006-33L-4,477,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
478,6,33R,HR_196,G2,5,HR_196-G2-006-33R-5,478,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
479,6,34L,HR_004,G1,3,HR_004-G1-006-34L-3,479,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
480,6,34R,HR_072,G2,1,HR_072-G2-006-34R-1,480,,Nemo_2023_HR_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
481,6,35L,HR_025,G1,5,HR_025-G1-006-35L-5,481,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
482,6,35R,HR_036,G1,2,HR_036-G1-006-35R-2,482,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
483,6,36L,HR_016,G2,2,HR_016-G2-006-36L-2,483,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
484,6,36R,HR_176,G1,5,HR_176-G1-006-36R-5,484,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
485,6,37L,HR_148,G1,1,HR_148-G1-006-37L-1,485,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
486,6,37R,HR_192,G2,4,HR_192-G2-006-37R-4,486,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
487,6,38R,HR_034,G1,5,HR_034-G1-006-38R-5,487,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
488,6,39L,HR_065,G2,3,HR_065-G2-006-39L-3,488,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
489,6,39R,HR_180,G1,4,HR_180-G1-006-39R-4,489,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
490,6,40L,HR_137,G1,3,HR_137-G1-006-40L-3,490,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
491,6,40R,HR_197,G1,4,HR_197-G1-006-40R-4,491,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
492,6,41L,HR_064,G2,1,HR_064-G2-006-41L-1,492,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
493,6,41R,HR_133,G2,1,HR_133-G2-006-41R-1,493,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
494,6,42L,HR_101,G2,1,HR_101-G2-006-42L-1,494,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
495,6,42R,HR_133,G2,2,HR_133-G2-006-42R-2,495,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
496,6,43L,HR_021,G2,1,HR_021-G2-006-43L-1,496,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
497,6,43R,HR_039,G1,1,HR_039-G1-006-43R-1,497,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
498,6,44L,HR_057,G1,3,HR_057-G1-006-44L-3,498,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
499,6,45L,HR_139,G2,4,HR_139-G2-006-45L-4,499,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
500,6,45R,HR_113,G1,1,HR_113-G1-006-45R-1,500,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
501,7,1L,HR_067,G2,3,HR_067-G2-007-1L-3,501,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
502,7,1R,HR_149,G1,1,HR_149-G1-007-1R-1,502,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
503,7,2L,HR_009,G1,3,HR_009-G1-007-2L-3,503,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
504,7,2R,HR_026,G1,2,HR_026-G1-007-2R-2,504,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
505,7,3L,HR_066,G2,2,HR_066-G2-007-3L-2,505,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
506,7,3R,HR_054,G1,2,HR_054-G1-007-3R-2,506,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
507,7,4L,HR_056,G2,5,HR_056-G2-007-4L-5,507,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
508,7,5L,HR_020,G1,4,HR_020-G1-007-5L-4,508,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
509,7,5R,HR_166,G2,5,HR_166-G2-007-5R-5,509,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
510,7,6L,HR_095,G2,5,HR_095-G2-007-6L-5,510,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
511,7,6R,HR_083,G2,1,HR_083-G2-007-6R-1,511,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
512,7,7L,HR_139,G2,3,HR_139-G2-007-7L-3,512,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
513,7,7R,HR_133,G1,4,HR_133-G1-007-7R-4,513,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
514,7,8L,HR_014,G2,3,HR_014-G2-007-8L-3,514,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
515,7,8R,HR_092,G1,4,HR_092-G1-007-8R-4,515,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
516,7,9L,HR_095,G1,2,HR_095-G1-007-9L-2,516,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
517,7,9R,HR_011,G1,4,HR_011-G1-007-9R-4,517,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
518,7,10L,HR_195,G2,2,HR_195-G2-007-10L-2,518,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
519,7,11L,HR_073,G2,5,HR_073-G2-007-11L-5,519,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
520,7,11R,HR_072,G2,2,HR_072-G2-007-11R-2,520,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
521,7,12L,HR_135,G2,4,HR_135-G2-007-12L-4,521,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
522,7,12R,HR_177,G1,2,HR_177-G1-007-12R-2,522,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
523,7,13L,HR_178,G1,1,HR_178-G1-007-13L-1,523,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
524,7,13R,HR_007,G1,2,HR_007-G1-007-13R-2,524,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
525,7,14L,HR_134,G1,4,HR_134-G1-007-14L-4,525,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
526,7,14R,HR_110,G1,5,HR_110-G1-007-14R-5,526,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
527,7,15L,HR_047,G2,5,HR_047-G2-007-15L-5,527,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
528,7,15R,HR_136,G1,2,HR_136-G1-007-15R-2,528,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
