Sample ID,?13CVPDB (‰),Total C (µg),C Comment,Tray Name,Well Id,Type of Material,Analysis,Sample Weight (mg) from Sample List,Internal ID,Analysis Number,Mass Spec
BO-137-011-07,-29.05,1499.43,,Nemo2022BO3,B5,plant stem tissue,13C,4.27,1999248,685796,H
BO-150-011-02,-28.39,1303.64,,Nemo2022BO3,B7,plant stem tissue,13C,3.07,1999250,685797,H
BO-152-011-02,-30.25,824.19,,Nemo2022BO3,B8,plant stem tissue,13C,2.54,1999251,685798,H
BO-159-011-07,-27.91,1264.74,,Nemo2022BO3,B9,plant stem tissue,13C,3.7,1999252,685799,H
BO-175-011-05,-28.75,1120.45,,Nemo2022BO3,B10,plant stem tissue,13C,2.69,1999253,685800,H
BO-180-011-01,-28.82,1110.67,,Nemo2022BO3,B11,plant stem tissue,13C,2.68,1999254,685801,H
BO-182-011-02,-28.85,938.27,,Nemo2022BO3,B12,plant stem tissue,13C,3.55,1999255,685802,H
BO-200-011-06,-27.04,1373.55,,Nemo2022BO3,C1,plant stem tissue,13C,4.03,1999256,685807,H
BO-001-012-08,-26.25,1379.37,,Nemo2022BO3,C7,plant stem tissue,13C,4.14,1999262,685808,H
BO-008-012-01,-27.84,1198.52,,Nemo2022BO3,C8,plant stem tissue,13C,3.24,1999263,685809,H
BO-009-012-03,-25.32,1198.52,,Nemo2022BO3,C9,plant stem tissue,13C,3.29,1999264,685810,H
BO-020-012-06,-26.15,638.55,,Nemo2022BO3,C10,plant stem tissue,13C,1.51,1999265,685811,H
BO-029-012-02,-27.19,834.04,,Nemo2022BO3,C11,plant stem tissue,13C,2.19,1999266,685812,H
BO-048-012-04,-26.5,1034.37,,Nemo2022BO3,C12,plant stem tissue,13C,3.16,1999267,685813,H
BO-114-012-08,-28.09,834.04,,Nemo2022BO3,D2,plant stem tissue,13C,2.73,1999269,685820,H
BO-132-012-04,-28.27,853.73,,Nemo2022BO3,D3,plant stem tissue,13C,2.26,1999270,685821,H
BO-151-012-02,-26.14,1212.16,,Nemo2022BO3,D4,plant stem tissue,13C,3.34,1999271,685822,H
BO-166-012-01,-26.93,1303.64,,Nemo2022BO3,D5,plant stem tissue,13C,3.31,1999272,685823,H
BO-167-012-06,-29.16,1194.62,,Nemo2022BO3,D6,plant stem tissue,13C,2.99,1999273,685824,H
BO-186-012-02,-26.52,1491.7,,Nemo2022BO3,D7,plant stem tissue,13C,3.69,1999274,685825,H
BO-190-012-01,-26.86,973.6,,Nemo2022BO3,D8,plant stem tissue,13C,3.02,1999275,685826,H
BO-191-012-04,-28.68,489.75,,Nemo2022BO3,D9,plant stem tissue,13C,1.8,1999276,685827,H
