Block,Location,Sequence,Donor,Recipient,Replicated,Plant_ID,FitP,Rep_FitP,any_FitP,F_plant,F_multi,F_plant_notes,Co.,Germ_Date,Sow_Date,Fl_2.25,Fl_3.3,Fl_3.11,Fl_3.17,Fl_3.25,Fl_4.1,Fl_4.9,Fl_4.22,Fl_4.28,Fl_5.4,Fl_5.12,Fl_5.19,Fl_5.25,LEAF,flr_P,closed_fruits_F,open_fruits_F,damaged_fruits_F,total_fruits_F,nonfitness_fruits,seed_ct,mean_seeds_per_fruit,total_est_seed_production,FFD,days_germ2flower,days_sow2flower,LFD,fl_duration,surv_to_germ,surv_to_flower,surv_to_fruitprod,surv_to_seedprod
1,34,92,BB_014,BB_102,R,8,FALSE,FALSE,FALSE,7,"5,2,7",NA,2,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,34,93,BB_026,BB_053,n,1,FALSE,FALSE,FALSE,2,2,NA,4,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,34,93,BB_026,BB_053,n,2,TRUE,FALSE,TRUE,2,2,NA,4,2021-12-20,2021-12-02,NA,NA,NA,2022-03-17,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-17,2,0,0,2,4,0,0,0,2022-03-17,87,105,2022-04-02,16,1,1,1,0
1,34,93,BB_026,BB_053,n,3,FALSE,FALSE,FALSE,2,2,NA,4,2021-12-12,2021-12-02,NA,NA,NA,2022-03-17,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,2022-04-28,NA,0,NA,NA,0,NA,NA,NA,NA,2022-03-17,95,105,2022-04-02,16,1,1,0,0
1,34,93,BB_026,BB_053,n,4,FALSE,FALSE,FALSE,2,2,NA,4,2021-12-12,2021-12-02,NA,NA,NA,2022-03-17,2022-03-26,NA,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,2022-03-17,95,105,2022-04-08,22,1,1,0,0
1,34,93,BB_026,BB_053,n,5,FALSE,FALSE,FALSE,2,2,NA,4,2021-12-30,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,34,93,BB_026,BB_053,n,6,FALSE,FALSE,FALSE,2,2,NA,4,NA,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
1,34,93,BB_026,BB_053,n,7,FALSE,FALSE,FALSE,2,2,NA,4,2021-12-30,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,34,93,BB_026,BB_053,n,8,FALSE,FALSE,FALSE,2,2,NA,4,2021-12-30,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,34,94,BB_168,BB_046,n,1,TRUE,FALSE,TRUE,1,1,NA,3,2021-12-12,2021-12-02,NA,NA,NA,2022-03-17,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-17,0,0,0,0,0,NA,0,0,2022-03-17,95,105,2022-04-02,16,1,1,0,0
1,34,94,BB_168,BB_046,n,2,FALSE,FALSE,FALSE,1,1,NA,3,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,34,94,BB_168,BB_046,n,3,FALSE,FALSE,FALSE,1,1,NA,3,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,34,94,BB_168,BB_046,n,4,FALSE,FALSE,FALSE,1,1,NA,3,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,34,94,BB_168,BB_046,n,5,FALSE,FALSE,FALSE,1,1,NA,3,2021-12-12,2021-12-02,NA,NA,2022-03-11,2022-03-17,2022-03-26,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-03-17,0,NA,NA,0,NA,NA,NA,NA,2022-03-11,89,99,2022-04-08,28,1,1,0,0
1,34,94,BB_168,BB_046,n,6,FALSE,FALSE,FALSE,1,1,NA,3,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,2022-04-02,111,121,2022-04-08,6,1,1,0,0
1,34,94,BB_168,BB_046,n,7,FALSE,FALSE,FALSE,1,1,NA,3,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,2022-04-02,111,121,2022-04-08,6,1,1,0,0
1,34,94,BB_168,BB_046,n,8,FALSE,FALSE,FALSE,1,1,NA,3,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,35,95,BB_174,BB_002,n,1,FALSE,FALSE,FALSE,6,6,NA,3,2021-12-20,2021-12-02,NA,NA,NA,NA,2022-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,2022-03-26,96,114,2022-03-26,0,1,1,0,0
1,35,95,BB_174,BB_002,n,2,FALSE,FALSE,FALSE,6,6,NA,3,2021-12-12,2021-12-02,NA,NA,NA,2022-03-17,2022-03-26,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,2022-03-17,95,105,2022-04-08,22,1,1,0,0
1,35,95,BB_174,BB_002,n,3,FALSE,FALSE,FALSE,6,6,NA,3,2021-12-12,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,2022-03-26,104,114,2022-04-02,7,1,1,0,0
1,35,95,BB_174,BB_002,n,4,FALSE,FALSE,FALSE,6,6,NA,3,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,2022-04-02,103,121,2022-04-08,6,1,1,0,0
1,35,95,BB_174,BB_002,n,5,FALSE,FALSE,FALSE,6,6,NA,3,2021-12-20,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,2022-04-28,NA,0,NA,NA,0,NA,NA,NA,NA,2022-03-26,96,114,2022-04-08,13,1,1,0,0
1,35,95,BB_174,BB_002,n,6,TRUE,FALSE,TRUE,6,6,NA,3,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,NA,NA,2022-04-22,2022-04-28,NA,NA,NA,NA,NA,2022-04-22,2,0,0,2,6,0,0,0,2022-04-22,123,141,2022-04-28,6,1,1,1,0
1,35,95,BB_174,BB_002,n,7,FALSE,FALSE,FALSE,6,6,NA,3,2021-12-20,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-26,0,NA,NA,0,NA,NA,NA,NA,2022-03-26,96,114,2022-04-02,7,1,1,0,0
1,35,95,BB_174,BB_002,n,8,FALSE,FALSE,FALSE,6,6,NA,3,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,35,96,BB_055,BB_183,n,1,NA,FALSE,FALSE,NA,NA,NA,2,NA,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
1,35,96,BB_055,BB_183,n,2,NA,FALSE,FALSE,NA,NA,NA,2,2021-12-30,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,35,96,BB_055,BB_183,n,3,NA,FALSE,FALSE,NA,NA,NA,2,2021-12-30,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,35,96,BB_055,BB_183,n,4,NA,FALSE,FALSE,NA,NA,NA,2,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,35,96,BB_055,BB_183,n,5,NA,FALSE,FALSE,NA,NA,NA,2,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,35,96,BB_055,BB_183,n,6,NA,FALSE,FALSE,NA,NA,NA,2,NA,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
1,35,96,BB_055,BB_183,n,7,NA,FALSE,FALSE,NA,NA,NA,2,NA,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
1,35,96,BB_055,BB_183,n,8,NA,FALSE,FALSE,NA,NA,NA,2,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,36,97,BB_107,BB_151,n,1,FALSE,FALSE,FALSE,2,2,NA,2,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,36,97,BB_107,BB_151,n,2,TRUE,FALSE,TRUE,2,2,NA,2,NA,2021-12-02,NA,NA,NA,NA,NA,NA,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,0,0,2022-04-08,NA,127,2022-04-08,0,0,1,0,0
1,36,97,BB_107,BB_151,n,3,FALSE,FALSE,FALSE,2,2,NA,2,2021-12-20,2021-12-02,NA,NA,NA,NA,2022-03-26,NA,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,2022-03-26,96,114,2022-04-08,13,1,1,0,0
1,36,97,BB_107,BB_151,n,4,FALSE,FALSE,FALSE,2,2,NA,2,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,2022-04-02,103,121,2022-04-02,0,1,1,0,0
1,36,97,BB_107,BB_151,n,5,FALSE,FALSE,FALSE,2,2,NA,2,2021-12-12,2021-12-02,NA,NA,NA,2022-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-17,0,NA,NA,0,NA,NA,NA,NA,2022-03-17,95,105,2022-03-17,0,1,1,0,0
1,36,97,BB_107,BB_151,n,6,FALSE,FALSE,FALSE,2,2,NA,2,NA,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
1,36,97,BB_107,BB_151,n,7,FALSE,FALSE,FALSE,2,2,NA,2,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,36,97,BB_107,BB_151,n,8,FALSE,FALSE,FALSE,2,2,NA,2,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,36,98,BB_213,BB_204,n,1,FALSE,FALSE,FALSE,8,8,NA,1,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,36,98,BB_213,BB_204,n,2,FALSE,FALSE,FALSE,8,8,NA,1,2021-12-12,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,2022-03-26,104,114,2022-04-08,13,1,1,0,0
1,36,98,BB_213,BB_204,n,3,FALSE,FALSE,FALSE,8,8,NA,1,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-28,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,36,98,BB_213,BB_204,n,4,FALSE,FALSE,FALSE,8,8,NA,1,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,36,98,BB_213,BB_204,n,5,FALSE,FALSE,FALSE,8,8,NA,1,2021-12-12,2021-12-02,NA,NA,NA,2022-03-17,2022-03-26,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-03-17,0,NA,NA,0,NA,NA,NA,NA,2022-03-17,95,105,2022-04-08,22,1,1,0,0
1,36,98,BB_213,BB_204,n,6,FALSE,FALSE,FALSE,8,8,NA,1,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,36,98,BB_213,BB_204,n,7,FALSE,FALSE,FALSE,8,8,NA,1,NA,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
1,36,98,BB_213,BB_204,n,8,TRUE,FALSE,TRUE,8,8,NA,1,2021-12-20,2021-12-02,NA,NA,NA,2022-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,2022-03-17,87,105,2022-03-17,0,1,1,1,0
1,36,99,BB_001,BB_072,n,1,FALSE,FALSE,FALSE,4,4,NA,4,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,36,99,BB_001,BB_072,n,2,FALSE,FALSE,FALSE,4,4,NA,4,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,36,99,BB_001,BB_072,n,3,FALSE,FALSE,FALSE,4,4,NA,4,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,36,99,BB_001,BB_072,n,4,TRUE,FALSE,TRUE,4,4,NA,4,2021-12-12,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02,0,0,0,0,0,NA,0,0,2022-03-26,104,114,2022-04-02,7,1,1,0,0
1,36,99,BB_001,BB_072,n,5,FALSE,FALSE,FALSE,4,4,NA,4,2021-12-30,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,36,99,BB_001,BB_072,n,6,FALSE,FALSE,FALSE,4,4,NA,4,NA,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
1,36,99,BB_001,BB_072,n,7,FALSE,FALSE,FALSE,4,4,NA,4,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,36,99,BB_001,BB_072,n,8,FALSE,FALSE,FALSE,4,4,NA,4,2021-12-30,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,37,100,BB_057,BB_121,n,1,FALSE,FALSE,FALSE,7,7,NA,5,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,37,100,BB_057,BB_121,n,2,FALSE,FALSE,FALSE,7,7,NA,5,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,37,100,BB_057,BB_121,n,3,FALSE,FALSE,FALSE,7,7,NA,5,2021-12-12,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,2022-03-26,104,114,2022-04-08,13,1,1,0,0
1,37,100,BB_057,BB_121,n,4,FALSE,FALSE,FALSE,7,7,NA,5,2021-12-12,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,2022-03-26,104,114,2022-04-08,13,1,1,0,0
1,37,100,BB_057,BB_121,n,5,FALSE,FALSE,FALSE,7,7,NA,5,2021-12-12,2021-12-02,NA,NA,NA,2022-03-17,2022-03-26,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-03-26,0,NA,NA,0,NA,NA,NA,NA,2022-03-17,95,105,2022-04-08,22,1,1,0,0
1,37,100,BB_057,BB_121,n,6,FALSE,FALSE,FALSE,7,7,NA,5,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,2022-04-08,117,127,2022-04-08,0,1,1,0,0
1,37,100,BB_057,BB_121,n,7,TRUE,FALSE,TRUE,7,7,NA,5,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,NA,2022-04-08,2022-04-22,2022-04-28,NA,NA,NA,NA,NA,2022-04-08,1,2,0,3,6,0,0,0,2022-04-08,109,127,2022-04-28,20,1,1,1,0
1,37,100,BB_057,BB_121,n,8,FALSE,FALSE,FALSE,7,7,NA,5,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,2022-04-08,117,127,2022-04-08,0,1,1,0,0
1,37,101,BB_213,BB_132,n,1,FALSE,FALSE,FALSE,6,6,NA,1,2021-12-30,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,37,101,BB_213,BB_132,n,2,FALSE,FALSE,FALSE,6,6,NA,1,2021-12-12,2021-12-02,NA,2022-03-03,NA,2022-03-17,2022-03-26,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,2022-03-03,81,91,2022-04-08,36,1,1,0,0
1,37,101,BB_213,BB_132,n,3,FALSE,FALSE,FALSE,6,6,NA,1,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,37,101,BB_213,BB_132,n,4,FALSE,FALSE,FALSE,6,6,NA,1,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-28,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,37,101,BB_213,BB_132,n,5,FALSE,FALSE,FALSE,6,6,NA,1,2021-12-12,2021-12-02,NA,NA,NA,2022-03-17,NA,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-03-17,0,NA,NA,0,NA,NA,NA,NA,2022-03-17,95,105,2022-04-08,22,1,1,0,0
1,37,101,BB_213,BB_132,n,6,TRUE,FALSE,TRUE,6,6,NA,1,2021-12-12,2021-12-02,NA,NA,NA,2022-03-17,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-17,7,1,0,8,18,21,3,24,2022-03-17,95,105,2022-04-02,16,1,1,1,1
1,37,101,BB_213,BB_132,n,7,FALSE,FALSE,FALSE,6,6,NA,1,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,37,101,BB_213,BB_132,n,8,FALSE,FALSE,FALSE,6,6,NA,1,NA,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
1,37,102,BB_175,BB_050,n,1,FALSE,FALSE,FALSE,2,2,NA,4,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,37,102,BB_175,BB_050,n,2,TRUE,FALSE,TRUE,2,2,NA,4,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,NA,2022-04-22,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,4,4,4,2022-04-22,131,141,2022-04-22,0,1,1,1,1
1,37,102,BB_175,BB_050,n,3,FALSE,FALSE,FALSE,2,2,NA,4,NA,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
1,37,102,BB_175,BB_050,n,4,FALSE,FALSE,FALSE,2,2,NA,4,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,37,102,BB_175,BB_050,n,5,FALSE,FALSE,FALSE,2,2,NA,4,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,37,102,BB_175,BB_050,n,6,FALSE,FALSE,FALSE,2,2,NA,4,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,37,102,BB_175,BB_050,n,7,FALSE,FALSE,FALSE,2,2,NA,4,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,37,102,BB_175,BB_050,n,8,FALSE,FALSE,FALSE,2,2,NA,4,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,38,103,BB_196,BB_089,n,1,FALSE,FALSE,FALSE,4,4,NA,2,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,38,103,BB_196,BB_089,n,2,FALSE,FALSE,FALSE,4,4,NA,2,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,38,103,BB_196,BB_089,n,3,FALSE,FALSE,FALSE,4,4,NA,2,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,38,103,BB_196,BB_089,n,4,TRUE,FALSE,TRUE,4,4,NA,2,2021-12-20,2021-12-02,NA,NA,2022-03-11,2022-03-17,NA,2022-04-02,NA,2022-04-22,2022-04-28,NA,NA,NA,NA,NA,2022-03-11,1,2,0,3,0,3,3,9,2022-03-11,81,99,2022-04-28,48,1,1,1,1
1,38,103,BB_196,BB_089,n,5,FALSE,FALSE,FALSE,4,4,NA,2,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,38,103,BB_196,BB_089,n,6,FALSE,FALSE,FALSE,4,4,NA,2,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,38,103,BB_196,BB_089,n,7,FALSE,FALSE,FALSE,4,4,NA,2,NA,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
1,38,103,BB_196,BB_089,n,8,FALSE,FALSE,FALSE,4,4,NA,2,2021-12-30,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
