Block,Transect,Sequence,Donor,Recipient,Replicated,Plant_ID,FitP,Rep_FitP,any_FitP,F_plant,F_multi,F_plant_notes,Germ_Date,Sow_Date,Plant_Date,Fl_4.9,Fl_4.21,Fl_5.3,Fl_5.13,Fl_5.25,Fl_6.8,Fl_6.22,LEAF,flr_P,closed_fruits_F,open_fruits_F,damaged_fruits_F,total_fruits_F,nonfitness_fruits,seed_ct,seeds_weighed_d1,seed_mass_mg_d1,seeds_weighed_d2,seed_mass_mg_d2,seeds_weighed_d3,seed_mass_mg_d3,seeds_weighed_d4,seed_mass_mg_d4,seeds_weighed_d5,seed_mass_mg_d5,msm_d1,msm_d2,msm_d3,msm_d4,msm_d5,msm_all,sd_msm_all,mean_seeds_per_fruit,total_est_seed_production,AG_biomass_mg,photo_date,corolla_diam_mm,corolla_area_mm2,notes_corolla,FFD,days_germ2flower,days_sow2flower,days_plant2flower,LFD,fl_duration,surv_to_germ,surv_to_flower,surv_to_fruitprod,surv_to_seedprod
3,9,304,AC_091,AC_204,R,3,FALSE,TRUE,TRUE,6,"6,3,10",NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,9,1,0,10,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7777777777777777,17.77777777777778,26.81,2022-04-22,24.911,409.235,NA,2022-04-09,157,164,156,2022-05-13,34,1,1,1,1
3,9,304,AC_091,AC_204,R,6,TRUE,TRUE,TRUE,6,"6,3,10",NA,2021-11-03,2021-10-27,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,9,1,0,10,0,19,NA,NA,16,30.55,2,4.86,NA,NA,NA,NA,NA,1.909375,2.43,NA,NA,2.1696875,0.3681374679552464,2.111111111111111,21.11111111111111,28.69,2022-04-22,24.659,368.884,NA,2022-04-22,170,177,169,2022-05-13,21,1,1,1,1
3,9,304,AC_091,AC_204,R,10,FALSE,TRUE,TRUE,6,"6,3,10",NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,NA,NA,NA,NA,NA,2022-04-09,1,1,0,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,NA,2022-04-09,23.883,357.23,NA,2022-04-09,157,164,156,2022-05-03,24,1,1,1,1
3,9,305,AC_045,AC_096,n,10,TRUE,FALSE,TRUE,10,10,NA,NA,2021-10-27,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,5,0,0,5,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,4,9.33,2022-04-22,23.145,309.957,NA,2022-04-22,NA,177,169,2022-05-13,21,0,1,1,1
3,9,306,AC_039,AC_168,n,9,TRUE,FALSE,TRUE,9,9,NA,2021-11-03,2021-10-27,2021-11-04,NA,2022-04-22,2022-05-03,NA,NA,NA,NA,NA,NA,2,0,0,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2022-04-22,170,177,169,2022-05-03,11,1,1,1,0
3,9,308,AC_125,AC_095,n,10,TRUE,FALSE,TRUE,10,10,NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,13,2,0,15,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6923076923076923,10.384615384615385,28.44,NA,NA,NA,NA,2022-04-09,125,164,156,2022-05-13,34,1,1,1,1
3,9,309,AC_150,AC_083,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-22,NA,NA,NA,NA,NA,NA,2022-04-09,1,0,0,1,0,1,NA,NA,1,1.81,NA,NA,NA,NA,NA,NA,NA,1.81,NA,NA,NA,1.81,NA,1,1,2.12,NA,NA,NA,NA,2022-04-09,157,164,156,2022-04-22,13,1,1,1,1
3,9,310,AC_216,AC_034,R,3,FALSE,TRUE,TRUE,7,"7,3,9",NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,15,4,0,19,9,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7333333333333334,51.93333333333334,57.47,2022-04-09,20.39,250.949,NA,2022-04-09,157,164,156,2022-05-13,34,1,1,1,1
3,9,310,AC_216,AC_034,R,7,TRUE,TRUE,TRUE,7,"7,3,9",NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,13,0,0,13,0,32,2,3.02,18,41.26,12,27.27,NA,NA,NA,NA,1.51,2.292222222222222,2.2725,NA,NA,2.024907407407407,0.446031916082929,2.4615384615384617,32,33.07,2022-04-09,19.996,227.727,NA,2022-04-09,157,164,156,2022-05-13,34,1,1,1,1
3,9,310,AC_216,AC_034,R,9,FALSE,TRUE,TRUE,7,"7,3,9",NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-22,NA,NA,NA,NA,NA,NA,2022-04-09,4,2,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,9,9.09,2022-04-09,16.347,153.487,NA,2022-04-09,125,164,156,2022-04-22,13,1,1,1,1
3,9,311,AC_091,AC_218,R,2,FALSE,TRUE,TRUE,8,"2,8,10",NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,6,0,0,6,0,11,NA,NA,11,33.02,NA,NA,NA,NA,NA,NA,NA,3.001818181818182,NA,NA,NA,3.001818181818182,NA,1.8333333333333333,11,22.86,2022-04-09,18.108,173.917,NA,2022-04-09,157,164,156,2022-05-13,34,1,1,1,1
3,9,311,AC_091,AC_218,R,8,TRUE,TRUE,TRUE,8,"2,8,10",NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-22,NA,2022-05-13,NA,NA,NA,NA,2022-04-09,1,0,0,1,0,3,NA,NA,3,7.04,NA,NA,NA,NA,NA,NA,NA,2.3466666666666667,NA,NA,NA,2.3466666666666667,NA,3,3,NA,2022-04-09,17.085,172.165,NA,2022-04-09,125,164,156,2022-05-13,34,1,1,1,1
3,9,311,AC_091,AC_218,R,10,FALSE,TRUE,TRUE,8,"2,8,10",NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,2022-06-08,2022-04-09,8,0,0,8,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.125,17,74.32,2022-04-09,18.354,206.933,NA,2022-04-09,125,164,156,2022-05-13,34,1,1,1,1
3,9,312,AC_054,AC_155,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,NA,NA,NA,NA,NA,2022-04-09,13,1,0,14,6,73,NA,NA,50,87.58,NA,NA,NA,NA,NA,NA,NA,1.7516,NA,NA,NA,1.7516,NA,5.615384615384615,78.61538461538461,77.25,NA,NA,NA,NA,2022-04-09,157,164,156,2022-05-03,24,1,1,1,1
3,9,313,AC_071,AC_115,n,1,TRUE,FALSE,TRUE,1,1,NA,NA,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,NA,NA,NA,NA,NA,2022-04-09,16,0,0,16,0,42,NA,NA,32,50.35,NA,NA,NA,NA,3,3.36,NA,1.5734375,NA,NA,1.1199999999999999,1.34671875,0.32062873109427525,2.625,42,25.41,2022-04-09,22.333,304.645,NA,2022-04-09,NA,164,156,2022-05-03,24,0,1,1,1
3,9,314,AC_045,AC_123,n,10,TRUE,FALSE,TRUE,10,10,NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,NA,NA,NA,NA,NA,2022-04-09,5,0,0,5,2,8,NA,NA,8,19.41,NA,NA,NA,NA,NA,NA,NA,2.42625,NA,NA,NA,2.42625,NA,1.6,8,18.94,2022-04-09,18.219,221.168,NA,2022-04-09,125,164,156,2022-05-03,24,1,1,1,1
3,9,315,AC_068,AC_089,n,2,TRUE,FALSE,TRUE,2,2,NA,NA,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,5,0,0,5,1,22,8,13.31,NA,NA,NA,NA,NA,NA,NA,NA,1.66375,NA,NA,NA,NA,1.66375,NA,4.4,22,16.37,2022-04-22,23.072,286.011,NA,2022-04-09,NA,164,156,2022-05-13,34,0,1,1,1
3,9,316,AC_207,AC_055,R,3,TRUE,TRUE,TRUE,3,"6,3,5",NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,NA,NA,NA,NA,NA,2022-04-09,11,1,0,12,0,34,3,6.69,31,54.56,NA,NA,NA,NA,NA,NA,2.23,1.76,NA,NA,NA,1.995,0.3323401871576773,3.090909090909091,37.09090909090909,NA,NA,NA,NA,NA,2022-04-09,157,164,156,2022-05-03,24,1,1,1,1
3,9,316,AC_207,AC_055,R,5,FALSE,TRUE,TRUE,3,"6,3,5",NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,NA,NA,NA,NA,NA,2022-04-09,11,0,0,11,0,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8181818181818183,42,36.79,NA,NA,NA,NA,2022-04-09,157,164,156,2022-05-03,24,1,1,1,1
3,9,316,AC_207,AC_055,R,6,FALSE,TRUE,TRUE,3,"6,3,5",NA,2021-11-03,2021-10-27,2021-11-04,NA,2022-04-22,NA,NA,NA,NA,NA,NA,2022-04-22,4,1,0,5,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,7.5,NA,2022-04-22,20.002,194.019,NA,2022-04-22,170,177,169,2022-04-22,0,1,1,1,1
3,9,317,AC_150,AC_110,n,10,TRUE,FALSE,TRUE,10,10,NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,13,1,0,14,5,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.153846153846154,72.15384615384616,77.28,2022-04-22,23.537,318.393,NA,2022-04-09,157,164,156,2022-05-13,34,1,1,1,1
3,9,318,AC_094,AC_216,R,1,TRUE,TRUE,TRUE,1,"1,3,8",NA,2021-11-03,2021-10-27,2021-11-04,NA,2022-04-22,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2022-04-22,170,177,169,2022-04-22,0,1,1,0,0
3,9,318,AC_094,AC_216,R,3,FALSE,TRUE,TRUE,1,"1,3,8",NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,NA,NA,NA,NA,NA,2022-04-09,5,1,0,6,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,12,9.45,2022-04-09,19.551,232.385,NA,2022-04-09,157,164,156,2022-05-03,24,1,1,1,1
3,9,318,AC_094,AC_216,R,8,FALSE,TRUE,TRUE,1,"1,3,8",NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,NA,NA,NA,NA,NA,NA,6,1,0,7,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6666666666666665,18.666666666666664,NA,NA,NA,NA,NA,2022-04-09,157,164,156,2022-05-03,24,1,1,1,1
3,9,319,AC_015,AC_197,R,5,FALSE,TRUE,TRUE,8,"8,5,10",NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,2022-06-08,2022-04-22,6,0,0,6,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6666666666666667,10,52.84,2022-04-22,22.73,313.167,NA,2022-04-09,157,164,156,2022-05-13,34,1,1,1,1
3,9,319,AC_015,AC_197,R,8,TRUE,TRUE,TRUE,8,"8,5,10",NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,6,12,0,18,0,13,9,30.84,NA,NA,4,20.04,NA,NA,NA,NA,3.4266666666666667,NA,5.01,NA,NA,4.218333333333334,1.1195857368786999,2.1666666666666665,39,90.13,2022-04-09,20.014,240.503,NA,2022-04-09,157,164,156,2022-05-13,34,1,1,1,1
3,9,319,AC_015,AC_197,R,10,FALSE,TRUE,TRUE,8,"8,5,10",NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,NA,NA,NA,NA,NA,2022-04-09,0,6,0,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,22.44,2022-04-09,20.613,NA,folded,2022-04-09,125,164,156,2022-05-03,24,1,1,1,0
3,9,320,AC_124,AC_030,n,9,TRUE,FALSE,TRUE,9,9,NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-22,NA,NA,NA,NA,NA,NA,2022-04-09,2,1,0,3,0,3,1,1.88,2,6.98,NA,NA,NA,NA,NA,NA,1.88,3.49,NA,NA,NA,2.685,1.1384419177103418,1.5,4.5,22.7,NA,NA,NA,NA,2022-04-09,125,164,156,2022-04-22,13,1,1,1,1
3,9,321,AC_168,AC_142,n,10,TRUE,FALSE,TRUE,10,10,NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-22,NA,NA,NA,NA,NA,NA,2022-04-09,1,1,0,2,0,2,NA,NA,2,2.2,NA,NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,1.1,NA,2,4,4.84,NA,NA,NA,NA,2022-04-09,157,164,156,2022-04-22,13,1,1,1,1
W,W1,322,AC_216,AC_034,R,1,NA,TRUE,TRUE,NA,"1,2,6",NA,2021-12-05,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,8,0,0,8,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.375,11,22.13,2022-05-03,24.39,397.364,NA,2022-05-03,149,188,180,2022-05-13,10,1,1,1,1
W,W1,322,AC_216,AC_034,R,2,NA,TRUE,TRUE,NA,"1,2,6",NA,2021-12-05,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,10,2,0,12,0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,37.2,32.18,2022-05-03,18.286,199.932,NA,2022-05-03,149,188,180,2022-05-13,10,1,1,1,1
W,W1,322,AC_216,AC_034,R,6,NA,TRUE,TRUE,NA,"1,2,6",NA,2021-12-05,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,9,1,0,10,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3333333333333333,13.333333333333332,27.28,2022-05-03,15.032,164.502,NA,2022-05-03,149,188,180,2022-05-13,10,1,1,1,1
W,W1,323,AC_007,AC_081,R,2,NA,TRUE,TRUE,NA,"5,2,8",NA,2021-11-03,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,2022-06-08,2022-05-03,19,4,0,23,0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.631578947368421,37.526315789473685,58.67,NA,NA,NA,NA,2022-05-03,181,188,180,2022-05-13,10,1,1,1,1
W,W1,323,AC_007,AC_081,R,5,NA,TRUE,TRUE,NA,"5,2,8",NA,2021-12-05,2021-10-27,2021-11-04,NA,NA,NA,2022-05-13,NA,NA,NA,NA,2022-05-13,7,0,0,7,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2857142857142858,9,14.89,2022-05-13,23.045,299.319,NA,2022-05-13,159,198,190,2022-05-13,0,1,1,1,1
W,W1,323,AC_007,AC_081,R,8,NA,TRUE,TRUE,NA,"5,2,8",NA,2021-12-05,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,2022-06-08,2022-05-03,15,3,0,18,0,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,50.4,30.64,NA,NA,NA,NA,2022-05-03,149,188,180,2022-05-13,10,1,1,1,1
W,W1,324,AC_091,AC_204,R,3,NA,TRUE,TRUE,NA,"5,3,4",NA,2021-12-05,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-13,10,2,0,12,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,28.799999999999997,44.7,2022-05-13,25.881,389.62,NA,2022-05-03,149,188,180,2022-05-13,10,1,1,1,1
W,W1,324,AC_091,AC_204,R,4,NA,TRUE,TRUE,NA,"5,3,4",NA,2021-11-03,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,14,1,0,15,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,30,41.38,2022-05-03,22.592,360,NA,2022-05-03,181,188,180,2022-05-13,10,1,1,1,1
W,W1,324,AC_091,AC_204,R,5,NA,TRUE,TRUE,NA,"5,3,4",NA,2021-12-05,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,10,3,0,13,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,24.7,29.89,2022-05-03,25.015,373.607,NA,2022-05-03,149,188,180,2022-05-13,10,1,1,1,1
W,W1,325,AC_015,AC_097,R,6,NA,TRUE,TRUE,NA,"6,7,8",NA,2021-11-03,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,9,0,0,9,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5555555555555556,14,27.71,2022-05-03,19.794,247.572,NA,2022-05-03,181,188,180,2022-05-13,10,1,1,1,1
W,W1,325,AC_015,AC_097,R,7,NA,TRUE,TRUE,NA,"6,7,8",NA,2021-12-05,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,5,0,0,5,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,6,15.94,2022-05-03,20.602,262.943,NA,2022-05-03,149,188,180,2022-05-13,10,1,1,1,1
W,W1,325,AC_015,AC_097,R,8,NA,TRUE,TRUE,NA,"6,7,8",NA,2021-12-05,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,3,3,0,6,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6666666666666665,16,7.49,2022-05-03,19.595,230.472,NA,2022-05-03,149,188,180,2022-05-13,10,1,1,1,1
W,W1,326,AC_094,AC_109,R,1,NA,TRUE,TRUE,NA,"1,3,4",NA,2021-12-05,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,7,3,0,10,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1428571428571428,11.428571428571427,25.53,2022-05-03,24.745,376.77,NA,2022-05-03,149,188,180,2022-05-13,10,1,1,1,1
W,W1,326,AC_094,AC_109,R,3,NA,TRUE,TRUE,NA,"1,3,4",NA,2021-12-05,2021-10-27,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,10,1,0,11,0,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,39.6,27.54,2022-04-22,13.195,108.296,NA,2022-04-22,138,177,169,2022-05-13,21,1,1,1,1
W,W1,326,AC_094,AC_109,R,4,NA,TRUE,TRUE,NA,"1,3,4",NA,2021-12-05,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,7,1,0,8,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.142857142857143,25.142857142857142,11.76,2022-05-03,21.594,282.886,NA,2022-05-03,149,188,180,2022-05-13,10,1,1,1,1
W,W1,327,AC_091,AC_218,R,3,NA,TRUE,TRUE,NA,"5,3,4",NA,2021-11-03,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,2,1,0,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,18.65,2022-05-03,22.769,307.773,NA,2022-05-03,181,188,180,2022-05-13,10,1,1,1,1
W,W1,327,AC_091,AC_218,R,4,NA,TRUE,TRUE,NA,"5,3,4",NA,2021-11-03,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,6,1,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1666666666666667,8.166666666666668,NA,2022-05-03,19.863,254.31,NA,2022-05-03,181,188,180,2022-05-13,10,1,1,1,1
W,W1,327,AC_091,AC_218,R,5,NA,TRUE,TRUE,NA,"5,3,4",NA,2021-11-03,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,3,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2022-05-03,20.41,271.909,NA,2022-05-03,181,188,180,2022-05-13,10,1,1,1,1
W,W1,328,AC_094,AC_216,R,1,NA,TRUE,TRUE,NA,"1,6,8",NA,2021-11-03,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,4,0,0,4,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,7,7.57,2022-05-03,20.507,247.6,NA,2022-05-03,181,188,180,2022-05-13,10,1,1,1,1
W,W1,328,AC_094,AC_216,R,6,NA,TRUE,TRUE,NA,"1,6,8",NA,2021-11-03,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,8,2,0,10,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,20,9.05,2022-05-03,20.042,256.876,NA,2022-05-03,181,188,180,2022-05-13,10,1,1,1,1
W,W1,328,AC_094,AC_216,R,8,NA,TRUE,TRUE,NA,"1,6,8",NA,2021-11-03,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,5,1,0,6,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,10.8,11.3,2022-05-03,20.732,256.082,NA,2022-05-03,181,188,180,2022-05-13,10,1,1,1,1
W,W1,329,AC_207,AC_055,R,1,NA,TRUE,TRUE,NA,"1,4,8",NA,2021-12-05,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-13,6,0,0,6,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8333333333333333,11,12.98,2022-05-13,21.437,263.533,NA,2022-05-03,149,188,180,2022-05-13,10,1,1,1,1
W,W1,329,AC_207,AC_055,R,4,NA,TRUE,TRUE,NA,"1,4,8",NA,2021-12-05,2021-10-27,2021-11-04,NA,NA,2022-05-03,NA,NA,NA,NA,NA,NA,2,0,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,4.22,NA,NA,NA,NA,2022-05-03,149,188,180,2022-05-03,0,1,1,1,1
W,W1,329,AC_207,AC_055,R,8,NA,TRUE,TRUE,NA,"1,4,8",NA,2021-12-05,2021-10-27,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,1,3,0,4,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,24,6.88,2022-04-22,24.3,362.642,NA,2022-04-22,138,177,169,2022-05-13,21,1,1,1,1
W,W1,330,AC_172,AC_111,R,2,NA,TRUE,TRUE,NA,"2,6,4",NA,2021-12-05,2021-10-27,2021-11-04,NA,NA,2022-05-03,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2022-05-03,149,188,180,2022-05-03,0,1,1,0,0
W,W1,330,AC_172,AC_111,R,4,NA,TRUE,TRUE,NA,"2,6,4",NA,2021-12-05,2021-10-27,2021-11-04,NA,NA,2022-05-03,NA,NA,NA,NA,NA,2022-05-03,4,0,0,4,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,20,4.91,2022-05-03,24.761,374.042,NA,2022-05-03,149,188,180,2022-05-03,0,1,1,1,1
W,W1,330,AC_172,AC_111,R,6,NA,TRUE,TRUE,NA,"2,6,4",NA,2021-12-05,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,NA,1,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,2022-05-03,149,188,180,2022-05-13,10,1,1,1,1
W,W1,331,AC_207,AC_082,R,2,NA,TRUE,TRUE,NA,"2,6,3",NA,2021-12-05,2021-10-27,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,3,0,0,3,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3333333333333335,7,9.73,2022-04-22,19.396,195.523,NA,2022-04-22,138,177,169,2022-05-13,21,1,1,1,1
W,W1,331,AC_207,AC_082,R,3,NA,TRUE,TRUE,NA,"2,6,3",NA,2021-11-03,2021-10-27,2021-11-04,NA,2022-04-22,2022-05-03,NA,NA,NA,NA,NA,2022-04-22,3,1,0,4,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6666666666666665,10.666666666666666,9.17,2022-04-22,22.523,313.644,NA,2022-04-22,170,177,169,2022-05-03,11,1,1,1,1
