Block,Transect,Sequence,Donor,Recipient,Replicated,Plant_ID,FitP,Rep_FitP,any_FitP,F_plant,F_multi,F_plant_notes,Germ_Date,Sow_Date,Plant_Date,Fl_3.11,Fl_3.17,Fl_3.25,Fl_4.1,Fl_4.8,Fl_4.13,Fl_4.21,Fl_4.28,Fl_5.5,Fl_5.12,Fl_5.20,Fl_5.25,LEAF,flr_P,closed_fruits_F,open_fruits_F,damaged_fruits_F,total_fruits_F,nonfitness_fruits,seed_ct,seeds_weighed_d1,seed_mass_mg_d1,seeds_weighed_d2,seed_mass_mg_d2,seeds_weighed_d3,seed_mass_mg_d3,seeds_weighed_d4,seed_mass_mg_d4,seeds_weighed_d5,seed_mass_mg_d5,seeds_weighed_d6,seed_mass_mg_d6,seeds_weighed_d7,seed_mass_mg_d7,seeds_weighed_d8,seed_mass_mg_d8,seeds_weighed_d9,seed_mass_mg_d9,msm_d1,msm_d2,msm_d3,msm_d4,msm_d5,msm_d6,msm_d7,msm_d8,msm_d9,msm_all,sd_msm_all,mean_seeds_per_fruit,total_est_seed_production,AG_biomass_mg,photo_date,corolla_area_mm2,corolla_diam_mm,notes_corolla,FFD,days_germ2flower,days_sow2flower,days_plant2flower,LFD,fl_duration,surv_to_germ,surv_to_flower,surv_to_fruitprod,surv_to_seedprod
2,5,145,BO_109,BO_095,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,2022-04-13,2022-04-21,2022-04-28,2022-05-05,2022-05-12,NA,NA,NA,2022-04-13,0,2,0,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,29.9,NA,NA,NA,NA,2022-03-25,109,134,128,2022-05-12,48,1,1,1,0
2,5,147,BO_038,BO_082,R,5,FALSE,TRUE,TRUE,6,"5,6,7",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,NA,2022-04-21,NA,2022-05-05,NA,2022-05-20,2022-05-25,2022-05-20,2022-04-08,3,0,1,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3333333333333333,1,19.19,2022-04-08,453.624,27.32,NA,2022-03-25,109,134,128,2022-05-25,61,1,1,1,1
2,5,147,BO_038,BO_082,R,6,TRUE,TRUE,TRUE,6,"5,6,7",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,2022-04-01,2022-04-08,NA,NA,NA,2022-05-05,2022-05-12,2022-05-20,2022-05-25,NA,2022-04-01,0,3,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,19,2022-04-01,339.263,23.5,NA,2022-04-01,116,141,135,2022-05-25,54,1,1,1,0
2,5,147,BO_038,BO_082,R,7,FALSE,TRUE,TRUE,6,"5,6,7",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,2022-04-01,2022-04-08,NA,NA,2022-04-28,2022-05-05,2022-05-12,2022-05-20,2022-05-25,NA,2022-04-01,1,3,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,21.98,2022-04-01,394.057,25.37,NA,2022-04-01,116,141,135,2022-05-25,54,1,1,1,0
2,5,148,BO_170,BO_045,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-15,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,2022-04-13,2022-04-21,NA,NA,NA,2022-05-20,NA,NA,2022-04-13,1,0,0,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,11.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.885,NA,NA,2.885,NA,4,4,NA,NA,NA,NA,NA,2022-03-25,100,134,128,2022-05-20,56,1,1,1,1
2,5,149,BO_119,BO_017,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-01,3,3,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,6,23.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8966666666666665,NA,NA,NA,NA,3.8966666666666665,NA,2,12,23.91,2022-04-01,459.177,26.21,NA,2022-03-25,109,134,128,2022-04-08,14,1,1,1,1
2,5,150,BO_065,BO_115,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-01,1,3,0,4,8,2,NA,NA,NA,NA,NA,NA,NA,NA,2,6.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.175,NA,NA,NA,NA,3.175,NA,2,8,7.54,2022-04-01,471.401,26.77,NA,2022-03-25,109,134,128,2022-04-01,7,1,1,1,1
2,5,151,BO_185,BO_071,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,2022-04-08,NA,2022-04-21,2022-04-28,2022-05-05,2022-05-12,2022-05-20,NA,NA,2022-04-21,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-21,292.646,22.8,NA,2022-04-08,123,148,142,2022-05-20,42,1,1,1,0
2,5,152,BO_189,BO_086,R,3,TRUE,TRUE,TRUE,3,3,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,2022-04-01,2022-04-08,2022-04-13,2022-04-21,2022-04-28,2022-05-05,2022-05-12,2022-05-20,2022-05-25,NA,2022-04-08,2,18,0,20,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.16,NA,3.16,NA,0.5,10,157.59,2022-04-08,311.209,23.508,minor folding,2022-04-01,116,141,135,2022-05-25,54,1,1,1,1
2,5,153,BO_173,BO_079,n,4,TRUE,FALSE,TRUE,4,NA,Never marked in field but fruit collected,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,2022-04-13,2022-04-21,2022-04-28,2022-05-05,NA,2022-05-20,2022-05-25,NA,2022-04-13,7,2,0,9,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6966666666666668,NA,NA,2.6966666666666668,NA,0.42857142857142855,3.8571428571428568,78.36,NA,NA,NA,NA,2022-04-13,128,153,147,2022-05-25,42,1,1,1,1
2,5,154,BO_185,BO_085,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2022-04-08,123,148,142,2022-04-08,0,1,1,0,0
2,5,156,BO_194,BO_098,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,2022-04-13,2022-04-21,NA,NA,NA,NA,NA,NA,2022-04-01,5,0,0,5,9,15,NA,NA,NA,NA,NA,NA,NA,NA,15,52.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5126666666666666,NA,NA,NA,NA,3.5126666666666666,NA,3,15,NA,2022-03-25,375.503,25.882,NA,2022-03-25,109,134,128,2022-04-21,27,1,1,1,1
2,5,158,BO_119,BO_051,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-01,1,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,33.74,2022-04-01,368.434,24.282,NA,2022-03-25,109,134,128,2022-04-08,14,1,1,1,0
2,5,159,BO_038,BO_149,R,2,TRUE,TRUE,TRUE,2,"2,3",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,2022-04-01,2022-04-08,2022-04-13,NA,NA,NA,NA,2022-05-20,NA,NA,2022-04-13,3,0,0,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,2,9.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.81,NA,NA,NA,NA,4.81,NA,0.6666666666666666,2,NA,NA,NA,NA,NA,2022-04-01,116,141,135,2022-05-20,49,1,1,1,1
2,5,159,BO_038,BO_149,R,3,FALSE,TRUE,TRUE,2,"2,3",NA,2021-12-15,2021-11-11,2021-11-17,NA,NA,NA,2022-04-01,2022-04-08,NA,NA,2022-04-28,NA,2022-05-12,NA,NA,2022-05-20,NA,3,0,0,3,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3333333333333335,7,18.61,NA,NA,NA,NA,2022-04-01,107,141,135,2022-05-12,41,1,1,1,1
2,5,161,BO_109,BO_028,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,2022-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2022-04-01,116,141,135,2022-04-01,0,1,1,0,0
2,5,167,BO_143,BO_195,R,4,TRUE,TRUE,TRUE,4,4,NA,2021-12-15,2021-11-11,2021-11-17,NA,NA,NA,NA,2022-04-08,NA,NA,NA,NA,NA,2022-05-20,NA,NA,2022-04-08,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-08,183.986,17.047,NA,2022-04-08,114,148,142,2022-05-20,42,1,1,0,0
2,5,168,BO_187,BO_031,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,2022-04-01,2022-04-08,2022-04-13,2022-04-21,2022-04-28,NA,NA,NA,NA,NA,2022-04-08,0,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-08,218.301,21.913,NA,2022-04-01,116,141,135,2022-04-28,27,1,1,1,0
2,5,169,BO_088,BO_140,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,2022-04-13,2022-04-21,2022-04-28,2022-05-05,2022-05-12,2022-05-20,NA,NA,2022-04-01,1,5,0,6,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.89,NA,NA,NA,7.89,NA,2,12,NA,2022-04-01,421.534,26.446,NA,2022-03-25,109,134,128,2022-05-20,56,1,1,1,1
2,5,170,BO_013,BO_114,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-15,2021-11-11,2021-11-17,NA,NA,NA,2022-04-01,2022-04-08,2022-04-13,2022-04-21,NA,NA,NA,NA,NA,NA,2022-04-01,0,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,36.2,NA,NA,NA,NA,2022-04-01,107,141,135,2022-04-21,20,1,1,1,0
2,5,172,BO_073,BO_117,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,2022-04-13,2022-04-21,NA,NA,NA,NA,NA,NA,2022-04-01,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-01,478.407,27.983,NA,2022-03-25,109,134,128,2022-04-21,27,1,1,0,0
2,5,173,BO_073,BO_186,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-15,2021-11-11,2021-11-17,NA,NA,NA,NA,2022-04-08,2022-04-13,2022-04-21,2022-04-28,NA,NA,NA,NA,NA,2022-04-08,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-08,371.007,25.477,NA,2022-04-08,114,148,142,2022-04-28,20,1,1,0,0
2,5,174,BO_074,BO_047,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,2022-04-01,2022-04-08,2022-04-13,2022-04-21,2022-04-28,NA,NA,NA,NA,NA,2022-04-01,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-01,438.004,28.325,NA,2022-04-01,116,141,135,2022-04-28,27,1,1,0,0
2,5,176,BO_005,BO_122,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,2022-04-01,2022-04-08,NA,2022-04-21,2022-04-28,2022-05-05,NA,NA,NA,NA,2022-04-01,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-01,314.685,23.44,NA,2022-04-01,116,141,135,2022-05-05,34,1,1,0,0
2,6,177,BO_029,BO_061,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,2022-04-13,2022-04-21,2022-04-28,2022-05-05,NA,2022-05-20,2022-05-25,NA,2022-04-01,3,8,2,11,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,64.38,2022-04-01,419.624,27.605,NA,2022-03-25,109,134,128,2022-05-25,61,1,1,1,0
2,6,178,BO_106,BO_131,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,2022-04-13,2022-04-21,NA,2022-05-05,2022-05-12,2022-05-20,2022-05-25,NA,2022-03-25,5,27,6,32,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,20.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.055,NA,NA,5.055,NA,0.8,25.6,182.99,2022-03-25,438.277,27.917,NA,2022-03-25,109,134,128,2022-05-25,61,1,1,1,1
2,6,179,BO_188,BO_008,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-06,2021-11-11,2021-11-17,NA,2022-03-17,2022-03-25,2022-04-01,2022-04-08,NA,2022-04-21,NA,NA,NA,2022-05-20,NA,NA,2022-03-25,5,5,9,10,3,6,NA,NA,NA,NA,NA,NA,NA,NA,2,10.35,NA,NA,4,28.98,NA,NA,NA,NA,NA,NA,NA,NA,5.175,NA,7.245,NA,NA,6.21,1.4637110370561537,1.2,12,46.97,2022-03-25,528.348,30.425,NA,2022-03-17,101,126,120,2022-05-20,64,1,1,1,1
2,6,180,BO_185,BO_153,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-01,0,3,0,3,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13.89,2022-04-01,351.38,23.653,NA,2022-03-25,109,134,128,2022-04-01,7,1,1,1,0
2,6,181,BO_088,BO_050,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2022-04-08,123,148,142,2022-04-08,0,1,1,0,0
2,6,182,BO_001,BO_025,R,3,FALSE,TRUE,TRUE,7,"6,3,7",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2022-03-25,109,134,128,2022-04-01,7,1,1,0,0
2,6,182,BO_001,BO_025,R,6,FALSE,TRUE,TRUE,7,"6,3,7",NA,2021-12-06,2021-11-11,2021-11-17,NA,2022-03-17,2022-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,17.02,NA,NA,NA,NA,2022-03-17,101,126,120,2022-03-25,8,1,1,1,0
2,6,182,BO_001,BO_025,R,7,TRUE,TRUE,TRUE,7,"6,3,7",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,2022-04-13,2022-04-21,NA,NA,NA,2022-05-20,NA,NA,2022-04-08,4,2,0,6,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,50.6,2022-04-08,351.73,24.463,NA,2022-03-25,109,134,128,2022-05-20,56,1,1,1,0
2,6,183,BO_177,BO_147,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,2022-04-01,2022-04-08,NA,NA,NA,NA,NA,NA,2022-05-25,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16.01,NA,NA,NA,NA,2022-04-01,116,141,135,2022-05-25,54,1,1,0,0
2,6,184,BO_032,BO_132,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,NA,NA,NA,2022-05-05,NA,2022-05-20,NA,NA,2022-04-01,0,3,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,47.96,2022-04-01,254.147,20.324,NA,2022-03-25,109,134,128,2022-05-20,56,1,1,1,0
2,6,185,BO_151,BO_056,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,2022-04-13,2022-04-21,2022-04-28,2022-05-05,NA,2022-05-20,2022-05-25,NA,2022-03-25,3,14,3,17,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,48.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.86,NA,NA,4.86,NA,3.3333333333333335,56.66666666666667,66.4,2022-03-25,324.399,25.34,minor folding,2022-03-25,109,134,128,2022-05-25,61,1,1,1,1
2,6,186,BO_038,BO_137,R,2,TRUE,TRUE,TRUE,2,"2,7",NA,2021-12-06,2021-11-11,2021-11-17,NA,2022-03-17,2022-03-25,2022-04-01,2022-04-08,2022-04-13,NA,NA,2022-05-05,NA,2022-05-20,2022-05-25,NA,2022-04-01,2,2,0,4,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,14.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.786666666666666,NA,NA,4.786666666666666,NA,1.5,6,47.75,2022-04-01,444.991,27.523,NA,2022-03-17,101,126,120,2022-05-25,69,1,1,1,1
2,6,186,BO_038,BO_137,R,7,FALSE,TRUE,TRUE,2,"2,7",NA,2021-12-06,2021-11-11,2021-11-17,NA,2022-03-17,2022-03-25,2022-04-01,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,0,7,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2022-03-17,101,126,120,2022-04-08,22,1,1,1,0
2,6,187,BO_188,BO_052,n,2,TRUE,FALSE,TRUE,2,NA,Never marked in field but fruit collected,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25,0,6,7,6,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,31.09,2022-03-25,321.885,23.449,NA,2022-03-25,109,134,128,2022-04-08,14,1,1,1,0
2,6,188,BO_074,BO_118,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6.29,NA,NA,NA,NA,2022-03-25,109,134,128,2022-03-25,0,1,1,1,0
2,6,189,BO_177,BO_139,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,NA,NA,NA,NA,NA,NA,2022-05-25,NA,2022-03-25,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,21.12,2022-03-25,177.226,18.316,NA,2022-03-25,109,134,128,2022-05-25,61,1,1,0,0
2,6,190,BO_065,BO_078,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25,1,0,0,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.48,NA,NA,NA,NA,4.48,NA,1,1,5.33,2022-03-25,198.908,19.507,NA,2022-03-25,109,134,128,2022-04-01,7,1,1,1,1
2,6,191,BO_192,BO_127,R,2,TRUE,TRUE,TRUE,2,"5,2,7",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,NA,NA,NA,NA,NA,NA,2022-05-25,NA,2022-03-25,0,4,2,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-25,570.21,31.998,NA,2022-03-25,109,134,128,2022-05-25,61,1,1,1,0
2,6,191,BO_192,BO_127,R,5,FALSE,TRUE,TRUE,2,"5,2,7",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,NA,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25,1,1,0,2,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,14,8.79,2022-03-25,328.679,22.629,NA,2022-03-25,109,134,128,2022-04-08,14,1,1,1,1
2,6,191,BO_192,BO_127,R,7,FALSE,TRUE,TRUE,2,"5,2,7",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2022-03-25,109,134,128,2022-04-01,7,1,1,1,0
2,6,192,BO_201,BO_130,R,2,TRUE,TRUE,TRUE,2,"2,3,8",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2022-03-25,109,134,128,2022-04-01,7,1,1,0,0
2,6,192,BO_201,BO_130,R,3,FALSE,TRUE,TRUE,2,"2,3,8",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2022-03-25,109,134,128,2022-03-25,0,1,1,0,0
2,6,192,BO_201,BO_130,R,8,FALSE,TRUE,TRUE,2,"2,3,8",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,2022-04-13,2022-04-21,2022-04-28,NA,NA,NA,NA,NA,2022-04-01,1,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,22.37,2022-04-01,315.104,22.655,NA,2022-03-25,109,134,128,2022-04-28,34,1,1,1,1
