Block,Transect,Sequence,Donor,Recipient,Replicated,Plant_ID,FitP,Rep_FitP,any_FitP,F_plant,F_multi,F_plant_notes,Germ_Date,Sow_Date,Plant_Date,Fl_3.10,Fl_3.16,Fl_3.24,Fl_3.31,Fl_4.7,Fl_4.14,Fl_4.20,Fl_4.26,Fl_5.4,Fl_5.11,Fl_5.20,Fl_5.24,LEAF,flr_P,closed_fruits_F,open_fruits_F,damaged_fruits_F,total_fruits_F,nonfitness_fruits,seed_ct,seeds_weighed_d1,seed_mass_mg_d1,seeds_weighed_d2,seed_mass_mg_d2,seeds_weighed_d3,seed_mass_mg_d3,seeds_weighed_d4,seed_mass_mg_d4,seeds_weighed_d5,seed_mass_mg_d5,seeds_weighed_d6,seed_mass_mg_d6,seeds_weighed_d7,seed_mass_mg_d7,seeds_weighed_d8,seed_mass_mg_d8,seeds_weighed_d9,seed_mass_mg_d9,msm_d1,msm_d2,msm_d3,msm_d4,msm_d5,msm_d6,msm_d7,msm_d8,msm_d9,msm_all,sd_msm_all,mean_seeds_per_fruit,total_est_seed_production,AG_biomass_mg,photo_date,corolla_diam_mm,corolla_area_mm2,notes_corolla,FFD,days_germ2flower,days_sow2flower,days_plant2flower,LFD,fl_duration,surv_to_germ,surv_to_flower,surv_to_fruitprod,surv_to_seedprod
3,9,403,HR_139,HR_062,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-06,2021-11-10,2021-11-19,2022-03-10,NA,NA,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-10,0,0,0,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-10,18.978,228.327,NA,2022-03-10,94,120,111,2022-04-14,35,1,1,0,0
3,9,404,HR_139,HR_129,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-16,11,3,0,14,16,12,NA,NA,NA,NA,11,26.02,1,3.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3654545454545453,3.43,NA,NA,NA,NA,NA,2.8977272727272725,0.7527473097904068,1.0909090909090908,15.272727272727272,29.89,2022-03-16,22.005,287.24,NA,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1
3,9,405,HR_110,HR_039,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-16,21,3,0,24,30,50,NA,NA,NA,NA,16,36.99,31,64.96,2,4.03,1,1.43,NA,NA,NA,NA,NA,NA,NA,NA,2.311875,2.0954838709677417,2.015,1.43,NA,NA,NA,1.9630897177419355,0.37685483920403823,2.380952380952381,57.14285714285714,67.64,2022-03-16,21.745,284.171,NA,2022-03-24,108,134,125,2022-04-14,21,1,1,1,1
3,9,406,HR_110,HR_037,n,6,TRUE,FALSE,TRUE,6,6,**Fitness Plant changed from 2 to 6. Two fitness palnts - 2 and 6 recorded originally,2021-12-06,2021-11-10,2021-11-19,2022-03-10,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-04-07,11,1,0,12,21,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,36,68.07,2022-04-07,21.916,285.516,NA,2022-03-10,94,120,111,2022-04-14,35,1,1,1,1
3,9,407,HR_085,HR_107,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24,2,1,0,3,20,1,NA,NA,NA,NA,NA,NA,1,3.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.58,NA,NA,NA,NA,NA,3.58,NA,0.5,1.5,13,2022-03-24,19.438,234.632,NA,2022-03-24,108,134,125,2022-04-07,14,1,1,1,1
3,9,408,HR_200,HR_159,n,5,TRUE,FALSE,TRUE,5,5,Two plants recorded originally - 5 and 2,2021-12-06,2021-11-10,2021-11-19,2022-03-10,2022-03-16,2022-03-24,2022-03-31,2022-04-07,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-10,9,5,0,14,20,7,NA,NA,NA,NA,4,12.2,3,5.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05,1.8566666666666667,NA,NA,NA,NA,NA,2.453333333333333,0.8438140922159466,0.7777777777777778,10.88888888888889,32.84,2022-03-10,22.741,311.998,NA,2022-03-10,94,120,111,2022-04-07,28,1,1,1,1
3,9,409,HR_100,HR_195,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,NA,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,9,6,0,15,7,18,NA,NA,NA,NA,NA,NA,18,45.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5294444444444446,NA,NA,NA,NA,NA,2.5294444444444446,NA,2,30,24.72,NA,NA,NA,NA,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1
3,9,410,HR_180,HR_036,n,8,TRUE,FALSE,TRUE,8,8,fruits from 2 were also collected multiple times,2021-12-06,2021-11-10,2021-11-19,NA,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,0,0,0,0,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,102.02,2022-03-24,17.317,188.393,NA,2022-03-16,100,126,117,2022-04-20,35,1,1,0,0
3,9,411,HR_149,HR_174,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-06,2021-11-10,2021-11-19,NA,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,2022-05-24,NA,2022-03-16,17,9,0,26,26,25,NA,NA,NA,NA,6,21.91,16,54.01,3,8.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.651666666666667,3.375625,2.9966666666666666,NA,NA,NA,NA,3.3413194444444443,0.32884480132196336,1.4705882352941178,38.23529411764706,139.67,2022-03-16,24.023,341.759,NA,2022-03-16,100,126,117,2022-05-24,69,1,1,1,1
W,W1,412,HR_034,HR_112,R,1,NA,TRUE,TRUE,NA,"1,5,7",NA,2021-12-17,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-26,NA,NA,NA,NA,NA,2022-03-31,19,1,0,20,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.105263157894737,22.10526315789474,57.15,2022-03-31,21.346,269.368,NA,2022-03-31,104,141,132,2022-04-26,26,1,1,1,1
W,W1,412,HR_034,HR_112,R,5,NA,TRUE,TRUE,NA,"1,5,7",NA,2021-12-17,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,2022-05-20,2022-05-24,NA,2022-03-24,19,3,0,22,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2631578947368421,5.789473684210526,164.41,NA,NA,NA,NA,2022-03-24,97,134,125,2022-05-24,61,1,1,1,1
W,W1,412,HR_034,HR_112,R,7,NA,TRUE,TRUE,NA,"1,5,7",NA,2021-12-17,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-26,2022-05-05,NA,NA,NA,NA,2022-03-24,67,3,0,70,5,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.388059701492537,167.1641791044776,NA,NA,NA,NA,NA,2022-03-24,97,134,125,2022-05-05,42,1,1,1,1
W,W1,413,HR_034,HR_080,R,1,NA,TRUE,TRUE,NA,"1,2,8",NA,2021-12-17,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,2022-05-05,NA,NA,NA,2022-05-17,2022-03-24,5,0,0,5,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,87.16,NA,NA,NA,NA,2022-03-24,97,134,125,2022-05-05,42,1,1,1,1
W,W1,413,HR_034,HR_080,R,2,NA,TRUE,TRUE,NA,"1,2,8",NA,2021-12-17,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,19,1,0,20,0,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5263157894736843,30.526315789473685,51.72,NA,NA,NA,NA,2022-03-24,97,134,125,2022-04-20,27,1,1,1,1
W,W1,413,HR_034,HR_080,R,8,NA,TRUE,TRUE,NA,"1,2,8",NA,2021-12-17,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2022-03-24,97,134,125,2022-04-07,14,1,1,0,0
W,W1,414,HR_027,HR_145,R,3,NA,TRUE,TRUE,NA,"5,3,4",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-24,3,1,0,4,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6666666666666665,10.666666666666666,20.99,NA,NA,NA,NA,2022-03-24,108,134,125,2022-04-14,21,1,1,1,1
W,W1,414,HR_027,HR_145,R,4,NA,TRUE,TRUE,NA,"5,3,4",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24,8,0,0,8,17,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,26,36.91,NA,NA,NA,NA,2022-03-24,108,134,125,2022-04-07,14,1,1,1,1
W,W1,414,HR_027,HR_145,R,5,NA,TRUE,TRUE,NA,"5,3,4",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-31,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-31,22.828,336.256,NA,2022-03-24,108,134,125,2022-04-07,14,1,1,0,0
W,W1,415,HR_168,HR_148,R,2,NA,TRUE,TRUE,NA,"2,6,8",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-31,16,3,0,19,23,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.125,21.375,NA,2022-03-31,21.234,256.349,NA,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1
W,W1,415,HR_168,HR_148,R,6,NA,TRUE,TRUE,NA,"2,6,8",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-24,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2022-03-24,108,134,125,2022-04-14,21,1,1,0,0
W,W1,415,HR_168,HR_148,R,8,NA,TRUE,TRUE,NA,"2,6,8",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-24,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2022-03-24,108,134,125,2022-04-14,21,1,1,0,0
W,W1,416,HR_168,HR_064,R,2,NA,TRUE,TRUE,NA,"2,4,8",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24,15,2,0,17,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3333333333333333,22.666666666666664,52.82,NA,NA,NA,NA,2022-03-24,108,134,125,2022-04-07,14,1,1,1,1
W,W1,416,HR_168,HR_064,R,4,NA,TRUE,TRUE,NA,"2,4,8",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24,13,2,0,15,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6923076923076923,25.384615384615383,50.47,NA,NA,NA,NA,2022-03-24,108,134,125,2022-04-07,14,1,1,1,1
W,W1,416,HR_168,HR_064,R,8,NA,TRUE,TRUE,NA,"2,4,8",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,19,1,0,20,21,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1578947368421053,23.157894736842106,93.96,NA,NA,NA,NA,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1
W,W1,417,HR_027,HR_119,R,2,NA,TRUE,TRUE,NA,"2,6,7",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-24,10,3,0,13,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,67.71,NA,NA,NA,NA,2022-03-24,108,134,125,2022-04-14,21,1,1,1,1
W,W1,417,HR_027,HR_119,R,6,NA,TRUE,TRUE,NA,"2,6,7",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-24,16,1,0,17,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.625,27.625,NA,NA,NA,NA,NA,2022-03-24,108,134,125,2022-04-14,21,1,1,1,1
W,W1,417,HR_027,HR_119,R,7,NA,TRUE,TRUE,NA,"2,6,7",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-31,10,0,0,10,14,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,11,68.43,2022-03-31,25.448,386.583,NA,2022-03-31,115,141,132,2022-04-14,14,1,1,1,1
W,W1,418,HR_006,HR_146,R,2,NA,TRUE,TRUE,NA,"2,7,8",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-24,23,2,0,25,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17391304347826086,4.3478260869565215,67.44,NA,NA,NA,NA,2022-03-24,108,134,125,2022-04-14,21,1,1,1,1
W,W1,418,HR_006,HR_146,R,7,NA,TRUE,TRUE,NA,"2,7,8",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,17,1,0,18,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29411764705882354,5.294117647058823,NA,NA,NA,NA,NA,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1
W,W1,418,HR_006,HR_146,R,8,NA,TRUE,TRUE,NA,"2,7,8",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,23,2,0,25,15,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43478260869565216,10.869565217391305,89.99,NA,NA,NA,NA,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1
W,W1,419,HR_002,HR_059,R,2,NA,TRUE,TRUE,NA,"2,6,7",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-26,NA,NA,2022-05-20,NA,NA,2022-03-31,24,1,0,25,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125,3.125,154.02,2022-03-31,21.017,278.838,NA,2022-03-31,115,141,132,2022-05-20,50,1,1,1,1
W,W1,419,HR_002,HR_059,R,6,NA,TRUE,TRUE,NA,"2,6,7",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-26,2022-05-05,NA,NA,NA,NA,2022-03-24,21,0,0,21,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42857142857142855,9,265.5,NA,NA,NA,NA,2022-03-24,108,134,125,2022-05-05,42,1,1,1,1
W,W1,419,HR_002,HR_059,R,7,NA,TRUE,TRUE,NA,"2,6,7",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-31,11,0,0,11,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7272727272727273,19,70.56,2022-03-31,27.294,483.749,NA,2022-03-24,108,134,125,2022-04-14,21,1,1,1,1
W,W1,420,HR_002,HR_071,R,1,NA,TRUE,TRUE,NA,"1,3,4",NA,2021-12-17,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,NA,2022-04-20,2022-04-26,2022-05-05,NA,NA,NA,NA,NA,9,0,0,9,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3333333333333333,3,NA,2022-03-31,22.311,340.819,NA,2022-03-31,104,141,132,2022-05-05,35,1,1,1,1
W,W1,420,HR_002,HR_071,R,3,NA,TRUE,TRUE,NA,"1,3,4",NA,2021-12-17,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-26,NA,2022-05-11,NA,NA,NA,2022-04-14,16,0,0,16,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.375,22,94.91,NA,NA,NA,NA,2022-03-31,104,141,132,2022-05-11,41,1,1,1,1
W,W1,420,HR_002,HR_071,R,4,NA,TRUE,TRUE,NA,"1,3,4",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,2022-05-05,2022-05-11,NA,2022-05-24,NA,2022-03-24,19,0,0,19,34,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.105263157894737,21.000000000000004,96.24,NA,NA,NA,NA,2022-03-24,108,134,125,2022-05-24,61,1,1,1,1
W,W1,421,HR_005,HR_180,R,3,NA,TRUE,TRUE,NA,"3,7,4",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-26,NA,NA,NA,NA,NA,2022-03-24,21,1,0,22,9,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1428571428571428,25.142857142857142,146.09,NA,NA,NA,NA,2022-03-24,108,134,125,2022-04-26,33,1,1,1,1
W,W1,421,HR_005,HR_180,R,4,NA,TRUE,TRUE,NA,"3,7,4",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-31,34,1,0,35,0,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6470588235294117,92.6470588235294,116.35,2022-03-31,25.706,392.252,NA,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1
W,W1,421,HR_005,HR_180,R,7,NA,TRUE,TRUE,NA,"3,7,4",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,25,9,0,34,26,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68,57.12,103.38,NA,NA,NA,NA,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1
W,W1,422,HR_006,HR_162,R,3,NA,TRUE,TRUE,NA,"3,7,8",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-24,12,4,0,16,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6666666666666666,10.666666666666666,105.69,NA,NA,NA,NA,2022-03-24,108,134,125,2022-04-14,21,1,1,1,1
W,W1,422,HR_006,HR_162,R,7,NA,TRUE,TRUE,NA,"3,7,8",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-26,2022-05-05,NA,NA,NA,NA,2022-03-24,29,1,0,30,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10344827586206896,3.103448275862069,126.67,NA,NA,NA,NA,2022-03-24,108,134,125,2022-05-05,42,1,1,1,1
W,W1,422,HR_006,HR_162,R,8,NA,TRUE,TRUE,NA,"3,7,8",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-26,NA,NA,NA,NA,NA,2022-03-24,15,0,0,15,16,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,6,57.75,NA,NA,NA,NA,2022-03-24,108,134,125,2022-04-26,33,1,1,1,1
W,W1,423,HR_141,HR_044,R,1,NA,TRUE,TRUE,NA,"1,2,6",NA,2021-12-17,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-31,2,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,22.12,2022-03-31,23.325,339.02,NA,2022-03-31,104,141,132,2022-04-14,14,1,1,1,1
W,W1,423,HR_141,HR_044,R,2,NA,TRUE,TRUE,NA,"1,2,6",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,2022-05-17,2022-03-31,8,1,0,9,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.875,7.875,49.72,2022-03-31,21.777,318.324,NA,2022-03-31,115,141,132,2022-04-20,20,1,1,1,1
W,W1,423,HR_141,HR_044,R,6,NA,TRUE,TRUE,NA,"1,2,6",NA,2021-12-17,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-26,NA,2022-05-11,NA,NA,NA,2022-04-20,6,2,0,8,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3333333333333333,2.6666666666666665,44.47,2022-04-20,22.391,274.195,NA,2022-03-31,104,141,132,2022-05-11,41,1,1,1,1
