Block,Location,Sequence,Co.,Donor,Recipient,Replicated,Plant_ID,FitP,Rep_FitP,any_FitP,F_plant,F_multi,F_plant_notes,Germ_Date,Sow_Date,Fl_2.25,Fl_3.3,Fl_3.11,Fl_3.17,Fl_3.25,Fl_4.1,Fl_4.9,Fl_4.22,Fl_4.28,Fl_5.4,Fl_5.12,Fl_5.19,Fl_5.25,LEAF,flr_P,closed_fruits_F,open_fruits_F,damaged_fruits_F,total_fruits_F,nonfitness_fruits,seed_ct,mean_seeds_per_fruit,total_est_seed_production,FFD,days_germ2flower,days_sow2flower,LFD,fl_duration,surv_to_germ,surv_to_flower,surv_to_fruitprod,surv_to_seedprod
3,141,395,3,BB_065,BB_192,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-13,2021-12-02,NA,NA,NA,2022-03-18,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-26,2,0,1,2,3,2,1,2,2022-03-18,95,106,2022-04-02,15,1,1,1,1
3,141,396,1,BB_194,BB_163,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-13,2021-12-02,NA,NA,2022-03-12,2022-03-18,2022-03-26,2022-04-02,2022-04-09,NA,2022-04-29,NA,NA,NA,NA,NA,2022-03-12,2,1,0,3,1,1,0.5,1.5,2022-03-12,89,100,2022-04-29,48,1,1,1,1
3,142,397,4,BB_175,BB_104,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-13,2021-12-02,NA,NA,NA,2022-03-18,2022-03-26,2022-04-02,2022-04-09,NA,NA,NA,NA,NA,NA,NA,2022-03-26,5,0,0,5,0,14,2.8,14,2022-03-18,95,106,2022-04-09,22,1,1,1,1
3,142,398,1,BB_162,BB_154,n,5,TRUE,FALSE,TRUE,5,5,two plants - 5 and 3 originally recorded,2021-12-13,2021-12-02,NA,NA,2022-03-12,2022-03-18,2022-03-26,2022-04-02,2022-04-09,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,3,2,2,2,6,2022-03-12,89,100,2022-04-09,28,1,1,1,1
3,142,399,5,BB_217,BB_054,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-20,2021-12-02,NA,NA,2022-03-12,2022-03-18,2022-03-26,2022-04-02,2022-04-09,2022-04-23,2022-04-29,NA,NA,NA,NA,NA,2022-03-18,7,1,0,8,10,10,1.4285714285714286,11.428571428571429,2022-03-12,82,100,2022-04-29,48,1,1,1,1
3,143,400,3,BB_167,BB_110,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-13,2021-12-02,2022-02-25,NA,2022-03-12,NA,NA,NA,2022-04-09,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4,NA,0,0,2022-02-25,74,85,2022-04-09,43,1,1,0,0
3,143,401,5,BB_091,BB_094,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,2022-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4,0,0,0,2022-03-26,103,114,2022-03-26,0,1,1,0,0
3,143,402,5,BB_176,BB_017,R,2,TRUE,TRUE,TRUE,2,"5,2,6",NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,2022-04-09,2022-04-23,2022-04-29,NA,NA,NA,NA,NA,2022-04-09,0,NA,NA,0,NA,NA,0,0,2022-04-09,117,128,2022-04-29,20,1,1,0,0
3,144,403,3,BB_168,BB_081,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-20,2021-12-02,NA,NA,NA,2022-03-18,2022-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-26,0,0,0,0,0,NA,0,0,2022-03-18,88,106,2022-03-26,8,1,1,0,0
3,144,404,5,BB_051,BB_105,R,8,TRUE,TRUE,TRUE,8,"1,4,8",NA,2021-12-13,2021-12-02,NA,2022-03-04,2022-03-12,2022-03-18,2022-03-26,2022-04-02,2022-04-09,NA,NA,NA,NA,NA,NA,NA,2022-03-12,2,0,0,2,1,7,3.5,7,2022-03-04,81,92,2022-04-09,36,1,1,1,1
3,144,405,2,BB_055,BB_119,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,2022-03-26,NA,NA,2022-04-23,2022-04-29,NA,NA,NA,NA,NA,2022-03-26,0,0,0,0,0,NA,0,0,2022-03-26,103,114,2022-04-29,34,1,1,0,0
3,144,406,4,BB_026,BB_070,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-20,2021-12-02,NA,NA,2022-03-12,2022-03-18,2022-03-26,2022-04-02,2022-04-09,2022-04-23,NA,NA,NA,NA,NA,NA,2022-03-18,2,1,0,3,2,6,3,9,2022-03-12,82,100,2022-04-23,42,1,1,1,1
3,145,409,3,BB_038,BB_216,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-13,2021-12-02,NA,NA,2022-03-12,2022-03-18,2022-03-26,NA,2022-04-09,NA,NA,NA,NA,NA,NA,NA,2022-03-12,0,0,0,0,0,NA,0,0,2022-03-12,89,100,2022-04-09,28,1,1,0,0
3,145,410,1,BB_028,BB_083,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-13,2021-12-02,NA,NA,NA,2022-03-18,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-18,0,2,0,2,0,0,0,0,2022-03-18,95,106,2022-04-02,15,1,1,1,0
3,146,411,6,BB_171,BB_039,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-13,2021-12-02,NA,NA,NA,2022-03-18,2022-03-26,2022-04-02,2022-04-09,NA,NA,NA,NA,NA,NA,NA,2022-03-26,1,0,0,1,2,6,6,6,2022-03-18,95,106,2022-04-09,22,1,1,1,1
3,146,412,3,BB_011,BB_116,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-20,2021-12-02,NA,2022-03-04,2022-03-12,2022-03-18,2022-03-26,2022-04-02,2022-04-09,NA,2022-04-29,NA,NA,NA,NA,NA,2022-03-12,0,0,0,0,0,NA,0,0,2022-03-04,74,92,2022-04-29,56,1,1,0,0
3,146,413,2,BB_014,BB_102,R,7,TRUE,TRUE,TRUE,7,"2,7,8",NA,2021-12-13,2021-12-02,NA,NA,2022-03-12,2022-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,2022-03-12,89,100,2022-03-18,6,1,1,0,0
3,146,414,3,BB_144,BB_158,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-30,2021-12-02,NA,NA,NA,NA,NA,NA,2022-04-09,NA,NA,NA,NA,NA,NA,NA,2022-04-09,0,0,0,0,0,NA,0,0,2022-04-09,100,128,2022-04-09,0,1,1,0,0
3,147,415,3,BB_115,BB_187,R,7,TRUE,TRUE,TRUE,7,7,NA,2021-12-20,2021-12-02,NA,NA,NA,2022-03-18,2022-03-26,2022-04-02,NA,2022-04-23,NA,NA,NA,NA,NA,NA,2022-03-26,0,0,0,0,0,NA,0,0,2022-03-18,88,106,2022-04-23,36,1,1,0,0
3,147,416,1,BB_202,BB_025,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-29,NA,2022-05-12,NA,NA,NA,2022-04-29,0,0,0,0,0,NA,0,0,2022-04-29,137,148,2022-05-12,13,1,1,0,0
3,147,417,2,BB_015,BB_111,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-13,2021-12-02,NA,NA,2022-03-12,2022-03-18,2022-03-26,2022-04-02,2022-04-09,2022-04-23,NA,NA,NA,NA,NA,NA,2022-03-12,2,0,0,2,0,7,3.5,7,2022-03-12,89,100,2022-04-23,42,1,1,1,1
3,148,420,5,BB_141,BB_029,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-13,2021-12-02,NA,NA,NA,2022-03-18,2022-03-26,2022-04-02,2022-04-09,NA,NA,NA,NA,NA,NA,NA,2022-03-26,1,1,0,2,3,2,2,4,2022-03-18,95,106,2022-04-09,22,1,1,1,1
3,149,421,5,BB_091,BB_139,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-13,2021-12-02,NA,NA,NA,2022-03-18,2022-03-26,NA,NA,NA,NA,NA,2022-05-12,NA,NA,NA,2022-03-18,0,0,0,0,1,NA,0,0,2022-03-18,95,106,2022-05-12,55,1,1,0,0
3,149,423,3,BB_198,BB_138,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,2022-04-09,NA,NA,NA,NA,NA,NA,NA,2022-03-26,5,0,0,5,14,16,3.2,16,2022-03-26,103,114,2022-04-09,14,1,1,1,1
3,149,424,3,BB_011,BB_056,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-20,2021-12-02,NA,NA,NA,2022-03-18,2022-03-26,2022-04-02,2022-04-09,NA,NA,NA,NA,NA,NA,NA,2022-03-18,2,0,0,2,0,5,2.5,5,2022-03-18,88,106,2022-04-09,22,1,1,1,1
3,151,425,4,BB_125,BB_051,R,3,TRUE,TRUE,TRUE,3,"2,3",NA,2021-12-13,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-26,1,0,0,1,0,0,0,0,2022-03-26,103,114,2022-04-02,7,1,1,1,0
3,151,426,3,BB_167,BB_008,n,7,TRUE,FALSE,TRUE,7,7,NA,NA,2021-12-02,NA,NA,2022-03-12,2022-03-18,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02,1,0,0,1,0,0,0,0,2022-03-12,NA,100,2022-04-02,21,0,1,1,0
3,151,428,2,BB_197,BB_211,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-12,2022-05-19,NA,NA,2022-05-04,0,0,0,0,0,NA,0,0,2022-05-12,143,161,2022-05-19,7,1,1,0,0
3,152,429,3,BB_167,BB_114,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-30,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,3,0,0,0,NA,NA,NA,NA,NA,1,0,0,0
3,152,430,4,BB_130,BB_007,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-29,NA,2022-05-12,NA,NA,NA,2022-04-29,0,0,0,0,0,NA,0,0,2022-04-29,137,148,2022-05-12,13,1,1,0,0
3,152,431,4,BB_001,BB_043,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-13,2021-12-02,NA,2022-03-04,2022-03-12,2022-03-18,2022-03-26,2022-04-02,2022-04-09,NA,2022-04-29,NA,NA,NA,NA,NA,2022-03-12,0,1,0,1,0,0,0,0,2022-03-04,81,92,2022-04-29,56,1,1,1,0
3,153,432,5,BB_215,BB_148,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-20,2021-12-02,NA,NA,NA,2022-03-18,2022-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-18,1,0,0,1,8,0,0,0,2022-03-18,88,106,2022-03-26,8,1,1,1,0
3,153,433,2,BB_055,BB_145,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,2022-04-09,NA,NA,NA,NA,NA,NA,NA,2022-04-02,3,2,0,5,4,9,3,15,2022-03-26,103,114,2022-04-09,14,1,1,1,1
3,153,434,2,BB_107,BB_179,n,7,TRUE,FALSE,TRUE,7,7,NA,NA,2021-12-02,NA,NA,NA,2022-03-18,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02,1,0,0,1,10,0,0,0,2022-03-18,NA,106,2022-04-02,15,0,1,1,0
3,154,435,4,BB_005,BB_166,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-13,2021-12-02,NA,NA,2022-03-12,2022-03-18,2022-03-26,2022-04-02,2022-04-09,NA,NA,NA,NA,NA,NA,NA,2022-03-12,2,0,0,2,2,8,4,8,2022-03-12,89,100,2022-04-09,28,1,1,1,1
3,154,436,5,BB_217,BB_205_A,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-20,2021-12-02,NA,NA,NA,2022-03-18,NA,2022-04-02,2022-04-09,NA,NA,NA,NA,NA,NA,NA,2022-03-18,0,NA,NA,0,NA,NA,0,0,2022-03-18,88,106,2022-04-09,22,1,1,0,0
3,154,437,5,BB_173,BB_095,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,2022-04-23,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,0,0,2022-04-23,131,142,2022-04-23,0,1,1,0,0
3,155,438,5,BB_176,BB_059,R,6,TRUE,TRUE,TRUE,6,"6,7,8",NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,2022-04-09,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,2022-04-02,110,121,2022-04-09,7,1,1,0,0
3,155,439,6,BB_171,BB_157,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-13,2021-12-02,NA,NA,NA,2022-03-18,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-18,2,0,0,2,0,18,9,18,2022-03-18,95,106,2022-04-02,15,1,1,1,1
3,155,440,1,BB_213,BB_147,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-13,2021-12-02,NA,NA,NA,2022-03-18,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-18,0,1,0,1,0,0,0,0,2022-03-18,95,106,2022-04-02,15,1,1,1,0
3,156,441,6,BB_188,BB_009,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-13,2021-12-02,NA,NA,2022-03-12,2022-03-18,2022-03-26,2022-04-02,2022-04-09,NA,NA,NA,NA,NA,NA,NA,2022-03-18,4,3,0,7,11,6,1.5,10.5,2022-03-12,89,100,2022-04-09,28,1,1,1,1
