Block,Location,Sequence,Co.,Donor,Recipient,Replicated,Plant_ID,FitP,Rep_FitP,any_FitP,F_plant,F_multi,F_plant_notes,Germ_Date,Sow_Date,Fl_2.25,Fl_3.3,Fl_3.11,Fl_3.17,Fl_3.25,Fl_4.1,Fl_4.9,Fl_4.22,Fl_4.28,Fl_5.4,Fl_5.12,Fl_5.19,Fl_5.25,LEAF,flr_P,closed_fruits_F,open_fruits_F,damaged_fruits_F,total_fruits_F,nonfitness_fruits,seed_ct,mean_seeds_per_fruit,total_est_seed_production,FFD,days_germ2flower,days_sow2flower,LFD,fl_duration,surv_to_germ,surv_to_flower,surv_to_fruitprod,surv_to_seedprod
2,67,178,1,BB_075,BB_164,R,2,TRUE,TRUE,TRUE,2,2,NA,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,2022-04-08,2022-04-23,2022-04-29,NA,NA,NA,NA,NA,2022-04-08,1,0,0,1,0,0,0,0,2022-04-08,117,127,2022-04-29,21,1,1,1,0
2,68,181,2,BB_015,BB_218,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,1,0,0,0
2,69,183,3,BB_168,BB_081,n,1,TRUE,FALSE,TRUE,1,1,plants 1 and 5 originally recorded.,2021-12-12,2021-12-02,NA,2022-03-03,NA,2022-03-17,2022-03-26,2022-04-02,2022-04-09,NA,NA,NA,NA,NA,NA,NA,2022-03-11,0,0,1,0,0,0,0,0,2022-03-03,81,91,2022-04-09,37,1,1,0,0
2,69,185,2,BB_197,BB_199,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,NA,NA,2022-04-23,2022-04-29,NA,2022-05-12,NA,NA,NA,2022-04-23,2,0,0,2,0,0,0,0,2022-04-23,124,142,2022-05-12,19,1,1,1,0
2,71,186,5,BB_057,BB_146,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-29,NA,NA,NA,NA,NA,NA,1,0,0,1,0,1,1,1,2022-04-29,137,148,2022-04-29,0,1,1,1,1
2,71,187,5,BB_215,BB_210,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,2022-04-09,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,3,3,3,2022-03-26,103,114,2022-04-09,14,1,1,1,1
2,71,188,3,BB_167,BB_008,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,2022-04-23,2022-04-29,NA,NA,NA,NA,NA,2022-04-23,0,0,1,0,0,0,0,0,2022-04-23,131,142,2022-04-29,6,1,1,0,0
2,72,189,2,BB_055,BB_119,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,2022-03-26,103,114,2022-04-02,7,1,1,1,0
2,72,190,3,BB_174,BB_068,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-20,2021-12-02,NA,NA,NA,NA,2022-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-26,0,0,0,0,0,NA,0,0,2022-03-26,96,114,2022-03-26,0,1,1,0,0
2,72,191,4,BB_005,BB_195,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-13,2021-12-02,NA,NA,2022-03-11,2022-03-17,2022-03-26,2022-04-02,2022-04-09,NA,NA,NA,NA,NA,NA,NA,2022-03-11,0,0,0,0,0,NA,0,0,2022-03-11,88,99,2022-04-09,29,1,1,0,0
2,73,192,3,BB_198,BB_045,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-20,2021-12-02,NA,NA,2022-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,2022-03-11,81,99,2022-03-11,0,1,1,0,0
2,73,193,4,BB_125,BB_024,R,2,TRUE,TRUE,TRUE,2,2,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02,0,0,0,0,0,NA,0,0,2022-04-02,110,121,2022-04-02,0,1,1,0,0
2,73,194,3,BB_038,BB_216,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,1,0,0,0
2,74,195,4,BB_073,BB_064,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-13,2021-12-02,NA,NA,NA,2022-03-17,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-17,0,0,0,0,0,NA,0,0,2022-03-17,94,105,2022-04-02,16,1,1,0,0
2,74,197,6,BB_171,BB_157,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02,0,1,0,1,0,0,0,0,2022-04-02,110,121,2022-04-02,0,1,1,1,0
2,75,199,1,BB_100,BB_031,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-13,2021-12-02,NA,NA,NA,2022-03-17,2022-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-17,0,1,0,1,0,0,0,0,2022-03-17,94,105,2022-03-26,9,1,1,1,0
2,75,200,5,BB_173,BB_095,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,2022-04-23,2022-04-29,NA,NA,NA,NA,NA,2022-04-23,0,0,0,0,0,NA,0,0,2022-04-23,131,142,2022-04-29,6,1,1,0,0
2,76,202,4,BB_099,BB_161,R,3,TRUE,TRUE,TRUE,3,"2,3",NA,2021-12-20,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-26,0,0,0,0,0,NA,0,0,2022-03-26,96,114,2022-04-02,7,1,1,0,0
2,76,203,4,BB_026,BB_053,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,2022-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-26,1,0,0,1,0,4,4,4,2022-03-26,103,114,2022-03-26,0,1,1,1,1
2,77,204,4,BB_175,BB_104,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-20,2021-12-02,NA,NA,NA,2022-03-17,2022-03-26,2022-04-02,2022-04-09,2022-04-23,2022-04-29,NA,NA,NA,NA,NA,2022-03-26,0,1,0,1,0,0,0,0,2022-03-17,87,105,2022-04-29,43,1,1,1,0
2,77,205,4,BB_099,BB_032,R,1,TRUE,TRUE,TRUE,1,"1,5,8",NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02,0,NA,NA,0,NA,NA,0,0,2022-04-02,110,121,2022-04-02,0,1,1,0,0
2,77,206,2,BB_107,BB_151,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-13,2021-12-02,NA,NA,NA,2022-03-17,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-26,1,0,0,1,0,6,6,6,2022-03-17,94,105,2022-04-02,16,1,1,1,1
2,78,207,1,BB_028,BB_209,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,2022-03-25,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02,0,0,0,0,0,NA,0,0,2022-03-25,102,113,2022-04-02,8,1,1,0,0
2,78,208,6,BB_188,BB_009,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,2022-04-09,NA,NA,NA,NA,NA,NA,NA,2022-04-09,0,0,0,0,2,NA,0,0,2022-04-09,117,128,2022-04-09,0,1,1,0,0
2,79,210,3,BB_169,BB_076,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-13,2021-12-02,NA,NA,2022-03-11,2022-03-17,2022-03-25,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-11,3,0,0,3,0,5,1.6666666666666667,5,2022-03-11,88,99,2022-04-02,22,1,1,1,1
2,79,211,4,BB_001,BB_072,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-19,NA,NA,2022-05-19,0,0,0,0,0,NA,0,0,2022-05-19,150,168,2022-05-19,0,1,1,0,0
2,79,212,5,BB_051,BB_105,R,1,TRUE,TRUE,TRUE,1,1,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,2022-03-25,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25,0,0,0,0,1,0,0,0,2022-03-25,102,113,2022-04-02,8,1,1,0,0
2,80,213,3,BB_144,BB_207,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,2022-03-25,2022-04-02,2022-04-09,2022-04-23,NA,NA,NA,NA,NA,NA,2022-04-02,1,0,0,1,1,5,5,5,2022-03-25,102,113,2022-04-23,29,1,1,1,1
2,80,214,2,BB_066,BB_019,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-13,2021-12-02,NA,NA,NA,2022-03-17,2022-03-25,2022-04-02,2022-04-09,2022-04-23,NA,NA,NA,NA,NA,NA,2022-03-17,4,0,0,4,5,29,7.25,29,2022-03-17,94,105,2022-04-23,37,1,1,1,1
2,80,215,2,BB_055,BB_145,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,2022-03-25,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02,0,0,0,0,4,NA,0,0,2022-03-25,102,113,2022-04-02,8,1,1,0,0
2,81,216,1,BB_100,BB_113,n,4,TRUE,FALSE,TRUE,4,4,**Two fitness plants? Double check. 3 and 4 originally recorded.,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,2022-04-23,NA,NA,NA,NA,NA,NA,2022-04-23,0,0,0,0,0,NA,0,0,2022-04-23,131,142,2022-04-23,0,1,1,0,0
2,81,218,1,BB_194,BB_159,n,5,TRUE,FALSE,TRUE,5,5,**Two fitness plants? Double check. 2 and 5 originally recorded.,2021-12-30,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02,0,0,0,0,0,NA,0,0,2022-04-02,93,121,2022-04-02,0,1,1,0,0
2,82,219,4,BB_047,BB_131,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-13,2021-12-02,NA,NA,NA,2022-03-17,2022-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,2022-03-17,94,105,2022-03-25,8,1,1,0,0
2,82,220,1,BB_202,BB_025,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-13,2021-12-02,NA,NA,2022-03-11,2022-03-17,2022-03-25,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-11,0,0,0,0,11,NA,0,0,2022-03-11,88,99,2022-04-02,22,1,1,0,0
2,83,223,2,BB_014,BB_102,R,6,TRUE,TRUE,TRUE,6,"6,4,8",NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02,0,0,0,0,0,0,0,0,2022-04-02,110,121,2022-04-02,0,1,1,0,0
2,83,224,2,BB_142,BB_093,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-20,2021-12-02,NA,NA,2022-03-11,2022-03-17,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-11,0,0,0,0,0,NA,0,0,2022-03-11,81,99,2022-04-02,22,1,1,0,0
2,83,225,6,BB_171,BB_039,n,5,TRUE,FALSE,TRUE,5,5,**Two fitness plants? Double check. 4 and 5 originally recorded,2021-12-13,2021-12-02,NA,NA,2022-03-11,2022-03-17,2022-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25,0,0,0,0,1,NA,0,0,2022-03-11,88,99,2022-03-25,14,1,1,0,0
2,83,226,1,BB_028,BB_109,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,2022-03-25,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25,0,0,0,0,1,NA,0,0,2022-03-25,102,113,2022-04-02,8,1,1,0,0
2,84,227,2,BB_196,BB_186,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-13,2021-12-02,NA,NA,2022-03-11,2022-03-17,2022-03-25,2022-04-02,2022-04-08,2022-04-23,2022-04-29,NA,NA,NA,NA,NA,2022-03-11,0,0,0,0,3,NA,0,0,2022-03-11,88,99,2022-04-29,49,1,1,0,0
2,84,228,3,BB_115,BB_187,R,1,TRUE,TRUE,TRUE,1,"1,6,3",NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02,0,0,0,0,0,NA,0,0,2022-04-02,110,121,2022-04-02,0,1,1,0,0
2,85,230,5,BB_141,BB_029,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,NA,2022-04-23,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,1,1,1,2022-04-02,110,121,2022-04-23,21,1,1,1,1
2,85,231,4,BB_047,BB_193,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-13,2021-12-02,NA,NA,NA,2022-03-17,2022-03-25,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-03-25,1,0,0,1,0,0,0,0,2022-03-17,94,105,2022-04-08,22,1,1,1,0
2,85,232,3,BB_174,BB_002,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,2022-03-25,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-03-25,0,0,0,0,0,NA,0,0,2022-03-25,102,113,2022-04-08,14,1,1,0,0
2,85,233,1,BB_075,BB_079,R,3,TRUE,TRUE,TRUE,3,"2,3,7",NA,2021-12-13,2021-12-02,NA,NA,NA,NA,2022-03-25,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,2,0,2,1,2,2022-03-25,102,113,2022-04-08,14,1,1,1,1
2,86,234,5,BB_108,BB_189,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-13,2021-12-02,NA,2022-03-04,2022-03-11,2022-03-17,2022-03-25,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-11,5,1,0,6,9,9,1.8,10.8,2022-03-04,81,92,2022-04-02,29,1,1,1,1
2,86,235,2,BB_107,BB_179,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-13,2021-12-02,NA,NA,2022-03-11,2022-03-17,2022-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-11,1,1,0,2,16,3,3,6,2022-03-11,88,99,2022-03-25,14,1,1,1,1
2,86,236,2,BB_182,BB_103,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-13,2021-12-02,NA,NA,2022-03-11,2022-03-17,2022-03-25,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-03-25,2,0,0,2,1,8,4,8,2022-03-11,88,99,2022-04-08,28,1,1,1,1
2,86,237,3,BB_115,BB_077,R,7,TRUE,TRUE,TRUE,7,"5,7,4",NA,2021-12-13,2021-12-02,2022-02-25,NA,2022-03-11,2022-03-17,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-11,0,NA,NA,0,NA,NA,0,0,2022-02-25,74,85,2022-04-02,36,1,1,0,0
2,87,238,4,BB_125,BB_137,R,2,TRUE,TRUE,TRUE,2,2,NA,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-04-08,0,0,0,0,0,NA,0,0,2022-04-02,103,121,2022-04-08,6,1,1,0,0
2,87,239,1,BB_023,BB_206,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-13,2021-12-02,NA,NA,2022-03-11,2022-03-18,NA,NA,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-03-11,1,1,0,2,2,2,2,4,2022-03-11,88,99,2022-04-08,28,1,1,1,1
2,87,240,2,BB_066,BB_087,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-13,2021-12-02,NA,NA,NA,2022-03-18,2022-03-25,2022-04-02,2022-04-08,NA,2022-04-29,NA,NA,NA,NA,NA,2022-03-25,0,0,0,0,6,NA,0,0,2022-03-18,95,106,2022-04-29,42,1,1,0,0
2,87,241,1,BB_122,BB_126,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,2022-03-25,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-04-02,3,0,0,3,0,4,1.3333333333333333,4,2022-03-25,102,113,2022-04-08,14,1,1,1,1
2,88,242,5,BB_176,BB_017,R,2,TRUE,TRUE,TRUE,2,"5,2,4",NA,2021-12-13,2021-12-02,NA,NA,NA,2022-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-18,1,0,0,1,0,2,2,2,2022-03-18,95,106,2022-03-18,0,1,1,1,1
2,88,243,3,BB_038,BB_149,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,2022-04-23,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,2022-04-23,131,142,2022-04-23,0,1,1,1,0
2,88,244,3,BB_011,BB_116,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-20,2021-12-02,NA,NA,NA,2022-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-18,0,0,0,0,0,NA,0,0,2022-03-18,88,106,2022-03-18,0,1,1,0,0
2,91,253,4,BB_130,BB_007,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02,0,0,0,0,0,NA,0,0,2022-04-02,110,121,2022-04-02,0,1,1,0,0
2,92,254,3,BB_169,BB_160,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-20,2021-12-02,NA,NA,2022-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,2,0,8,4,8,2022-03-11,81,99,2022-03-11,0,1,1,1,1
2,92,255,3,BB_174,BB_010,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,2022-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,2022-03-25,102,113,2022-03-25,0,1,1,0,0
2,92,257,1,BB_162,BB_080,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-13,2021-12-02,NA,NA,2022-03-11,NA,2022-03-25,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-11,0,0,0,0,0,NA,0,0,2022-03-11,88,99,2022-04-02,22,1,1,0,0
2,93,260,3,BB_198,BB_138,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-30,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,2022-04-02,93,121,2022-04-02,0,1,1,0,0
2,94,262,5,BB_091,BB_094,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,2022-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,2022-03-25,102,113,2022-03-25,0,1,1,0,0
2,94,263,3,BB_065,BB_013,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-20,2021-12-02,NA,NA,NA,2022-03-18,2022-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2022-03-18,88,106,2022-03-25,7,1,1,0,0
2,95,267,2,BB_015,BB_063,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,1,0,0,0
2,96,269,5,BB_057,BB_200,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,1,0,0,0
2,96,271,5,BB_173,BB_044,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,2022-04-08,NA,2022-04-29,NA,NA,NA,NA,NA,2022-04-02,0,0,0,0,0,NA,0,0,2022-04-02,103,121,2022-04-29,27,1,1,0,0
2,97,272,2,BB_197,BB_060,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-13,2021-12-02,NA,NA,2022-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-11,0,0,0,0,0,NA,0,0,2022-03-11,88,99,2022-03-11,0,1,1,0,0
2,97,274,4,BB_047,BB_071,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02,0,0,0,0,0,NA,0,0,2022-04-02,110,121,2022-04-02,0,1,1,0,0
2,98,275,3,BB_167,BB_110,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-20,2021-12-02,NA,NA,2022-03-11,2022-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-18,0,0,0,0,0,NA,0,0,2022-03-11,81,99,2022-03-18,7,1,1,0,0
2,98,276,2,BB_142,BB_086,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-04-08,0,0,0,0,1,NA,0,0,2022-04-02,110,121,2022-04-08,6,1,1,0,0
2,99,277,5,BB_217,BB_205_A,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-13,2021-12-02,NA,NA,NA,2022-03-18,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02,0,NA,NA,0,NA,NA,0,0,2022-03-18,95,106,2022-04-02,15,1,1,0,0
2,99,278,5,BB_176,BB_059,R,2,TRUE,TRUE,TRUE,2,2,NA,2021-12-13,2021-12-02,NA,NA,2022-03-11,NA,2022-03-25,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-11,1,2,0,3,0,1,1,3,2022-03-11,88,99,2022-04-02,22,1,1,1,1
2,99,279,3,BB_198,BB_035,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,1,0,0,0
2,99,280,3,BB_065,BB_192,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-13,2021-12-02,NA,NA,2022-03-11,2022-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-11,0,1,0,1,0,0,0,0,2022-03-11,88,99,2022-03-18,7,1,1,1,0
2,101,283,2,BB_182,BB_021,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-13,2021-12-02,NA,NA,2022-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,7,7,7,2022-03-11,88,99,2022-03-11,0,1,1,1,1
2,102,285,2,BB_055,BB_183,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,2022-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,2022-03-26,103,114,2022-03-26,0,1,1,0,0
2,103,287,5,BB_217,BB_054,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,2022-04-08,2022-04-23,2022-04-29,NA,NA,NA,NA,NA,2022-04-08,0,0,0,0,0,NA,0,0,2022-04-08,116,127,2022-04-29,21,1,1,0,0
2,103,288,3,BB_011,BB_215,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-29,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,2022-04-29,130,148,2022-04-29,0,1,1,1,0
2,103,289,3,BB_144,BB_030,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,2022-04-23,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,2022-04-23,131,142,2022-04-23,0,1,1,1,0
2,103,290,3,BB_169,BB_181,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,NA,NA,2022-04-23,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,2022-04-23,124,142,2022-04-23,0,1,1,0,0
2,104,291,4,BB_130,BB_048,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,2022-04-23,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,3,3,3,2022-04-23,131,142,2022-04-23,0,1,1,1,1
2,104,292,3,BB_168,BB_046,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02,0,0,0,0,0,NA,0,0,2022-04-02,110,121,2022-04-02,0,1,1,0,0
2,104,293,5,BB_173,BB_170,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,2022-04-02,110,121,2022-04-02,0,1,1,0,0
2,105,294,2,BB_107,BB_123,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,4,4,4,2022-04-02,110,121,2022-04-02,0,1,1,1,1
3,106,295,4,BB_047,BB_071,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-26,0,0,0,0,1,NA,0,0,2022-03-26,103,114,2022-04-02,7,1,1,0,0
3,106,296,2,BB_182,BB_103,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-04-02,1,0,0,1,1,2,2,2,2022-04-02,110,121,2022-04-08,6,1,1,1,1
