Block,Transect,Sequence,Donor,Recipient,Replicated,Plant_ID,FitP,Rep_FitP,any_FitP,F_plant,F_multi,F_plant_notes,Germ_Date,Sow_Date,Plant_Date,Fl_3.10,Fl_3.16,Fl_3.24,Fl_3.31,Fl_4.7,Fl_4.14,Fl_4.20,Fl_4.26,Fl_5.4,Fl_5.11,Fl_5.20,Fl_5.24,LEAF,flr_P,closed_fruits_F,open_fruits_F,damaged_fruits_F,total_fruits_F,nonfitness_fruits,seed_ct,seeds_weighed_d1,seed_mass_mg_d1,seeds_weighed_d2,seed_mass_mg_d2,seeds_weighed_d3,seed_mass_mg_d3,seeds_weighed_d4,seed_mass_mg_d4,seeds_weighed_d5,seed_mass_mg_d5,seeds_weighed_d6,seed_mass_mg_d6,seeds_weighed_d7,seed_mass_mg_d7,seeds_weighed_d8,seed_mass_mg_d8,seeds_weighed_d9,seed_mass_mg_d9,msm_d1,msm_d2,msm_d3,msm_d4,msm_d5,msm_d6,msm_d7,msm_d8,msm_d9,msm_all,sd_msm_all,mean_seeds_per_fruit,total_est_seed_production,AG_biomass_mg,photo_date,corolla_diam_mm,corolla_area_mm2,notes_corolla,leaf_area_mm2,leafarea_notes,leaf_dryweight_mg,leafweight_notes,SLA,LMA,FFD,days_germ2flower,days_sow2flower,days_plant2flower,LFD,fl_duration,surv_to_germ,surv_to_flower,surv_to_fruitprod,surv_to_seedprod,d13C,sample_weight_mg
2,5,214,HR_141,HR_044,R,3,TRUE,TRUE,TRUE,3,"5,6,3",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-03-31,13,1,0,14,0,4,NA,NA,NA,NA,NA,NA,2,7.13,1,3.02,NA,NA,1,5.45,NA,NA,NA,NA,NA,NA,NA,3.565,3.02,NA,5.45,NA,NA,4.011666666666667,1.2750914999847398,0.3076923076923077,4.307692307692308,NA,2022-03-31,23.771,310.713,NA,32.174,brightmax: 173 (alt method),2.82,NA,11.409219858156028,0.08764841176104929,2022-03-31,115,141,132,2022-04-27,27,1,1,1,1,-32.09,1.49
2,5,215,HR_147,HR_021,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-17,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-04-07,5,0,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,19.36,2022-04-07,20.825,266.613,NA,39.296,brightmax: 156,2.83,NA,13.885512367491165,0.07201750814332249,2022-03-31,104,141,132,2022-04-20,20,1,1,1,0,-31.46,1.9
2,5,216,HR_095,HR_124,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-17,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-31,3,1,0,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58,NA,NA,NA,NA,1.58,NA,0.3333333333333333,1.3333333333333333,13.72,2022-03-31,19.179,233.675,NA,68.053,brightmax: 153,4.29,NA,15.863170163170162,0.06303910187647863,2022-03-31,104,141,132,2022-04-20,20,1,1,1,1,-31.55,1.09
2,5,218,HR_195,HR_068,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-17,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-31,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-31,19.36,189.367,NA,29.372,brightmax: 145,1.88,NA,15.62340425531915,0.0640065368378047,2022-03-31,104,141,132,2022-04-07,7,1,1,1,0,NA,NA
2,5,219,HR_074,HR_066,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,2022-04-27,NA,NA,NA,NA,NA,2022-03-24,5,0,0,5,0,7,NA,NA,NA,NA,NA,NA,7,15.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.17,NA,NA,NA,NA,NA,2.17,NA,1.4,7,28.82,NA,NA,NA,NA,19.049,brightmax: 180,0.98,NA,19.437755102040818,0.051446270145414454,2022-03-24,108,134,125,2022-04-27,34,1,1,1,1,-30.25,1.38
2,5,220,HR_006,HR_142,R,6,TRUE,TRUE,TRUE,6,"5,2,6",NA,2021-12-17,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-24,5,0,0,5,0,10,NA,NA,NA,NA,NA,NA,10,14.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.497,NA,NA,NA,NA,NA,1.497,NA,2,10,9.2,NA,NA,NA,NA,37.694,brightmax: 152,2.07,NA,18.209661835748793,0.05491590173502414,2022-03-24,97,134,125,2022-04-14,21,1,1,1,1,-32.32,2.48
2,5,221,HR_006,HR_162,R,6,TRUE,TRUE,TRUE,6,"1,2,6",NA,2021-12-17,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-04-07,7,0,0,7,0,8,NA,NA,NA,NA,NA,NA,8,24.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.04125,NA,NA,NA,NA,NA,3.04125,NA,1.1428571428571428,8,22.14,2022-04-07,16.76,164.788,NA,48,brightmax: 168,3.3,NA,14.545454545454547,0.06874999999999999,2022-03-31,104,141,132,2022-04-27,27,1,1,1,1,-30.9,2.6
2,5,222,HR_095,HR_020,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-17,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-24,5,0,0,5,0,7,NA,NA,NA,NA,NA,NA,4,17.97,3,12.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4925,4.1499999999999995,NA,NA,NA,NA,4.321249999999999,0.2421840725563927,1.4,7,NA,NA,NA,NA,NA,29.664,brightmax: 162,2.12,NA,13.992452830188679,0.0714670981661273,2022-03-24,97,134,125,2022-04-14,21,1,1,1,1,NA,NA
2,5,223,HR_070,HR_165,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,15,2,0,17,0,39,NA,NA,NA,NA,6,18.5,27,52.9,5,10.62,1,3.54,NA,NA,NA,NA,NA,NA,NA,NA,3.0833333333333335,1.9592592592592593,2.1239999999999997,3.54,NA,NA,NA,2.676648148148148,0.7595691878729554,2.6,44.2,40.57,NA,NA,NA,NA,45.766,brightmax: 186,1.95,NA,23.46974358974359,0.04260804964384041,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1,-31.01,2.93
2,5,224,HR_139,HR_062,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-05,NA,NA,NA,NA,2022-03-24,25,1,0,26,0,20,NA,NA,NA,NA,1,7.05,8,41.67,7,23.17,4,10.67,NA,NA,NA,NA,NA,NA,NA,NA,7.05,5.20875,3.31,2.6675,NA,NA,NA,4.5590625,1.9803223051543066,0.8,20.8,NA,2022-03-24,22.574,269.825,NA,35.302,brightmax: 182,2.13,NA,16.573708920187794,0.06033652484278511,2022-03-24,108,134,125,2022-05-05,42,1,1,1,1,-30.22,3.97
2,5,225,HR_027,HR_043,R,1,TRUE,TRUE,TRUE,1,"1,2,7",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-24,11,0,0,11,0,23,NA,NA,NA,NA,NA,NA,22,57.11,1,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5959090909090907,1.67,NA,NA,NA,NA,2.1329545454545453,0.6547165969440896,2.090909090909091,23,45.15,2022-03-24,24.711,406.579,NA,23.72,brightmax: 162,0.86,NA,27.58139534883721,0.03625632377740304,2022-03-24,108,134,125,2022-04-14,21,1,1,1,1,-31.17,2.28
2,5,226,HR_131,HR_046,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-31,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-31,22.781,325.938,NA,65.886,brightmax: 172 (alt method),3.52,NA,18.717613636363634,0.05342561393922837,2022-03-24,108,134,125,2022-04-14,21,1,1,0,0,NA,NA
2,5,227,HR_155,HR_009,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-31,19,1,0,20,0,23,NA,NA,NA,NA,NA,NA,17,65.57,3,10.87,3,9.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.857058823529411,3.623333333333333,3.276666666666667,NA,NA,NA,3.5856862745098037,0.2920218137665298,1.2105263157894737,24.210526315789473,71.95,2022-03-31,23.256,362.325,NA,42.584,brightmax: 149,2.68,NA,15.88955223880597,0.06293443546872064,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1,-30.42,2.9
2,5,228,HR_171,HR_001,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-24,13,1,0,14,0,14,NA,NA,NA,NA,NA,NA,14,34.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.459285714285714,NA,NA,NA,NA,NA,2.459285714285714,NA,1.0769230769230769,15.076923076923077,31.35,2022-03-24,21.644,255.534,NA,27.602,brightmax: 165,1.75,NA,15.772571428571428,0.06340120281139049,2022-03-24,108,134,125,2022-04-14,21,1,1,1,1,-30.82,1.58
2,5,229,HR_002,HR_056,R,7,TRUE,TRUE,TRUE,7,"3,7,4",NA,2021-11-19,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-03-31,19,0,0,19,0,44,NA,NA,NA,NA,NA,NA,30,107.63,13,37.63,1,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5876666666666663,2.894615384615385,1.31,NA,NA,NA,2.5974273504273504,1.167553813260666,2.3157894736842106,44,24.78,2022-03-31,20.674,281.933,NA,22.218,brightmax: 172,1.58,NA,14.062025316455696,0.07111351156719777,2022-03-24,125,134,125,2022-04-27,34,1,1,1,1,-30.78,2.7
2,6,230,HR_175,HR_027,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-03-31,20,7,0,27,5,44,NA,NA,NA,NA,NA,NA,39,89.75,2,3.47,3,7.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.301282051282051,1.735,2.4933333333333336,NA,NA,NA,2.1765384615384615,0.39425636773259465,2.2,59.400000000000006,104.14,2022-03-31,22.417,303.427,NA,19.24,brightmax: 182,1.01,NA,19.04950495049505,0.0524948024948025,2022-03-31,115,141,132,2022-04-27,27,1,1,1,1,-31.62,3.55
2,6,231,HR_034,HR_112,R,7,TRUE,TRUE,TRUE,7,"1,7,8",NA,2021-12-17,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-24,18.373,236.482,NA,57.813,brightmax: 179,3.65,NA,15.839178082191783,0.06313458910625637,2022-03-24,97,134,125,2022-04-07,14,1,1,0,0,-30.5,1.95
2,6,232,HR_064,HR_028,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,NA,11,10,0,21,1,30,NA,NA,NA,NA,NA,NA,22,53.56,6,10.89,2,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4345454545454546,1.8150000000000002,2.9,NA,NA,NA,2.3831818181818183,0.5443206016268094,2.727272727272727,57.272727272727266,NA,2022-03-31,24.289,338.998,NA,41.814,brightmax: 177,3,NA,13.938,0.07174630506528913,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1,-31.68,2.14
2,6,233,HR_053,HR_092,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-24,7,6,0,13,2,30,NA,NA,NA,NA,NA,NA,25,52.18,5,9.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0872,1.9920000000000002,NA,NA,NA,NA,2.0396,0.06731656556895929,4.285714285714286,55.714285714285715,27.56,2022-03-24,21.487,259.706,NA,45.023,brightmax: 201 (alt method),2.85,NA,15.797543859649123,0.06330097949936699,2022-03-24,108,134,125,2022-04-14,21,1,1,1,1,-31.06,2.31
2,6,234,HR_064,HR_019,n,4,TRUE,FALSE,TRUE,4,4,Two plants - 4 and 8 - recorded originally,2021-12-17,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,2022-05-05,2022-05-11,2022-05-20,NA,NA,2022-04-20,14,1,0,15,0,2,NA,NA,NA,NA,NA,NA,1,2.82,1,3.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.82,3.37,NA,NA,NA,NA,3.0949999999999998,0.3889087296526013,0.14285714285714285,2.142857142857143,NA,2022-04-14,26.218,385.049,NA,39.97,brightmax: 181,2.08,NA,19.216346153846153,0.05203902927195397,2022-03-24,97,134,125,2022-05-20,57,1,1,1,1,-30.98,3.45
2,6,235,HR_180,HR_023,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-24,5,2,0,7,1,10,NA,NA,NA,NA,NA,NA,10,25.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.574,NA,NA,NA,NA,NA,2.574,NA,2,14,36.5,2022-03-24,18.292,199.857,NA,22.282,brightmax: 159,1.33,NA,16.753383458646617,0.05968943541872363,2022-03-24,108,134,125,2022-04-14,21,1,1,1,1,-31.45,3.11
2,6,236,HR_115,HR_111,n,4,TRUE,FALSE,TRUE,4,4,**Why is there no fitness plant here? 6 or 7?,2021-12-17,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,2022-05-18,NA,6,0,0,6,1,3,NA,NA,NA,NA,NA,NA,3,6.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0033333333333334,NA,NA,NA,NA,NA,2.0033333333333334,NA,0.5,3,38.03,2022-03-31,27.635,420.179,NA,12.563,brightmax: 184,0.8,NA,15.70375,0.06367905754994826,2022-03-31,104,141,132,2022-04-14,14,1,1,1,1,-31.33,1.91
2,6,237,HR_139,HR_129,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-24,9,2,0,11,2,17,NA,NA,NA,NA,NA,NA,16,39.89,1,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.493125,2.46,NA,NA,NA,NA,2.4765625,0.023422912126804436,1.8888888888888888,20.77777777777778,41.69,2022-03-24,24.44,324.943,NA,54.288,brightmax: 195,2.42,NA,22.433057851239667,0.04457707043913941,2022-03-24,108,134,125,2022-04-14,21,1,1,1,1,-30.51,2.6
2,6,239,HR_200,HR_159,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-17,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-24,6,1,0,7,0,9,NA,NA,NA,NA,NA,NA,9,37.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.199999999999999,NA,NA,NA,NA,NA,4.199999999999999,NA,1.5,10.5,38.99,2022-03-24,26.106,387.067,NA,25.245,"brightmax: 206, alt method",1.13,NA,22.340707964601773,0.04476133887898593,2022-03-24,97,134,125,2022-04-14,21,1,1,1,1,-29.85,3.46
2,6,240,HR_100,HR_195,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-17,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-31,5,0,0,5,2,22,NA,NA,NA,NA,NA,NA,22,34.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5854545454545457,NA,NA,NA,NA,NA,1.5854545454545457,NA,4.4,22,17.65,2022-03-31,22.449,297.465,NA,19.863,brightmax: 195,1.25,NA,15.8904,0.062931077883502,2022-03-31,104,141,132,2022-04-14,14,1,1,1,1,-31.42,1.08
2,6,241,HR_168,HR_148,R,4,TRUE,TRUE,TRUE,4,"6,3,4",NA,2021-12-17,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-24,8,1,0,9,0,28,NA,NA,NA,NA,NA,NA,28,70.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5267857142857144,NA,NA,NA,NA,NA,2.5267857142857144,NA,3.5,31.5,NA,2022-03-24,24.561,380.956,NA,7.654,brightmax: 168,0.58,NA,13.196551724137931,0.0757773713091194,2022-03-24,97,134,125,2022-04-14,21,1,1,1,1,-30.65,3.44
2,6,242,HR_160,HR_079,n,1,TRUE,FALSE,TRUE,1,NA,Fitness plant chosen in field but never recorded.,2021-12-17,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,NA,7,0,0,7,0,4,NA,NA,NA,NA,NA,NA,4,15.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9625,NA,NA,NA,NA,NA,3.9625,NA,0.5714285714285714,4,66.66,NA,NA,NA,NA,27.77,brightmax: 175,1.23,NA,22.577235772357724,0.044292401872524305,2022-03-31,104,141,132,2022-04-20,20,1,1,1,1,-29.54,3.42
2,6,243,HR_168,HR_101,R,4,TRUE,TRUE,TRUE,4,"1,2,4",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-03-24,38,3,0,41,0,80,NA,NA,NA,NA,NA,NA,50,158.08,11,27.68,5,12.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1616000000000004,2.516363636363636,2.468,NA,NA,NA,2.715321212121212,0.38724453219315935,2.1052631578947367,86.3157894736842,171.61,2022-03-24,21.772,299.966,NA,42.872,brightmax: 143 (alt method),2.8,NA,15.311428571428573,0.0653106922933383,2022-03-24,108,134,125,2022-04-27,34,1,1,1,1,-30.42,3.55
2,6,244,HR_110,HR_037,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-03-31,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-24,26.2,383.171,NA,18.99,brightmax: 183,1.12,NA,16.95535714285714,0.058978409689310174,2022-03-31,115,141,132,2022-04-27,27,1,1,0,0,NA,NA
2,6,245,HR_088,HR_182,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-03-31,14,1,0,15,3,3,NA,NA,NA,NA,NA,NA,3,19.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.636666666666667,NA,NA,NA,NA,NA,6.636666666666667,NA,0.21428571428571427,3.214285714285714,13.04,2022-03-31,19.724,247.929,NA,19.396,brightmax: 156,1.26,NA,15.393650793650794,0.06496184780367086,2022-03-31,115,141,132,2022-04-27,27,1,1,1,1,-29.54,1.55
2,6,246,HR_155,HR_121,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-17,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-31,5,0,0,5,2,4,NA,NA,NA,NA,NA,NA,4,10.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.57,NA,NA,NA,NA,NA,2.57,NA,0.8,4,15.4,2022-03-31,20.461,259.274,NA,40.63,brightmax: 197,3.61,NA,11.254847645429363,0.08885060300270736,2022-03-31,104,141,132,2022-04-14,14,1,1,1,1,-31.18,2.02
2,6,247,HR_074,HR_115,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-24,1,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,2,4.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02,NA,NA,NA,NA,2.02,NA,2,2,2.06,NA,NA,NA,NA,36.767,brightmax: 187,2.27,NA,16.196916299559472,0.061740147414801314,2022-03-24,108,134,125,2022-04-14,21,1,1,1,1,NA,NA
2,6,248,HR_088,HR_014,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,21,2,0,23,4,20,NA,NA,NA,NA,NA,NA,14,53.02,4,11.35,1,3.39,1,4.1,NA,NA,NA,NA,NA,NA,NA,3.7871428571428574,2.8375,3.39,4.1,NA,NA,3.5286607142857145,0.5447236376471692,0.9523809523809523,21.904761904761905,57.84,2022-03-24,22.157,289.011,NA,43.445,brightmax: 200,1.98,NA,21.941919191919194,0.04557486477155023,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1,-31.11,1.94
2,6,249,HR_157,HR_095,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-31,6,3,0,9,1,5,NA,NA,NA,NA,NA,NA,4,9.26,NA,NA,1,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.315,NA,1.45,NA,NA,NA,1.8824999999999998,0.6116473657263636,0.8333333333333334,7.5,36.86,2022-03-31,24.326,322.076,NA,52.003,brightmax: 204 (alt method),3.4,NA,15.295,0.06538084341288003,2022-03-24,108,134,125,2022-04-07,14,1,1,1,1,-31.26,3.53
2,6,250,HR_064,HR_190,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-24,7,2,0,9,0,6,NA,NA,NA,NA,NA,NA,5,12.54,NA,NA,1,1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.508,NA,1.91,NA,NA,NA,2.209,0.4228498551495555,0.8571428571428571,7.7142857142857135,23.01,2022-03-24,23.859,287.711,NA,42.777,brightmax: 193,2.02,NA,21.176732673267328,0.04722163779601187,2022-03-24,108,134,125,2022-04-14,21,1,1,1,1,-30.98,1.53
2,6,251,HR_115,HR_026,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-31,10,0,0,10,0,6,NA,NA,NA,NA,NA,NA,5,11.85,NA,NA,1,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.37,NA,1.39,NA,NA,NA,1.88,0.6929646455628167,0.6,6,41.32,2022-03-31,26.754,352.758,NA,28.454,brightmax: 181,1.52,NA,18.719736842105263,0.053419554368454344,2022-03-31,115,141,132,2022-04-14,14,1,1,1,1,-31.14,2.37
2,6,252,HR_002,HR_059,R,4,TRUE,TRUE,TRUE,4,"3,4,8",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-31,8,0,0,8,0,7,NA,NA,NA,NA,7,19.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7157142857142857,NA,NA,NA,NA,NA,NA,2.7157142857142857,NA,0.875,7,32.49,2022-03-31,24.593,362.884,NA,58.251,brightmax: 171,3.57,NA,16.316806722689076,0.06128650151928722,2022-03-31,115,141,132,2022-04-20,20,1,1,1,1,-30.41,3.51
2,6,253,HR_148,HR_114,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-31,8,0,0,8,1,16,NA,NA,NA,NA,NA,NA,16,41.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6125,NA,NA,NA,NA,NA,2.6125,NA,2,16,26.67,2022-03-31,22.279,296.759,NA,61.794,brightmax: 197,1.76,NA,35.11022727272727,0.02848172961776224,2022-03-31,115,141,132,2022-04-07,7,1,1,1,1,-31.66,3.17
