Sequence,Location,side,Gen,Recipient,Plant_ID,Fit_plant,FD_01,FD_02,FD_03,FD_04,FD_05,FD_06,FD_07,FD_08,FD_09,LeafD,FLR_P,F_Num_01,F_Num_02,F_Num_03,Skeleton,Notes
149,50,L,G1,BB_126,1,1,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,,,,,,2023-03-16,,,,2023-05-25,
149,50,L,G1,BB_126,2,,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,,,,,2023-05-11,2023-02-16,,,,,
149,50,L,G1,BB_126,3,,,,,,,,,,,,,,,,,
149,50,L,G1,BB_126,4,,,,,,,,,,,,,,,,,
149,50,L,G1,BB_126,5,,,,,,,,,,,,,,,,,
149,50,R,G2,BB_157,1,,,,,,,,,,,,,,,,,
149,50,R,G2,BB_157,2,2,,,2023-03-16,2023-03-29,2023-04-13,,,,,,2023-03-16,,,,2023-05-25,
149,50,R,G2,BB_157,3,,,,,,,,,,,,,,,,,
149,50,R,G2,BB_157,4,,,,,,,,,,,,,,,,,
149,50,R,G2,BB_157,5,,,,,,,,,,,,,,,,,
150,50,L,G1,BB_059,1,1,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,,2023-03-02,,,,2023-06-08,
150,50,L,G1,BB_059,2,,,,,,,,,,,,,,,,,
150,50,L,G1,BB_059,3,,,,,,,,,,,,,,,,,
150,50,L,G1,BB_059,4,,,,,,,,,,,,,,,,,
150,50,L,G1,BB_059,5,,,,,,,,,,,,,,,,,
150,50,R,G2,BB_009,1,,,,,,,,G,,,,,,,,,g
150,50,R,G2,BB_009,2,,,,,,,,G,,,,,,,,,g
150,50,R,G2,BB_009,3,,,,,,,,G,,,,,,,,,g
150,50,R,G2,BB_009,4,,,,,,,,G,,,,,,,,,g
150,50,R,G2,BB_009,5,,,,,,,,G,,,,,,,,,
151,51,L,G1,BB_044,1,,,,,,,,,,,,,,,,,
151,51,L,G1,BB_044,2,,,,,,,,,,,,,,,,,
151,51,L,G1,BB_044,3,3,,,2023-03-16,,,,,,,,2023-03-16,,,,,fitness chosen remotely / no plant here 6/8/23
151,51,L,G1,BB_044,4,,,,,,,,,,,,,,,,,
151,51,L,G1,BB_044,5,,,,,,,,,,,,,,,,,
151,51,R,G2,BB_189,1,,,,,,,,,,,,,,,,,
151,51,R,G2,BB_189,2,,,,,,,,,,,,,,,,,
151,51,R,G2,BB_189,3,3,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,,2023-03-16,2,,,2023-06-08,
151,51,R,G2,BB_189,4,,,,,,,,,,,,,,,,,
151,51,R,G2,BB_189,5,,,,,,2023-04-13,2023-04-26,2023-05-11,,,2023-05-11,,2,,,,
152,51,L,G2,BB_093,1,,,,,,,,,,,,,,,,,
152,51,L,G2,BB_093,2,,,,,,,,,,,,,,,,,
152,51,L,G2,BB_093,3,,,,,,,,,,,,,,,,,
152,51,L,G2,BB_093,4,,,,,,,,,,,,,,,,,
152,51,L,G2,BB_093,5,,,,,,,,,,,,,,,,,
152,51,R,G2,BB_088,1,,,,,,,,,,,,,,,,,
152,51,R,G2,BB_088,2,,,,,,,,,,,,,,,,,
152,51,R,G2,BB_088,3,,,,2023-03-16,2023-03-29,2023-04-13,,,,,2023-05-11,,,,,,
152,51,R,G2,BB_088,4,,,,,,,,,,,,,,,,,
152,51,R,G2,BB_088,5,5,,2023-03-02,2023-03-16,,2023-04-13,2023-04-26,,,,,2023-03-16,,,,2023-05-25,
153,51,L,G1,BB_002,1,1,,,,2023-03-29,2023-04-13,,,,,,,,,,2023-05-11,
153,51,L,G1,BB_002,2,,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,2023-05-11,2023-02-16,,,,,
153,51,L,G1,BB_002,3,,,2023-03-02,2023-03-16,2023-03-29,,,,,,,,,,,,
153,51,L,G1,BB_002,4,,,,,,,,,,,,,,,,,
153,51,L,G1,BB_002,5,,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,,,,,,
153,51,R,G1,BB_145,1,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,,,,,,
153,51,R,G1,BB_145,2,,,,,,,,,,,,,,,,,
153,51,R,G1,BB_145,3,3,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,2023-03-02,,,,2023-05-25,
153,51,R,G1,BB_145,4,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,2023-05-11,,,,,,
153,51,R,G1,BB_145,5,,,,,,,,,,,,,,,,,
154,52,L,G2,BB_154,1,,,,,,,,,,,,,,,,,
154,52,L,G2,BB_154,2,,,,,,,,,,,,,,,,,
154,52,L,G2,BB_154,3,,,,,,,,,,,,,,,,,
154,52,L,G2,BB_154,4,,,,,,,,,,,,,,,,,
154,52,L,G2,BB_154,5,,,,,,,,,,,,,,,,,
154,52,R,G2,BB_111,1,1,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-02-16,,,,2023-06-08,
154,52,R,G2,BB_111,2,,,,,,,,,,,,,,,,,
154,52,R,G2,BB_111,3,,,,,,,,,,,,,,,,,
154,52,R,G2,BB_111,4,,,,,,,,,,,,,,,,,
154,52,R,G2,BB_111,5,,,,2023-03-16,2023-03-29,,,,,,2023-05-11,,,,,,
155,52,L,G2,BB_206,1,,,,,,,,,,,,,,,,,
155,52,L,G2,BB_206,2,,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,2023-05-11,,,,,,
155,52,L,G2,BB_206,3,,,,,,,,,,,,,,,,,
155,52,L,G2,BB_206,4,4,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-02-16,,,,2023-05-25,
155,52,L,G2,BB_206,5,,,,,,,,,,,,,,,,,
155,52,R,G1,BB_143,1,,,,,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,,
155,52,R,G1,BB_143,2,,,,,,,,,,,,,,,,,
155,52,R,G1,BB_143,3,,,,,,,,,,,,,,,,,
155,52,R,G1,BB_143,4,,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,2023-05-11,2023-02-16,,,,,
155,52,R,G1,BB_143,5,5,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-03-02,,,,2023-06-08,
156,52,L,G2,BB_190,1,,,,,,,,,,,,,,,,,
156,52,L,G2,BB_190,2,,,,,,,,,,,,,,,,,
156,52,L,G2,BB_190,3,3,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-03-02,,,,2023-05-25,
156,52,L,G2,BB_190,4,,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,,,,,,,,,,,
156,52,L,G2,BB_190,5,,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,2023-05-11,2023-02-16,,,,,
156,52,R,G1,BB_007,1,,,,,,,,,,,,,,,,,
156,52,R,G1,BB_007,2,,,,,,,,,,,,,,,,,
156,52,R,G1,BB_007,3,,,,,,,,,,,,,,,,,
156,52,R,G1,BB_007,4,,,,,,,,,,,,,,,,,
156,52,R,G1,BB_007,5,5,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,,2023-02-16,3,,,2023-06-08,
157,53,L,G2,BB_020,1,,,,,,,,,,,,,,,,,
157,53,L,G2,BB_020,2,,,,,,,,,,,,,,,,,
157,53,L,G2,BB_020,3,,,,,,,,,,,,,,,,,
157,53,L,G2,BB_020,4,4,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,2023-06-08,2023-06-08,2023-03-02,,,1,2023-06-08,Pulled skeleton before seeing flower
157,53,L,G2,BB_020,5,,,,,,,,,,,,,,,,,
157,53,R,G1,BB_032,1,,,,,,,,,,,,,,,,,
157,53,R,G1,BB_032,2,,,,,,,,,,,,,,,,,
157,53,R,G1,BB_032,3,,,,,,,,,,,,,,,,,
157,53,R,G1,BB_032,4,,,,,,,,,,,,,,,,,
157,53,R,G1,BB_032,5,,,,,,,,,,,,,,,,,
158,53,L,G2,BB_116,1,,,,,,,,,,,,,,,,,
158,53,L,G2,BB_116,2,2,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,2023-05-25,2023-03-16,,,,2023-05-25,
158,53,L,G2,BB_116,3,,,,,,,,,,,,,,,,,
158,53,L,G2,BB_116,4,,,,,,,,,,,,,,,,,
158,53,L,G2,BB_116,5,,,,,,,,,,,,,,,,,
158,53,R,G1,BB_192,1,,,,,,,,,,,,,,,,,
158,53,R,G1,BB_192,2,2,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,2023-02-16,,,,2023-06-08,
158,53,R,G1,BB_192,3,,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,2023-05-11,2023-02-16,,,,,
158,53,R,G1,BB_192,4,,,,,,,,,,,,,,,,,
158,53,R,G1,BB_192,5,,,,,,,,,,,,,,,,,
159,53,L,G1,BB_104,1,1,2023-02-16,2023-03-02,2023-03-16,2023-03-29,,,G,,,,2023-02-16,,,,2023-06-08,
159,53,L,G1,BB_104,2,,,,,,,,,,,,,,,,,
159,53,L,G1,BB_104,3,,,,,,,,,,,,,,,,,
159,53,L,G1,BB_104,4,,,,,,,,,,,,,,,,,
159,53,L,G1,BB_104,5,,,,,,,,,,,,,,,,,
159,53,R,G1,BB_146,1,,,,,,,,,,,,,,,,,
159,53,R,G1,BB_146,2,2,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,2023-03-16,,,,2023-06-08,
159,53,R,G1,BB_146,3,,,,,,,,,,,,,,,,,
159,53,R,G1,BB_146,4,,,,,,,,,,,,,,,,,
159,53,R,G1,BB_146,5,,,,,,,,,,,,,,,,,
160,54,L,G1,BB_064,1,,,,,,,,,,,,,,,,,
160,54,L,G1,BB_064,2,,,,,,,,,,,,,,,,,
160,54,L,G1,BB_064,3,,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,2023-05-11,,,,,,
160,54,L,G1,BB_064,4,,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,,
160,54,L,G1,BB_064,5,5,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-03-02,,,,2023-05-11,
160,54,R,G2,BB_114,1,,,,,,,,,,,,,,,,,
160,54,R,G2,BB_114,2,,,,2023-03-16,,,,,,,,,,,,,
160,54,R,G2,BB_114,3,,,,,,,,,,,,,,,,,
160,54,R,G2,BB_114,4,4,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,,2023-05-11,,,,2023-03-02,3,,,2023-05-25,
160,54,R,G2,BB_114,5,,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,2023-05-11,,,,,,
161,54,L,G2,BB_060,1,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,,
161,54,L,G2,BB_060,2,2,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,,2023-03-02,2,,,2023-05-25,
161,54,L,G2,BB_060,3,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,,
161,54,L,G2,BB_060,4,,,,,,,,,,,,,,,,,
161,54,L,G2,BB_060,5,,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,2023-05-11,2023-02-16,1,,,,
161,54,R,G1,BB_037,1,,,,,,,,,,,,,,,,,
161,54,R,G1,BB_037,2,,,,,,,,,,,,,,,,,
161,54,R,G1,BB_037,3,3,,2023-03-02,,,,,,,,,,,,,,"no plant, no skel 6/21"
161,54,R,G1,BB_037,4,,,,,,,,,,,,,,,,,
161,54,R,G1,BB_037,5,,,,,,,,,,,,,,,,,
162,54,L,G1,BB_101,1,,,,,,,,,,,,,,,,,
162,54,L,G1,BB_101,2,,,,,,,,,,,,,,,,,
162,54,L,G1,BB_101,3,,,,,,,,,,,,,,,,,
162,54,L,G1,BB_101,4,,,,,,,,,,,,,,,,,
162,54,L,G1,BB_101,5,5,,2023-03-02,,2023-03-29,,,,,,,2023-03-02,,,,,not our plant
162,54,R,G1,BB_048,1,,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,,
162,54,R,G1,BB_048,2,,,,,,,,,,,,,,,,,
162,54,R,G1,BB_048,3,,,,,,,,,,,,,,,,,
162,54,R,G1,BB_048,4,4,2023-02-16,2023-03-02,2023-03-16,2023-03-29,,,2023-05-11,,,,2023-02-16,1,,,2023-05-25,
162,54,R,G1,BB_048,5,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,,,,,2023-05-11,,,,,,
163,55,L,G1,BB_211,1,,,,,,,,,,,,,,,,,
163,55,L,G1,BB_211,2,,,,,,,,,,,,,,,,,
163,55,L,G1,BB_211,3,,,,,,,,,,,2023-05-11,,,,,,had a fruit so we assumed it had flowered 
163,55,L,G1,BB_211,4,,,,,,,,,,,,,,,,,
163,55,L,G1,BB_211,5,5,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,,2023-02-16,7,,,2023-06-08,
163,55,R,G1,BB_114,1,,,,,,,,,,,,,,,,,
163,55,R,G1,BB_114,2,2,,,,2023-03-29,2023-04-13,,,,,,2023-04-13,,,,2023-05-25,
163,55,R,G1,BB_114,3,,,,,,,,,,,,,,,,,
163,55,R,G1,BB_114,4,,,,,,,,,,,,,,,,,
163,55,R,G1,BB_114,5,,,,,,,,,,,,,,,,,
164,55,L,G2,BB_143,1,,,,,,2023-04-13,2023-04-26,,,,2023-05-11,,,,,,
164,55,L,G2,BB_143,2,,,,,,,,,,,,,,,,,
164,55,L,G2,BB_143,3,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,,,,,,
164,55,L,G2,BB_143,4,4,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,2023-03-16,,,,2023-05-25,
164,55,L,G2,BB_143,5,,,,,2023-03-29,2023-04-13,,,,,,,,,,,
164,55,R,G1,BB_079,1,,,,,2023-03-29,2023-04-13,,,,,2023-05-11,,,,,,
164,55,R,G1,BB_079,2,,,,,,,,,,,,,,,,,
164,55,R,G1,BB_079,3,3,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,2023-03-16,,,,2023-06-08,
164,55,R,G1,BB_079,4,,,,,,,,,,,,,,,,,
164,55,R,G1,BB_079,5,,,,,,,,,,,,,,,,,
165,55,L,G1,BB_166,1,,,,,,,,,,,,,,,,,
165,55,L,G1,BB_166,2,,,,,,,,,,,,,,,,,
165,55,L,G1,BB_166,3,,,,,,,,,,,,,,,,,
165,55,L,G1,BB_166,4,,,,,,,,,,,,,,,,,
165,55,L,G1,BB_166,5,,,,,,,,,,,,,,,,,
165,55,R,G1,BB_092,1,,,,,,,,,,,,,,,,,
165,55,R,G1,BB_092,2,2,,,,2023-03-29,2023-04-13,,,,,,,,,,2023-05-25,
165,55,R,G1,BB_092,3,,,,,,,,,,,,2023-03-29,,,,,"fitness marked as 3, mistaken for plant 2, switched on data sheet 5 /11"
165,55,R,G1,BB_092,4,,,,,,,,,,,,,,,,,
165,55,R,G1,BB_092,5,,,,,,,,,,,,,,,,,
166,56,L,G1,BB_074,1,,,,,,,,,,,,,,,,,
166,56,L,G1,BB_074,2,,,,,,,,,,,,,,,,,
166,56,L,G1,BB_074,3,3,,,2023-03-16,,,,,,,,2023-03-16,,,,,
166,56,L,G1,BB_074,4,,,,,,,,,,,,,,,,,
166,56,L,G1,BB_074,5,,,,,,,,,,,,,,,,,
166,56,R,G1,BB_103,1,,,,,,,,,,,,,,,,,
166,56,R,G1,BB_103,2,,,,,,,,,,,,,,,,,
166,56,R,G1,BB_103,3,,,,,,,,,,,,,,,,,
166,56,R,G1,BB_103,4,,,,,,,,,,,,,,,,,
166,56,R,G1,BB_103,5,,,,,,,,,,,,,,,,,
167,56,L,G2,BB_131,1,1,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-03-02,,,,2023-05-25,
167,56,L,G2,BB_131,2,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,2023-05-11,,,,,,
167,56,L,G2,BB_131,3,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,,
167,56,L,G2,BB_131,4,,,,,,,,,,,,,,,,,
167,56,L,G2,BB_131,5,,,,,,,,,,,,,,,,,
167,56,R,G1,BB_059,1,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,2023-05-11,,2,,,,
167,56,R,G1,BB_059,2,,,,,,,,,,,,,,,,,
167,56,R,G1,BB_059,3,3,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,,2023-02-16,1,,,2023-05-25,
167,56,R,G1,BB_059,4,,,,,,,,,,,,,,,,,
167,56,R,G1,BB_059,5,,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,,2023-02-16,1,,,,
168,56,L,G1,BB_109,1,,,,,,,,,,,,,,,,,
168,56,L,G1,BB_109,2,,,,,,,,,,,,,,,,,
168,56,L,G1,BB_109,3,3,2023-02-16,,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-02-16,,,,2023-05-25,
168,56,L,G1,BB_109,4,,,,2023-03-16,2023-03-29,,,,,,,,,,,,
168,56,L,G1,BB_109,5,,2023-02-16,,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,2023-05-11,,,,,,
168,56,R,G1,BB_030,1,1,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,2023-05-11,
168,56,R,G1,BB_030,2,,,,,,,,,,,,,,,,,
168,56,R,G1,BB_030,3,,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,,
168,56,R,G1,BB_030,4,,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,,2023-05-11,,,,,1,,,,
168,56,R,G1,BB_030,5,,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,2023-05-11,2023-02-16,,,,,
169,57,L,G2,BB_103,1,1,,,2023-03-16,2023-03-29,2023-04-13,,,,,,2023-03-29,,,,2023-06-08,
169,57,L,G2,BB_103,2,,,,,,,,,,,,,,,,,
169,57,L,G2,BB_103,3,,,,,,,,,,,,,,,,,
169,57,L,G2,BB_103,4,,,,,,,,,,,,,,,,,
169,57,L,G2,BB_103,5,,,,,,,,,,,,,,,,,
169,57,R,G2,BB_117,1,1,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,2023-05-25,,,2023-04-13,1,2,,2023-06-08,
169,57,R,G2,BB_117,2,,,,,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,,,,,,,
169,57,R,G2,BB_117,3,,,,2023-03-16,,,,,,,,,,,,,"3 was fitness, moved to 1 because 3 was gone "
169,57,R,G2,BB_117,4,,,,,2023-03-29,,,,,,,,,,,,
169,57,R,G2,BB_117,5,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,2023-05-11,2023-03-02,,,,,
170,57,L,G1,BB_117,1,,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,2023-05-11,2023-03-02,,,,,
170,57,L,G1,BB_117,2,,,,,,,,,,,,,,,,,
170,57,L,G1,BB_117,3,3,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,2023-04-13,,,,,"No plant 6/8, no skeleton "
170,57,L,G1,BB_117,4,,,,,,,,,,,,,,,,,
170,57,L,G1,BB_117,5,,,,,2023-03-29,2023-04-13,2023-04-26,,,,,,,,,,
170,57,R,G2,BB_076,1,,,2023-03-02,2023-03-16,,,,,,,,2023-03-02,,,,,
170,57,R,G2,BB_076,2,,,,,,,,,,,,,,,,,
170,57,R,G2,BB_076,3,,,,,,,,2023-05-11,,,2023-05-11,,,,,,
170,57,R,G2,BB_076,4,,,,,,,,,,,,,,,,,
170,57,R,G2,BB_076,5,5,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,,,,,,2023-03-16,,,,2023-05-11,
171,57,L,G1,BB_118,1,,,2023-03-02,2023-03-16,,,2023-04-26,,,,,2023-03-02,,,,,sterile male
171,57,L,G1,BB_118,2,,,,,,,,,,,,,,,,,
171,57,L,G1,BB_118,3,3,,,,,2023-04-13,2023-04-26,,,,,2023-04-13,,,,2023-05-11,
171,57,L,G1,BB_118,4,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,,,,,,
171,57,L,G1,BB_118,5,,,,,,,,,,,,,,,,,
171,57,R,G1,BB_030,1,,,,,,,,,,,,,,,,,
171,57,R,G1,BB_030,2,,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,,,,,,
171,57,R,G1,BB_030,3,,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,2023-05-11,,1,,,,
171,57,R,G1,BB_030,4,4,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,,2023-02-16,1,,,2023-06-08,
171,57,R,G1,BB_030,5,,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,,,,,,
172,58,L,G1,BB_211,1,,,,2023-03-16,,2023-04-13,,,,,,,,,,,
172,58,L,G1,BB_211,2,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,2023-05-11,,1,,,,
172,58,L,G1,BB_211,3,,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-02-16,,,,,
172,58,L,G1,BB_211,4,4,,,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,,2023-04-13,1,,,2023-06-08,
172,58,L,G1,BB_211,5,,,,,,,2023-04-27,,,,,,,,,,
172,58,R,G1,BB_056,1,1,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-02-16,,,,2023-05-25,
172,58,R,G1,BB_056,2,,,,,,,,,,,,,,,,,
172,58,R,G1,BB_056,3,,,,,,,,,,,,,,,,,
172,58,R,G1,BB_056,4,,,,,,,,,,,,,,,,,
172,58,R,G1,BB_056,5,,,,,,,,,,,,,,,,,
173,58,L,G1,BB_093,1,,,,,,,,,,,,,,,,,
173,58,L,G1,BB_093,2,2,,,2023-03-16,2023-03-29,,,,,,,,,,,2023-05-25,
173,58,L,G1,BB_093,3,,,,,,,,,,,,,,,,,
173,58,L,G1,BB_093,4,,,,,,,,,,,,,,,,,
173,58,L,G1,BB_093,5,,,,,,,,,,,,,,,,,
173,58,R,G2,BB_145,1,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,2023-05-11,,,,,,
173,58,R,G2,BB_145,2,,,,,,,,,,,,,,,,,
173,58,R,G2,BB_145,3,,,,,,,,,,,,,,,,,
173,58,R,G2,BB_145,4,4,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-02-16,,,,2023-05-25,
173,58,R,G2,BB_145,5,,,,,,,,,,,,,,,,,
174,58,L,G2,BB_045,1,,,,2023-03-16,,,,,,,2023-05-11,,,,,,
174,58,L,G2,BB_045,2,,,,,,,,,,,,,,,,,
174,58,L,G2,BB_045,3,,,,,,,,,,,,,,,,,
174,58,L,G2,BB_045,4,4,,,,2023-03-29,2023-04-13,2023-04-27,,,,,2023-03-29,,,,2023-05-11,
174,58,L,G2,BB_045,5,,,,,,,,,,,,,,,,,
174,58,R,G1,BB_027,1,,,,2023-03-16,2023-03-29,2023-04-13,,,,,,,,,,,
174,58,R,G1,BB_027,2,,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,2023-05-11,2023-02-16,,,,,
174,58,R,G1,BB_027,3,,,,,,,,,,,,,,,,,
174,58,R,G1,BB_027,4,4,,,,,,2023-04-27,,,,,2023-04-26,,,,2023-05-25,
174,58,R,G1,BB_027,5,,2023-02-16,2023-03-02,,,,,,,,,,,,,,
175,59,L,G2,BB_166,1,,,,,2023-03-29,2023-04-13,,,,,,,,,,,
175,59,L,G2,BB_166,2,,,,,,,,,,,,,,,,,
175,59,L,G2,BB_166,3,,,,,,,,,,,,,,,,,
175,59,L,G2,BB_166,4,4,,,,2023-03-29,,2023-04-26,2023-05-11,,,,2023-03-29,,,,2023-05-25,
175,59,L,G2,BB_166,5,,,,,,,,,,,,,,,,,
175,59,R,G1,BB_013,1,1,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,2023-03-29,,,,2023-05-25,Confirm fitness plant! plant 1 was mislabeled as plant 2 on 3/16
175,59,R,G1,BB_013,2,,,,,,,,,,,,,,,,,
175,59,R,G1,BB_013,3,,,,,,,,,,,,,,,,,
175,59,R,G1,BB_013,4,,,,,,,,,,,,,,,,,
175,59,R,G1,BB_013,5,,2023-02-16,2023-03-02,,,,,,,,,2023-02-16,,,,,
176,59,L,G1,BB_019,1,1,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,2023-04-13,,,,2023-05-11,
176,59,L,G1,BB_019,2,,,,2023-03-16,2023-03-29,2023-04-13,,,,,,,,,,,
176,59,L,G1,BB_019,3,,,,,,,,,,,,,,,,,
176,59,L,G1,BB_019,4,,,,,,,,,,,,,,,,,
176,59,L,G1,BB_019,5,,,,,,2023-04-13,2023-04-26,,,,2023-05-11,,,,,,
176,59,R,G1,BB_098,1,,,,,,,,,,,,,,,,,
176,59,R,G1,BB_098,2,,,,,,,,,,,,,,,,,
176,59,R,G1,BB_098,3,,,,,,,,,,,,,,,,,
176,59,R,G1,BB_098,4,,,,,,,,,,,,,,,,,
176,59,R,G1,BB_098,5,,,,,,,,,,,,,,,,,
177,59,L,G2,BB_089,1,,,,,,,,,,,,,,,,,
177,59,L,G2,BB_089,2,2,,,,2023-03-29,2023-04-13,,,,,,2023-03-29,,,,,"no plant, no skel 6/21"
177,59,L,G2,BB_089,3,,,,,,,,,,,,,,,,,
177,59,L,G2,BB_089,4,,,,,,,,,,,,,,,,,plant photographed was not ours
177,59,L,G2,BB_089,5,,,,,,,,,,,,,,,,,
177,59,R,G1,BB_199,1,,,,,,,,,,,,,,,,,
177,59,R,G1,BB_199,2,,,,,2023-03-29,2023-04-13,2023-04-26,,,,2023-05-11,,,,,,
177,59,R,G1,BB_199,3,,,,,,,,,,,,,,,,,
177,59,R,G1,BB_199,4,4,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,,2023-05-11,,,,2023-03-02,,,,2023-06-21,
177,59,R,G1,BB_199,5,,,,,,,,,,,,,,,,,
178,60,L,G1,BB_072,1,,,,,,,,,,,,,,,,,"5 mistaken for 1, fitness was at plant 5 not 1"
178,60,L,G1,BB_072,2,,,,,,,,,,,,,,,,,
178,60,L,G1,BB_072,3,,,,,,,,,,,,,,,,,
178,60,L,G1,BB_072,4,,,,,,,,,,,,,,,,,
178,60,L,G1,BB_072,5,5,,2023-03-02,,,2023-04-13,,,,,,,,,,2023-05-11,
