Sequence,Location,side,Gen,Recipient,Plant_ID,Fit_plant,FD_01,FD_02,FD_03,FD_04,FD_05,FD_06,FD_07,FD_08,FD_09,LeafD,FLR_P,F_Num_01,F_Num_02,F_Num_03,Skeleton,Notes
279,93,L,G1,BB_110,4,4,2023-02-16,,2023-03-15,2023-03-29,2023-04-13,2023-04-27,,,,,2023-03-29,,,,,
279,93,L,G1,BB_110,5,,,,,,,,,,,,,,,,,
279,93,R,G1,BB_214,1,,,,,,,,,,,,,,,,,
279,93,R,G1,BB_214,2,,,,,,,,,,,,,,,,,
279,93,R,G1,BB_214,3,,,,,,,,,,,,,,,,,
279,93,R,G1,BB_214,4,4,,,,,,G,,,,,,,,,2023-05-11,
279,93,R,G1,BB_214,5,,,,2023-03-15,2023-03-29,2023-04-13,2023-04-27,,,,,2023-03-29,,,,,
280,94,L,G2,BB_017,1,,,,,,,,,,,,,,,,,
280,94,L,G2,BB_017,2,,,,,,,,,,,,,,,,,
280,94,L,G2,BB_017,3,,,,,,,,,,,,,,,,,
280,94,L,G2,BB_017,4,,,,,,,,,,,,,,,,,
280,94,L,G2,BB_017,5,,,,,,,,,,,,,,,,,
280,94,R,G2,BB_120,1,,,,,,,,,,,,,,,,,
280,94,R,G2,BB_120,2,,,,,,,,,,,,,,,,,
280,94,R,G2,BB_120,3,,,,,,,,,,,,,,,,,
280,94,R,G2,BB_120,4,,,,,,,,,,,,,,,,,
280,94,R,G2,BB_120,5,,,,,,,,,,,,,,,,,
281,94,L,G1,BB_018,1,,,,,,,,,,,,,,,,,
281,94,L,G1,BB_018,2,,,,,,,,,,,,,,,,,
281,94,L,G1,BB_018,3,3,,,2023-03-15,2023-03-29,2023-04-13,2023-04-27,,,G,,2023-03-29,,,,,
281,94,L,G1,BB_018,4,,,,,,,,,,,,,,,,,
281,94,L,G1,BB_018,5,,,,,,,,,,,,,,,,,
281,94,R,G1,BB_048,1,,,,,,,,,,,,,,,,,
281,94,R,G1,BB_048,2,,,,,,,,,,,,,,,,,
281,94,R,G1,BB_048,3,,,,,,,,,,,,,,,,,
281,94,R,G1,BB_048,4,,,,,,,,,,,,,,,,,
281,94,R,G1,BB_048,5,5,,,,2023-03-29,2023-04-13,,,,,,2023-03-29,,,,2023-06-08,"fitness chosen remotely, incomplete skeleton 6/8"
282,94,L,G2,BB_048,1,,,,,,,,,,,,,,,,,unable to find any skewers or tags
282,94,L,G2,BB_048,2,,,,,,,,,,,,,,,,,unable to find any skewers or tags
282,94,L,G2,BB_048,3,,,,,,,,,,,,,,,,,unable to find any skewers or tags
282,94,L,G2,BB_048,4,,,,,,,,,,,,,,,,,unable to find any skewers or tags
282,94,L,G2,BB_048,5,,,,,,,,,,,,,,,,,unable to find any skewers or tags
282,94,R,G2,BB_060,1,,,,,,,,,,,,,,,,,
282,94,R,G2,BB_060,2,,,,,,,,,,,,,,,,,
282,94,R,G2,BB_060,3,,,,,,,,,,,,,,,,,
282,94,R,G2,BB_060,4,,,,,,,,,,,,,,,,,
282,94,R,G2,BB_060,5,,,,,,,,,,,,,,,,,
283,95,L,G1,BB_050,1,,,,,,2023-04-13,,,,,,,,,,,Only 4 seeds planted
283,95,L,G1,BB_050,2,2,,2023-03-02,2023-03-15,2023-03-29,2023-04-13,2023-04-27,,,,2023-05-25,2023-03-02,,,,2023-05-25,Only 4 seeds planted
283,95,L,G1,BB_050,3,,,,,,,,,,,,,,,,,Only 4 seeds planted
283,95,L,G1,BB_050,4,,,,,,,,,,,,,,,,,Only 4 seeds planted
283,95,L,G1,BB_050,5,,,,,,,,,,,,,,,,,NOT PLANTED
283,95,R,G1,BB_111,1,,,,,,,,,,,,,,,,,
283,95,R,G1,BB_111,2,,,,,,,,,,,,,,,,,
283,95,R,G1,BB_111,3,,,,,,,,,,,,,,,,,
283,95,R,G1,BB_111,4,,,,,,,,,,,,,,,,,
283,95,R,G1,BB_111,5,,,,,,,,,,,,,,,,,
284,95,L,G1,BB_053,1,1,2023-02-16,2023-03-02,2023-03-15,,,,,,,,2023-02-16,,,,,plants gone possibly buried fruit emerging from soil collected
284,95,L,G1,BB_053,2,,,,,,,,,,,,,,,,,
284,95,L,G1,BB_053,3,,,,,,,,,,,,,,,,,
284,95,L,G1,BB_053,4,,,,,,,,,,,,,,,,,
284,95,L,G1,BB_053,5,,,,,,,,,,,,,,,,,
284,95,R,G1,BB_161,1,,,,,,,,,,,,,,,,,
284,95,R,G1,BB_161,2,,,,,,,,,,,,,,,,,
284,95,R,G1,BB_161,3,,,,,,,,,,,,,,,,,
284,95,R,G1,BB_161,4,,,,,,,,,,,,,,,,,
284,95,R,G1,BB_161,5,,,,,,,,,,,,,,,,,
285,95,L,G1,BB_187,1,,,,G,,,,,,,,,,,,,
285,95,L,G1,BB_187,2,,,,G,,,,,,,,,,,,,
285,95,L,G1,BB_187,3,,,,G,,,,,,,,,,,,,
285,95,L,G1,BB_187,4,,,,G,,,,,,,,,,,,,
285,95,L,G1,BB_187,5,,,,G,,,,,,,,,,,,,
285,95,R,G1,BB_181,1,,,,,,,,,,,,,,,,,
285,95,R,G1,BB_181,2,,,,,,,,,,,,,,,,,
285,95,R,G1,BB_181,3,,,,,,,,,,,,,,,,,
285,95,R,G1,BB_181,4,,,,,,,,,,,,,,,,,
285,95,R,G1,BB_181,5,5,,,2023-03-15,,,2023-04-27,,,,,2023-04-27,,,,,"Plant gone 6/8, no skeleton to collect "
286,96,L,G1,BB_190,1,,,,,,,,,,,,,,,,,
286,96,L,G1,BB_190,2,,,,,,,,,,,,,,,,,
286,96,L,G1,BB_190,3,,,,,,,,,,,,,,,,,
286,96,L,G1,BB_190,4,,,,,,,,,,,,,,,,,
286,96,L,G1,BB_190,5,,,,,,,,,,,,,,,,,
286,96,R,G1,BB_190,1,,,,,,,,,,,,,,,,,
286,96,R,G1,BB_190,2,,,,,,,,,,,,,,,,,
286,96,R,G1,BB_190,3,,,,,,,,,,,,,,,,,
286,96,R,G1,BB_190,4,,,,,,,,,,,,,,,,,
286,96,R,G1,BB_190,5,,,,,,,,,,,,,,,,,
287,96,L,G1,BB_163,1,,2023-02-16,,,,,,,,,,2023-02-16,,,,,
287,96,L,G1,BB_163,2,2,,2023-03-02,2023-03-15,2023-03-29,2023-04-13,2023-04-27,,,,,2023-03-15,,,,2023-05-25,
287,96,L,G1,BB_163,3,,,,2023-03-15,2023-03-29,2023-04-13,2023-04-27,,,,2023-05-11,,,,,,
287,96,L,G1,BB_163,4,,,,,,,,,,,,,,,,,
287,96,L,G1,BB_163,5,,,,,,,,,,,,,,,,,
287,96,R,G1,BB_097,1,,,,,,,,,,,,,,,,,
287,96,R,G1,BB_097,2,,,,,,,,,,,,,,,,,
287,96,R,G1,BB_097,3,,,,,,,,,,,,,,,,,
287,96,R,G1,BB_097,4,4,,,2023-03-15,2023-03-29,2023-04-13,,,,,,2023-03-29,,,,,
287,96,R,G1,BB_097,5,,,2023-03-02,2023-03-15,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,2023-05-11,,1,,,,
288,96,L,G1,BB_145,1,1,,2023-03-02,2023-03-15,,2023-04-13,2023-04-27,,,,,"3/2/2023,3/15",,,,2023-05-25,retake
288,96,L,G1,BB_145,2,,,,,,,,,,,,,,,,,
288,96,L,G1,BB_145,3,,,2023-03-02,2023-03-15,,,,,,,,,,,,,
288,96,L,G1,BB_145,4,,,2023-03-02,2023-03-15,,2023-04-13,2023-04-27,,,,,,,,,,
288,96,L,G1,BB_145,5,,,,2023-03-15,,2023-04-13,2023-04-27,,,,2023-05-11,,,,,,
288,96,R,G2,BB_147,1,,,2023-03-02,2023-03-15,2023-03-29,,,,,,,,,,,,
288,96,R,G2,BB_147,2,,,,2023-03-15,2023-03-29,2023-04-13,2023-04-27,,,,2023-05-11,,,,,,
288,96,R,G2,BB_147,3,3,,,2023-03-15,2023-03-29,2023-04-13,2023-04-27,,,,,2023-03-29,,,,2023-05-25,
288,96,R,G2,BB_147,4,,,,,,,,,,,,,,,,,
288,96,R,G2,BB_147,5,,,2023-03-02,2023-03-15,2023-03-29,2023-04-13,2023-04-27,,,,,2023-03-02,,,,,
289,97,L,G1,BB_146,1,1,,,2023-03-15,2023-03-29,2023-04-13,2023-04-27,,,,,2023-03-15,,,,2023-05-25,
289,97,L,G1,BB_146,2,,,,,,,,,,,,,,,,,
289,97,L,G1,BB_146,3,,,,,,,,,,,,,,,,,
289,97,L,G1,BB_146,4,,,,,,,,,,,,,,,,,
289,97,L,G1,BB_146,5,,,,,,,,,,,,,,,,,
289,97,R,G1,BB_208,1,,,,,,,,,,,,,,,,,
289,97,R,G1,BB_208,2,,,,,,,,,,,,,,,,,
289,97,R,G1,BB_208,3,,,,,,,,,,,,,,,,,
289,97,R,G1,BB_208,4,,,2023-03-02,2023-03-15,2023-03-29,2023-04-13,2023-04-27,,,,2023-05-11,2023-03-02,,,,,
289,97,R,G1,BB_208,5,5,,2023-03-02,2023-03-15,2023-03-29,2023-04-13,2023-04-27,,,,,2023-03-15,,,,2023-05-11,
290,97,L,G2,BB_179,1,,,,,,,,,,,,,,,,,
290,97,L,G2,BB_179,2,,,,,,,,,,,,,,,,,
290,97,L,G2,BB_179,3,3,2023-02-16,2023-03-02,2023-03-15,2023-03-29,2023-04-13,G,,,,,2023-03-15,,,,2023-05-25,
290,97,L,G2,BB_179,4,,,2023-03-02,2023-03-15,2023-03-29,2023-04-13,G,,,,,2023-03-02,,,,,
290,97,L,G2,BB_179,5,,,,,,,G,,,,,,,,,,
290,97,R,G1,BB_164,1,1,,2023-03-02,2023-03-15,2023-03-29,2023-04-13,,,,,,2023-03-02,,,,2023-05-11,
290,97,R,G1,BB_164,2,,,,,,,,,,,,,,,,,
290,97,R,G1,BB_164,3,,,,,,,,,,,,,,,,,
290,97,R,G1,BB_164,4,,,,,,,,,,,,,,,,,
290,97,R,G1,BB_164,5,,,,,,,,,,,,,,,,,
291,97,L,G1,BB_037,1,1,,,2023-03-15,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,2023-05-25,2023-03-15,1,,,2023-05-25,
291,97,L,G1,BB_037,2,,,,,,,,,,,,,,,,,
291,97,L,G1,BB_037,3,,,,,,,,,,,,,,,,,
291,97,L,G1,BB_037,4,,,,,,,,,,,,,,,,,
291,97,L,G1,BB_037,5,,,,,,,,,,,,,,,,,
291,97,R,G2,BB_052,1,,,,2023-03-15,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,,,1,,,,
291,97,R,G2,BB_052,2,,2023-02-16,,2023-03-15,2023-03-29,2023-04-13,,2023-05-11,,,2023-05-11,2023-02-16,3,,,,
291,97,R,G2,BB_052,3,,,2023-03-02,2023-03-15,2023-03-29,2023-04-13,,,,,,,,,,,
291,97,R,G2,BB_052,4,4,,,2023-03-15,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,,2023-03-15,1,,,2023-06-08,
291,97,R,G2,BB_052,5,,,,,,,,,,,,,,,,,
292,98,L,G1,BB_105,1,,,,,,,,,,,,,,,,,
292,98,L,G1,BB_105,2,,,,,,,,,,,,,,,,,
292,98,L,G1,BB_105,3,,,,,,,,,,,,,,,,,
292,98,L,G1,BB_105,4,,,,,,,,,,,,,,,,,
292,98,L,G1,BB_105,5,,,,,,,,,,,,,,,,,
292,98,R,G1,BB_205B,1,,,,,,,,,,,,,,,,,
292,98,R,G1,BB_205B,2,,,,,,,,,,,,,,,,,
292,98,R,G1,BB_205B,3,,,,,,,2023-04-27,2023-05-11,,,2023-05-11,,1,,,,
292,98,R,G1,BB_205B,4,,,,,,,,,,,,,,,,,
292,98,R,G1,BB_205B,5,5,,2023-03-02,,2023-03-29,2023-04-13,2023-04-27,,,,,2023-03-29,,,,2023-05-25,
293,98,L,G1,BB_094,1,,,,,,,,,,,,,,,,,
293,98,L,G1,BB_094,2,2,,,2023-03-15,2023-03-29,,,,,,,2023-03-29,,,,2023-05-25,
293,98,L,G1,BB_094,3,,,,,,,,,,,,,,,,,
293,98,L,G1,BB_094,4,,,,,,,,,,,,,,,,,
293,98,L,G1,BB_094,5,,,,,,,,,,,,,,,,,
293,98,R,G1,BB_148,1,,,,2023-03-15,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,,
293,98,R,G1,BB_148,2,,,,,2023-03-29,2023-04-13,2023-04-27,,,,,2023-03-29,,,,,
293,98,R,G1,BB_148,3,,,,,,,2023-04-27,,,,2023-05-11,,,,,,
293,98,R,G1,BB_148,4,,,,,2023-03-29,,2023-04-27,,,,,,,,,,
293,98,R,G1,BB_148,5,5,,,,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,2023-05-25,
294,98,L,G1,BB_069,1,,,,,,,,,,,,,,,,,
294,98,L,G1,BB_069,2,,,,,,,,,,,,,,,,,
294,98,L,G1,BB_069,3,,,,,,,,,,,,,,,,,
294,98,L,G1,BB_069,4,,,,,,,,,,,,,,,,,
294,98,L,G1,BB_069,5,,,,,,,,,,,,,,,,,
294,98,R,G1,BB_087,1,,,,,,,,,,,,,,,,,
294,98,R,G1,BB_087,2,,,,,,,,,,,,,,,,,
294,98,R,G1,BB_087,3,,,,,,,,,,,,,,,,,
294,98,R,G1,BB_087,4,,,,,,,,,,,,,,,,,
294,98,R,G1,BB_087,5,,,,,,,,,,,,,,,,,
295,99,L,G2,BB_060,1,,,,,,,,,,,,,,,,,
295,99,L,G2,BB_060,2,,,,,,,,,,,,,,,,,
295,99,L,G2,BB_060,3,,,,,,,,,,,,,,,,,
295,99,L,G2,BB_060,4,,,,,,,,,,,,,,,,,
295,99,L,G2,BB_060,5,5,,2023-03-02,2023-03-15,2023-03-29,2023-04-13,,,,,,2023-04-13,,,,2023-05-25,
295,99,R,G2,BB_138,1,,,,,,,,,,,,,,,,,
295,99,R,G2,BB_138,2,,,,,,,,,,,,,,,,,
295,99,R,G2,BB_138,3,,,,,,,,,,,,,,,,,
295,99,R,G2,BB_138,4,,,,,,,,,,,,,,,,,
295,99,R,G2,BB_138,5,5,,2023-03-02,2023-03-15,,,,,,,,2023-03-02,,,,,fitness chosen remotely
296,99,L,G1,BB_056,1,,,,,,,,,,,,,,,,,
296,99,L,G1,BB_056,2,,,,,,,,,,,,,,,,,
296,99,L,G1,BB_056,3,,,,,,,,,,,,,,,,,
296,99,L,G1,BB_056,4,,,,,,,,,,,,,,,,,
296,99,L,G1,BB_056,5,,,,,,,,,,,,,,,,,
296,99,R,G1,BB_092,1,,,,,,,,,,,,,,,,,
296,99,R,G1,BB_092,2,,,,,,,,,,,,,,,,,
296,99,R,G1,BB_092,3,,,,,,,,,,,,,,,,,
296,99,R,G1,BB_092,4,,,,,,,,,,,,,,,,,
296,99,R,G1,BB_092,5,,,,,,,,,,,,,,,,,
297,99,L,G1,BB_035,1,,,,,,,,,,,,,,,,,
297,99,L,G1,BB_035,2,,,,,,,,,,,,,,,,,
297,99,L,G1,BB_035,3,,,,,,,,,,,,,,,,,
297,99,L,G1,BB_035,4,,,,,,,,,,,,,,,,,
297,99,L,G1,BB_035,5,,,,,,,,,,,,,,,,,
297,99,R,G1,BB_207,1,1,,,2023-03-15,,,,,,,,,,,,,fitness chosen remotely
297,99,R,G1,BB_207,2,,,,,,,,,,,,,,,,,
297,99,R,G1,BB_207,3,,,,,,,,,,,,,,,,,
297,99,R,G1,BB_207,4,,,,,,,,,,,,,,,,,
297,99,R,G1,BB_207,5,,,,,,,,,,,,,,,,,
298,100,L,G1,BB_081,1,,,,,,,,,,,,,,,,,
298,100,L,G1,BB_081,2,,,,,,,,,,,,,,,,,
298,100,L,G1,BB_081,3,,,,,,,,,,,,,,,,,
298,100,L,G1,BB_081,4,4,,,2023-03-15,2023-03-29,,,,,,2023-05-25,2023-03-29,,,,2023-05-25,
298,100,L,G1,BB_081,5,,,,,,,,,,,,,,,,,
298,100,R,G2,BB_087,1,,,,2023-03-15,2023-03-29,2023-04-13,2023-04-27,,,,,2023-03-15,,,,,formerly recorded as fitness plants but no marker
298,100,R,G2,BB_087,2,,,,,,,,,,,,,,,,,
298,100,R,G2,BB_087,3,,,,,,,,,,,,,,,,,
298,100,R,G2,BB_087,4,4,,2023-03-02,2023-03-15,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,,2023-03-02,1,,,,
298,100,R,G2,BB_087,5,,,,,,,,,,,,,,,,,
299,100,L,G2,BB_088,1,,,,,,,,,,,,,,,,,
299,100,L,G2,BB_088,2,,,,,,,,,,,,,,,,,
299,100,L,G2,BB_088,3,,,,,,,,,,,,,,,,,
299,100,L,G2,BB_088,4,,,,,,,,,,,,,,,,,
299,100,L,G2,BB_088,5,,,,,,,,,,,,,,,,,
299,100,R,G1,BB_143,1,,,,,,,,,,,,,,,,,
299,100,R,G1,BB_143,2,,,,,,,,,,,,,,,,,
299,100,R,G1,BB_143,3,,,,2023-03-15,2023-03-29,2023-04-13,2023-04-27,G,,,,,,,,,
299,100,R,G1,BB_143,4,,,,,,,,G,,,,,,,,,
299,100,R,G1,BB_143,5,5,,2023-03-02,2023-03-15,,2023-04-13,,,,,,"3/2/2023,3/15",,,,,"retake, no plant 6/8, No skeleton to collect "
300,100,L,G1,BB_049,1,1,,,2023-03-15,2023-03-29,2023-04-13,2023-04-27,,,,,2023-03-15,,,,2023-05-25,
300,100,L,G1,BB_049,2,,,,,,,,,,,,,,,,,
300,100,L,G1,BB_049,3,,,,,,,,,,,,,,,,,
300,100,L,G1,BB_049,4,,,,,,,,,,,,,,,,,
300,100,L,G1,BB_049,5,,,,,,,,,,,,,,,,,
300,100,R,G1,BB_121,1,1,,,,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,,2023-03-29,1,,,2023-06-21,
300,100,R,G1,BB_121,2,,,,,,,,,,,,,,,,,
300,100,R,G1,BB_121,3,,,,,,,,,,,,,,,,,
300,100,R,G1,BB_121,4,,,,,,,,,,,,,,,,,
300,100,R,G1,BB_121,5,,,,,,,,,,,,,,,,,
301,101,L,G2,BB_002,1,,,,2023-03-15,,,,,,,,,,,,,
301,101,L,G2,BB_002,2,,,,,2023-03-29,2023-04-13,,,,,2023-05-11,,,,,,
301,101,L,G2,BB_002,3,,,,2023-03-15,2023-03-29,,,,,,,2023-03-15,,,,,
301,101,L,G2,BB_002,4,4,,,2023-03-15,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,2023-05-25,
301,101,L,G2,BB_002,5,,,,2023-03-15,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,,
301,101,R,G1,BB_132,1,1,,2023-03-02,2023-03-15,2023-03-29,,,,,,,2023-03-02,,,,2023-05-25,
301,101,R,G1,BB_132,2,,,2023-03-02,2023-03-15,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,2023-05-11,,1,,,,
301,101,R,G1,BB_132,3,,,,,,,,,,,,,,,,,
301,101,R,G1,BB_132,4,,,,,,,,,,,,,,,,,
301,101,R,G1,BB_132,5,,,,,,,,,,,,,,,,,
302,101,L,G1,BB_085,1,,2023-02-16,2023-03-02,2023-03-15,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,,
302,101,L,G1,BB_085,2,,,,2023-03-15,2023-03-29,,,,,,,,,,,,
302,101,L,G1,BB_085,3,,,,,,,,,,,,,,,,,
302,101,L,G1,BB_085,4,4,2023-02-16,2023-03-02,2023-03-15,2023-03-29,2023-04-13,2023-04-27,,,,,2023-02-16,,,,2023-05-25,
302,101,L,G1,BB_085,5,,2023-02-16,2023-03-02,2023-03-15,2023-03-29,2023-04-13,,,,,,,,,,,
302,101,R,G2,BB_166,1,1,2023-02-16,2023-03-02,2023-03-15,2023-03-29,2023-04-13,2023-04-27,,,,,2023-02-16,,,,2023-05-25,
302,101,R,G2,BB_166,2,,,,,,,,,,,,,,,,,
302,101,R,G2,BB_166,3,,2023-02-16,2023-03-02,2023-03-15,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,,
302,101,R,G2,BB_166,4,,,,,,,,,,,,,,,,,
302,101,R,G2,BB_166,5,,,,,,,,,,,,,,,,,
303,101,L,G2,BB_150,1,,,,,,,,,,,,,,,,,
303,101,L,G2,BB_150,2,,,,,,,,,,,,,,,,,
303,101,L,G2,BB_150,3,3,,,2023-03-15,2023-03-29,2023-04-13,,,,,,2023-03-29,,,,2023-05-11,
303,101,L,G2,BB_150,4,,,,,,,,,,,,,,,,,
303,101,L,G2,BB_150,5,,,,,,,,,,,,,,,,,
303,101,R,G1,BB_007,1,,,,,,,,,,,,,,,,,
303,101,R,G1,BB_007,2,,,,,,,,,,,,,,,,,
303,101,R,G1,BB_007,3,3,,2023-03-02,2023-03-15,2023-03-29,2023-04-13,2023-04-27,,,,,2023-03-02,,,,2023-06-08,
303,101,R,G1,BB_007,4,,,,,2023-03-29,,2023-04-27,,,,,,,,,,
303,101,R,G1,BB_007,5,,,,2023-03-15,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,2023-05-11,2023-03-15,3,,,2023-06-08,
304,102,L,G1,BB_215,1,,,,,,,,,,,,,,,,,
304,102,L,G1,BB_215,2,,,,,,,,,,,,,,,,,
304,102,L,G1,BB_215,3,,,,2023-03-15,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,2023-05-11,,1,,,,
304,102,L,G1,BB_215,4,,,,,,,,,,,,,,,,,
304,102,L,G1,BB_215,5,5,,,2023-03-15,2023-03-29,,2023-04-27,,,,,,,,,2023-06-08,moved by gopher
304,102,R,G1,BB_061,1,,,,,,,,,,,,,,,,,
304,102,R,G1,BB_061,2,,,,,2023-03-29,2023-04-13,,,,,,,,,,,
304,102,R,G1,BB_061,3,3,,,,2023-03-29,,2023-04-27,2023-05-11,,,,2023-03-29,1,,,,
304,102,R,G1,BB_061,4,,,,,,,,2023-05-11,,,2023-05-11,,3,,,,
304,102,R,G1,BB_061,5,,2023-02-16,,2023-03-15,2023-03-29,2023-04-13,2023-04-27,,,,,2023-02-16,,,,,
305,102,L,G2,BB_098,1,,,,,,,,,,,,,,,,,
305,102,L,G2,BB_098,2,,,,2023-03-15,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,2023-05-11,,2,,,,
305,102,L,G2,BB_098,3,3,,,2023-03-15,2023-03-29,2023-04-13,,,,,,2023-03-15,,,,2023-05-25,
305,102,L,G2,BB_098,4,,,,,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,,maybe ours?
305,102,L,G2,BB_098,5,,,,,,,,,,,,,,,,,
305,102,R,G1,BB_083,1,,,,,,,,,,,,,,,,,
305,102,R,G1,BB_083,2,,,,,,,,,,,,,,,,,
305,102,R,G1,BB_083,3,,,,,,,,,,,,,,,,,
305,102,R,G1,BB_083,4,,,,,,,,,,,,,,,,,
305,102,R,G1,BB_083,5,,,,,,,,,,,,,,,,,
306,102,L,G1,BB_187,1,,,,,,,,,,,,,,,,,
306,102,L,G1,BB_187,2,,,,,,,,,,,,,,,,,
306,102,L,G1,BB_187,3,,,,,,,,,,,,,,,,,
306,102,L,G1,BB_187,4,,,,,,,,,,,,,,,,,
306,102,L,G1,BB_187,5,,,,,,,,,,,,,,,,,
306,102,R,G2,BB_114,1,1,,,2023-03-15,2023-03-29,2023-04-13,,2023-05-11,,,2023-05-11,2023-05-11,1,,,2023-06-08,
306,102,R,G2,BB_114,2,,,,,,,,,,,,,,,,,
306,102,R,G2,BB_114,3,,,,2023-03-15,2023-03-29,,,,,,,,,,,,..? maybe not ours
306,102,R,G2,BB_114,4,,,,,,,,,,,,,,,,,
306,102,R,G2,BB_114,5,,,,,,,,,,,,,,,,,
307,103,L,G1,BB_113,1,,,,,,,,,,,,,,,,,
307,103,L,G1,BB_113,2,,2023-02-16,2023-03-02,2023-03-15,2023-03-29,2023-04-13,2023-04-27,,,,2023-05-11,2023-02-16,,,,,
307,103,L,G1,BB_113,3,,,,,,,,,,,,,,,,,
307,103,L,G1,BB_113,4,4,,2023-03-02,2023-03-15,2023-03-29,2023-04-13,2023-04-27,2023-05-11,2023-05-25,G,,"3/2/2023,3/15",3,1,,2023-06-08,retake
307,103,L,G1,BB_113,5,,,,,,,,,,,,,,,,,
307,103,R,G1,BB_069,1,,,G,,,,,,,,,,,,,,
307,103,R,G1,BB_069,2,,,G,,,,,,,,,,,,,,
307,103,R,G1,BB_069,3,,,G,,,,,,,,,,,,,,
307,103,R,G1,BB_069,4,,,G,,,,,,,,,,,,,,
307,103,R,G1,BB_069,5,,,G,,,,,,,,,,,,,,
308,103,L,G1,BB_186,1,,,,,,,,,,,,,,,,,
308,103,L,G1,BB_186,2,,,,,,,,,,,,,,,,,
308,103,L,G1,BB_186,3,3,2023-02-16,2023-03-02,2023-03-15,2023-03-29,2023-04-13,2023-04-27,,,,,2023-02-16,,,,,
308,103,L,G1,BB_186,4,,,,,,,,,,,,,,,,,
308,103,L,G1,BB_186,5,,,2023-03-02,2023-03-15,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,2023-05-11,,2,,,,
308,103,R,G2,BB_209,1,,2023-02-16,2023-03-02,2023-03-15,2023-03-29,2023-04-13,2023-04-27,,,,,2023-02-16,,,,,
308,103,R,G2,BB_209,2,,,,,,,,,,,,,,,,,
308,103,R,G2,BB_209,3,,,,2023-03-15,2023-03-29,2023-04-13,,2023-05-11,,,2023-05-11,,1,,,,
308,103,R,G2,BB_209,4,4,,2023-03-02,2023-03-15,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,,"3/2/2023,3/15",1,,,2023-06-08,retake
308,103,R,G2,BB_209,5,,,,,,,,,,,,,,,,,
309,103,L,G2,BB_020,1,,,,2023-03-15,2023-03-29,2023-04-13,2023-04-27,,,,2023-05-11,,,,,,
309,103,L,G2,BB_020,2,2,,,2023-03-15,2023-03-29,2023-04-13,,G,,,,2023-03-15,,,,2023-06-08,
309,103,L,G2,BB_020,3,,,,2023-03-15,2023-03-29,,,,,,,,,,,,
309,103,L,G2,BB_020,4,,,,,,,,,,,,,,,,,
309,103,L,G2,BB_020,5,,,,,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,,
309,103,R,G2,BB_149,1,,,,,,,,,,,,,,,,,
309,103,R,G2,BB_149,2,,,,,,,,,,,,,,,,,
309,103,R,G2,BB_149,3,,,,,,,,,,,,,,,,,
309,103,R,G2,BB_149,4,,,,,,,,,,,,,,,,,
309,103,R,G2,BB_149,5,5,,,2023-03-15,,2023-04-13,,2023-05-11,,,,2023-03-15,,,,2023-05-25,
310,104,L,G1,BB_200,1,,,,,,,,,,,,,,,,,
310,104,L,G1,BB_200,2,2,2023-02-16,2023-03-02,2023-03-15,2023-03-29,2023-04-13,2023-04-27,,,,,2023-02-16,,,,2023-05-25,
310,104,L,G1,BB_200,3,,,,,,,,,,,,,,,,,
310,104,L,G1,BB_200,4,,,,,,,,,,,,,,,,,
310,104,L,G1,BB_200,5,,,2023-03-02,2023-03-15,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,,
310,104,R,G1,BB_008,1,,,,,,,,,,,,,,,,,
310,104,R,G1,BB_008,2,,,,,,,,,,,,,,,,,
310,104,R,G1,BB_008,3,,,,,,,,,,,,,,,,,
310,104,R,G1,BB_008,4,,,,,,,,,,,,,,,,,
310,104,R,G1,BB_008,5,,,,,,,,,,,,,,,,,
311,104,L,G1,BB_148,1,1,2023-02-16,2023-03-02,2023-03-15,2023-03-29,2023-04-13,,,,,,2023-02-16,,,,"5/11, 5/25",
311,104,L,G1,BB_148,2,,,,2023-03-15,2023-03-29,,,,,,,,,,,,
311,104,L,G1,BB_148,3,,,,,,,,,,,,,,,,,
311,104,L,G1,BB_148,4,,,,,2023-03-29,2023-04-13,,,,,,,,,,,
311,104,L,G1,BB_148,5,,,,,,,,,,,,,,,,,
311,104,R,G1,BB_195,1,,,,,,,,,,,,,,,,,
311,104,R,G1,BB_195,2,,,,,,,,,,,,,,,,,
