Sequence,Transect,Segment,side,Gen,Recipient,Plant_ID,Fit_plant,FD_01,FD_02,FD_03,FD_04,FD_05,FD_06,FD_07,LeafD,FLR_P,F_Num_01,17-May,F_Num_03,Skeleton,Notes
81,3,10,R,G1,BO_131,3,,,,,,,,,,,,,,,
81,3,10,R,G1,BO_131,4,,,,,,,,,,,,,,,
81,3,10,R,G1,BO_131,5,,,,,,,,,,,,,,,
82,3,11,L,G2,BO_015,1,,,,,,,,,,,,,,,
82,3,11,L,G2,BO_015,2,,,,,,,,,,,,,,,
82,3,11,L,G2,BO_015,3,,,,,,,,,,,,,,,
82,3,11,L,G2,BO_015,4,,,,,,,,,,,,,,,
82,3,11,L,G2,BO_015,5,,,,,,,,,,,,,,,
82,3,11,R,G2,BO_048,1,,,,,,,,,,,,,,,
82,3,11,R,G2,BO_048,2,,,,,,,,,,,,,,,
82,3,11,R,G2,BO_048,3,,,,,,,,,,,,,,,
82,3,11,R,G2,BO_048,4,,,,,,,,,,,,,,,
82,3,11,R,G2,BO_048,5,,,,,,,,,,,,,,,
83,3,12,L,G2,BO_072,1,,,,,,,,,,,,,,,
83,3,12,L,G2,BO_072,2,,,,,,,,,,,,,,,
83,3,12,L,G2,BO_072,3,3,,,2023-05-17,,,,,,2023-05-17,,,,,
83,3,12,L,G2,BO_072,4,,,,,,,,,,,,,,,
83,3,12,L,G2,BO_072,5,,,,,,,,,,,,,,,
83,3,12,R,G1,BO_108,1,,,,,,,,,,,,,,,
83,3,12,R,G1,BO_108,2,,,,,,,,,,,,,,,
83,3,12,R,G1,BO_108,3,,,,,,,,,,,,,,,
83,3,12,R,G1,BO_108,4,,,,,,,,,,,,,,,
83,3,12,R,G1,BO_108,5,,,,,,,,,,,,,,,
84,3,13,L,G2,BO_177,1,,,,,,,,,,,,,,,
84,3,13,L,G2,BO_177,2,,,,,,,,,,,,,,,
84,3,13,L,G2,BO_177,3,,,,,,,,,,,,,,,
84,3,13,L,G2,BO_177,4,,,,,,,,,,,,,,,
84,3,13,L,G2,BO_177,5,,,,,,,,,,,,,,,
84,3,13,R,G1,BO_100,1,,,,,,,,,,,,,,,
84,3,13,R,G1,BO_100,2,,,,,,,,,,,,,,,
84,3,13,R,G1,BO_100,3,,,,,,,,,,,,,,,
84,3,13,R,G1,BO_100,4,,,,,,,,,,,,,,,
84,3,13,R,G1,BO_100,5,,,,,,,,,,,,,,,
85,3,14,L,G1,BO_180,1,,,,,,,,,,,,,,,
85,3,14,L,G1,BO_180,2,,,,,,,,,,,,,,,
85,3,14,L,G1,BO_180,3,,,,,,,,,,,,,,,
85,3,14,L,G1,BO_180,4,4,,2023-05-05,,,,,,,2023-05-05,3,,,15-Jun,
85,3,14,L,G1,BO_180,5,,,,,,,,,,,,,,,
85,3,14,R,G1,BO_045,1,,,,,,,,,,,,,,,
85,3,14,R,G1,BO_045,2,,,,,,,,,,,,,,,
85,3,14,R,G1,BO_045,3,,,,,,,,,,,,,,,
85,3,14,R,G1,BO_045,4,4,,,,,,,,,,,,,2-Jun,
85,3,14,R,G1,BO_045,5,,,,,,,,,,,,,,,
86,3,15,L,G2,BO_154,1,,,,,,,,,,,,,,,
86,3,15,L,G2,BO_154,2,,,,,,,,,,,,,,,
86,3,15,L,G2,BO_154,3,3,,2023-05-05,2023-05-17,,,,,,,1,1,,15-Jun,
86,3,15,L,G2,BO_154,4,,,,,,,,,,,,,,,
86,3,15,L,G2,BO_154,5,,,,,,,,,,,,,,,
86,3,15,R,G2,BO_027,1,,,,,,,,,,,,,,,
86,3,15,R,G2,BO_027,2,,,,,,,,,,,,,,,
86,3,15,R,G2,BO_027,3,,,,,,,,,,,,,,,
86,3,15,R,G2,BO_027,4,,,,,,,,,,,,,,,
86,3,15,R,G2,BO_027,5,,,,,,,,,,,,,,,
87,3,16,L,G2,BO_201,1,,,,,,,,,,,,,,,
87,3,16,L,G2,BO_201,2,,,,,,,,,,,,,,,
87,3,16,L,G2,BO_201,3,,,,,,,,,,,,,,,
87,3,16,L,G2,BO_201,4,4,,2023-05-05,2023-05-17,,,,,,2023-05-05,3,2,,15-Jun,
87,3,16,L,G2,BO_201,5,,,,,,,,,,,,,,,
87,3,16,R,G2,BO_171,1,,,,,,,,,,,,,,,
87,3,16,R,G2,BO_171,2,,,,,,,,,,,,,,,
87,3,16,R,G2,BO_171,3,,,,,,,,,,,,,,,
87,3,16,R,G2,BO_171,4,,,,,,,,,,,,,,,
87,3,16,R,G2,BO_171,5,,,,,,,,,,,,,,,
88,3,17,L,G1,BO_123,1,,,,,,,,,,,,,,,
88,3,17,L,G1,BO_123,2,,,,,,,,,,,,,,,
88,3,17,L,G1,BO_123,3,,,,,,,,,,,,,,,
88,3,17,L,G1,BO_123,4,,,,,,,,,,,,,,,
88,3,17,L,G1,BO_123,5,,,,,,,,,,,,,,,
88,3,17,R,G1,BO_013,1,,,,,,,,,,,,,,,
88,3,17,R,G1,BO_013,2,,,,,,,,,,,,,,,
88,3,17,R,G1,BO_013,3,,,,,,,,,,,,,,,
88,3,17,R,G1,BO_013,4,,,,,,,,,,,,,,,
88,3,17,R,G1,BO_013,5,,,,,,,,,,,,,,,
89,3,18,L,G1,BO_015,1,,,,,,,,,,,,,,,
89,3,18,L,G1,BO_015,2,,,,,,,,,,,,,,,
89,3,18,L,G1,BO_015,3,,,,,,,,,,,,,,,
89,3,18,L,G1,BO_015,4,,,,,,,,,,,,,,,
89,3,18,L,G1,BO_015,5,,,,,,,,,,,,,,,
89,3,18,R,G2,BO_152,1,,,,,,,,,,,,,,,
89,3,18,R,G2,BO_152,2,,,,,,,,,,,,,,,
89,3,18,R,G2,BO_152,3,,,,,,,,,,,,,,,
89,3,18,R,G2,BO_152,4,,,,,,,,,,,,,,,
89,3,18,R,G2,BO_152,5,,,,,,,,,,,,,,,
90,3,19,L,G1,BO_025,1,,,,,,,,,,,,,,,
90,3,19,L,G1,BO_025,2,,,,,,,,,,,,,,,
90,3,19,L,G1,BO_025,3,,,,,,,,,,,,,,,
90,3,19,L,G1,BO_025,4,,,,,,,,,,,,,,,
90,3,19,L,G1,BO_025,5,,,,,,,,,,,,,,,
90,3,19,R,G1,BO_135,1,,,,,,,,,,,,,,,
90,3,19,R,G1,BO_135,2,,,,,,,,,,,,,,,
90,3,19,R,G1,BO_135,3,,,,,,,,,,,,,,,
90,3,19,R,G1,BO_135,4,,,,,,,,,,,,,,,
90,3,19,R,G1,BO_135,5,,,,,,,,,,,,,,,
91,3,20,L,G1,BO_004,1,,,,,,,,,,,,,,,
91,3,20,L,G1,BO_004,2,,,,,,,,,,,,,,,
91,3,20,L,G1,BO_004,3,,,,,,,,,,,,,,,
91,3,20,L,G1,BO_004,4,,,,,,,,,,,,,,,
91,3,20,L,G1,BO_004,5,,,,,,,,,,,,,,,
91,3,20,R,G2,BO_050,1,,,,,,,,,,,,,,,
91,3,20,R,G2,BO_050,2,,,,,,,,,,,,,,,
91,3,20,R,G2,BO_050,3,,,,,,,,,,,,,,,
91,3,20,R,G2,BO_050,4,,,,,,,,,,,,,,,
91,3,20,R,G2,BO_050,5,,,,,,,,,,,,,,,
92,3,21,L,G1,BO_044,1,,,,,,,,,,,,,,,
92,3,21,L,G1,BO_044,2,,,,,,,,,,,,,,,
92,3,21,L,G1,BO_044,3,,,,,,,,,,,,,,,
92,3,21,L,G1,BO_044,4,,,,,,,,,,,,,,,
92,3,21,L,G1,BO_044,5,,,,,,,,,,,,,,,
92,3,21,R,G1,BO_001,1,,,,,,,,,,,,,,,
92,3,21,R,G1,BO_001,2,,,,,,,,,,,,,,,
92,3,21,R,G1,BO_001,3,,,,,,,,,,,,,,,
92,3,21,R,G1,BO_001,4,,,,,,,,,,,,,,,
92,3,21,R,G1,BO_001,5,,,,,,,,,,,,,,,
93,3,22,L,G1,BO_032,1,,,,,,,,,,,,,,,
93,3,22,L,G1,BO_032,2,,,,,,,,,,,,,,,
93,3,22,L,G1,BO_032,3,,,,,,,,,,,,,,,
93,3,22,L,G1,BO_032,4,,,,,,,,,,,,,,,
93,3,22,L,G1,BO_032,5,,,,,,,,,,,,,,,
93,3,22,R,G1,BO_017,1,,,,,,,,,,,,,,,
93,3,22,R,G1,BO_017,2,,,,,,,,,,,,,,,
93,3,22,R,G1,BO_017,3,,,,,,,,,,,,,,,
93,3,22,R,G1,BO_017,4,,,,,,,,,,,,,,,
93,3,22,R,G1,BO_017,5,,,,,,,,,,,,,,,
94,3,23,L,G2,BO_135,1,,,,,,,,,,,,,,,
94,3,23,L,G2,BO_135,2,,,,,,,,,,,,,,,
94,3,23,L,G2,BO_135,3,,,,,,,,,,,,,,,
94,3,23,L,G2,BO_135,4,,,,,,,,,,,,,,,
94,3,23,L,G2,BO_135,5,,,,,,,,,,,,,,,
94,3,23,R,G2,BO_123,1,,,,,,,,,,,,,,,
94,3,23,R,G2,BO_123,2,,,,,,,,,,,,,,,
94,3,23,R,G2,BO_123,3,,,,,,,,,,,,,,,
94,3,23,R,G2,BO_123,4,,,,,,,,,,,,,,,
94,3,23,R,G2,BO_123,5,,,,,,,,,,,,,,,
95,3,24,L,G1,BO_143,1,,,,,,,,,,,,,,,
95,3,24,L,G1,BO_143,2,,,,,,,,,,,,,,,
95,3,24,L,G1,BO_143,3,,,,,,,,,,,,,,,
95,3,24,L,G1,BO_143,4,,,,,,,,,,,,,,,
95,3,24,L,G1,BO_143,5,,,,,,,,,,,,,,,
95,3,24,R,G1,BO_175,1,,,,,,,,,,,,,,,
95,3,24,R,G1,BO_175,2,,,,,,,,,,,,,,,
95,3,24,R,G1,BO_175,3,,,,,,,,,,,,,,,
95,3,24,R,G1,BO_175,4,,,,,,,,,,,,,,,
95,3,24,R,G1,BO_175,5,,,,,,,,,,,,,,,
96,3,25,L,G2,BO_088,1,,,,,,,,,,,,,,,
96,3,25,L,G2,BO_088,2,,,,,,,,,,,,,,,
96,3,25,L,G2,BO_088,3,,,,,,,,,,,,,,,
96,3,25,L,G2,BO_088,4,,,,,,,,,,,,,,,
96,3,25,L,G2,BO_088,5,,,,,,,,,,,,,,,
96,3,25,R,G1,BO_191,1,,,,,,,,,,,,,,,
96,3,25,R,G1,BO_191,2,,,,,,,,,,,,,,,
96,3,25,R,G1,BO_191,3,,,,,,,,,,,,,,,
96,3,25,R,G1,BO_191,4,,,,,,,,,,,,,,,
96,3,25,R,G1,BO_191,5,,,,,,,,,,,,,,,
97,3,26,L,G1,BO_045,1,,,,,,,,,,,,,,,
97,3,26,L,G1,BO_045,2,,,,,,,,,,,,,,,
97,3,26,L,G1,BO_045,3,,,,,,,,,,,,,,,
97,3,26,L,G1,BO_045,4,,,,,,,,,,,,,,,
97,3,26,L,G1,BO_045,5,,,,,,,,,,,,,,,
97,3,26,R,G1,BO_124,1,,,,,,,,,,,,,,,
97,3,26,R,G1,BO_124,2,,,,,,,,,,,,,,,
97,3,26,R,G1,BO_124,3,,,,,,,,,,,,,,,
97,3,26,R,G1,BO_124,4,,,,,,,,,,,,,,,
97,3,26,R,G1,BO_124,5,,,,,,,,,,,,,,,
98,4,1,L,G2,BO_051,1,,,,,,,,,,,,,,,
98,4,1,L,G2,BO_051,2,,,,,,,,,,,,,,,
98,4,1,L,G2,BO_051,3,,,,,,,,,,,,,,,
98,4,1,L,G2,BO_051,4,,,,,,,,,,,,,,,
98,4,1,L,G2,BO_051,5,,,,,,,,,,,,,,,
98,4,1,R,G1,BO_115,1,,,,,,,,,,,,,,,
98,4,1,R,G1,BO_115,2,,,,,,,,,,,,,,,
98,4,1,R,G1,BO_115,3,,,,,,,,,,,,,,,
98,4,1,R,G1,BO_115,4,,,,,,,,,,,,,,,
98,4,1,R,G1,BO_115,5,,,,,,,,,,,,,,,
99,4,2,L,G1,BO_102,1,,,,,,,,,,,,,,,
99,4,2,L,G1,BO_102,2,,,,,,,,,,,,,,,
99,4,2,L,G1,BO_102,3,,,,,,,,,,,,,,,
99,4,2,L,G1,BO_102,4,,,,,,,,,,,,,,,
99,4,2,L,G1,BO_102,5,,,,,,,,,,,,,,,
99,4,2,R,G1,BO_098,1,,,,,,,,,,,,,,,
99,4,2,R,G1,BO_098,2,,,,,,,,,,,,,,,
99,4,2,R,G1,BO_098,3,,,,,,,,,,,,,,,
99,4,2,R,G1,BO_098,4,,,,,,,,,,,,,,,
99,4,2,R,G1,BO_098,5,,,,,,,,,,,,,,,
100,4,3,L,G1,BO_121,1,,,,,,,,,,,,,,,
100,4,3,L,G1,BO_121,2,,,,,,,,,,,,,,,
100,4,3,L,G1,BO_121,3,,,,,,,,,,,,,,,
100,4,3,L,G1,BO_121,4,,,,,,,,,,,,,,,
100,4,3,L,G1,BO_121,5,,,,,,,,,,,,,,,
100,4,3,R,G1,BO_147,1,,,,,,,,,,,,,,,
100,4,3,R,G1,BO_147,2,,,,,,,,,,,,,,,
100,4,3,R,G1,BO_147,3,,,,,,,,,,,,,,,
100,4,3,R,G1,BO_147,4,,,,,,,,,,,,,,,
100,4,3,R,G1,BO_147,5,,,,,,,,,,,,,,,
101,4,4,L,G1,BO_081,1,,,,,,,,,,,,,,,
101,4,4,L,G1,BO_081,2,,,,,,,,,,,,,,,
101,4,4,L,G1,BO_081,3,,,,,,,,,,,,,,,
101,4,4,L,G1,BO_081,4,,,,,,,,,,,,,,,
101,4,4,L,G1,BO_081,5,,,,,,,,,,,,,,,
101,4,4,R,G1,BO_118,1,,,,,,,,,,,,,,,
101,4,4,R,G1,BO_118,2,,,,,,,,,,,,,,,
101,4,4,R,G1,BO_118,3,,,,,,,,,,,,,,,
101,4,4,R,G1,BO_118,4,,,,,,,,,,,,,,,
101,4,4,R,G1,BO_118,5,,,,,,,,,,,,,,,
102,4,5,L,G1,BO_147,1,,,,,,,,,,,,,,,
102,4,5,L,G1,BO_147,2,,,,,,,,,,,,,,,
102,4,5,L,G1,BO_147,3,,,,,,,,,,,,,,,
102,4,5,L,G1,BO_147,4,,,,,,,,,,,,,,,
102,4,5,L,G1,BO_147,5,,,,,,,,,,,,,,,
102,4,5,R,G1,BO_021,1,,,,,,,,,,,,,,,
102,4,5,R,G1,BO_021,2,,,,,,,,,,,,,,,
102,4,5,R,G1,BO_021,3,,,,,,,,,,,,,,,
102,4,5,R,G1,BO_021,4,,,,,,,,,,,,,,,
102,4,5,R,G1,BO_021,5,,,,,,,,,,,,,,,
103,4,6,L,G1,BO_135,1,,,,,,,,,,,,,,,
103,4,6,L,G1,BO_135,2,,,,,,,,,,,,,,,
103,4,6,L,G1,BO_135,3,,,,,,,,,,,,,,,
103,4,6,L,G1,BO_135,4,,,,,,,,,,,,,,,
103,4,6,L,G1,BO_135,5,,,,,,,,,,,,,,,
103,4,6,R,G1,BO_104,1,,,,,,,,,,,,,,,
103,4,6,R,G1,BO_104,2,,,,,,,,,,,,,,,
103,4,6,R,G1,BO_104,3,,,,,,,,,,,,,,,
103,4,6,R,G1,BO_104,4,,,,,,,,,,,,,,,
103,4,6,R,G1,BO_104,5,,,,,,,,,,,,,,,
104,4,7,L,G2,BO_067,1,,,,,,,,,,,,,,,
104,4,7,L,G2,BO_067,2,,,,,,,,,,,,,,,
104,4,7,L,G2,BO_067,3,,,,,,,,,,,,,,,
104,4,7,L,G2,BO_067,4,,,,,,,,,,,,,,,
104,4,7,L,G2,BO_067,5,,,,,,,,,,,,,,,
104,4,7,R,G1,BO_123,1,,,,,,,,,,,,,,,
104,4,7,R,G1,BO_123,2,,,,,,,,,,,,,,,
104,4,7,R,G1,BO_123,3,,,,,,,,,,,,,,,
104,4,7,R,G1,BO_123,4,,,,,,,,,,,,,,,
104,4,7,R,G1,BO_123,5,,,,,,,,,,,,,,,
105,4,8,L,G1,BO_148,1,,,,,,,,,,,,,,,
105,4,8,L,G1,BO_148,2,,,,,,,,,,,,,,,
105,4,8,L,G1,BO_148,3,,,,,,,,,,,,,,,
105,4,8,L,G1,BO_148,4,,,,,,,,,,,,,,,
105,4,8,L,G1,BO_148,5,,,,,,,,,,,,,,,
105,4,8,R,G1,BO_158,1,,,,,,,,,,,,,,,
105,4,8,R,G1,BO_158,2,,,,,,,,,,,,,,,
105,4,8,R,G1,BO_158,3,,,,,,,,,,,,,,,
105,4,8,R,G1,BO_158,4,,,,,,,,,,,,,,,
105,4,8,R,G1,BO_158,5,,,,,,,,,,,,,,,
106,4,9,L,G1,BO_095,1,,,,,,,,,,,,,,,
106,4,9,L,G1,BO_095,2,,,,,,,,,,,,,,,
106,4,9,L,G1,BO_095,3,,,,,,,,,,,,,,,
106,4,9,L,G1,BO_095,4,,,,,,,,,,,,,,,
106,4,9,L,G1,BO_095,5,5,,2023-05-05,,,,,,2023-06-15,2023-05-05,1,,,15-Jun,
106,4,9,R,G1,BO_004,1,,,,,,,,,,,,,,,
106,4,9,R,G1,BO_004,2,,,,,,,,,,,,,,,
106,4,9,R,G1,BO_004,3,,,,,,,,,,,,,,,
106,4,9,R,G1,BO_004,4,,,,,,,,,,,,,,,
106,4,9,R,G1,BO_004,5,,,,,,,,,,,,,,,
107,4,10,L,G1,BO_180,1,,,,,,,,,,,,,,,
107,4,10,L,G1,BO_180,2,,,,,,,,,,,,,,,
107,4,10,L,G1,BO_180,3,,,,,,,,,,,,,,,
107,4,10,L,G1,BO_180,4,,,,,,,,,,,,,,,
107,4,10,L,G1,BO_180,5,5,,2023-05-05,,,,,,,2023-05-05,1,,,15-Jun,
107,4,10,R,G2,BO_150,1,,,,,,,,,,,,,,,
107,4,10,R,G2,BO_150,2,,,,,,,,,,,,,,,
107,4,10,R,G2,BO_150,3,,,,,,,,,,,,,,,
107,4,10,R,G2,BO_150,4,,,,,,,,,,,,,,,
107,4,10,R,G2,BO_150,5,,,,,,,,,,,,,,,
108,4,11,L,G1,BO_063,1,,,,,,,,,,,,,,,
108,4,11,L,G1,BO_063,2,,,,,,,,,,,,,,,
108,4,11,L,G1,BO_063,3,,,,,,,,,,,,,,,
108,4,11,L,G1,BO_063,4,,,,,,,,,,,,,,,
108,4,11,L,G1,BO_063,5,,,,,,,,,,,,,,,
108,4,11,R,G1,BO_070,1,,,,,,,,,,,,,,,
108,4,11,R,G1,BO_070,2,,,,,,,,,,,,,,,
108,4,11,R,G1,BO_070,3,,,,,,,,,,,,,,,
108,4,11,R,G1,BO_070,4,,,,,,,,,,,,,,,
108,4,11,R,G1,BO_070,5,,,,,,,,,,,,,,,
109,4,12,L,G1,BO_166,1,,,,,,,,,,,,,,,
109,4,12,L,G1,BO_166,2,,,,,,,,,,,,,,,
109,4,12,L,G1,BO_166,3,,,,,,,,,,,,,,,
109,4,12,L,G1,BO_166,4,,,,,,,,,,,,,,,
109,4,12,L,G1,BO_166,5,,,,,,,,,,,,,,,
109,4,12,R,G1,BO_022,1,,,,,,,,,,,,,,,
109,4,12,R,G1,BO_022,2,,,,,,,,,,,,,,,
109,4,12,R,G1,BO_022,3,,,,,,,,,,,,,,,
109,4,12,R,G1,BO_022,4,,,,,,,,,,,,,,,
109,4,12,R,G1,BO_022,5,,,,,,,,,,,,,,,
110,4,13,L,G2,BO_095,1,,,,,,,,,,,,,,,
110,4,13,L,G2,BO_095,2,,,,,,,,,,,,,,,
110,4,13,L,G2,BO_095,3,,,,,,,,,,,,,,,
110,4,13,L,G2,BO_095,4,,,,,,,,,,,,,,,
110,4,13,L,G2,BO_095,5,,,,,,,,,,,,,,,
110,4,13,R,G1,BO_198,1,,,,,,,,,,,,,,,
110,4,13,R,G1,BO_198,2,,,,,,,,,,,,,,,
110,4,13,R,G1,BO_198,3,,,,,,,,,,,,,,,
110,4,13,R,G1,BO_198,4,,,,,,,,,,,,,,,
110,4,13,R,G1,BO_198,5,,,,,,,,,,,,,,,
111,4,14,L,G1,BO_052,1,,,,,,,,,,,,,,,
111,4,14,L,G1,BO_052,2,,,,,,,,,,,,,,,
111,4,14,L,G1,BO_052,3,,,,,,,,,,,,,,,
111,4,14,L,G1,BO_052,4,,,,,,,,,,,,,,,
111,4,14,L,G1,BO_052,5,,,,,,,,,,,,,,,
111,4,14,R,G1,BO_199,1,,,,,,,,,,,,,,,
111,4,14,R,G1,BO_199,2,,,,,,,,,,,,,,,
111,4,14,R,G1,BO_199,3,,,,,,,,,,,,,,,
111,4,14,R,G1,BO_199,4,,,,,,,,,,,,,,,
111,4,14,R,G1,BO_199,5,,,,,,,,,,,,,,,
112,4,15,L,G1,BO_071,1,,,,,,,,,,,,,,,
112,4,15,L,G1,BO_071,2,,,,,,,,,,,,,,,
112,4,15,L,G1,BO_071,3,,,,,,,,,,,,,,,
112,4,15,L,G1,BO_071,4,,,,,,,,,,,,,,,
112,4,15,L,G1,BO_071,5,,,,,,,,,,,,,,,
112,4,15,R,G2,BO_031,1,,,,,,,,,,,,,,,
112,4,15,R,G2,BO_031,2,,,,,,,,,,,,,,,
112,4,15,R,G2,BO_031,3,,,,,,,,,,,,,,,
112,4,15,R,G2,BO_031,4,,,,,,,,,,,,,,,
112,4,15,R,G2,BO_031,5,,,,,,,,,,,,,,,
113,4,16,L,G1,BO_126,1,,,,,,,,,,,,,,,
113,4,16,L,G1,BO_126,2,,,,,,,,,,,,,,,
113,4,16,L,G1,BO_126,3,,,,,,,,,,,,,,,
113,4,16,L,G1,BO_126,4,,,,,,,,,,,,,,,
113,4,16,L,G1,BO_126,5,,,,,,,,,,,,,,,
113,4,16,R,G2,BO_141,1,,,,,,,,,,,,,,,
113,4,16,R,G2,BO_141,2,,,,,,,,,,,,,,,
113,4,16,R,G2,BO_141,3,,,,,,,,,,,,,,,
113,4,16,R,G2,BO_141,4,,,,,,,,,,,,,,,
113,4,16,R,G2,BO_141,5,,,,,,,,,,,,,,,
114,4,17,L,G1,BO_154,1,,,,,,,,,,,,,,,
114,4,17,L,G1,BO_154,2,,,,,,,,,,,,,,,
114,4,17,L,G1,BO_154,3,,,,,,,,,,,,,,,
114,4,17,L,G1,BO_154,4,,,,,,,,,,,,,,,
114,4,17,L,G1,BO_154,5,,,,,,,,,,,,,,,
114,4,17,R,G1,BO_012,1,,,,,,,,,,,,,,,
114,4,17,R,G1,BO_012,2,,,,,,,,,,,,,,,
114,4,17,R,G1,BO_012,3,,,,,,,,,,,,,,,
114,4,17,R,G1,BO_012,4,,,,,,,,,,,,,,,
114,4,17,R,G1,BO_012,5,,,,,,,,,,,,,,,
115,4,18,L,G1,BO_053,1,,,,,,,,,,,,,,,
115,4,18,L,G1,BO_053,2,,,,,,,,,,,,,,,
115,4,18,L,G1,BO_053,3,,,,,,,,,,,,,,,
115,4,18,L,G1,BO_053,4,,,,,,,,,,,,,,,
115,4,18,L,G1,BO_053,5,,,,,,,,,,,,,,,
115,4,18,R,G1,BO_053,1,,,,,,,,,,,,,,,
115,4,18,R,G1,BO_053,2,,,,,,,,,,,,,,,
115,4,18,R,G1,BO_053,3,,,,,,,,,,,,,,,
115,4,18,R,G1,BO_053,4,,,,,,,,,,,,,,,
115,4,18,R,G1,BO_053,5,,,,,,,,,,,,,,,
116,4,19,L,G1,BO_125,1,,,,,,,,,,,,,,,
116,4,19,L,G1,BO_125,2,,,,,,,,,,,,,,,
116,4,19,L,G1,BO_125,3,3,,2023-05-05,2023-05-17,,,,,,2023-05-05,1,,,15-Jun,
116,4,19,L,G1,BO_125,4,,,,,,,,,,,,,,,
116,4,19,L,G1,BO_125,5,,,,,,,,,,,,,,,
116,4,19,R,G1,BO_024,1,,,,,,,,,,,,,,,
116,4,19,R,G1,BO_024,2,,,,,,,,,,,,,,,
116,4,19,R,G1,BO_024,3,,,,,,,,,,,,,,,
116,4,19,R,G1,BO_024,4,,,,,,,,,,,,,,,
116,4,19,R,G1,BO_024,5,,,,,,,,,,,,,,,
117,4,20,L,G1,BO_150,1,,,,,,,,,,,,,,,
117,4,20,L,G1,BO_150,2,,,,,,,,,,,,,,,
117,4,20,L,G1,BO_150,3,,,,,,,,,,,,,,,
117,4,20,L,G1,BO_150,4,,,,,,,,,,,,,,,
117,4,20,L,G1,BO_150,5,,,,,,,,,,,,,,,
117,4,20,R,G1,BO_054,1,,,,,,,,,,,,,,,
117,4,20,R,G1,BO_054,2,,,,,,,,,,,,,,,
117,4,20,R,G1,BO_054,3,,,,,,,,,,,,,,,
117,4,20,R,G1,BO_054,4,,,,,,,,,,,,,,,
117,4,20,R,G1,BO_054,5,,,,,,,,,,,,,,,
118,4,21,L,G1,BO_106,1,,,,,,,,,,,,,,,
118,4,21,L,G1,BO_106,2,,,,,,,,,,,,,,,
118,4,21,L,G1,BO_106,3,,,,,,,,,,,,,,,
118,4,21,L,G1,BO_106,4,,,,,,,,,,,,,,,
118,4,21,L,G1,BO_106,5,,,,,,,,,,,,,,,
118,4,21,R,G1,BO_146,1,,,,,,,,,,,,,,,
118,4,21,R,G1,BO_146,2,,,,,,,,,,,,,,,
118,4,21,R,G1,BO_146,3,,,,,,,,,,,,,,,
118,4,21,R,G1,BO_146,4,,,,,,,,,,,,,,,
118,4,21,R,G1,BO_146,5,,,,,,,,,,,,,,,
119,4,22,L,G1,BO_054,1,,,,,,,,,,,,,,,
119,4,22,L,G1,BO_054,2,,,,,,,,,,,,,,,
119,4,22,L,G1,BO_054,3,,,,,,,,,,,,,,,
119,4,22,L,G1,BO_054,4,,,,,,,,,,,,,,,
119,4,22,L,G1,BO_054,5,,,,,,,,,,,,,,,
119,4,22,R,G1,BO_029,1,,,,,,,,,,,,,,,
119,4,22,R,G1,BO_029,2,,,,,,,,,,,,,,,
119,4,22,R,G1,BO_029,3,,,,,,,,,,,,,,,
119,4,22,R,G1,BO_029,4,,,,,,,,,,,,,,,
119,4,22,R,G1,BO_029,5,,,,,,,,,,,,,,,
120,4,23,L,G1,BO_114,1,,,,,,,,,,,,,,,
120,4,23,L,G1,BO_114,2,,,,,,,,,,,,,,,
120,4,23,L,G1,BO_114,3,,,,,,,,,,,,,,,
120,4,23,L,G1,BO_114,4,,,,,,,,,,,,,,,
120,4,23,L,G1,BO_114,5,,,,,,,,,,,,,,,
120,4,23,R,G1,BO_022,1,,,,,,,,,,,,,,,
120,4,23,R,G1,BO_022,2,,,,,,,,,,,,,,,
120,4,23,R,G1,BO_022,3,,,,,,,,,,,,,,,
120,4,23,R,G1,BO_022,4,,,,,,,,,,,,,,,
120,4,23,R,G1,BO_022,5,,,,,,,,,,,,,,,
121,4,24,L,G2,BO_021,1,,,,,,,,,,,,,,,
121,4,24,L,G2,BO_021,2,,,,,,,,,,,,,,,
121,4,24,L,G2,BO_021,3,,,,,,,,,,,,,,,
121,4,24,L,G2,BO_021,4,,,,,,,,,,,,,,,
121,4,24,L,G2,BO_021,5,,,,,,,,,,,,,,,
121,4,24,R,G2,BO_131,1,,,,,,,,,,,,,,,
121,4,24,R,G2,BO_131,2,,,,,,,,,,,,,,,
121,4,24,R,G2,BO_131,3,,,,,,,,,,,,,,,
121,4,24,R,G2,BO_131,4,,,,,,,,,,,,,,,
121,4,24,R,G2,BO_131,5,,,,,,,,,,,,,,,
122,4,25,L,G2,BO_108,1,,,,,,,,,,,,,,,
122,4,25,L,G2,BO_108,2,,,,,,,,,,,,,,,
122,4,25,L,G2,BO_108,3,,,,,,,,,,,,,,,
122,4,25,L,G2,BO_108,4,,,,,,,,,,,,,,,
122,4,25,L,G2,BO_108,5,,,,,,,,,,,,,,,
122,4,25,R,G1,BO_132,1,,,,,,,,,,,,,,,
122,4,25,R,G1,BO_132,2,,,,,,,,,,,,,,,
122,4,25,R,G1,BO_132,3,,,,,,,,,,,,,,,
122,4,25,R,G1,BO_132,4,,,,,,,,,,,,,,,
122,4,25,R,G1,BO_132,5,,,,,,,,,,,,,,,
123,4,26,L,G1,BO_161,1,,,,,,,,,,,,,,,
123,4,26,L,G1,BO_161,2,,,,,,,,,,,,,,,
123,4,26,L,G1,BO_161,3,,,,,,,,,,,,,,,
