Sequence,Transect,Segment,side,Gen,Recipient,Plant_ID,Fit_plant,FD_01,FD_02,FD_03,FD_04,FD_05,FD_06,FD_07,LeafD,FLR_P,F_Num_01,17-May,F_Num_03,Skeleton,Notes
307,10,28,L,G1,BO_176,5,,,2023-05-05,,,,,,,,1,,,,
307,10,28,R,G1,BO_178,1,,,,,,,,,,,,,,,
307,10,28,R,G1,BO_178,2,,,,,,,,,,,,,,,
307,10,28,R,G1,BO_178,3,,,,,,,,,,,,,,,
307,10,28,R,G1,BO_178,4,,,,,,,,,,,,,,,
307,10,28,R,G1,BO_178,5,,,,,,,,,,,,,,,
308,10,29,L,G1,BO_145,1,,,,,,,,,,,,,,,
308,10,29,L,G1,BO_145,2,,,,,,,,,,,,,,,
308,10,29,L,G1,BO_145,3,,,,,,,,,,,,,,,
308,10,29,L,G1,BO_145,4,,,,,,,,,,,,,,,
308,10,29,L,G1,BO_145,5,,,,,,,,,,,,,,,
308,10,29,R,G1,BO_180,1,,,,,,,,,,,,,,,
308,10,29,R,G1,BO_180,2,,,,,,,,,,,,,,,
308,10,29,R,G1,BO_180,3,3,,,2023-05-17,,,,,2023-05-17,,,1,,2-Jun,
308,10,29,R,G1,BO_180,4,,,,,,,,,,,,,,,
308,10,29,R,G1,BO_180,5,,,,,,,,,,,,,,,
309,10,30,L,G2,BO_088,1,1,,2023-05-05,,,,,,,,1,,,2-Jun,
309,10,30,L,G2,BO_088,2,,,,,,,,,,,,,,,
309,10,30,L,G2,BO_088,3,,,,,,,,,,,,,,,
309,10,30,L,G2,BO_088,4,,,,,,,,,,,,,,,
309,10,30,L,G2,BO_088,5,,,2023-05-05,2023-05-17,,,,,2023-05-05,,1,,,,
309,10,30,R,G1,BO_018,1,,,,,,,,,,,,,,,
309,10,30,R,G1,BO_018,2,,,,,,,,,,,,,,,
309,10,30,R,G1,BO_018,3,,,,,,,,,,,,,,,
309,10,30,R,G1,BO_018,4,4,,2023-05-05,,,,,,,2023-05-05,3,,,,
309,10,30,R,G1,BO_018,5,,,2023-05-05,,,,,,2023-05-05,,3,,,,
310,10,31,L,G1,BO_154,1,,,,,,,,,,,,,,,
310,10,31,L,G1,BO_154,2,,,,,,,,,,,,,,,
310,10,31,L,G1,BO_154,3,,,,,,,,,,,,,,,
310,10,31,L,G1,BO_154,4,,,,,,,,,,,,,,,
310,10,31,L,G1,BO_154,5,,,,,,,,,,,,,,,
310,10,31,R,(empty),BO_ NA,1,,,,,,,,,,,,,,,
310,10,31,R,(empty),BO_ NA,2,,,,,,,,,,,,,,,
310,10,31,R,(empty),BO_ NA,3,,,,,,,,,,,,,,,
310,10,31,R,(empty),BO_ NA,4,,,,,,,,,,,,,,,
310,10,31,R,(empty),BO_ NA,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,258,,,,,,,,,,,,,,
