Sequence,Transect,Segment,position,Gen,Recipient,Plant_ID,Fit_plant,FD_01,FD_02,FD_03,FD_04,FD_05,FD_06,FD_07,LeafD,FLR_P,Notes
192,6,13,L,G1,AC_172,4,,,,,,,,,,,
192,6,13,L,G1,AC_172,5,,,,,,,,,,,
192,6,13,R,G1,AC_122,1,,,,,,,,,,,
192,6,13,R,G1,AC_122,2,,,,,,,,,,,
192,6,13,R,G1,AC_122,3,,,,,,,,,,,
192,6,13,R,G1,AC_122,4,,,,,,,,,,,
192,6,13,R,G1,AC_122,5,,,,,,,,,,,
193,6,14,L,G2,AC_197,1,,,,,,,,,,,
193,6,14,L,G2,AC_197,2,,,,,,,,,,,
193,6,14,L,G2,AC_197,3,,,,,,,,,,,
193,6,14,L,G2,AC_197,4,,,,,,,,,,,
193,6,14,L,G2,AC_197,5,,,,,,,,,,,
193,6,14,R,G2,AC_120,1,,,,,,,,,,,
193,6,14,R,G2,AC_120,2,,,,,,,,,,,
193,6,14,R,G2,AC_120,3,,,,,,,,,,,
193,6,14,R,G2,AC_120,4,,,,,,,,,,,
193,6,14,R,G2,AC_120,5,,,,,,,,,,,
194,6,15,L,G2,AC_213,1,,,,,,,,,,,
194,6,15,L,G2,AC_213,2,,,,,,,,,,,
194,6,15,L,G2,AC_213,3,,,,,,,,,,,
194,6,15,L,G2,AC_213,4,,,,,,,,,,,
194,6,15,L,G2,AC_213,5,,,,,,,,,,,
194,6,15,R,G1,AC_158,1,,,,,,,,,,,
194,6,15,R,G1,AC_158,2,,,,,,,,,,,
194,6,15,R,G1,AC_158,3,,,,,,,,,,,
194,6,15,R,G1,AC_158,4,,,,,,,,,,,
194,6,15,R,G1,AC_158,5,,,,,,,,,,,
195,6,16,L,G1,AC_109,1,,,,,,,,,,,
195,6,16,L,G1,AC_109,2,,,,,,,,,,,
195,6,16,L,G1,AC_109,3,,,,,,,,,,,
195,6,16,L,G1,AC_109,4,,,,,,,,,,,
195,6,16,L,G1,AC_109,5,,,,,,,,,,,
195,6,16,R,G2,AC_205,1,,,,,,,,,,,
195,6,16,R,G2,AC_205,2,,,,,,,,,,,
195,6,16,R,G2,AC_205,3,,,,,,,,,,,
195,6,16,R,G2,AC_205,4,,,,,,,,,,,
195,6,16,R,G2,AC_205,5,,,,,,,,,,,
196,6,17,L,G1,AC_172,1,,,,,,,,,,,
196,6,17,L,G1,AC_172,2,,,,,,,,,,,
196,6,17,L,G1,AC_172,3,,,,,,,,,,,
196,6,17,L,G1,AC_172,4,,,,,,,,,,,
196,6,17,L,G1,AC_172,5,,,,,,,,,,,
196,6,17,R,G2,AC_143,1,,,,,,,,,,,
196,6,17,R,G2,AC_143,2,,,,,,,,,,,
196,6,17,R,G2,AC_143,3,,,,,,,,,,,
196,6,17,R,G2,AC_143,4,,,,,,,,,,,
196,6,17,R,G2,AC_143,5,,,,,,,,,,,
197,6,18,L,G2,AC_094,1,,,,,,,,,,,
197,6,18,L,G2,AC_094,2,,,,,,,,,,,
197,6,18,L,G2,AC_094,3,,,,,,,,,,,
197,6,18,L,G2,AC_094,4,,,,,,,,,,,
197,6,18,L,G2,AC_094,5,,,,,,,,,,,
197,6,18,R,G1,AC_099,1,,,,,,,,,,,
197,6,18,R,G1,AC_099,2,,,,,,,,,,,
197,6,18,R,G1,AC_099,3,,,,,,,,,,,
197,6,18,R,G1,AC_099,4,,,,,,,,,,,
197,6,18,R,G1,AC_099,5,,,,,,,,,,,
198,6,19,L,G2,AC_185,1,,,,,,,,,,,
198,6,19,L,G2,AC_185,2,,,,,,,,,,,
198,6,19,L,G2,AC_185,3,,,,,,,,,,,
198,6,19,L,G2,AC_185,4,,,,,,,,,,,
198,6,19,L,G2,AC_185,5,,,,,,,,,,,
198,6,19,R,G1,AC_066,1,,,,,,,,,,,
198,6,19,R,G1,AC_066,2,,,,,,,,,,,
198,6,19,R,G1,AC_066,3,,,,,,,,,,,
198,6,19,R,G1,AC_066,4,,,,,,,,,,,
198,6,19,R,G1,AC_066,5,,,,,,,,,,,
199,6,20,L,G1,AC_172,1,,,,,,,,,,,
199,6,20,L,G1,AC_172,2,,,,,,,,,,,
199,6,20,L,G1,AC_172,3,,,,,,,,,,,
199,6,20,L,G1,AC_172,4,,,,,,,,,,,
199,6,20,L,G1,AC_172,5,,,,,,,,,,,
199,6,20,R,G2,AC_142,1,,,,,,,,,,,
199,6,20,R,G2,AC_142,2,,,,,,,,,,,
199,6,20,R,G2,AC_142,3,,,,,,,,,,,
199,6,20,R,G2,AC_142,4,,,,,,,,,,,
199,6,20,R,G2,AC_142,5,,,,,,,,,,,
200,6,21,L,G2,AC_171,1,,,,,,,,,,,
200,6,21,L,G2,AC_171,2,,,,,,,,,,,
200,6,21,L,G2,AC_171,3,,,,,,,,,,,
200,6,21,L,G2,AC_171,4,,,,,,,,,,,
200,6,21,L,G2,AC_171,5,,,,,,,,,,,
200,6,21,R,G2,AC_199,1,,,,,,,,,,,
200,6,21,R,G2,AC_199,2,,,,,,,,,,,
200,6,21,R,G2,AC_199,3,,,,,,,,,,,
200,6,21,R,G2,AC_199,4,,,,,,,,,,,
200,6,21,R,G2,AC_199,5,,,,,,,,,,,
201,6,22,L,G1,AC_074,1,,,,,,,,,,,
201,6,22,L,G1,AC_074,2,,,,,,,,,,,
201,6,22,L,G1,AC_074,3,,,,,,,,,,,
201,6,22,L,G1,AC_074,4,,,,,,,,,,,
201,6,22,L,G1,AC_074,5,,,,,,,,,,,
201,6,22,R,G1,AC_193,1,,,,,,,,,,,
201,6,22,R,G1,AC_193,2,,,,,,,,,,,
201,6,22,R,G1,AC_193,3,,,,,,,,,,,
201,6,22,R,G1,AC_193,4,,,,,,,,,,,
201,6,22,R,G1,AC_193,5,,,,,,,,,,,
202,6,23,L,G2,AC_115,1,,,,,,,,,,,
202,6,23,L,G2,AC_115,2,,,,,,,,,,,
202,6,23,L,G2,AC_115,3,,,,,,,,,,,
202,6,23,L,G2,AC_115,4,,,,,,,,,,,
202,6,23,L,G2,AC_115,5,,,,,,,,,,,
202,6,23,R,G1,AC_062,1,,,,,,,,,,,
202,6,23,R,G1,AC_062,2,,,,,,,,,,,
202,6,23,R,G1,AC_062,3,,,,,,,,,,,
202,6,23,R,G1,AC_062,4,,,,,,,,,,,
202,6,23,R,G1,AC_062,5,,,,,,,,,,,
203,6,24,L,G1,AC_151,1,,,,,,,,,,,
203,6,24,L,G1,AC_151,2,,,,,,,,,,,
203,6,24,L,G1,AC_151,3,,,,,,,,,,,
203,6,24,L,G1,AC_151,4,,,,,,,,,,,
203,6,24,L,G1,AC_151,5,,,,,,,,,,,
203,6,24,R,G1,AC_189,1,,,,,,,,,,,
203,6,24,R,G1,AC_189,2,,,,,,,,,,,
203,6,24,R,G1,AC_189,3,,,,,,,,,,,
203,6,24,R,G1,AC_189,4,,,,,,,,,,,
203,6,24,R,G1,AC_189,5,,,,,,,,,,,
204,6,25,L,G2,AC_090,1,,,,,,,,,,,
204,6,25,L,G2,AC_090,2,,,,,,,,,,,
204,6,25,L,G2,AC_090,3,,,,,,,,,,,
204,6,25,L,G2,AC_090,4,,,,,,,,,,,
204,6,25,L,G2,AC_090,5,,,,,,,,,,,
204,6,25,R,G1,AC_055,1,,,,,,,,,,,
204,6,25,R,G1,AC_055,2,,,,,,,,,,,
204,6,25,R,G1,AC_055,3,,,,,,,,,,,
204,6,25,R,G1,AC_055,4,,,,,,,,,,,
204,6,25,R,G1,AC_055,5,,,,,,,,,,,
205,6,26,L,G1,AC_143,1,,,,,,,,,,,
205,6,26,L,G1,AC_143,2,,,,,,,,,,,
205,6,26,L,G1,AC_143,3,,,,,,,,,,,
205,6,26,L,G1,AC_143,4,,,,,,,,,,,
205,6,26,L,G1,AC_143,5,,,,,,,,,,,
205,6,26,R,G2,AC_208,1,,,,,,,,,,,
205,6,26,R,G2,AC_208,2,,,,,,,,,,,
205,6,26,R,G2,AC_208,3,,,,,,,,,,,
205,6,26,R,G2,AC_208,4,,,,,,,,,,,
205,6,26,R,G2,AC_208,5,,,,,,,,,,,
206,6,27,L,G2,AC_182,1,,,,,,,,,,,
206,6,27,L,G2,AC_182,2,,,,,,,,,,,
206,6,27,L,G2,AC_182,3,,,,,,,,,,,
206,6,27,L,G2,AC_182,4,,,,,,,,,,,
206,6,27,L,G2,AC_182,5,,,,,,,,,,,
206,6,27,R,G1,AC_130,1,,,,,,,,,,,
206,6,27,R,G1,AC_130,2,,,,,,,,,,,
206,6,27,R,G1,AC_130,3,,,,,,,,,,,
206,6,27,R,G1,AC_130,4,,,,,,,,,,,
206,6,27,R,G1,AC_130,5,,,,,,,,,,,
207,6,28,L,G2,AC_016,1,,,,,,,,,,,
207,6,28,L,G2,AC_016,2,,,,,,,,,,,
207,6,28,L,G2,AC_016,3,,,,,,,,,,,
207,6,28,L,G2,AC_016,4,,,,,,,,,,,
207,6,28,L,G2,AC_016,5,,,,,,,,,,,
207,6,28,R,G2,AC_131,1,,,,,,,,,,,
207,6,28,R,G2,AC_131,2,,,,,,,,,,,
207,6,28,R,G2,AC_131,3,,,,,,,,,,,
207,6,28,R,G2,AC_131,4,,,,,,,,,,,
207,6,28,R,G2,AC_131,5,,,,,,,,,,,
208,6,29,L,G2,AC_086,1,,,,,,,,,,,
208,6,29,L,G2,AC_086,2,,,,,,,,,,,
208,6,29,L,G2,AC_086,3,,,,,,,,,,,
208,6,29,L,G2,AC_086,4,,,,,,,,,,,
208,6,29,L,G2,AC_086,5,,,,,,,,,,,
208,6,29,R,G2,AC_186,1,,,,,,,,,,,
208,6,29,R,G2,AC_186,2,,,,,,,,,,,
208,6,29,R,G2,AC_186,3,,,,,,,,,,,
208,6,29,R,G2,AC_186,4,,,,,,,,,,,
208,6,29,R,G2,AC_186,5,,,,,,,,,,,
209,6,30,L,G2,AC_052,1,,,,,,,,,,,
209,6,30,L,G2,AC_052,2,,,,,,,,,,,
209,6,30,L,G2,AC_052,3,,,,,,,,,,,
209,6,30,L,G2,AC_052,4,,,,,,,,,,,
209,6,30,L,G2,AC_052,5,,,,,,,,,,,
209,6,30,R,G2,AC_158,1,,,,,,,,,,,
209,6,30,R,G2,AC_158,2,,,,,,,,,,,
209,6,30,R,G2,AC_158,3,,,,,,,,,,,
209,6,30,R,G2,AC_158,4,,,,,,,,,,,
209,6,30,R,G2,AC_158,5,,,,,,,,,,,
210,6,31,L,G2,AC_034,1,,,,,,,,,,,
210,6,31,L,G2,AC_034,2,,,,,,,,,,,
210,6,31,L,G2,AC_034,3,,,,,,,,,,,
210,6,31,L,G2,AC_034,4,,,,,,,,,,,
210,6,31,L,G2,AC_034,5,,,,,,,,,,,
210,6,31,R,G1,AC_171,1,,,,,,,,,,,
210,6,31,R,G1,AC_171,2,,,,,,,,,,,
210,6,31,R,G1,AC_171,3,,,,,,,,,,,
210,6,31,R,G1,AC_171,4,,,,,,,,,,,
210,6,31,R,G1,AC_171,5,,,,,,,,,,,
211,6,32,L,G1,AC_178,1,,,,,,,,,,,
211,6,32,L,G1,AC_178,2,,,,,,,,,,,
211,6,32,L,G1,AC_178,3,,,,,,,,,,,
211,6,32,L,G1,AC_178,4,,,,,,,,,,,
211,6,32,L,G1,AC_178,5,,,,,,,,,,,
211,6,32,R,G1,AC_181,1,,,,,,,,,,,
211,6,32,R,G1,AC_181,2,,,,,,,,,,,
211,6,32,R,G1,AC_181,3,,,,,,,,,,,
211,6,32,R,G1,AC_181,4,,,,,,,,,,,
211,6,32,R,G1,AC_181,5,,,,,,,,,,,
212,6,33,L,G1,AC_213,1,,,,,,,,,,,NOT PLANTED
212,6,33,L,G1,AC_213,2,,,,,,,,,,,NOT PLANTED
212,6,33,L,G1,AC_213,3,,,,,,,,,,,NOT PLANTED
212,6,33,L,G1,AC_213,4,,,,,,,,,,,NOT PLANTED
212,6,33,L,G1,AC_213,5,,,,,,,,,,,NOT PLANTED
212,6,33,R,G1,AC_182,1,,,,,,,,,,,
212,6,33,R,G1,AC_182,2,,,,,,,,,,,
212,6,33,R,G1,AC_182,3,,,,,,,,,,,
212,6,33,R,G1,AC_182,4,,,,,,,,,,,
212,6,33,R,G1,AC_182,5,,,,,,,,,,,
213,6,34,L,G1,AC_128,1,,,,,,,,,,,
213,6,34,L,G1,AC_128,2,,,,,,,,,,,
213,6,34,L,G1,AC_128,3,,,,,,,,,,,
213,6,34,L,G1,AC_128,4,,,,,,,,,,,
213,6,34,L,G1,AC_128,5,,,,,,,,,,,
213,6,34,R,G2,AC_147,1,,,,,,,,,,,
213,6,34,R,G2,AC_147,2,,,,,,,,,,,
213,6,34,R,G2,AC_147,3,,,,,,,,,,,
213,6,34,R,G2,AC_147,4,,,,,,,,,,,
213,6,34,R,G2,AC_147,5,,,,,,,,,,,
214,6,35,L,G2,AC_203,1,,,,,,,,,,,
214,6,35,L,G2,AC_203,2,,,,,,,,,,,
214,6,35,L,G2,AC_203,3,,,,,,,,,,,
214,6,35,L,G2,AC_203,4,,,,,,,,,,,
214,6,35,L,G2,AC_203,5,,,,,,,,,,,
214,6,35,R,G1,AC_118,1,,,,,,,,,,,
214,6,35,R,G1,AC_118,2,,,,,,,,,,,
214,6,35,R,G1,AC_118,3,,,,,,,,,,,
214,6,35,R,G1,AC_118,4,,,,,,,,,,,
214,6,35,R,G1,AC_118,5,,,,,,,,,,,
215,7,1,L,G1,AC_142,1,,,,,,,,,,,
215,7,1,L,G1,AC_142,2,,,,,,,,,,,
215,7,1,L,G1,AC_142,3,,,,,,,,,,,
215,7,1,L,G1,AC_142,4,,,,,,,,,,,
215,7,1,L,G1,AC_142,5,,,,,,,,,,,
215,7,1,R,G1,AC_191,1,,,,,,,,,,,
215,7,1,R,G1,AC_191,2,,,,,,,,,,,
215,7,1,R,G1,AC_191,3,,,,,,,,,,,
215,7,1,R,G1,AC_191,4,,,,,,,,,,,
215,7,1,R,G1,AC_191,5,,,,,,,,,,,
216,7,2,L,G2,AC_072,1,,,,,,,,,,,
216,7,2,L,G2,AC_072,2,,,,,,,,,,,
216,7,2,L,G2,AC_072,3,,,,,,,,,,,
216,7,2,L,G2,AC_072,4,,,,,,,,,,,
216,7,2,L,G2,AC_072,5,,,,,,,,,,,
216,7,2,R,G1,AC_110,1,,,,,,,,,,,
216,7,2,R,G1,AC_110,2,,,,,,,,,,,
216,7,2,R,G1,AC_110,3,,,,,,,,,,,
216,7,2,R,G1,AC_110,4,,,,,,,,,,,
216,7,2,R,G1,AC_110,5,,,,,,,,,,,
217,7,3,L,G2,AC_191,1,,,,,,,,,,,
217,7,3,L,G2,AC_191,2,,,,,,,,,,,
217,7,3,L,G2,AC_191,3,,,,,,,,,,,
217,7,3,L,G2,AC_191,4,,,,,,,,,,,
217,7,3,L,G2,AC_191,5,,,,,,,,,,,
217,7,3,R,G2,AC_070,1,,,,,,,,,,,
217,7,3,R,G2,AC_070,2,,,,,,,,,,,
217,7,3,R,G2,AC_070,3,,,,,,,,,,,
217,7,3,R,G2,AC_070,4,,,,,,,,,,,
217,7,3,R,G2,AC_070,5,,,,,,,,,,,
218,7,4,L,G2,AC_187,1,,,,,,,,,,,
218,7,4,L,G2,AC_187,2,,,,,,,,,,,
218,7,4,L,G2,AC_187,3,,,,,,,,,,,
218,7,4,L,G2,AC_187,4,,,,,,,,,,,
218,7,4,L,G2,AC_187,5,,,,,,,,,,,
218,7,4,R,G1,AC_201,1,,,,,,,,,,,
218,7,4,R,G1,AC_201,2,,,,,,,,,,,
218,7,4,R,G1,AC_201,3,,,,,,,,,,,
218,7,4,R,G1,AC_201,4,,,,,,,,,,,
218,7,4,R,G1,AC_201,5,,,,,,,,,,,
219,7,5,L,G1,AC_070,1,,,,,,,,,,,
219,7,5,L,G1,AC_070,2,,,,,,,,,,,
219,7,5,L,G1,AC_070,3,,,,,,,,,,,
219,7,5,L,G1,AC_070,4,,,,,,,,,,,
219,7,5,L,G1,AC_070,5,,,,,,,,,,,
219,7,5,R,G1,AC_083,1,,,,,,,,,,,
219,7,5,R,G1,AC_083,2,,,,,,,,,,,
219,7,5,R,G1,AC_083,3,,,,,,,,,,,
219,7,5,R,G1,AC_083,4,,,,,,,,,,,
219,7,5,R,G1,AC_083,5,,,,,,,,,,,
220,7,6,L,G2,AC_172,1,,,,,,,,,,,
220,7,6,L,G2,AC_172,2,,,,,,,,,,,
220,7,6,L,G2,AC_172,3,,,,,,,,,,,
220,7,6,L,G2,AC_172,4,,,,,,,,,,,
220,7,6,L,G2,AC_172,5,,,,,,,,,,,
220,7,6,R,G1,AC_095,1,,,,,,,,,,,
220,7,6,R,G1,AC_095,2,,,,,,,,,,,
220,7,6,R,G1,AC_095,3,,,,,,,,,,,
220,7,6,R,G1,AC_095,4,,,,,,,,,,,
220,7,6,R,G1,AC_095,5,,,,,,,,,,,
221,7,7,L,G1,AC_056,1,,,,,,,,,,,
221,7,7,L,G1,AC_056,2,,,,,,,,,,,
221,7,7,L,G1,AC_056,3,,,,,,,,,,,
221,7,7,L,G1,AC_056,4,,,,,,,,,,,
221,7,7,L,G1,AC_056,5,,,,,,,,,,,
221,7,7,R,G1,AC_055,1,,,,,,,,,,,
221,7,7,R,G1,AC_055,2,,,,,,,,,,,
221,7,7,R,G1,AC_055,3,,,,,,,,,,,
221,7,7,R,G1,AC_055,4,,,,,,,,,,,
221,7,7,R,G1,AC_055,5,,,,,,,,,,,
222,7,8,L,G2,AC_211,1,,,,,,,,,,,
222,7,8,L,G2,AC_211,2,,,,,,,,,,,
222,7,8,L,G2,AC_211,3,,,,,,,,,,,
222,7,8,L,G2,AC_211,4,,,,,,,,,,,
222,7,8,L,G2,AC_211,5,,,,,,,,,,,
222,7,8,R,G2,AC_199,1,,,,,,,,,,,
222,7,8,R,G2,AC_199,2,,,,,,,,,,,
222,7,8,R,G2,AC_199,3,,,,,,,,,,,
222,7,8,R,G2,AC_199,4,,,,,,,,,,,
222,7,8,R,G2,AC_199,5,,,,,,,,,,,
223,7,9,L,G1,AC_052,1,,,,,,,,,,,
223,7,9,L,G1,AC_052,2,,,,,,,,,,,
223,7,9,L,G1,AC_052,3,,,,,,,,,,,
223,7,9,L,G1,AC_052,4,,,,,,,,,,,
223,7,9,L,G1,AC_052,5,,,,,,,,,,,
223,7,9,R,G2,AC_204,1,,,,,,,,,,,
223,7,9,R,G2,AC_204,2,,,,,,,,,,,
223,7,9,R,G2,AC_204,3,,,,,,,,,,,
223,7,9,R,G2,AC_204,4,,,,,,,,,,,
223,7,9,R,G2,AC_204,5,,,,,,,,,,,
224,7,10,L,G1,AC_074,1,,,,,,,,,,,
224,7,10,L,G1,AC_074,2,,,,,,,,,,,
224,7,10,L,G1,AC_074,3,,,,,,,,,,,
224,7,10,L,G1,AC_074,4,,,,,,,,,,,
224,7,10,L,G1,AC_074,5,,,,,,,,,,,
224,7,10,R,G1,AC_179,1,,,,,,,,,,,
224,7,10,R,G1,AC_179,2,,,,,,,,,,,
224,7,10,R,G1,AC_179,3,,,,,,,,,,,
224,7,10,R,G1,AC_179,4,,,,,,,,,,,
224,7,10,R,G1,AC_179,5,,,,,,,,,,,
225,7,11,L,G1,AC_114,1,,,,,,,,,,,
225,7,11,L,G1,AC_114,2,,,,,,,,,,,
225,7,11,L,G1,AC_114,3,,,,,,,,,,,
225,7,11,L,G1,AC_114,4,,,,,,,,,,,
225,7,11,L,G1,AC_114,5,,,,,,,,,,,
225,7,11,R,G2,AC_200,1,,,,,,,,,,,
225,7,11,R,G2,AC_200,2,,,,,,,,,,,
225,7,11,R,G2,AC_200,3,,,,,,,,,,,
225,7,11,R,G2,AC_200,4,,,,,,,,,,,
225,7,11,R,G2,AC_200,5,,,,,,,,,,,
226,7,12,L,G1,AC_017,1,,,,,,,,,,,
226,7,12,L,G1,AC_017,2,,,,,,,,,,,
226,7,12,L,G1,AC_017,3,,,,,,,,,,,
226,7,12,L,G1,AC_017,4,,,,,,,,,,,
226,7,12,L,G1,AC_017,5,,,,,,,,,,,
226,7,12,R,G2,AC_056,1,,,,,,,,,,,
226,7,12,R,G2,AC_056,2,,,,,,,,,,,
226,7,12,R,G2,AC_056,3,,,,,,,,,,,
226,7,12,R,G2,AC_056,4,,,,,,,,,,,
226,7,12,R,G2,AC_056,5,,,,,,,,,,,
227,7,13,L,G2,AC_216,1,,,,,,,,,,,
227,7,13,L,G2,AC_216,2,,,,,,,,,,,
227,7,13,L,G2,AC_216,3,,,,,,,,,,,
227,7,13,L,G2,AC_216,4,,,,,,,,,,,
227,7,13,L,G2,AC_216,5,,,,,,,,,,,
227,7,13,R,G2,AC_054,1,,,,,,,,,,,
227,7,13,R,G2,AC_054,2,,,,,,,,,,,
227,7,13,R,G2,AC_054,3,,,,,,,,,,,
227,7,13,R,G2,AC_054,4,,,,,,,,,,,
227,7,13,R,G2,AC_054,5,,,,,,,,,,,
228,7,14,L,G1,AC_048,1,,,,,,,,,,,
228,7,14,L,G1,AC_048,2,,,,,,,,,,,
228,7,14,L,G1,AC_048,3,,,,,,,,,,,
228,7,14,L,G1,AC_048,4,,,,,,,,,,,
228,7,14,L,G1,AC_048,5,,,,,,,,,,,
228,7,14,R,G2,AC_189,1,,,,,,,,,,,
228,7,14,R,G2,AC_189,2,,,,,,,,,,,
228,7,14,R,G2,AC_189,3,,,,,,,,,,,
228,7,14,R,G2,AC_189,4,,,,,,,,,,,
228,7,14,R,G2,AC_189,5,,,,,,,,,,,
229,7,15,L,G2,AC_088,1,,,,,,,,,,,
229,7,15,L,G2,AC_088,2,,,,,,,,,,,
229,7,15,L,G2,AC_088,3,,,,,,,,,,,
229,7,15,L,G2,AC_088,4,,,,,,,,,,,
229,7,15,L,G2,AC_088,5,,,,,,,,,,,
229,7,15,R,G2,AC_122,1,,,,,,,,,,,
229,7,15,R,G2,AC_122,2,,,,,,,,,,,
229,7,15,R,G2,AC_122,3,,,,,,,,,,,
229,7,15,R,G2,AC_122,4,,,,,,,,,,,
229,7,15,R,G2,AC_122,5,,,,,,,,,,,
230,7,16,L,G2,AC_217,1,,,,,,,,,,,
230,7,16,L,G2,AC_217,2,,,,,,,,,,,
230,7,16,L,G2,AC_217,3,,,,,,,,,,,
230,7,16,L,G2,AC_217,4,,,,,,,,,,,
230,7,16,L,G2,AC_217,5,,,,,,,,,,,
230,7,16,R,G2,AC_072,1,,,,,,,,,,,
230,7,16,R,G2,AC_072,2,,,,,,,,,,,
230,7,16,R,G2,AC_072,3,,,,,,,,,,,
230,7,16,R,G2,AC_072,4,,,,,,,,,,,
230,7,16,R,G2,AC_072,5,,,,,,,,,,,
231,7,17,L,G1,AC_217,1,,,,,,,,,,,
231,7,17,L,G1,AC_217,2,,,,,,,,,,,
231,7,17,L,G1,AC_217,3,,,,,,,,,,,
231,7,17,L,G1,AC_217,4,,,,,,,,,,,
231,7,17,L,G1,AC_217,5,,,,,,,,,,,
231,7,17,R,G1,AC_066,1,,,,,,,,,,,
231,7,17,R,G1,AC_066,2,,,,,,,,,,,
231,7,17,R,G1,AC_066,3,,,,,,,,,,,
231,7,17,R,G1,AC_066,4,,,,,,,,,,,
231,7,17,R,G1,AC_066,5,,,,,,,,,,,
232,7,18,L,G1,AC_092,1,,,,,,,,,,,
232,7,18,L,G1,AC_092,2,,,,,,,,,,,
232,7,18,L,G1,AC_092,3,,,,,,,,,,,
232,7,18,L,G1,AC_092,4,,,,,,,,,,,
232,7,18,L,G1,AC_092,5,,,,,,,,,,,
232,7,18,R,G2,AC_159,1,,,,,,,,,,,
232,7,18,R,G2,AC_159,2,,,,,,,,,,,
232,7,18,R,G2,AC_159,3,,,,,,,,,,,
232,7,18,R,G2,AC_159,4,,,,,,,,,,,
232,7,18,R,G2,AC_159,5,,,,,,,,,,,
233,7,19,L,G2,AC_153,1,,,,,,,,,,,
233,7,19,L,G2,AC_153,2,,,,,,,,,,,
233,7,19,L,G2,AC_153,3,,,,,,,,,,,
233,7,19,L,G2,AC_153,4,,,,,,,,,,,
233,7,19,L,G2,AC_153,5,,,,,,,,,,,
233,7,19,R,G2,AC_155,1,,,,,,,,,,,
233,7,19,R,G2,AC_155,2,,,,,,,,,,,
233,7,19,R,G2,AC_155,3,,,,,,,,,,,
233,7,19,R,G2,AC_155,4,,,,,,,,,,,
233,7,19,R,G2,AC_155,5,,,,,,,,,,,
234,7,20,L,G2,AC_110,1,,,,,,,,,,,
234,7,20,L,G2,AC_110,2,,,,,,,,,,,
234,7,20,L,G2,AC_110,3,,,,,,,,,,,
234,7,20,L,G2,AC_110,4,,,,,,,,,,,
234,7,20,L,G2,AC_110,5,,,,,,,,,,,
234,7,20,R,G1,AC_212,1,,,,,,,,,,,
234,7,20,R,G1,AC_212,2,,,,,,,,,,,
234,7,20,R,G1,AC_212,3,,,,,,,,,,,
234,7,20,R,G1,AC_212,4,,,,,,,,,,,
234,7,20,R,G1,AC_212,5,,,,,,,,,,,
235,7,21,L,G1,AC_017,1,,,,,,,,,,,
235,7,21,L,G1,AC_017,2,,,,,,,,,,,
235,7,21,L,G1,AC_017,3,,,,,,,,,,,
235,7,21,L,G1,AC_017,4,,,,,,,,,,,
235,7,21,L,G1,AC_017,5,,,,,,,,,,,
235,7,21,R,G2,AC_017,1,,,,,,,,,,,
235,7,21,R,G2,AC_017,2,,,,,,,,,,,
235,7,21,R,G2,AC_017,3,,,,,,,,,,,
235,7,21,R,G2,AC_017,4,,,,,,,,,,,
235,7,21,R,G2,AC_017,5,,,,,,,,,,,
236,7,22,L,G2,AC_051,1,,,,,,,,,,,
236,7,22,L,G2,AC_051,2,,,,,,,,,,,
236,7,22,L,G2,AC_051,3,,,,,,,,,,,
236,7,22,L,G2,AC_051,4,,,,,,,,,,,
236,7,22,L,G2,AC_051,5,,,,,,,,,,,
236,7,22,R,G2,AC_086,1,,,,,,,,,,,
236,7,22,R,G2,AC_086,2,,,,,,,,,,,
236,7,22,R,G2,AC_086,3,,,,,,,,,,,
236,7,22,R,G2,AC_086,4,,,,,,,,,,,
236,7,22,R,G2,AC_086,5,,,,,,,,,,,
237,7,23,L,G2,AC_104,1,,,,,,,,,,,
237,7,23,L,G2,AC_104,2,,,,,,,,,,,
237,7,23,L,G2,AC_104,3,,,,,,,,,,,
237,7,23,L,G2,AC_104,4,,,,,,,,,,,
237,7,23,L,G2,AC_104,5,,,,,,,,,,,
237,7,23,R,G2,AC_057,1,,,,,,,,,,,
237,7,23,R,G2,AC_057,2,,,,,,,,,,,
237,7,23,R,G2,AC_057,3,,,,,,,,,,,
237,7,23,R,G2,AC_057,4,,,,,,,,,,,
237,7,23,R,G2,AC_057,5,,,,,,,,,,,
238,7,24,L,G1,AC_218,1,,,,,,,,,,,
238,7,24,L,G1,AC_218,2,,,,,,,,,,,
238,7,24,L,G1,AC_218,3,,,,,,,,,,,
238,7,24,L,G1,AC_218,4,,,,,,,,,,,
238,7,24,L,G1,AC_218,5,,,,,,,,,,,
238,7,24,R,G2,AC_081,1,,,,,,,,,,,
238,7,24,R,G2,AC_081,2,,,,,,,,,,,
238,7,24,R,G2,AC_081,3,,,,,,,,,,,
238,7,24,R,G2,AC_081,4,,,,,,,,,,,
238,7,24,R,G2,AC_081,5,,,,,,,,,,,
239,7,25,L,G1,AC_114,1,,,,,,,,,,,
239,7,25,L,G1,AC_114,2,,,,,,,,,,,
239,7,25,L,G1,AC_114,3,,,,,,,,,,,
239,7,25,L,G1,AC_114,4,,,,,,,,,,,
239,7,25,L,G1,AC_114,5,,,,,,,,,,,
239,7,25,R,G2,AC_010,1,,,,,,,,,,,
239,7,25,R,G2,AC_010,2,,,,,,,,,,,
239,7,25,R,G2,AC_010,3,,,,,,,,,,,
239,7,25,R,G2,AC_010,4,,,,,,,,,,,
239,7,25,R,G2,AC_010,5,,,,,,,,,,,
240,7,26,L,G2,AC_082,1,,,,,,,,,,,
