Block,Location,Sequence,Co.,Donor,Recipient,Replicated,Plant_ID,FitP,Rep_FitP,any_FitP,F_plant,F_multi,F_plant_notes,Germ_Date,Sow_Date,Plant_Date,Fl_2.25,Fl_3.3,Fl_3.11,Fl_3.17,Fl_3.25,Fl_4.1,Fl_4.9,Fl_4.22,Fl_4.28,Fl_5.4,Fl_5.12,Fl_5.19,Fl_5.25,LEAF,flr_P,closed_fruits_F,open_fruits_F,damaged_fruits_F,total_fruits_F,nonfitness_fruits,seed_ct,seeds_weighed_d1,seed_mass_mg_d1,seeds_weighed_d2,seed_mass_mg_d2,seeds_weighed_d3,seed_mass_mg_d3,seeds_weighed_d4,seed_mass_mg_d4,seeds_weighed_d5,seed_mass_mg_d5,seeds_weighed_d6,seed_mass_mg_d6,seeds_weighed_d7,seed_mass_mg_d7,seeds_weighed_d8,seed_mass_mg_d8,seeds_weighed_d9,seed_mass_mg_d9,msm_d1,msm_d2,msm_d3,msm_d4,msm_d5,msm_d6,msm_d7,msm_d8,msm_d9,msm_all,sd_msm_all,mean_seeds_per_fruit,total_est_seed_production,AG_biomass_mg,photo_date,corolla_area_mm2,corolla_diam_mm,notes_corolla,FFD,days_germ2flower,days_sow2flower,days_plant2flower,LFD,fl_duration,surv_to_germ,surv_to_flower,surv_to_fruitprod,surv_to_seedprod
1,49,134,2,BB_196,BB_088,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,2022-03-11,2022-03-17,NA,2022-04-02,2022-04-08,2022-04-23,2022-04-28,NA,2022-05-12,NA,NA,NA,2022-03-11,4,0,0,4,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,43.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72375,NA,NA,NA,2.72375,NA,4,16,79.04,NA,NA,NA,NA,2022-03-11,89,102,99,2022-05-12,62,1,1,1,1
1,49,135,2,BB_055,BB_119,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,NA,2022-04-08,2022-04-23,NA,NA,NA,NA,NA,NA,2022-04-08,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2022-04-08,117,130,127,2022-04-23,15,1,1,0,0
1,51,136,1,BB_162,BB_080,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,NA,2022-04-08,2022-04-23,NA,NA,NA,NA,NA,NA,2022-04-08,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-08,404.208,26.859,NA,2022-04-08,117,130,127,2022-04-23,15,1,1,0,0
1,51,137,4,BB_177,BB_140,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,2022-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-26,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-26,208.772,18.619,NA,2022-03-26,104,117,114,2022-03-26,0,1,1,0,0
1,51,138,3,BB_144,BB_158,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-20,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,NA,2022-04-08,2022-04-23,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2022-04-08,109,130,127,2022-04-23,15,1,1,0,0
1,52,139,5,BB_217,BB_016,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,2022-04-08,NA,NA,NA,2022-05-12,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2022-04-02,111,124,121,2022-05-12,40,1,1,0,0
1,52,140,3,BB_038,BB_216,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,2022-04-08,2022-04-23,NA,NA,NA,NA,NA,NA,2022-03-26,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-26,412.258,26.223,NA,2022-03-26,104,117,114,2022-04-23,28,1,1,0,0
1,52,141,4,BB_125,BB_051,R,1,TRUE,TRUE,TRUE,1,"1,2,6",NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,NA,NA,2022-04-23,NA,NA,NA,NA,NA,NA,2022-04-23,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-23,307.174,22.725,NA,2022-04-23,132,145,142,2022-04-23,0,1,1,0,0
1,53,142,1,BB_023,BB_078,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,2022-04-08,2022-04-23,2022-04-28,NA,NA,NA,NA,NA,2022-03-26,3,0,0,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,20.3,2022-03-26,364.757,24.533,NA,2022-03-26,104,117,114,2022-04-28,33,1,1,1,0
1,53,143,3,BB_011,BB_056,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-20,2021-11-29,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-26,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-26,242.059,21.905,NA,2022-03-26,96,117,114,2022-04-02,7,1,1,0,0
1,53,144,5,BB_051,BB_118,R,3,TRUE,TRUE,TRUE,3,"5,3,8",NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-26,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-26,495.418,29.489,NA,2022-03-26,104,117,114,2022-04-02,7,1,1,0,0
1,54,145,4,BB_130,BB_120,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,2022-03-17,2022-03-26,2022-04-02,2022-04-08,2022-04-23,2022-04-28,NA,NA,NA,NA,NA,2022-03-26,3,0,0,3,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.32,1,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32,1.23,NA,NA,1.775,0.7707463914933367,0.6666666666666666,2,70.37,2022-03-26,477.516,27.754,NA,2022-03-17,95,108,105,2022-04-28,42,1,1,1,1
1,54,146,3,BB_038,BB_042,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,2022-03-17,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-26,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-26,290.384,21.238,NA,2022-03-17,95,108,105,2022-04-02,16,1,1,0,0
1,55,147,2,BB_142,BB_086,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,2022-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-26,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6.66,2022-03-26,475.392,26.884,NA,2022-03-26,104,117,114,2022-03-26,0,1,1,0,0
2,56,148,5,BB_217,BB_016,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-04-02,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4.51,2022-04-02,223.249,20.453,NA,2022-04-02,111,124,121,2022-04-08,6,1,1,0,0
2,57,151,2,BB_015,BB_111,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,2022-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-26,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.37,NA,NA,NA,NA,2022-03-26,104,117,114,2022-03-26,0,1,1,0,0
2,57,152,4,BB_130,BB_120,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,2022-04-08,2022-04-23,NA,NA,2022-05-12,NA,NA,NA,2022-03-26,1,0,0,1,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-26,323.665,22.493,NA,2022-03-26,104,117,114,2022-05-12,47,1,1,1,0
2,57,153,4,BB_073,BB_092,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-12,2021-11-29,2021-12-02,NA,2022-03-03,NA,NA,2022-03-26,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-03-11,0,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,21.27,NA,NA,NA,NA,2022-03-03,81,94,91,2022-04-08,36,1,1,1,0
2,58,154,6,BB_171,BB_127,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-02,282.815,21.755,NA,2022-03-26,104,117,114,2022-04-02,7,1,1,0,0
2,58,155,4,BB_026,BB_153,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,2022-03-11,2022-03-17,2022-03-26,2022-04-02,NA,2022-04-23,2022-04-29,NA,NA,NA,NA,NA,2022-03-11,1,0,0,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,15.68,NA,NA,NA,NA,2022-03-11,89,102,99,2022-04-29,49,1,1,1,0
2,58,156,4,BB_175,BB_050,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,59,157,3,BB_065,BB_133,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-04-02,2,0,0,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,2022-04-02,111,124,121,2022-04-08,6,1,1,1,1
2,59,158,5,BB_051,BB_143,R,2,TRUE,TRUE,TRUE,2,"5,2,4",NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,2022-03-17,2022-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-17,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-17,235.445,19.28,NA,2022-03-17,95,108,105,2022-03-26,9,1,1,0,0
2,59,159,3,BB_011,BB_056,n,1,TRUE,FALSE,TRUE,1,1,**Two fitness plants? 1 and 8 originally recorded. Double check. No fruit collected from either,2021-12-20,2021-11-29,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-26,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-26,309.925,22.07,NA,2022-03-26,96,117,114,2022-04-02,7,1,1,0,0
2,61,161,1,BB_023,BB_078,n,8,TRUE,FALSE,TRUE,8,8,NA,NA,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,61,162,1,BB_213,BB_147,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,62,163,1,BB_194,BB_214,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,2022-03-17,2022-03-26,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-03-17,1,0,0,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,22.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.47,NA,NA,NA,7.47,NA,3,3,19.31,2022-03-17,294.338,22.43,NA,2022-03-17,95,108,105,2022-04-08,22,1,1,1,1
2,62,164,4,BB_099,BB_061,R,1,TRUE,TRUE,TRUE,1,"1,7,8",NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,2022-03-11,2022-03-17,2022-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-26,1,0,0,1,0,2,NA,NA,NA,NA,NA,NA,2,9.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.67,NA,NA,NA,NA,NA,4.67,NA,2,2,23.2,2022-03-26,100.686,12.42,NA,2022-03-11,89,102,99,2022-03-26,15,1,1,1,1
2,63,166,3,BB_167,BB_114,n,6,TRUE,FALSE,TRUE,6,6,NA,NA,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,NA,NA,2022-04-23,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2022-04-23,NA,145,142,2022-04-23,0,0,1,0,0
2,63,167,1,BB_028,BB_083,n,6,TRUE,FALSE,TRUE,6,6,plants 6 and 3 originally recorded,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,NA,2022-04-23,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2022-04-02,111,124,121,2022-04-23,21,1,1,0,0
2,63,168,6,BB_188,BB_171,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,2022-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8.59,NA,NA,NA,NA,2022-03-26,104,117,114,2022-03-26,0,1,1,0,0
2,64,170,4,BB_125,BB_051,R,3,TRUE,TRUE,TRUE,3,"3,7,8",NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,2022-03-11,2022-03-17,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-11,2,0,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,38.83,NA,NA,NA,NA,2022-03-11,89,102,99,2022-04-02,22,1,1,1,1
2,65,173,2,BB_066,BB_052,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-20,2021-11-29,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-03-26,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9.13,2022-03-26,179.375,18.335,NA,2022-03-26,96,117,114,2022-04-08,13,1,1,0,0
2,65,174,2,BB_142,BB_150,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02,1,0,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,5.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.64,NA,NA,NA,NA,2.64,NA,2,2,NA,NA,NA,NA,NA,2022-04-02,111,124,121,2022-04-02,0,1,1,1,1
2,67,178,1,BB_075,BB_164,R,2,TRUE,TRUE,TRUE,2,2,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,NA,2022-04-08,2022-04-23,2022-04-29,NA,NA,NA,NA,NA,2022-04-08,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,29.15,2022-04-08,234.155,19.749,NA,2022-04-08,117,130,127,2022-04-29,21,1,1,1,0
2,68,181,2,BB_015,BB_218,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-20,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,69,183,3,BB_168,BB_081,n,1,TRUE,FALSE,TRUE,1,1,plants 1 and 5 originally recorded.,2021-12-12,2021-11-29,2021-12-02,NA,2022-03-03,NA,2022-03-17,2022-03-26,2022-04-02,2022-04-09,NA,NA,NA,NA,NA,NA,NA,2022-03-11,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2022-03-03,81,94,91,2022-04-09,37,1,1,0,0
2,69,185,2,BB_197,BB_199,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-20,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,NA,NA,2022-04-23,2022-04-29,NA,2022-05-12,NA,NA,NA,2022-04-23,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,37.01,2022-04-23,278.078,21.426,NA,2022-04-23,124,145,142,2022-05-12,19,1,1,1,0
2,71,186,5,BB_057,BB_146,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-13,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-29,NA,NA,NA,NA,NA,NA,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.84,NA,NA,6.84,NA,1,1,NA,NA,NA,NA,NA,2022-04-29,137,151,148,2022-04-29,0,1,1,1,1
2,71,187,5,BB_215,BB_210,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-13,2021-11-29,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,2022-04-09,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,3,3.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0933333333333333,NA,NA,NA,NA,1.0933333333333333,NA,3,3,NA,2022-03-26,NA,19.784,squished,2022-03-26,103,117,114,2022-04-09,14,1,1,1,1
2,71,188,3,BB_167,BB_008,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-13,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,NA,NA,2022-04-23,2022-04-29,NA,NA,NA,NA,NA,2022-04-23,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-23,404.377,25.906,NA,2022-04-23,131,145,142,2022-04-29,6,1,1,0,0
2,72,189,2,BB_055,BB_119,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-13,2021-11-29,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-02,386.77,23.766,NA,2022-03-26,103,117,114,2022-04-02,7,1,1,1,0
2,72,190,3,BB_174,BB_068,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-20,2021-11-29,2021-12-02,NA,NA,NA,NA,2022-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-26,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-26,NA,13.32,missing petals,2022-03-26,96,117,114,2022-03-26,0,1,1,0,0
2,72,191,4,BB_005,BB_195,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-13,2021-11-29,2021-12-02,NA,NA,2022-03-11,2022-03-17,2022-03-26,2022-04-02,2022-04-09,NA,NA,NA,NA,NA,NA,NA,2022-03-11,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2022-03-11,88,102,99,2022-04-09,29,1,1,0,0
2,73,192,3,BB_198,BB_045,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-20,2021-11-29,2021-12-02,NA,NA,2022-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9.94,NA,NA,NA,NA,2022-03-11,81,102,99,2022-03-11,0,1,1,0,0
2,73,193,4,BB_125,BB_024,R,2,TRUE,TRUE,TRUE,2,2,NA,2021-12-13,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-02,144.069,15.755,NA,2022-04-02,110,124,121,2022-04-02,0,1,1,0,0
2,73,194,3,BB_038,BB_216,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-13,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,74,195,4,BB_073,BB_064,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-13,2021-11-29,2021-12-02,NA,NA,NA,2022-03-17,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-17,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-17,389.4,26.214,NA,2022-03-17,94,108,105,2022-04-02,16,1,1,0,0
