Sequence,Transect,SegPos,Gen,Donor,Recipient,Plant_ID,F_plant,Sow_Date,Plant_Date,FFD,days_sow2flower,days_plant2flower,LFD,fl_duration,LeafD,FLR_P,F_Num_01,F_Num_02,F_Num_03,skel_weight_mg,Sym,ALL_closed_fruit,ALL_open_fruit,ALL_filled_seeds,total_seeds,total_fruits,mean_seeds_per_fruit,est_fecundity,surv_to_flower,surv_to_fruitprod,prod_closed_fruits,prod_filled_seeds
136,4,1R,G2,HR_108,HR_177,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,2.92,X,0,0,0,0,0,,0,1,0,0,0
137,4,2L,G1,HR_095,HR_124,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,15.29,-,3,0,6,8,3,2,6,1,1,1,1
137,4,2R,G1,HR_070,HR_165,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,42.61,-,3,5,6,15,8,2,16,1,1,1,1
138,4,3L,G1,HR_064,HR_019,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,1,,,,-,23,4,23,40,27,1,27,1,1,1,1
138,4,3R,G2,HR_070,HR_123,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,16.6,X,3,1,16,16,4,5.333333333,21.33333333,1,1,1,1
139,4,4L,G2,HR_064,HR_190,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,21.88,X,5,3,9,12,8,1.8,14.4,1,1,1,1
139,4,4R,G1,HR_141,HR_015,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,58.51,-,5,2,18,34,7,3.6,25.2,1,1,1,1
140,4,5L,G1,HR_164,HR_041,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,6.15,-,3,0,9,9,3,3,9,1,1,1,1
140,4,5R,G2,HR_100,HR_135,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,,,,7.41,X,6,1,12,19,7,2,14,1,1,1,1
141,4,6L,G1,HR_057,HR_006,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,3.77,-,1,0,1,2,1,1,1,1,1,1,1
141,4,6R,G1,HR_141,HR_184,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,10.73,-,1,1,0,0,2,0,0,1,1,1,0
142,4,7L,G1,HR_034,HR_017,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,7.92,-,3,0,0,3,3,0,0,1,1,1,0
142,4,7R,G1,HR_121,HR_141,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,,,,,2.43,-,1,0,0,0,1,0,0,1,1,1,0
143,4,8L,G1,HR_147,HR_150,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,4.82,-,1,0,1,2,1,1,1,1,1,1,1
143,4,8R,G2,HR_006,HR_146,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,22.37,X,4,0,17,21,4,4.25,17,1,1,1,1
144,4,9L,G2,HR_195,HR_181,5,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,6.18,X,0,0,0,0,0,,0,1,0,0,0
144,4,9R,G2,HR_196,HR_183,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,16.35,X,2,5,0,0,7,0,0,1,1,1,0
145,4,10L,G1,HR_149,HR_174,4,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,15.75,-,12,2,6,21,14,0.5,7,1,1,1,1
145,4,10R,G1,HR_133,HR_072,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,4.45,-,2,0,3,3,2,1.5,3,1,1,1,1
146,4,11L,G2,HR_066,HR_137,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,14.66,X,5,1,16,23,6,3.2,19.2,1,1,1,1
146,4,11R,G2,HR_002,HR_056,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,,,,,5.85,X,0,3,0,0,3,,,1,1,0,0
147,4,12L,G2,HR_155,HR_009,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,4.57,X,0,0,0,0,0,,0,1,0,0,0
147,4,12R,G2,HR_066,HR_078,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,12.97,X,2,2,5,7,4,2.5,10,1,1,1,1
148,4,13L,G1,HR_200,HR_159,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,70.29,-,11,2,27,36,13,2.454545455,31.90909091,1,1,1,1
148,4,13R,G1,HR_059,HR_166,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-05-04,14,,2023-04-20,,,,20.24,-,4,0,11,18,4,2.75,11,1,1,1,1
149,4,14L,G1,HR_008,HR_042,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,24.28,-,3,2,6,6,5,2,10,1,1,1,1
149,4,14R,G1,HR_131,HR_046,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,,,,,3.62,-,2,0,0,0,2,0,0,1,1,1,0
150,4,15L,G2,HR_157,HR_088,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-20,,,,17.97,X,5,1,18,19,6,3.6,21.6,1,1,1,1
150,4,15R,G1,HR_100,HR_192,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,3.36,-,0,1,0,0,1,,,1,1,0,0
151,4,16R,G2,HR_196,HR_170,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,3.12,X,1,0,0,1,1,0,0,1,1,1,0
152,4,17L,G2,HR_171,HR_001,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,3.43,X,2,0,1,1,2,0.5,1,1,1,1,1
152,4,17R,G1,HR_147,HR_118,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,3.26,-,2,0,4,6,2,2,4,1,1,1,1
153,4,18L,G1,HR_168,HR_064,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,13.5,-,4,1,10,11,5,2.5,12.5,1,1,1,1
153,4,18R,G1,HR_139,HR_127,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,5.31,-,3,0,1,9,3,0.3333333333,1,1,1,1,1
154,4,19L,G2,HR_108,HR_177,5,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,1.17,X,0,0,0,0,0,,0,0,0,0,0
154,4,19R,G2,HR_108,HR_016,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,,,,,18.28,X,5,0,8,17,5,1.6,8,1,1,1,1
155,4,20L,G2,HR_171,HR_073,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,2023-05-05,2023-04-05,,,,7.37,X,5,0,5,9,5,1,5,1,1,1,1
155,4,20R,G1,HR_100,HR_192,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,1.05,-,0,0,0,0,0,,0,1,0,0,0
156,4,21L,G2,HR_133,HR_158,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,12.64,X,2,1,4,10,3,2,6,1,1,1,1
156,4,21R,G1,HR_034,HR_112,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,7.63,-,3,0,5,7,3,1.666666667,5,1,1,1,1
157,4,22L,G2,HR_005,HR_180,4,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,2023-05-05,2023-04-20,,,,3.9,X,1,0,5,7,1,5,5,1,1,1,1
157,4,22R,G2,HR_027,HR_043,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,9.81,X,4,0,3,7,4,0.75,3,1,1,1,1
158,4,23L,G2,HR_164,HR_201,3,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,5.23,X,4,0,5,31,4,1.25,5,0,1,1,1
158,4,23R,G1,HR_157,HR_088,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,15.33,-,1,2,3,6,3,3,9,1,1,1,1
159,4,24L,G2,HR_006,HR_162,3,TRUE,2022-11-10,2022-11-13,,,,,,2023-05-05,,,,,5.13,X,1,0,2,3,1,2,2,0,1,1,1
159,4,24R,G2,HR_110,HR_039,2,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,,X,0,0,0,0,0,,0,0,0,0,0
160,4,25L,G1,HR_002,HR_056,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,,-,4,0,3,7,4,0.75,3,1,1,1,1
160,4,25R,G1,HR_095,HR_124,2,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,3.18,-,0,3,0,0,3,,,0,1,0,0
161,4,26L,G2,HR_057,HR_110,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,8.12,X,2,0,3,8,2,1.5,3,1,1,1,1
161,4,26R,G2,HR_110,HR_039,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,,X,2,1,3,5,3,1.5,4.5,1,1,1,1
162,4,27L,G2,HR_062,HR_134,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-05-04,14,,2023-05-04,2,,,32.89,X,3,2,2,5,5,0.6666666667,3.333333333,1,1,1,1
162,4,27R,G2,HR_070,HR_123,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-05-04,14,,,,,,5.23,X,1,0,2,3,1,2,2,1,1,1,1
163,4,28L,G1,HR_148,HR_050,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,11.54,-,5,1,7,9,6,1.4,8.4,1,1,1,1
163,4,28R,G2,HR_175,HR_164,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,14.22,X,1,1,5,5,2,5,10,1,1,1,1
164,4,29L,G1,HR_053,HR_038,5,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,2.78,-,0,1,0,0,1,,,0,1,0,0
164,4,29R,G1,HR_180,HR_023,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,4.57,-,2,1,10,12,3,5,15,1,1,1,1
165,4,30L,G2,HR_085,HR_107,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,5.87,X,0,1,0,0,1,,,1,1,0,0
165,4,30R,G1,HR_195,HR_181,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,1.09,-,0,1,0,0,1,,,1,1,0,0
166,4,31L,G1,HR_148,HR_050,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,17.57,-,3,2,5,6,5,1.666666667,8.333333333,1,1,1,1
166,4,31R,G2,HR_139,HR_062,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,6.36,X,2,0,2,2,2,1,2,1,1,1,1
167,4,32L,G1,HR_149,HR_007,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-05-04,14,,,,,,7.4,-,2,0,3,6,2,1.5,3,1,1,1,1
167,4,32R,G1,HR_008,HR_042,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,6.83,-,0,1,0,0,1,,,1,1,0,0
168,4,33L,G1,HR_189,HR_018,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,13.04,-,4,1,9,15,5,2.25,11.25,1,1,1,1
168,4,33R,G1,HR_164,HR_005,4,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-05-04,14,,2023-04-20,1,,,,-,0,0,0,1,0,,0,1,0,0,0
169,4,34L,G2,HR_155,HR_009,5,TRUE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-20,28,,2023-04-05,,,,32.48,X,11,5,32,53,16,2.909090909,46.54545455,1,1,1,1
169,4,34R,G2,HR_160,HR_033,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,2,,,56.76,X,6,4,7,10,10,1.166666667,11.66666667,1,1,1,1
170,4,35L,G2,HR_195,HR_181,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,4.48,X,2,0,2,9,2,1,2,1,1,1,1
170,4,35R,G1,HR_088,HR_182,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,13.63,-,4,2,4,8,6,1,6,1,1,1,1
171,4,36L,G2,HR_135,HR_083,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,7.95,X,0,2,0,0,2,,,1,1,0,0
171,4,36R,G2,HR_074,HR_115,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,11,X,2,1,11,11,3,5.5,16.5,1,1,1,1
172,4,37L,G1,HR_108,HR_016,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,16.11,-,2,1,0,1,3,0,0,1,1,1,0
172,4,37R,G2,HR_148,HR_114,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,3.22,X,0,0,0,0,0,,0,1,0,0,0
173,4,38L,G2,HR_074,HR_070,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,5.01,X,1,1,0,2,2,0,0,1,1,1,0
173,4,38R,G2,HR_131,HR_113,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-20,,,,5.05,X,1,2,2,2,3,2,6,1,1,1,1
174,4,39L,G1,HR_027,HR_043,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,23.95,-,8,1,13,19,9,1.625,14.625,1,1,1,1
174,4,39R,G1,HR_147,HR_021,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,3.21,-,0,1,0,0,1,,,1,1,0,0
175,4,40L,G2,HR_034,HR_017,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,5.09,X,2,2,9,10,4,4.5,18,1,1,1,1
175,4,40R,G2,HR_005,HR_149,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-20,,,,3.32,X,0,3,0,0,3,,,1,1,0,0
176,4,41L,G2,HR_160,HR_079,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,9.97,X,1,2,3,5,3,3,9,1,1,1,1
176,4,41R,G2,HR_006,HR_142,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,X,0,1,0,0,1,,,1,1,0,0
177,4,42L,G2,HR_157,HR_085,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-20,,,,13.79,X,1,2,6,6,3,6,18,1,1,1,1
177,4,42R,G2,HR_156,HR_025,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-20,,,,8.01,X,11,5,31,37,16,2.818181818,45.09090909,1,1,1,1
178,4,43L,G2,HR_135,HR_004,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,61.57,X,9,6,32,44,15,3.555555556,53.33333333,1,1,1,1
178,4,43R,G1,HR_064,HR_028,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,3.82,-,1,1,3,3,2,3,6,1,1,1,1
179,4,44L,G2,HR_095,HR_124,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,10.94,X,2,1,5,7,3,2.5,7.5,1,1,1,1
179,4,44R,G2,HR_195,HR_181,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,20.04,X,2,4,9,9,6,4.5,27,1,1,1,1
180,4,45L,G2,HR_005,HR_180,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,,,,7.65,X,0,4,0,0,4,,,1,1,0,0
180,4,45R,G1,HR_149,HR_065,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,12.12,-,2,3,12,14,5,6,30,1,1,1,1
181,5,1L,G2,HR_147,HR_118,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-16,41,,2023-04-05,,2,1,,X,5,2,12,14,7,2.4,16.8,1,1,1,1
181,5,1R,G1,HR_175,HR_196,5,TRUE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-20,28,,2023-03-23,,,,,-,0,0,0,0,0,,0,1,0,0,0
182,5,2L,G1,HR_034,HR_112,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,,-,0,0,0,0,0,,0,1,0,0,0
182,5,2R,G1,HR_164,HR_201,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,,-,0,0,0,0,0,,0,1,0,0,0
183,5,3L,G1,HR_002,HR_059,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,3,,,40.57,-,6,1,5,9,7,0.8333333333,5.833333333,1,1,1,1
183,5,3R,G1,HR_006,HR_146,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,16.71,-,4,3,12,14,7,3,21,1,1,1,1
184,5,4L,G2,HR_002,HR_071,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,2,,,45.12,X,15,1,38,57,16,2.533333333,40.53333333,1,1,1,1
184,5,4R,G2,HR_027,HR_145,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,22.7,X,3,2,18,18,5,6,30,1,1,1,1
185,5,5L,G1,HR_141,HR_044,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,12.79,-,2,0,0,4,2,0,0,1,1,1,0
185,5,5R,G1,HR_066,HR_078,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,15.21,-,0,0,0,0,0,,0,1,0,0,0
186,5,6L,G1,HR_200,HR_153,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,4.55,-,1,1,2,3,2,2,4,1,1,1,1
186,5,6R,G1,HR_196,HR_054,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,62.13,-,12,4,28,28,16,2.333333333,37.33333333,1,1,1,1
187,5,7L,G1,HR_121,HR_139,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,14.43,-,1,1,3,3,2,3,6,1,1,1,1
187,5,7R,G1,HR_090,HR_126,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,20.58,-,5,3,14,16,8,2.8,22.4,1,1,1,1
188,5,8R,G1,HR_070,HR_061,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,7.35,-,2,0,3,4,2,1.5,3,1,1,1,1
189,5,9L,G1,HR_090,HR_053,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,4,,,44.42,-,11,2,10,18,13,0.9090909091,11.81818182,1,1,1,1
189,5,9R,G1,HR_064,HR_028,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,41.91,-,12,1,3,17,13,0.25,3.25,1,1,1,1
190,5,10L,G2,HR_059,HR_011,5,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,6.44,X,1,0,3,3,1,3,3,0,1,1,1
190,5,10R,G1,HR_156,HR_197,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,20.83,-,3,5,8,12,8,2.666666667,21.33333333,1,1,1,1
191,5,11L,G1,HR_196,HR_170,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,22.94,-,2,6,4,6,8,2,16,1,1,1,1
191,5,11R,G1,HR_171,HR_073,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,1,,,36.08,-,12,3,33,52,15,2.75,41.25,1,1,1,1
192,5,12L,G2,HR_070,HR_061,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,,,,18.11,X,7,2,18,23,9,2.571428571,23.14285714,1,1,1,1
193,5,13L,G1,HR_160,HR_173,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,18.91,-,6,0,16,17,6,2.666666667,16,1,1,1,1
193,5,13R,G1,HR_160,HR_079,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,15.66,-,1,2,5,5,3,5,15,1,1,1,1
194,5,14L,G2,HR_200,HR_159,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,6.31,X,1,0,0,5,1,0,0,1,1,1,0
194,5,14R,G1,HR_066,HR_137,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,11.93,-,3,0,11,11,3,3.666666667,11,1,1,1,1
195,5,15L,G1,HR_160,HR_173,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,6.98,-,0,1,0,0,1,,,1,1,0,0
195,5,15R,G2,HR_171,HR_057,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,3.87,X,0,0,0,0,0,,0,1,0,0,0
196,5,16L,G1,HR_121,HR_141,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,10.21,-,2,2,1,6,4,0.5,2,1,1,1,1
196,5,16R,G1,HR_008,HR_012,3,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,5.88,-,1,0,0,0,1,0,0,0,1,1,0
197,5,17L,G1,HR_057,HR_110,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,9.24,-,2,0,4,8,2,2,4,1,1,1,1
197,5,17R,G2,HR_008,HR_042,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,9.66,X,2,3,2,3,5,1,5,1,1,1,1
198,5,18L,G2,HR_090,HR_103,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,12.36,X,2,1,2,11,3,1,3,1,1,1,1
198,5,18R,G1,HR_157,HR_085,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,,,,13.76,-,11,0,49,56,11,4.454545455,49,1,1,1,1
199,5,19L,G1,HR_059,HR_155,4,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,7.01,-,4,0,8,11,4,2,8,1,1,1,1
199,5,19R,G2,HR_008,HR_042,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,10.56,X,2,1,2,4,3,1,3,1,1,1,1
200,5,20L,G1,HR_005,HR_040,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-05-04,14,,,,,,7.35,-,4,1,1,9,5,0.25,1.25,1,1,1,1
200,5,20R,G2,HR_070,HR_165,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,1.19,X,1,0,0,2,1,0,0,1,1,1,0
201,5,21L,G2,HR_100,HR_192,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-05-04,14,,2023-04-20,1,,,17.56,X,5,0,14,21,5,2.8,14,1,1,1,1
201,5,21R,G1,HR_180,HR_179,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,12.56,-,1,5,6,6,6,6,36,1,1,1,1
202,5,22L,G2,HR_148,HR_109,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,2,,,30.58,X,12,2,19,29,14,1.583333333,22.16666667,1,1,1,1
202,5,22R,G1,HR_121,HR_141,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,,,,,6.85,-,2,2,5,7,4,2.5,10,1,1,1,1
203,5,23L,G2,HR_069,HR_108,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,24.1,X,3,2,4,4,5,1.333333333,6.666666667,1,1,1,1
203,5,23R,G1,HR_110,HR_037,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,28.31,-,3,3,17,24,6,5.666666667,34,1,1,1,1
204,5,24L,G1,HR_168,HR_101,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,18.45,-,5,1,19,23,6,3.8,22.8,1,1,1,1
204,5,24R,G2,HR_135,HR_004,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,,,,,10.66,X,2,2,5,9,4,2.5,10,1,1,1,1
205,5,25L,G2,HR_095,HR_124,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,2023-05-16,2023-04-05,,,,5.25,X,1,1,0,0,2,0,0,1,1,1,0
205,5,25R,G2,HR_141,HR_184,4,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,,X,5,1,8,14,6,1.6,9.6,1,1,1,1
206,5,26L,G1,HR_053,HR_092,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,2023-05-16,2023-04-20,2,,,4.61,-,3,0,0,0,3,0,0,1,1,1,0
206,5,26R,G2,HR_189,HR_168,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,,,,,3.71,X,1,2,3,3,3,3,9,1,1,1,1
