Sequence,Location,SegPos,Gen,Donor,Recipient,Plant_ID,F_plant,Sow_Date,Plant_Date,FFD,days_sow2flower,days_plant2flower,LFD,fl_duration,FD_06,FD_07,FD_08,FD_09,LeafD,FLR_P,F_Num_01,F_Num_02,F_Num_03,skel_weight_mg,latitude,longitude,Sym,ALL_closed_fruit,ALL_open_fruit,ALL_filled_seeds,total_seeds,total_fruits,mean_seeds_per_fruit,total_est_seed_production,surv_to_flower,surv_to_fruitprod,surv_to_seedprod
3,1,3R,G1,BB_091,BB_139,3,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-06-07,84,2023-04-26,2023-05-10,2023-05-24,2023-06-07,,2023-03-15,6,2,1,1129,38.31522,-123.06908,-,9,4,13,21,13,1.444444444,18.77777778,1,1,1
4,2,4R,G1,BB_169,BB_181,5,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-27,43,2023-04-27,,,,2023-05-24,2023-03-15,,0,,83.4,38.31514,-123.06908,-,4,0,16,16,4,4,16,1,1,1
5,2,5L,G2,BB_213,BB_132,3,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-27,71,2023-04-27,,,,,2023-02-15,,0,,73.86,38.31514,-123.06908,X,0,1,0,0,1,0,0,1,1,0
5,2,5R,G1,BB_173,BB_044,2,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-27,43,2023-04-27,,,,,2023-03-15,,0,,16.84,38.31514,-123.06908,-,1,0,0,0,1,0,0,1,1,0
6,2,6L,G1,BB_142,BB_150,5,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-27,43,2023-04-27,,,,,2023-03-15,,0,,,38.31514,-123.06908,-,2,0,3,5,2,1.5,3,1,1,1
6,2,6R,G2,BB_174,BB_002,3,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-04-27,57,2023-04-27,,,,,2023-03-15,,0,,80.17,38.31514,-123.06908,X,1,0,0,2,1,0,0,1,1,0
7,3,7R,G2,BB_066,BB_052,4,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-26,42,2023-04-26,,,,,2023-03-15,,,,,38.31512,-123.06909,X,2,0,0,5,2,0,0,1,1,0
8,3,8L,G1,BB_023,BB_206,3,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-04-26,56,2023-04-26,,,,,2023-03-01,,,,33.31,38.31512,-123.06909,-,1,0,4,6,1,4,4,1,1,1
8,3,8R,G1,BB_174,BB_068,4,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-26,42,2023-04-26,,,,,2023-03-15,,,,67.46,38.31512,-123.06909,-,5,0,11,23,5,2.2,11,1,1,1
9,3,9L,G2,BB_213,BB_147,5,TRUE,2022-10-03,2022-10-06,2023-03-29,177,174,2023-04-11,13,,,,,,,,,,35.92,38.31512,-123.06909,X,2,0,0,5,2,0,0,1,1,0
9,3,9R,G1,BB_026,BB_053,5,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-04-11,41,,,,,,2023-03-01,,,,75.96,38.31512,-123.06909,-,3,0,4,15,3,1.333333333,4,1,1,1
10,4,10L,G2,BB_108,BB_069,5,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-04-11,41,,,,,,2023-03-01,,,,30.34,38.31509,-123.06911,X,3,0,6,14,3,2,6,1,1,1
10,4,10R,G1,BB_142,BB_086,1,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-27,43,2023-04-27,,,,,2023-03-15,,,,33.4,38.31509,-123.06911,-,3,0,15,16,3,5,15,1,1,1
11,4,11R,G1,BB_011,BB_215,5,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-27,43,2023-04-27,,,,2023-06-07,2023-03-29,,,,65.31,38.31509,-123.06911,-,4,0,20,20,4,5,20,1,1,1
12,4,12L,G1,BB_125,BB_051,5,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-03-29,28,,,,,,2023-03-01,,,,30.19,38.31509,-123.06911,-,2,1,1,6,3,0.5,1.5,1,1,1
12,4,12R,G2,BB_177,BB_134,1,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-04-11,41,,,,,,2023-03-15,,,,30.83,38.31509,-123.06911,X,1,3,0,5,4,0,0,1,1,0
13,5,13L,G1,BB_215,BB_148,3,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-05-10,70,2023-04-26,2023-05-10,,,,2023-03-01,1,,,65.51,38.31506,-123.06911,-,13,4,91,97,17,7,119,1,1,1
13,5,13R,G1,BB_215,BB_004,4,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-05-10,70,2023-04-26,2023-05-10,,,,2023-03-01,2,,,,38.31506,-123.06911,-,10,1,28,32,11,2.8,30.8,1,1,1
14,5,14L,G2,BB_051,BB_143,1,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-26,42,2023-04-26,,,,,2023-03-15,,,,39.69,38.31506,-123.06911,X,1,4,4,4,5,4,20,1,1,1
14,5,14R,G2,BB_194,BB_159,5,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-11,27,,,,,,2023-03-15,,,,51.75,38.31506,-123.06911,X,4,2,10,12,6,2.5,15,1,1,1
15,5,15L,G1,BB_176,BB_017,1,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-26,70,2023-04-26,,,,,2023-02-15,,,,143.62,38.31506,-123.06911,-,3,0,11,16,3,3.666666667,11,1,1,1
15,5,15R,G1,BB_196,BB_088,3,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-05-10,84,2023-04-26,2023-05-10,,,,2023-02-15,3,,,395.27,38.31506,-123.06911,-,20,12,54,71,32,2.7,86.4,1,1,1
16,6,16L,G1,BB_065,BB_013,4,TRUE,2022-10-03,2022-10-06,2023-03-29,177,174,2023-05-10,42,2023-04-27,2023-05-10,,,,2023-03-29,1,,,43.08,38.31504,-123.06917,-,4,0,10,29,4,2.5,10,1,1,1
16,6,16R,G1,BB_107,BB_179,1,TRUE,2022-10-03,2022-10-06,2023-04-11,190,187,2023-05-10,29,2023-04-27,2023-05-10,,,,2023-04-11,2,,,143.67,38.31504,-123.06917,-,13,0,70,89,13,5.384615385,70,1,1,1
17,6,17L,G1,BB_005,BB_166,2,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-27,71,2023-04-27,,,,,2023-02-15,,,,259.6,38.31504,-123.06917,-,17,2,42,68,19,2.470588235,46.94117647,1,1,1
18,6,18L,G1,BB_169,BB_076,1,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-05-10,70,2023-04-27,2023-05-10,,,,2023-03-01,1,,,90.33,38.31504,-123.06917,-,6,1,28,37,7,4.666666667,32.66666667,1,1,1
18,6,18R,G2,BB_217,BB_205A,4,TRUE,2022-10-03,2022-10-06,2023-03-29,177,174,2023-04-12,14,,,,,,2023-03-29,,,,,38.31504,-123.06917,X,1,0,1,1,1,1,1,1,1,1
19,7,19L,G1,BB_202,BB_025,1,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-26,42,2023-04-26,,,,,2023-03-15,,,,31.66,38.31505,-123.06921,-,3,0,9,12,3,3,9,1,1,1
20,7,20L,G1,BB_142,BB_086,2,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-12,28,,,,,,2023-03-15,,,,62.41,38.31505,-123.06921,-,11,0,60,72,11,5.454545455,60,1,1,1
20,7,20R,G1,BB_073,BB_092,4,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-12,28,,,,,,2023-03-29,,,,29.03,38.31505,-123.06921,-,3,0,7,7,3,2.333333333,7,1,1,1
22,8,22R,G1,BB_014,BB_152,5,TRUE,2022-10-03,2022-10-06,2023-03-29,177,174,2023-04-27,29,2023-04-27,,,,,2023-03-29,,,,19.36,38.31505,-123.06922,-,3,0,10,10,3,3.333333333,10,1,1,1
23,8,23L,G1,BB_115,BB_020,4,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-05-10,56,2023-04-27,2023-05-10,,,,2023-03-15,2,,,355.36,38.31505,-123.06922,-,23,0,161,179,23,7,161,1,1,1
23,8,23R,G2,BB_011,BB_116,1,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-27,43,2023-04-27,,,,,2023-03-15,,,,292.05,38.31505,-123.06922,X,24,0,57,68,24,2.375,57,1,1,1
24,8,24L,G2,BB_066,BB_019,2,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-05-10,56,2023-04-27,2023-05-10,,,,2023-03-15,3,,,,38.31505,-123.06922,X,12,5,98,98,17,8.166666667,138.8333333,1,1,1
24,8,24R,G1,BB_005,BB_195,2,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-06-07,112,2023-04-27,,,2023-06-07,,2023-02-15,,,1,443.54,38.31505,-123.06922,-,18,0,10,23,18,0.5555555556,10,1,1,1
25,9,25L,G1,BB_023,BB_190,3,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-03-29,14,,,,,,2023-03-15,,,,9.11,38.31496,-123.06918,-,1,0,0,1,1,0,0,1,1,0
25,9,25R,G1,BB_141,BB_029,4,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-26,42,2023-04-26,,,,,2023-03-15,,,,124.67,38.31496,-123.06918,-,12,3,63,89,15,5.25,78.75,1,1,1
26,9,26L,G1,BB_174,BB_010,1,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-04-26,56,2023-04-26,,,,,2023-04-26,,,,27.02,38.31496,-123.06918,-,0,0,0,0,0,0,0,1,0,0
26,9,26R,G1,BB_169,BB_181,1,TRUE,2022-10-03,2022-10-06,2023-03-29,177,174,2023-04-12,14,,,,,,2023-03-29,,,,10.99,38.31496,-123.06918,-,1,0,4,7,1,4,4,1,1,1
27,9,27L,G2,BB_213,BB_132,2,TRUE,2022-10-03,2022-10-06,2023-03-29,177,174,2023-05-24,56,2023-04-26,2023-05-10,2023-05-24,,2023-06-07,2023-03-29,3,1,,407.71,38.31496,-123.06918,X,3,0,23,25,3,7.666666667,23,1,1,1
27,9,27R,G1,BB_115,BB_020,1,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-05-24,84,2023-04-26,2023-05-10,2023-05-24,,2023-06-07,2023-05-24,6,3,,343.14,38.31496,-123.06918,-,5,10,30,40,15,6,90,1,1,1
28,10,28L,G2,BB_038,BB_149,2,TRUE,2022-10-03,2022-10-06,2023-03-29,177,174,2023-05-10,42,2023-04-27,2023-05-10,,,,2023-03-29,10,,,429.81,38.31495,-123.06921,X,19,1,72,90,20,3.789473684,75.78947368,1,1,1
28,10,28R,G2,BB_141,BB_029,1,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-05-10,56,2023-04-27,2023-05-10,,,,2023-03-29,,,,67.2,38.31495,-123.06921,X,15,0,69,69,15,4.6,69,1,1,1
29,10,29L,G1,BB_141,BB_029,5,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-05-24,84,2023-04-27,,2023-05-24,,,2023-03-01,,1,,153.37,38.31495,-123.06921,-,8,5,29,34,13,3.625,47.125,1,1,1
29,10,29R,G1,BB_100,BB_135,1,TRUE,2022-10-03,2022-10-06,2023-03-29,177,174,2023-05-10,42,2023-04-27,2023-05-10,,,,2023-04-12,2,,,115.73,38.31495,-123.06921,-,4,6,28,29,10,7,70,1,1,1
30,10,30L,G2,BB_171,BB_039,4,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-27,43,2023-04-27,,,,,2023-04-26,,,,63.76,38.31495,-123.06921,X,4,0,13,20,4,3.25,13,1,1,1
30,10,30R,G1,BB_091,BB_094,4,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-05-10,56,2023-04-27,2023-05-10,,,,2023-03-15,3,,,,38.31495,-123.06921,-,11,0,8,37,11,0.7272727273,8,1,1,1
31,11,31L,G1,BB_194,BB_159,3,TRUE,2022-10-03,2022-10-06,2023-04-12,191,188,2023-06-07,56,2023-04-26,2023-05-10,2023-05-24,2023-06-07,,2023-04-12,6,3,3,391.84,38.31494,-123.06924,-,7,10,2,3,17,0.2857142857,4.857142857,1,1,1
31,11,31R,G1,BB_015,BB_063,3,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-05-10,56,2023-04-26,2023-05-10,,,,2023-03-15,4,,,379.75,38.31494,-123.06924,-,9,2,22,64,11,2.444444444,26.88888889,1,1,1
32,11,32L,G1,BB_065,BB_192,5,TRUE,2022-10-03,2022-10-06,2023-04-12,191,188,2023-04-26,14,2023-04-26,,,,,2023-04-12,,,,,38.31494,-123.06924,-,0,0,0,0,0,0,0,1,0,0
32,11,32R,G1,BB_215,BB_004,5,TRUE,2022-10-03,2022-10-06,2023-03-29,177,174,2023-05-10,42,2023-04-26,2023-05-10,,,,2023-04-26,,,,118.06,38.31494,-123.06924,-,13,2,28,64,15,2.153846154,32.30769231,1,1,1
33,11,33L,G1,BB_196,BB_088,2,TRUE,2022-10-03,2022-10-06,2023-03-29,177,174,2023-05-10,42,2023-04-26,2023-05-10,,,,2023-04-12,13,,,726.72,38.31494,-123.06924,-,15,29,80,108,44,5.333333333,234.6666667,1,1,1
33,11,33R,G1,BB_198,BB_045,1,TRUE,2022-10-03,2022-10-06,2023-03-29,177,174,2023-05-10,42,2023-04-26,2023-05-10,,,,2023-04-12,5,,,,38.31494,-123.06924,-,4,3,33,36,7,8.25,57.75,1,1,1
34,12,34L,G2,BB_168,BB_058,2,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-05-10,56,2023-04-27,2023-05-10,,,,2023-03-15,17,,,1187.69,38.31496,-123.06927,X,15,10,106,123,25,7.066666667,176.6666667,1,1,1
34,12,34R,G1,BB_175,BB_172,5,TRUE,2022-10-03,2022-10-06,2023-03-29,177,174,2023-05-10,42,2023-04-27,2023-05-10,,,,2023-04-26,3,,,,38.31496,-123.06927,-,19,2,111,130,21,5.842105263,122.6842105,1,1,1
35,12,35L,G1,BB_182,BB_103,3,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-05-24,84,2023-04-27,2023-05-10,2023-05-24,,,2023-03-01,3,1,,274.36,38.31496,-123.06927,-,3,6,17,17,9,5.666666667,51,1,1,1
35,12,35R,G1,BB_055,BB_183,4,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-05-10,84,2023-04-27,2023-05-10,,,,2023-02-15,,,,28.51,38.31496,-123.06927,-,1,0,7,8,1,7,7,1,1,1
36,12,36L,G2,BB_188,BB_009,4,TRUE,2022-10-03,2022-10-06,2023-04-12,191,188,2023-04-27,15,2023-04-27,,,,,2023-04-26,,,,,38.31496,-123.06927,X,0,0,0,0,0,0,0,1,0,0
36,12,36R,G2,BB_215,BB_148,5,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-27,43,2023-04-27,,,,,2023-03-15,,,,303.44,38.31496,-123.06927,X,7,4,43,46,11,6.142857143,67.57142857,1,1,1
37,13,37L,G1,BB_099,BB_032,2,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-05-10,84,2023-04-26,2023-05-10,,,,2023-02-15,6,,,96.52,38.31494,-123.06931,-,13,8,51,78,21,3.923076923,82.38461538,1,1,1
37,13,37R,G1,BB_125,BB_024,1,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-05-24,84,2023-04-26,2023-05-10,2023-05-24,,,2023-03-15,3,1,,1343.67,38.31494,-123.06931,-,22,3,87,108,25,3.954545455,98.86363636,1,1,1
38,13,38L,G1,BB_196,BB_089,1,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-04-26,56,2023-04-26,,,,,2023-03-01,,,,32.59,38.31494,-123.06931,-,6,1,14,16,7,2.333333333,16.33333333,1,1,1
38,13,38R,G1,BB_202,BB_018,3,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-05-10,84,2023-04-26,2023-05-10,,,,2023-02-15,6,,,,38.31494,-123.06931,-,18,1,99,109,19,5.5,104.5,1,1,1
39,13,39L,G1,BB_014,BB_102,4,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-05-10,70,2023-04-26,2023-05-10,,,,2023-03-01,6,,,322.65,38.31494,-123.06931,-,24,0,199,253,24,8.291666667,199,1,1,1
39,13,39R,G1,BB_107,BB_179,2,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-05-10,70,2023-04-26,2023-05-10,,,,2023-03-15,11,,,,38.31494,-123.06931,-,16,1,94,106,17,5.875,99.875,1,1,1
40,14,40L,G1,BB_130,BB_048,2,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-06-07,112,2023-04-27,2023-05-10,2023-05-24,2023-06-07,,2023-02-15,10,8,4,142.942,38.31494,-123.06935,-,19,3,20,29,22,1.052631579,23.15789474,1,1,1
40,14,40R,G1,BB_023,BB_078,2,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-27,43,2023-04-27,,,,,2023-03-15,,,,,38.31494,-123.06935,-,2,0,0,8,2,0,0,1,1,0
41,14,41L,G2,BB_057,BB_200,2,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-05-24,70,2023-04-27,2023-05-10,2023-05-24,,,2023-03-15,20,1,,754.09,38.31494,-123.06935,X,60,10,301,434,70,5.016666667,351.1666667,1,1,1
41,14,41R,G1,BB_144,BB_207,1,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-05-10,84,2023-04-27,2023-05-10,,,,2023-03-15,18,,,198.39,38.31494,-123.06935,-,5,0,15,29,5,3,15,1,1,1
42,14,42L,G1,BB_057,BB_121,2,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-05-10,70,2023-04-27,2023-05-10,,,,2023-03-15,9,,,,38.31494,-123.06935,-,0,1,0,0,1,0,0,1,1,0
42,14,42R,G1,BB_188,BB_009,2,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-05-10,70,2023-04-27,2023-05-10,,,,2023-03-01,1,,,,38.31494,-123.06935,-,0,0,0,0,0,0,0,1,0,0
43,15,43L,G1,BB_108,BB_189,3,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-26,42,2023-04-26,,,,,,,,,74.39,38.3149,-123.06934,-,9,0,58,62,9,6.444444444,58,1,1,1
43,15,43R,G1,BB_202,BB_101,1,TRUE,2022-10-03,2022-10-06,2023-03-29,177,174,2023-03-29,0,,,,,,,,,,,38.3149,-123.06934,-,0,0,0,0,0,0,0,1,0,0
44,15,44L,G1,BB_162,BB_154,4,TRUE,2022-10-03,2022-10-06,2023-03-29,177,174,2023-05-10,42,2023-04-26,2023-05-10,,,,2023-04-26,4,,,258.39,38.3149,-123.06934,-,8,6,24,35,14,3,42,1,1,1
44,15,44R,G1,BB_057,BB_200,1,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-05-10,84,2023-04-26,2023-05-10,,,,2023-02-15,,,,116.09,38.3149,-123.06934,-,6,0,20,20,6,3.333333333,20,1,1,1
45,15,45L,G2,BB_171,BB_157,2,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-04-26,56,2023-04-26,,,,,2023-03-01,,,,137.18,38.3149,-123.06934,X,0,0,0,0,0,0,0,1,0,0
45,15,45R,G2,BB_182,BB_103,2,TRUE,2022-10-03,2022-10-06,2023-04-12,191,188,2023-04-26,14,2023-04-26,,,,,2023-04-26,,,,10.53,38.3149,-123.06934,X,1,0,0,0,1,0,0,1,1,0
46,16,46L,G1,BB_047,BB_071,1,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-27,71,2023-04-27,,,,,,,,,116.2,38.31488,-123.06934,-,7,1,36,38,8,5.142857143,41.14285714,1,1,1
46,16,46R,G1,BB_177,BB_117,3,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-05-10,70,2023-04-27,2023-05-10,,,,2023-03-01,1,,,211.25,38.31488,-123.06934,-,20,6,63,84,26,3.15,81.9,1,1,1
47,16,47L,G1,BB_142,BB_093,2,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-12,28,,,,,,,,,,,38.31488,-123.06934,-,0,0,0,0,0,0,0,1,0,0
47,16,47R,G1,BB_107,BB_123,4,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-04-27,57,2023-04-27,,,,,2023-03-01,,,,180.97,38.31488,-123.06934,-,13,2,55,73,15,4.230769231,63.46153846,1,1,1
48,16,48L,G1,BB_055,BB_119,5,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-05-10,84,2023-04-27,2023-05-10,,,,2023-02-15,,,,79.78,38.31488,-123.06934,-,15,1,37,44,16,2.466666667,39.46666667,1,1,1
48,16,48R,G1,BB_073,BB_064,5,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-27,71,2023-04-27,,,,,2023-03-01,,,,131.01,38.31488,-123.06934,-,2,0,0,2,2,0,0,1,1,0
49,17,49L,G1,BB_217,BB_205A,4,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-26,42,2023-04-26,,,,,2023-03-15,,,,199.05,38.31486,-123.06934,-,9,4,93,97,13,10.33333333,134.3333333,1,1,1
49,17,49R,G2,BB_169,BB_076,2,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-04-26,56,2023-04-26,,,,,2023-03-15,,,,330.07,38.31486,-123.06934,X,4,0,5,9,4,1.25,5,1,1,1
50,17,50L,G1,BB_107,BB_151,4,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-26,70,2023-04-26,,,,,2023-02-15,,,,,38.31486,-123.06934,-,7,0,6,40,7,0.8571428571,6,1,1,1
50,17,50R,G2,BB_130,BB_120,1,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-05-10,70,2023-04-26,2023-05-10,,,,2023-03-01,1,,,219.88,38.31486,-123.06934,X,3,4,6,7,7,2,14,1,1,1
51,17,51L,G1,BB_066,BB_052,1,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-26,42,2023-04-26,,,,,2023-03-15,,,,32.69,38.31486,-123.06934,-,0,0,0,0,0,0,0,1,0,0
51,17,51R,G1,BB_194,BB_159,2,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-05-10,70,2023-04-26,2023-05-10,,,,2023-03-15,1,,,131.58,38.31486,-123.06934,-,11,0,29,47,11,2.636363636,29,1,1,1
52,18,52L,G1,BB_188,BB_171,3,TRUE,2022-10-03,2022-10-06,2023-03-29,177,174,2023-04-12,14,,,,,,2023-03-29,,,,85.87,38.31483,-123.06932,-,1,1,1,1,2,1,2,1,1,1
52,18,52R,G1,BB_100,BB_031,1,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-04-27,57,2023-04-27,,,,,2023-03-01,,,,123.72,38.31483,-123.06932,-,0,0,0,0,0,0,0,1,0,0
53,18,53L,G1,BB_051,BB_118,1,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-05-10,70,,2023-05-10,,,,2023-03-01,,,,,38.31483,-123.06932,-,0,0,0,0,0,0,0,1,0,0
53,18,53R,G2,BB_141,BB_037,3,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-12,28,,,,,,2023-03-15,,,,15.1,38.31483,-123.06932,X,0,0,0,0,0,0,0,1,0,0
54,18,54L,G2,BB_055,BB_145,4,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-27,71,2023-04-27,,,,,2023-02-15,,,,133.55,38.31483,-123.06932,X,2,4,4,9,6,2,12,1,1,1
54,18,54R,G1,BB_001,BB_074,4,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-12,56,,,,,,2023-03-15,,,,,38.31483,-123.06932,-,0,0,0,0,0,0,0,1,0,0
55,19,55L,G1,BB_108,BB_097,3,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-04-26,56,2023-04-26,,,,,2023-03-15,,,,74.8,38.3148,-123.06935,-,1,1,4,5,2,4,8,1,1,1
55,19,55R,G2,BB_202,BB_018,4,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-05-10,84,2023-04-26,2023-05-10,,,,2023-02-15,2,,,591.34,38.3148,-123.06935,X,38,5,104,144,43,2.736842105,117.6842105,1,1,1
56,19,56L,G1,BB_075,BB_079,3,TRUE,2022-10-03,2022-10-06,2023-04-26,205,202,2023-04-26,0,2023-04-26,,,,,2023-04-26,,,,13.07,38.3148,-123.06935,-,2,0,6,6,2,3,6,1,1,1
58,20,58L,G1,BB_175,BB_104,3,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-05-10,84,2023-04-27,2023-05-10,,,2023-06-07,2023-02-15,3,,,188.09,38.31482,-123.06939,-,15,0,89,100,15,5.933333333,89,1,1,1
58,20,58R,G1,BB_014,BB_185,4,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-04-12,42,,,,,,2023-03-01,,,,122.24,38.31482,-123.06939,-,9,6,36,52,15,4,60,1,1,1
59,20,59L,G2,BB_202,BB_018,1,TRUE,2022-10-03,2022-10-06,2023-03-29,177,174,2023-05-10,42,2023-04-27,2023-05-10,,,,,,,,47.17,38.31482,-123.06939,X,0,0,0,0,0,0,0,1,0,0
59,20,59R,G1,BB_125,BB_051,3,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-27,43,2023-04-27,,,,,2023-03-15,,,,295.29,38.31482,-123.06939,-,11,0,41,44,11,3.727272727,41,1,1,1
60,20,60L,G2,BB_168,BB_046,2,TRUE,2022-10-03,2022-10-06,2023-04-12,191,188,2023-04-27,15,2023-04-27,,,,,2023-04-26,,,,35.35,38.31482,-123.06939,X,4,1,5,8,5,1.25,6.25,1,1,1
60,20,60R,G1,BB_141,BB_003,2,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-05-10,70,2023-04-27,2023-05-10,,,,2023-03-01,3,,,349.68,38.31482,-123.06939,-,17,0,89,89,17,5.235294118,89,1,1,1
61,21,61L,G2,BB_026,BB_153,5,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-12,28,,,,,,,,,,137.94,38.3148,-123.0694,X,4,3,8,9,7,2,14,1,1,1
61,21,61R,G2,BB_167,BB_114,1,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-04-12,42,,,,,,2023-03-29,,,,156.44,38.3148,-123.0694,X,11,0,42,45,11,3.818181818,42,1,1,1
62,21,62L,G1,BB_001,BB_043,5,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-05-10,84,2023-04-26,2023-05-10,,,,2023-02-15,13,,,1868.95,38.3148,-123.0694,-,59,15,368,433,74,6.237288136,461.559322,1,1,1
62,21,62R,G2,BB_142,BB_093,4,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-05-10,70,2023-04-26,2023-05-10,,,,2023-03-01,4,,,1394.63,38.3148,-123.0694,X,34,8,217,222,42,6.382352941,268.0588235,1,1,1
63,21,63R,G1,BB_057,BB_121,1,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-05-10,84,2023-04-26,2023-05-10,,,,2023-03-15,1,,,820.46,38.3148,-123.0694,-,26,5,123,161,31,4.730769231,146.6538462,1,1,1
64,22,64L,G2,BB_169,BB_076,2,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-05-24,70,2023-04-27,2023-05-10,2023-05-24,,,2023-03-15,12,4,,515.63,38.3148,-123.06955,X,29,10,133,137,39,4.586206897,178.862069,1,1,1
