Sequence,Transect,SegPos,Gen,Donor,Recipient,Plant_ID,F_plant,Sow_Date,Plant_Date,FD_01,FD_02,FD_03,FD_04,FD_05,FFD,days_sow2flower,days_plant2flower,LFD,fl_duration,LeafD,FLR_P,F_Num_01,F_Num_02,F_Num_03,Skeleton,Notes
18,1,18L,G1,AC_007,AC_081,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
18,1,18L,G1,AC_007,AC_081,3,TRUE,2022-10-17,2022-10-21,,,2023-05-12,,,2023-05-12,207,203,2023-05-12,0,,2023-05-12,,,,2023-06-22,
18,1,18L,G1,AC_007,AC_081,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
18,1,18L,G1,AC_007,AC_081,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
18,1,18R,G1,AC_186,AC_153,1,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,2023-06-22,
18,1,18R,G1,AC_186,AC_153,2,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,,,,,
18,1,18R,G1,AC_186,AC_153,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
18,1,18R,G1,AC_186,AC_153,4,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,2023-05-12,,,,,,
18,1,18R,G1,AC_186,AC_153,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
19,1,19L,G2,AC_054,AC_155,1,TRUE,2022-10-17,2022-10-21,,2023-04-28,,,,2023-04-28,193,189,2023-04-28,0,,,,,,,"No plant, no skel 6/21"
19,1,19L,G2,AC_054,AC_155,2,FALSE,2022-10-17,2022-10-21,,2023-04-28,,,,2023-04-28,193,189,2023-04-28,0,,,,,,,
19,1,19L,G2,AC_054,AC_155,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
19,1,19L,G2,AC_054,AC_155,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
19,1,19L,G2,AC_054,AC_155,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
19,1,19R,G1,AC_054,AC_119,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
19,1,19R,G1,AC_054,AC_119,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
19,1,19R,G1,AC_054,AC_119,3,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,2023-06-08,
19,1,19R,G1,AC_054,AC_119,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
19,1,19R,G1,AC_054,AC_119,5,FALSE,2022-10-17,2022-10-21,,,2023-05-12,,,2023-05-12,207,203,2023-05-12,0,2023-05-12,,,,,,
20,1,20L,G2,AC_161,AC_213,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
20,1,20L,G2,AC_161,AC_213,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
20,1,20L,G2,AC_161,AC_213,3,TRUE,2022-10-17,2022-10-21,,,2023-05-12,,,2023-05-12,207,203,2023-05-12,0,,2023-05-12,,,,,
20,1,20L,G2,AC_161,AC_213,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
20,1,20L,G2,AC_161,AC_213,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
20,1,20R,G1,AC_102,AC_178,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
20,1,20R,G1,AC_102,AC_178,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
20,1,20R,G1,AC_102,AC_178,3,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,2023-06-22,
20,1,20R,G1,AC_102,AC_178,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
20,1,20R,G1,AC_102,AC_178,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,2023-05-12,,,,,,
21,1,21L,G1,AC_008,AC_188,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
21,1,21L,G1,AC_008,AC_188,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
21,1,21L,G1,AC_008,AC_188,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
21,1,21L,G1,AC_008,AC_188,4,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,2023-06-22,
21,1,21L,G1,AC_008,AC_188,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
21,1,21R,G2,AC_186,AC_011,1,FALSE,2022-10-17,2022-10-21,,2023-04-28,,,,2023-04-28,193,189,2023-04-28,0,,,,,,,
21,1,21R,G2,AC_186,AC_011,2,FALSE,2022-10-17,2022-10-21,,,2023-05-12,,,2023-05-12,207,203,2023-05-12,0,,,,,,,
21,1,21R,G2,AC_186,AC_011,3,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,2023-05-12,,,,,,
21,1,21R,G2,AC_186,AC_011,4,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,2023-06-08,
21,1,21R,G2,AC_186,AC_011,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
22,1,22L,G1,AC_052,AC_133,1,TRUE,2022-10-17,2022-10-21,,2023-04-28,,,,2023-04-28,193,189,2023-04-28,0,,,,,,,"No plant, no skel 6/21"
22,1,22L,G1,AC_052,AC_133,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
22,1,22L,G1,AC_052,AC_133,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
22,1,22L,G1,AC_052,AC_133,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
22,1,22L,G1,AC_052,AC_133,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
22,1,22R,G2,AC_165,AC_062,1,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,,,,2023-06-22,
22,1,22R,G2,AC_165,AC_062,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
22,1,22R,G2,AC_165,AC_062,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
22,1,22R,G2,AC_165,AC_062,4,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,,
22,1,22R,G2,AC_165,AC_062,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
23,1,23L,G2,AC_107,AC_130,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
23,1,23L,G2,AC_107,AC_130,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
23,1,23L,G2,AC_107,AC_130,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
23,1,23L,G2,AC_107,AC_130,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
23,1,23L,G2,AC_107,AC_130,5,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,2023-05-26,2023-06-08,2023-04-28,193,189,2023-06-08,41,,2023-04-28,,1,2,,
23,1,23R,G2,AC_156,AC_005,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
23,1,23R,G2,AC_156,AC_005,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
23,1,23R,G2,AC_156,AC_005,3,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,2023-05-26,,2023-04-28,193,189,2023-05-26,28,,2023-04-28,,1,,2023-06-22,
23,1,23R,G2,AC_156,AC_005,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
23,1,23R,G2,AC_156,AC_005,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
24,1,24L,G1,AC_091,AC_218,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
24,1,24L,G1,AC_091,AC_218,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
24,1,24L,G1,AC_091,AC_218,3,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,2023-05-26,,2023-04-28,193,189,2023-05-26,28,,2023-04-28,,1,,2023-06-22,
24,1,24L,G1,AC_091,AC_218,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
24,1,24L,G1,AC_091,AC_218,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
24,1,24R,G1,AC_102,AC_178,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
24,1,24R,G1,AC_102,AC_178,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
24,1,24R,G1,AC_102,AC_178,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
24,1,24R,G1,AC_102,AC_178,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
24,1,24R,G1,AC_102,AC_178,5,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,2023-05-26,,2023-04-28,193,189,2023-05-26,28,,,,1,,2023-06-22,
25,1,25L,G1,AC_177,AC_107,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
25,1,25L,G1,AC_177,AC_107,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
25,1,25L,G1,AC_177,AC_107,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
25,1,25L,G1,AC_177,AC_107,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
25,1,25L,G1,AC_177,AC_107,5,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,2023-05-26,,2023-04-28,193,189,2023-05-26,28,,2023-04-28,,,,2023-06-22,
25,1,25R,G1,AC_103,AC_154,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
25,1,25R,G1,AC_103,AC_154,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
25,1,25R,G1,AC_103,AC_154,3,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,2023-06-22,
25,1,25R,G1,AC_103,AC_154,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
25,1,25R,G1,AC_103,AC_154,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
26,1,26L,G1,AC_064,AC_086,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
26,1,26L,G1,AC_064,AC_086,2,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,2023-05-26,,2023-04-28,193,189,2023-05-26,28,,2023-04-28,,,,,"No plant, no skell 6/21"
26,1,26L,G1,AC_064,AC_086,3,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,2023-05-12,,,,,,
26,1,26L,G1,AC_064,AC_086,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
26,1,26L,G1,AC_064,AC_086,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
26,1,26R,G2,AC_170,AC_118,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
26,1,26R,G2,AC_170,AC_118,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
26,1,26R,G2,AC_170,AC_118,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
26,1,26R,G2,AC_170,AC_118,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
26,1,26R,G2,AC_170,AC_118,5,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,2023-06-08,
27,1,27L,G2,AC_160,AC_015,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
27,1,27L,G2,AC_160,AC_015,2,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,2023-05-26,,2023-04-28,193,189,2023-05-26,28,,2023-04-28,,,,2023-06-22,
27,1,27L,G2,AC_160,AC_015,3,FALSE,2022-10-17,2022-10-21,,,,2023-05-26,,2023-05-26,221,217,2023-05-26,0,2023-05-12,,,,,,
27,1,27L,G2,AC_160,AC_015,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
27,1,27L,G2,AC_160,AC_015,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
27,1,27R,G2,AC_103,AC_201,1,TRUE,2022-10-17,2022-10-21,,2023-04-28,,,,2023-04-28,193,189,2023-04-28,0,,2023-04-28,,,,2023-06-22,fitness chosen remotely
27,1,27R,G2,AC_103,AC_201,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
27,1,27R,G2,AC_103,AC_201,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
27,1,27R,G2,AC_103,AC_201,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
27,1,27R,G2,AC_103,AC_201,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
28,1,28L,G1,AC_091,AC_189,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
28,1,28L,G1,AC_091,AC_189,2,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,2023-06-08,
28,1,28L,G1,AC_091,AC_189,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
28,1,28L,G1,AC_091,AC_189,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
28,1,28L,G1,AC_091,AC_189,5,FALSE,2022-10-17,2022-10-21,,2023-04-28,,,,2023-04-28,193,189,2023-04-28,0,,,,,,,
28,1,28R,G2,AC_068,AC_089,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
28,1,28R,G2,AC_068,AC_089,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
28,1,28R,G2,AC_068,AC_089,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
28,1,28R,G2,AC_068,AC_089,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
28,1,28R,G2,AC_068,AC_089,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
29,1,29L,G1,AC_045,AC_123,1,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,2023-05-26,,2023-04-28,193,189,2023-05-26,28,,,,,,,
29,1,29L,G1,AC_045,AC_123,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
29,1,29L,G1,AC_045,AC_123,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,2023-05-12,,,,,,
29,1,29L,G1,AC_045,AC_123,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
29,1,29L,G1,AC_045,AC_123,5,TRUE,2022-10-17,2022-10-21,,2023-04-28,,2023-05-26,,2023-04-28,193,189,2023-05-26,28,,2023-04-28,,1,,2023-06-08,
29,1,29R,G1,AC_172,AC_208,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
29,1,29R,G1,AC_172,AC_208,2,FALSE,2022-10-17,2022-10-21,,2023-04-28,,,,2023-04-28,193,189,2023-04-28,0,,,,,,,
29,1,29R,G1,AC_172,AC_208,3,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,2023-05-12,2023-04-28,,,,,
29,1,29R,G1,AC_172,AC_208,4,TRUE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,2023-06-08,
29,1,29R,G1,AC_172,AC_208,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
30,1,30L,G1,AC_054,AC_119,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
30,1,30L,G1,AC_054,AC_119,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
30,1,30L,G1,AC_054,AC_119,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
30,1,30L,G1,AC_054,AC_119,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
30,1,30L,G1,AC_054,AC_119,5,TRUE,2022-10-17,2022-10-21,,,2023-05-26,,,2023-05-26,221,217,2023-05-26,0,,2023-05-26,,1,,,"No plant, no skel 6/21"
30,1,30R,G2,AC_068,AC_056,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
30,1,30R,G2,AC_068,AC_056,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
30,1,30R,G2,AC_068,AC_056,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
30,1,30R,G2,AC_068,AC_056,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
30,1,30R,G2,AC_068,AC_056,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
31,1,31L,G2,AC_172,AC_040,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
31,1,31L,G2,AC_172,AC_040,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
31,1,31L,G2,AC_172,AC_040,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
31,1,31L,G2,AC_172,AC_040,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
31,1,31L,G2,AC_172,AC_040,5,TRUE,2022-10-17,2022-10-21,,2023-04-28,,,,2023-04-28,193,189,2023-04-28,0,,,,,,,"No plant, no skel 6/21"
31,1,31R,G1,AC_039,AC_148,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
31,1,31R,G1,AC_039,AC_148,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
31,1,31R,G1,AC_039,AC_148,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
31,1,31R,G1,AC_039,AC_148,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
31,1,31R,G1,AC_039,AC_148,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
32,1,32L,G1,AC_061,AC_052,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
32,1,32L,G1,AC_061,AC_052,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
32,1,32L,G1,AC_061,AC_052,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
32,1,32L,G1,AC_061,AC_052,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
32,1,32L,G1,AC_061,AC_052,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
32,1,32R,G2,AC_047,AC_113,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
32,1,32R,G2,AC_047,AC_113,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
32,1,32R,G2,AC_047,AC_113,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
32,1,32R,G2,AC_047,AC_113,4,TRUE,2022-10-17,2022-10-21,,2023-04-28,,,,2023-04-28,193,189,2023-04-28,0,,,,,,2023-06-08,never marked as flowering but closed fruits on 5 26. UPDATE - added flowering date for 4/28 based on other plants' flowering and fruit collection
32,1,32R,G2,AC_047,AC_113,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
33,1,33L,G2,AC_150,AC_083,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
33,1,33L,G2,AC_150,AC_083,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
33,1,33L,G2,AC_150,AC_083,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
33,1,33L,G2,AC_150,AC_083,4,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,2023-05-12,,,,,,
33,1,33L,G2,AC_150,AC_083,5,TRUE,2022-10-17,2022-10-21,2023-04-14,2023-04-28,2023-05-12,,,2023-04-14,179,175,2023-05-12,28,,2023-04-14,,,,2023-06-08,
33,1,33R,G1,AC_039,AC_148,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
33,1,33R,G1,AC_039,AC_148,2,FALSE,2022-10-17,2022-10-21,,2023-04-28,,,,2023-04-28,193,189,2023-04-28,0,,,,,,,
33,1,33R,G1,AC_039,AC_148,3,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,,,,2023-06-08,
33,1,33R,G1,AC_039,AC_148,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
33,1,33R,G1,AC_039,AC_148,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
34,1,34L,G1,AC_047,AC_152,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
34,1,34L,G1,AC_047,AC_152,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
34,1,34L,G1,AC_047,AC_152,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
34,1,34L,G1,AC_047,AC_152,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
34,1,34L,G1,AC_047,AC_152,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
34,1,34R,G2,AC_096,AC_181,1,FALSE,2022-10-17,2022-10-21,2023-04-14,2023-04-28,,,,2023-04-14,179,175,2023-04-28,14,,,,,,,
34,1,34R,G2,AC_096,AC_181,2,TRUE,2022-10-17,2022-10-21,2023-04-14,2023-04-28,2023-05-12,2023-05-26,,2023-04-14,179,175,2023-05-26,42,,2023-04-14,,,,2023-06-08,
34,1,34R,G2,AC_096,AC_181,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
34,1,34R,G2,AC_096,AC_181,4,FALSE,2022-10-17,2022-10-21,,2023-04-28,,,,2023-04-28,193,189,2023-04-28,0,,,,,,,
34,1,34R,G2,AC_096,AC_181,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
35,1,35L,G2,AC_179,AC_136,1,FALSE,2022-10-17,2022-10-21,,2023-04-28,,,,2023-04-28,193,189,2023-04-28,0,,,,,,,
35,1,35L,G2,AC_179,AC_136,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
35,1,35L,G2,AC_179,AC_136,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
35,1,35L,G2,AC_179,AC_136,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
35,1,35L,G2,AC_179,AC_136,5,TRUE,2022-10-17,2022-10-21,,2023-04-28,,,,2023-04-28,193,189,2023-04-28,0,,,,,,2023-05-26,"Closed fruits collected 5/26, added flowering date for 4/28"
35,1,35R,G1,AC_047,AC_113,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
35,1,35R,G1,AC_047,AC_113,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
35,1,35R,G1,AC_047,AC_113,3,TRUE,2022-10-17,2022-10-21,2023-04-14,2023-04-28,,2023-05-26,,2023-04-14,179,175,2023-05-26,42,,2023-04-14,,,,,"No plant, no skel 6/21"
35,1,35R,G1,AC_047,AC_113,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
35,1,35R,G1,AC_047,AC_113,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
36,1,36L,G2,AC_071,AC_115,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
36,1,36L,G2,AC_071,AC_115,2,FALSE,2022-10-17,2022-10-21,,2023-04-28,,,,2023-04-28,193,189,2023-04-28,0,,,,,,,
36,1,36L,G2,AC_071,AC_115,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
36,1,36L,G2,AC_071,AC_115,4,TRUE,2022-10-17,2022-10-21,,2023-04-28,,,,2023-04-28,193,189,2023-04-28,0,,2023-04-28,,,,2023-05-26,
36,1,36L,G2,AC_071,AC_115,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
36,1,36R,G1,AC_186,AC_048,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
36,1,36R,G1,AC_186,AC_048,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
36,1,36R,G1,AC_186,AC_048,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
36,1,36R,G1,AC_186,AC_048,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
36,1,36R,G1,AC_186,AC_048,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
37,2,1L,G2,AC_156,AC_005,1,FALSE,2022-10-17,2022-10-21,,,2023-05-12,,,2023-05-12,207,203,2023-05-12,0,,,,,,,
37,2,1L,G2,AC_156,AC_005,2,FALSE,2022-10-17,2022-10-21,,,,2023-05-26,,2023-05-26,221,217,2023-05-26,0,,,,,,,
37,2,1L,G2,AC_156,AC_005,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
37,2,1L,G2,AC_156,AC_005,4,TRUE,2022-10-17,2022-10-21,,,2023-05-12,2023-05-26,,2023-05-12,207,203,2023-05-26,14,,2023-05-12,,,,2023-06-08,
37,2,1L,G2,AC_156,AC_005,5,FALSE,2022-10-17,2022-10-21,,,2023-05-12,2023-05-26,,2023-05-12,207,203,2023-05-26,14,2023-05-12,,,,,,
37,2,1R,G1,AC_097,AC_054,1,FALSE,2022-10-17,2022-10-21,,,2023-05-12,,,2023-05-12,207,203,2023-05-12,0,,,,,,,
37,2,1R,G1,AC_097,AC_054,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
37,2,1R,G1,AC_097,AC_054,3,TRUE,2022-10-17,2022-10-21,,,2023-05-12,2023-05-26,,2023-05-12,207,203,2023-05-26,14,,2023-05-12,,1,,2023-06-22,
37,2,1R,G1,AC_097,AC_054,4,FALSE,2022-10-17,2022-10-21,,,2023-05-12,2023-05-26,,2023-05-12,207,203,2023-05-26,14,,,,,,,
37,2,1R,G1,AC_097,AC_054,5,FALSE,2022-10-17,2022-10-21,,,2023-05-12,,,2023-05-12,207,203,2023-05-12,0,2023-05-12,,,,,,
38,2,2L,G2,AC_165,AC_206,1,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,2023-05-12,,,,,,
38,2,2L,G2,AC_165,AC_206,2,FALSE,2022-10-17,2022-10-21,,,2023-05-12,,,2023-05-12,207,203,2023-05-12,0,,,,,,,
38,2,2L,G2,AC_165,AC_206,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
