Sequence,Transect,SegPos,Gen,Donor,Recipient,Plant_ID,F_plant,Sow_Date,Plant_Date,FD_01,FD_02,FD_03,FD_04,FD_05,FFD,days_sow2flower,days_plant2flower,LFD,fl_duration,LeafD,FLR_P,F_Num_01,F_Num_02,F_Num_03,Skeleton,Notes
161,5,18R,G2,AC_156,AC_090,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
162,5,19L,G2,AC_094,AC_109,1,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,,,,,
162,5,19L,G2,AC_094,AC_109,2,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,2023-05-12,,,,,,
162,5,19L,G2,AC_094,AC_109,3,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,2023-05-26,,2023-04-28,193,189,2023-05-26,28,,,,,,,
162,5,19L,G2,AC_094,AC_109,4,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2,,,2023-06-09,
162,5,19L,G2,AC_094,AC_109,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
162,5,19R,G1,AC_156,AC_090,1,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,2023-05-12,2023-04-28,,,,,
162,5,19R,G1,AC_156,AC_090,2,FALSE,2022-10-17,2022-10-21,,,2023-05-12,,,2023-05-12,207,203,2023-05-12,0,,,,,,,
162,5,19R,G1,AC_156,AC_090,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
162,5,19R,G1,AC_156,AC_090,4,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,1,,,2023-06-09,
162,5,19R,G1,AC_156,AC_090,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
163,5,20L,G2,AC_159,AC_192,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
163,5,20L,G2,AC_159,AC_192,2,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,2023-05-12,,,,,,
163,5,20L,G2,AC_159,AC_192,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
163,5,20L,G2,AC_159,AC_192,4,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2,,,2023-06-09,
163,5,20L,G2,AC_159,AC_192,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
163,5,20R,G2,AC_064,AC_205,1,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,2023-05-12,,,,,,
163,5,20R,G2,AC_064,AC_205,2,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,2023-05-26,,2023-04-28,193,189,2023-05-26,28,,2023-04-28,4,2,,2023-06-09,retake if possible
163,5,20R,G2,AC_064,AC_205,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
163,5,20R,G2,AC_064,AC_205,4,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,,,,,
163,5,20R,G2,AC_064,AC_205,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
164,5,21L,G1,AC_015,AC_097,1,FALSE,2022-10-17,2022-10-21,,,2023-05-12,,,2023-05-12,207,203,2023-05-12,0,,,,,,,
164,5,21L,G1,AC_015,AC_097,2,FALSE,2022-10-17,2022-10-21,,2023-04-28,,,,2023-04-28,193,189,2023-04-28,0,,,,,,,
164,5,21L,G1,AC_015,AC_097,3,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,2023-05-12,,,,,,
164,5,21L,G1,AC_015,AC_097,4,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,,,,,
164,5,21L,G1,AC_015,AC_097,5,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2,,,2023-06-09,
164,5,21R,G2,AC_169,AC_182,1,TRUE,2022-10-17,2022-10-21,,,2023-05-12,,,2023-05-12,207,203,2023-05-12,0,,,0,,,2023-06-09,
164,5,21R,G2,AC_169,AC_182,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
164,5,21R,G2,AC_169,AC_182,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
164,5,21R,G2,AC_169,AC_182,4,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,,
164,5,21R,G2,AC_169,AC_182,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
165,5,22L,G1,AC_002,AC_160,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
165,5,22L,G1,AC_002,AC_160,2,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,2023-05-12,,,,,,
165,5,22L,G1,AC_002,AC_160,3,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,,,,,
165,5,22L,G1,AC_002,AC_160,4,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2,,,2023-06-09,
165,5,22L,G1,AC_002,AC_160,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
165,5,22R,G2,AC_091,AC_204,1,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,,,,,
165,5,22R,G2,AC_091,AC_204,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
165,5,22R,G2,AC_091,AC_204,3,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,2023-04-28,0,,,2023-05-26,
165,5,22R,G2,AC_091,AC_204,4,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,,,,,
165,5,22R,G2,AC_091,AC_204,5,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,2023-05-12,,,,,,
166,5,23L,G1,AC_054,AC_155,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
166,5,23L,G1,AC_054,AC_155,2,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,,,,,
166,5,23L,G1,AC_054,AC_155,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
166,5,23L,G1,AC_054,AC_155,4,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,1,,,2023-05-26,
166,5,23L,G1,AC_054,AC_155,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
166,5,23R,G2,AC_068,AC_056,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
166,5,23R,G2,AC_068,AC_056,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
166,5,23R,G2,AC_068,AC_056,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
166,5,23R,G2,AC_068,AC_056,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
166,5,23R,G2,AC_068,AC_056,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
167,5,24L,G2,AC_159,AC_192,1,FALSE,2022-10-17,2022-10-21,,,2023-05-12,,,2023-05-12,207,203,2023-05-12,0,,,,,,,
167,5,24L,G2,AC_159,AC_192,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
167,5,24L,G2,AC_159,AC_192,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
167,5,24L,G2,AC_159,AC_192,4,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,2023-05-26,,2023-04-28,193,189,2023-05-26,28,,,2,1,,2023-06-09,
167,5,24L,G2,AC_159,AC_192,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
167,5,24R,G1,AC_054,AC_046,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
167,5,24R,G1,AC_054,AC_046,2,FALSE,2022-10-17,2022-10-21,2023-04-14,2023-04-28,,,,2023-04-14,179,175,2023-04-28,14,,2023-04-14,,,,,
167,5,24R,G1,AC_054,AC_046,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
167,5,24R,G1,AC_054,AC_046,4,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,2023-05-26,,2023-04-28,193,189,2023-05-26,28,,,2,,,2023-06-09,
167,5,24R,G1,AC_054,AC_046,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
168,5,25L,G2,AC_096,AC_181,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
168,5,25L,G2,AC_096,AC_181,2,TRUE,2022-10-17,2022-10-21,,,2023-05-12,,,2023-05-12,207,203,2023-05-12,0,,,,,,2023-06-09,
168,5,25L,G2,AC_096,AC_181,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
168,5,25L,G2,AC_096,AC_181,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
168,5,25L,G2,AC_096,AC_181,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
168,5,25R,G2,AC_045,AC_123,1,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,0,,,2023-05-26,
168,5,25R,G2,AC_045,AC_123,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
168,5,25R,G2,AC_045,AC_123,3,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,2023-05-26,,2023-04-28,193,189,2023-05-26,28,2023-05-12,,,,,,
168,5,25R,G2,AC_045,AC_123,4,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,2023-05-26,,2023-04-28,193,189,2023-05-26,28,,,,,,,
168,5,25R,G2,AC_045,AC_123,5,FALSE,2022-10-17,2022-10-21,,2023-04-28,,,,2023-04-28,193,189,2023-04-28,0,,,,,,,
169,5,26L,G2,AC_071,AC_215,1,FALSE,2022-10-17,2022-10-21,,,2023-05-12,,,2023-05-12,207,203,2023-05-12,0,,,,,,,
169,5,26L,G2,AC_071,AC_215,2,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,1,,,,
169,5,26L,G2,AC_071,AC_215,3,FALSE,2022-10-17,2022-10-21,,,2023-05-12,,,2023-05-12,207,203,2023-05-12,0,,,,,,,
169,5,26L,G2,AC_071,AC_215,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
169,5,26L,G2,AC_071,AC_215,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
169,5,26R,G1,AC_125,AC_095,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
169,5,26R,G1,AC_125,AC_095,2,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,,,,,
169,5,26R,G1,AC_125,AC_095,3,FALSE,2022-10-17,2022-10-21,2023-04-14,2023-04-28,2023-05-12,,,2023-04-14,179,175,2023-05-12,28,2023-05-12,2023-04-14,,,,,
169,5,26R,G1,AC_125,AC_095,4,TRUE,2022-10-17,2022-10-21,,,2023-05-12,,,2023-05-12,207,203,2023-05-12,0,,,0,,,2023-06-09,
169,5,26R,G1,AC_125,AC_095,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
170,5,27L,G2,AC_168,AC_142,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
170,5,27L,G2,AC_168,AC_142,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
170,5,27L,G2,AC_168,AC_142,3,FALSE,2022-10-17,2022-10-21,2023-04-14,2023-04-28,2023-05-12,,,2023-04-14,179,175,2023-05-12,28,2023-05-12,2023-04-14,,,,,
170,5,27L,G2,AC_168,AC_142,4,FALSE,2022-10-17,2022-10-21,,,2023-05-12,2023-05-26,,2023-05-12,207,203,2023-05-26,14,,,,,,,
170,5,27L,G2,AC_168,AC_142,5,TRUE,2022-10-17,2022-10-21,,,2023-05-12,,,2023-05-12,207,203,2023-05-12,0,,,1,,,2023-06-09,
170,5,27R,G2,AC_165,AC_206,1,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,1,,,,
170,5,27R,G2,AC_165,AC_206,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
170,5,27R,G2,AC_165,AC_206,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
170,5,27R,G2,AC_165,AC_206,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
170,5,27R,G2,AC_165,AC_206,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
171,5,28L,G2,AC_169,AC_120,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
171,5,28L,G2,AC_169,AC_120,2,FALSE,2022-10-17,2022-10-21,,,2023-05-12,,,2023-05-12,207,203,2023-05-12,0,,,0,,,,
171,5,28L,G2,AC_169,AC_120,3,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,0,,,2023-06-09,
171,5,28L,G2,AC_169,AC_120,4,FALSE,2022-10-17,2022-10-21,2023-04-14,2023-04-28,2023-05-12,,,2023-04-14,179,175,2023-05-12,28,2023-05-12,2023-04-14,,,,,
171,5,28L,G2,AC_169,AC_120,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
171,5,28R,G2,AC_179,AC_171,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
171,5,28R,G2,AC_179,AC_171,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
171,5,28R,G2,AC_179,AC_171,3,FALSE,2022-10-17,2022-10-21,,,2023-05-12,,,2023-05-12,207,203,2023-05-12,0,,,,,,,
171,5,28R,G2,AC_179,AC_171,4,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,,,,2023-05-26,
171,5,28R,G2,AC_179,AC_171,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
172,5,29L,G1,AC_170,AC_185,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
172,5,29L,G1,AC_170,AC_185,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
172,5,29L,G1,AC_170,AC_185,3,FALSE,2022-10-17,2022-10-21,,,2023-05-12,,,2023-05-12,207,203,2023-05-12,0,,,,,,,
172,5,29L,G1,AC_170,AC_185,4,TRUE,2022-10-17,2022-10-21,,,2023-05-12,,,2023-05-12,207,203,2023-05-12,0,,,,,,2023-06-09,
172,5,29L,G1,AC_170,AC_185,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
172,5,29R,G1,AC_007,AC_147,1,TRUE,2022-10-17,2022-10-21,2023-04-14,,,,,2023-04-14,179,175,2023-04-14,0,,2023-04-14,,,,2023-06-09,
172,5,29R,G1,AC_007,AC_147,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
172,5,29R,G1,AC_007,AC_147,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
172,5,29R,G1,AC_007,AC_147,4,FALSE,2022-10-17,2022-10-21,,,2023-05-12,,,2023-05-12,207,203,2023-05-12,0,,,,,,,
172,5,29R,G1,AC_007,AC_147,5,FALSE,2022-10-17,2022-10-21,,,2023-05-12,,,2023-05-12,207,203,2023-05-12,0,,,,,,,
173,5,30L,G1,AC_107,AC_130,1,TRUE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,2023-05-26,
173,5,30L,G1,AC_107,AC_130,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
173,5,30L,G1,AC_107,AC_130,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
173,5,30L,G1,AC_107,AC_130,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
173,5,30L,G1,AC_107,AC_130,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
173,5,30R,G1,AC_216,AC_058,1,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,1+,,,2023-06-09,
173,5,30R,G1,AC_216,AC_058,2,FALSE,2022-10-17,2022-10-21,,2023-04-28,,,,2023-04-28,193,189,2023-04-28,0,2023-05-12,,,,,,
173,5,30R,G1,AC_216,AC_058,3,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,,,,,
173,5,30R,G1,AC_216,AC_058,4,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,,,,,
173,5,30R,G1,AC_216,AC_058,5,FALSE,2022-10-17,2022-10-21,,,2023-05-12,,,2023-05-12,207,203,2023-05-12,0,,,,,,,
174,5,31L,G1,AC_168,AC_159,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
174,5,31L,G1,AC_168,AC_159,2,FALSE,2022-10-17,2022-10-21,2023-04-14,,,,,2023-04-14,179,175,2023-04-14,0,,,,,,2023-05-26,male sterile
174,5,31L,G1,AC_168,AC_159,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
174,5,31L,G1,AC_168,AC_159,4,FALSE,2022-10-17,2022-10-21,,,2023-05-12,,,2023-05-12,207,203,2023-05-12,0,,,,,,,
174,5,31L,G1,AC_168,AC_159,5,TRUE,2022-10-17,2022-10-21,2023-04-14,,2023-05-12,,,2023-04-14,179,175,2023-05-12,28,,,,,,2023-05-26,male sterile
174,5,31R,G2,AC_061,AC_158,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
174,5,31R,G2,AC_061,AC_158,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
174,5,31R,G2,AC_061,AC_158,3,TRUE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,2023-05-26,
174,5,31R,G2,AC_061,AC_158,4,FALSE,2022-10-17,2022-10-21,,,2023-05-12,,,2023-05-12,207,203,2023-05-12,0,,,,,,,
174,5,31R,G2,AC_061,AC_158,5,FALSE,2022-10-17,2022-10-21,,,2023-05-12,,,2023-05-12,207,203,2023-05-12,0,,,,,,,
175,5,32L,G1,AC_186,AC_011,1,FALSE,2022-10-17,2022-10-21,,2023-04-28,,,,2023-04-28,193,189,2023-04-28,0,,,,,,,
175,5,32L,G1,AC_186,AC_011,2,TRUE,2022-10-17,2022-10-21,,,2023-05-12,,,2023-05-12,207,203,2023-05-12,0,,,0,,,2023-06-09,
175,5,32L,G1,AC_186,AC_011,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
175,5,32L,G1,AC_186,AC_011,4,FALSE,2022-10-17,2022-10-21,,,,2023-05-26,,2023-05-26,221,217,2023-05-26,0,,,,,,,
175,5,32L,G1,AC_186,AC_011,5,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,,,,,
175,5,32R,G1,AC_039,AC_168,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
175,5,32R,G1,AC_039,AC_168,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
175,5,32R,G1,AC_039,AC_168,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
175,5,32R,G1,AC_039,AC_168,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
175,5,32R,G1,AC_039,AC_168,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
176,5,33L,G1,AC_179,AC_114,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
176,5,33L,G1,AC_179,AC_114,2,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,,,,2023-06-09,
176,5,33L,G1,AC_179,AC_114,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,0,,,,
176,5,33L,G1,AC_179,AC_114,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
176,5,33L,G1,AC_179,AC_114,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
176,5,33R,G1,AC_124,AC_100,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
176,5,33R,G1,AC_124,AC_100,2,FALSE,2022-10-17,2022-10-21,,2023-04-28,,,,2023-04-28,193,189,2023-04-28,0,,,,,,,
176,5,33R,G1,AC_124,AC_100,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
176,5,33R,G1,AC_124,AC_100,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
176,5,33R,G1,AC_124,AC_100,5,TRUE,2022-10-17,2022-10-21,,,2023-05-12,,,2023-05-12,207,203,2023-05-12,0,,,,,,2023-06-09,
177,5,34L,G1,AC_186,AC_153,1,FALSE,2022-10-17,2022-10-21,,2023-04-28,,,,2023-04-28,193,189,2023-04-28,0,,,,,,,
177,5,34L,G1,AC_186,AC_153,2,FALSE,2022-10-17,2022-10-21,2023-04-14,2023-04-28,2023-05-12,,,2023-04-14,179,175,2023-05-12,28,2023-05-12,,,,,,
177,5,34L,G1,AC_186,AC_153,3,TRUE,2022-10-17,2022-10-21,2023-04-14,2023-04-28,2023-05-12,,,2023-04-14,179,175,2023-05-12,28,,2023-04-14,4,,,2023-06-09,
177,5,34L,G1,AC_186,AC_153,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
177,5,34L,G1,AC_186,AC_153,5,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,,,,,
177,5,34R,G2,AC_007,AC_081,1,FALSE,2022-10-17,2022-10-21,2023-04-14,,,,,2023-04-14,179,175,2023-04-14,0,,,,,,,
177,5,34R,G2,AC_007,AC_081,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,2023-05-12,,,,,,
177,5,34R,G2,AC_007,AC_081,3,TRUE,2022-10-17,2022-10-21,2023-04-14,2023-04-28,2023-05-12,,,2023-04-14,179,175,2023-05-12,28,,2023-04-14,1,,,2023-06-09,
177,5,34R,G2,AC_007,AC_081,4,FALSE,2022-10-17,2022-10-21,,,2023-05-12,,,2023-05-12,207,203,2023-05-12,0,,,,,,,
177,5,34R,G2,AC_007,AC_081,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
178,5,35L,G2,AC_094,AC_216,1,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,,,,,
178,5,35L,G2,AC_094,AC_216,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
178,5,35L,G2,AC_094,AC_216,3,TRUE,2022-10-17,2022-10-21,2023-04-14,2023-04-28,2023-05-12,,,2023-04-14,179,175,2023-05-12,28,,2023-04-14,1,,,2023-06-09,
178,5,35L,G2,AC_094,AC_216,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
178,5,35L,G2,AC_094,AC_216,5,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,,,,,
178,5,35R,G2,AC_039,AC_168,1,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,,,,,
178,5,35R,G2,AC_039,AC_168,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
178,5,35R,G2,AC_039,AC_168,3,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,2,,,,
178,5,35R,G2,AC_039,AC_168,4,FALSE,2022-10-17,2022-10-21,2023-04-14,,,,,2023-04-14,179,175,2023-04-14,0,,2023-04-14,,,,,
178,5,35R,G2,AC_039,AC_168,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
179,5,36L,G1,AC_064,AC_205,1,TRUE,2022-10-17,2022-10-21,2023-04-14,2023-04-28,2023-05-12,,,2023-04-14,179,175,2023-05-12,28,,2023-04-14,0,,,2023-06-09,
179,5,36L,G1,AC_064,AC_205,2,FALSE,2022-10-17,2022-10-21,2023-04-14,2023-04-28,2023-05-12,,,2023-04-14,179,175,2023-05-12,28,,,,,,,
179,5,36L,G1,AC_064,AC_205,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
179,5,36L,G1,AC_064,AC_205,4,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,2023-05-12,,,,,,
179,5,36L,G1,AC_064,AC_205,5,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,,,,,
179,5,36R,G1,AC_216,AC_034,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
179,5,36R,G1,AC_216,AC_034,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
179,5,36R,G1,AC_216,AC_034,3,TRUE,2022-10-17,2022-10-21,2023-04-14,2023-04-28,2023-05-12,,,2023-04-14,179,175,2023-05-12,28,,2023-04-14,,,,2023-05-26,
179,5,36R,G1,AC_216,AC_034,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
179,5,36R,G1,AC_216,AC_034,5,FALSE,2022-10-17,2022-10-21,,,2023-05-12,,,2023-05-12,207,203,2023-05-12,0,,,,,,,
180,6,1L,G1,AC_150,AC_083,1,FALSE,2022-10-17,2022-10-21,,,2023-05-12,,,2023-05-12,207,203,2023-05-12,0,2023-05-12,2023-05-12,,,,,
180,6,1L,G1,AC_150,AC_083,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
180,6,1L,G1,AC_150,AC_083,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
180,6,1L,G1,AC_150,AC_083,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
180,6,1L,G1,AC_150,AC_083,5,TRUE,2022-10-17,2022-10-21,,,2023-05-12,,,2023-05-12,207,203,2023-05-12,0,,,1,,,2023-06-09,
180,6,1R,G2,AC_156,AC_016,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
