Sequence,Transect,SegPos,Gen,Donor,Recipient,Plant_ID,F_plant,Sow_Date,Plant_Date,FFD,days_sow2flower,days_plant2flower,LFD,fl_duration,LeafD,FLR_P,F_Num_01,F_Num_02,F_Num_03,skel_weight_mg,Sym,ALL_closed_fruit,ALL_open_fruit,ALL_filled_seeds,total_seeds,total_fruits,mean_seeds_per_fruit,total_est_seed_production,surv_to_flower,surv_to_fruitprod,surv_to_seedprod
281,8,31L,G1,AC_045,AC_151,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,0,,,6.65,-,2,0,3,4,2,1.5,3,1,1,1
282,8,32L,G2,AC_169,AC_120,2,TRUE,2022-10-17,2022-10-21,2023-04-14,179,175,2023-05-12,28,,2023-04-14,1,,,4.6,X,1,3,3,3,4,3,12,1,1,1
282,8,32R,G2,AC_124,AC_014,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,0,,,,X,1,1,4,4,2,4,8,1,1,1
283,8,33L,G1,AC_160,AC_015,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,0,,,6.31,-,0,0,0,0,0,0,0,1,0,0
283,8,33R,G2,AC_045,AC_151,2,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,,0,,,2.58,X,0,0,0,0,0,0,0,1,0,0
284,8,34L,G2,AC_054,AC_119,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,2023-04-28,,,,1.23,X,0,0,0,0,0,0,0,1,0,0
284,8,34R,G2,AC_161,AC_088,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,0,,,2.85,X,0,1,0,0,1,0,0,1,1,0
285,8,35L,G1,AC_097,AC_064,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,,,,1.22,-,0,0,0,0,0,0,0,1,0,0
285,8,35R,G1,AC_169,AC_182,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,0,,,2.74,-,2,0,0,2,2,0,0,1,1,0
286,8,36R,G1,AC_150,AC_200,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,5,1,,28.86,-,6,5,24,35,11,4,44,1,1,1
287,9,1L,G2,AC_169,AC_182,4,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-06-08,27,,2023-05-26,1,2,,27.38,X,5,0,6,8,5,1.2,6,1,1,1
288,9,2L,G2,AC_156,AC_090,2,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,,2,,,,X,5,0,8,19,5,1.6,8,1,1,1
288,9,2R,G1,AC_091,AC_218,3,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-26,14,,2023-05-12,2,1,,22.07,-,2,0,5,14,2,2.5,5,1,1,1
289,9,3L,G1,AC_094,AC_217,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,3,,,33.19,-,7,1,17,21,8,2.428571429,19.42857143,1,1,1
289,9,3R,G2,AC_015,AC_097,1,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-26,14,,2023-05-12,1,1,,13.89,X,1,0,0,0,1,0,0,1,1,0
290,9,4L,G1,AC_061,AC_158,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,2023-04-28,0,,,2.13,-,0,0,0,0,0,0,0,1,0,0
290,9,4R,G1,AC_124,AC_100,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,0,,,2.27,-,0,1,0,0,1,0,0,1,1,0
291,9,5L,G1,AC_170,AC_118,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,2023-04-28,0,,,1.86,-,1,0,0,6,1,0,0,1,1,0
291,9,5R,G1,AC_015,AC_097,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,1,,,,-,2,2,2,3,4,1,4,1,1,1
292,9,6L,G1,AC_103,AC_201,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,1,,,,-,3,7,0,7,10,0,0,1,1,0
292,9,6R,G1,AC_198,AC_066,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,1,,,8.52,-,2,4,0,3,6,0,0,1,1,0
293,9,7L,G1,AC_172,AC_040,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,2023-04-28,,,,11.7,-,1,3,4,4,4,4,16,1,1,1
293,9,7R,G1,AC_172,AC_208,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,1,,,1.69,-,0,1,0,0,1,0,0,1,1,0
294,9,8R,G2,AC_039,AC_168,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2,,,9.36,X,2,2,0,5,4,0,0,1,1,0
295,9,9R,G1,AC_150,AC_110,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,0,,,2.91,-,0,2,0,0,2,0,0,1,1,0
296,9,10L,G1,AC_160,AC_015,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,1,,,4.3,-,1,3,3,3,4,3,12,1,1,1
296,9,10R,G1,AC_054,AC_155,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,0,,,,-,0,2,0,0,2,0,0,1,1,0
297,9,11L,G2,AC_160,AC_015,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,0,,,1.79,X,0,0,0,0,0,0,0,1,0,0
297,9,11R,G2,AC_103,AC_154,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,0,,,11.35,X,2,1,0,4,3,0,0,1,1,0
298,9,12L,G2,AC_071,AC_115,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,1,,,4.58,X,1,1,0,0,2,0,0,1,1,0
298,9,12R,G2,AC_008,AC_092,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,1,,,4.9,X,1,1,0,1,2,0,0,1,1,0
299,9,13L,G2,AC_002,AC_122,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2,,,28.08,X,7,4,15,21,11,2.142857143,23.57142857,1,1,1
299,9,13R,G2,AC_186,AC_048,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,0,,,6.33,X,2,1,2,3,3,1,3,1,1,1
300,9,14L,G2,AC_096,AC_074,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,1,,,4.09,X,2,0,2,4,2,1,2,1,1,1
300,9,14R,G2,AC_177,AC_211,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,0,,,6.01,X,0,3,0,0,3,0,0,1,1,0
301,9,15L,G2,AC_091,AC_218,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,0,,,19.51,X,4,2,6,12,6,1.5,9,1,1,1
302,9,16L,G2,AC_207,AC_082,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,1,,,24.43,X,5,4,7,13,9,1.4,12.6,1,1,1
303,9,17L,G2,AC_186,AC_153,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,2023-04-28,0,,,5.35,X,0,3,0,0,3,0,0,1,1,0
304,9,18R,G2,AC_198,AC_051,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,0,,,8.4,X,1,3,4,4,4,4,16,1,1,1
305,9,19L,G1,AC_156,AC_090,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,2023-04-28,0,,,,-,0,3,0,0,3,0,0,1,1,0
306,9,20L,G1,AC_165,AC_199,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,1,,,12.97,-,1,3,0,3,4,0,0,1,1,0
307,9,21L,G1,AC_216,AC_034,2,TRUE,2022-10-17,2022-10-21,2023-04-14,179,175,2023-04-14,0,,,,,,,-,0,0,0,0,0,0,0,1,0,0
307,9,21R,G2,AC_207,AC_070,5,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,,0,,,3.43,X,0,2,0,0,2,0,0,1,1,0
308,9,22R,G2,AC_094,AC_217,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2,,,10.63,X,2,4,1,4,6,0.5,3,1,1,1
309,9,23L,G1,AC_007,AC_081,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,2023-04-28,0,,,5.62,-,3,1,12,12,4,4,16,1,1,1
311,9,25L,G1,AC_054,AC_155,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,0,,,,-,0,1,0,0,1,0,0,1,1,0
312,9,26L,G2,AC_008,AC_092,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,,,,5.15,X,0,2,0,0,2,0,0,1,1,0
312,9,26R,G2,AC_160,AC_186,1,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,,1,,,,X,0,1,0,0,1,0,0,1,1,0
313,9,27L,G1,AC_160,AC_015,3,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,2023-05-12,1,,,0.72,-,0,0,0,0,0,0,0,1,0,0
314,9,28L,G2,AC_169,AC_075,5,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,,,,,3.7,X,1,2,2,2,3,2,6,1,1,1
314,9,28R,G1,AC_195,AC_193,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,0,,,13.14,-,1,4,1,4,5,1,5,1,1,1
315,9,29L,G1,AC_096,AC_128,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-05-12,2,,,7.22,-,3,1,7,7,4,2.333333333,9.333333333,1,1,1
315,9,29R,G2,AC_195,AC_179,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,0,,,,X,0,2,0,0,2,0,0,1,1,0
316,9,30L,G2,AC_015,AC_097,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,2,,,18.85,X,5,0,20,22,5,4,20,1,1,1
317,9,31L,G1,AC_179,AC_136,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,0,,,7.03,-,0,1,0,0,1,0,0,1,1,0
317,9,31R,G2,AC_124,AC_014,1,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,,,,,2.65,X,0,2,0,0,2,0,0,1,1,0
318,9,32L,G2,AC_008,AC_188,5,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,,,,,1.38,X,0,1,0,0,1,0,0,1,1,0
318,9,32R,G1,AC_052,AC_133,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,5.25,-,0,1,0,0,1,0,0,1,1,0
319,9,33L,G1,AC_007,AC_081,5,TRUE,2022-10-17,2022-10-21,,,,,,,,,,,9.44,-,3,1,5,9,4,1.666666667,6.666666667,0,1,1
319,9,33R,G2,AC_103,AC_201,1,TRUE,2022-10-17,2022-10-21,,,,,,,,,,,6.62,X,0,1,0,0,1,0,0,0,1,0
320,9,34R,G1,AC_047,AC_113,1,TRUE,2022-10-17,2022-10-21,,,,,,,,,,,,-,0,0,0,0,0,0,0,0,0,0
