Sequence,Transect,SegPos,Gen,Donor,Recipient,Plant_ID,F_plant,Sow_Date,Plant_Date,FFD,days_sow2flower,days_plant2flower,LFD,fl_duration,FD_01,FD_02,FD_03,FD_04,FD_05,LeafD,FLR_P,F_Num_01,F_Num_02,F_Num_03,Skeleton,Notes
228,6,3L,G2,HR_139,HR_129,1,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,2023-04-05,,,,,
228,6,3L,G2,HR_139,HR_129,2,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
228,6,3L,G2,HR_139,HR_129,3,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
228,6,3L,G2,HR_139,HR_129,4,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
228,6,3L,G2,HR_139,HR_129,5,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,16-May,
228,6,3R,G1,HR_002,HR_056,1,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
228,6,3R,G1,HR_002,HR_056,2,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
228,6,3R,G1,HR_002,HR_056,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,2023-04-05,,,,16-May,
228,6,3R,G1,HR_002,HR_056,4,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
228,6,3R,G1,HR_002,HR_056,5,FALSE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,2023-04-20,,,,,,,,,
229,6,4L,G1,HR_155,HR_121,1,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
229,6,4L,G1,HR_155,HR_121,2,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
229,6,4L,G1,HR_155,HR_121,3,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
229,6,4L,G1,HR_155,HR_121,4,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
229,6,4L,G1,HR_155,HR_121,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,2023-04-05,,,,16-May,
229,6,4R,G2,HR_034,HR_080,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,2023-04-05,,,,16-May,
229,6,4R,G2,HR_034,HR_080,2,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
229,6,4R,G2,HR_034,HR_080,3,FALSE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-20,28,2023-03-23,2023-04-05,2023-04-20,,,,2023-03-23,,,,,
229,6,4R,G2,HR_034,HR_080,4,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
229,6,4R,G2,HR_034,HR_080,5,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
230,6,5L,G1,HR_131,HR_049,1,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
230,6,5L,G1,HR_131,HR_049,2,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
230,6,5L,G1,HR_131,HR_049,3,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
230,6,5L,G1,HR_131,HR_049,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,2023-04-05,,,,,
230,6,5L,G1,HR_131,HR_049,5,FALSE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-20,28,2023-03-23,2023-04-05,2023-04-20,,,,2023-03-23,,,,14-Jun,
230,6,5R,G2,HR_034,HR_017,1,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
230,6,5R,G2,HR_034,HR_017,2,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,14-Jun,male sterile
230,6,5R,G2,HR_034,HR_017,3,FALSE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-20,28,2023-03-23,2023-04-05,2023-04-20,,,,2023-03-23,,,,,
230,6,5R,G2,HR_034,HR_017,4,FALSE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-05,13,2023-03-23,2023-04-05,,,,,2023-03-23,,,,,
230,6,5R,G2,HR_034,HR_017,5,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
231,6,6L,G1,HR_027,HR_119,1,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
231,6,6L,G1,HR_027,HR_119,2,FALSE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,2023-04-20,,,2023-05-16,,,,,,retake bc wasn't marked as flowering
231,6,6L,G1,HR_027,HR_119,3,FALSE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-20,28,2023-03-23,,2023-04-20,,,,,,,,,
231,6,6L,G1,HR_027,HR_119,4,TRUE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-05-04,42,2023-03-23,2023-04-05,,2023-05-04,,,2023-03-23,1,,,16-May,
231,6,6L,G1,HR_027,HR_119,5,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,,,,,,
231,6,6R,G1,HR_189,HR_051,1,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
231,6,6R,G1,HR_189,HR_051,2,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,2023-04-20,2023-05-04,,2023-05-16,,,,,,
231,6,6R,G1,HR_189,HR_051,3,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
231,6,6R,G1,HR_189,HR_051,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,2023-04-20,2023-05-04,,,2023-04-05,,,,1-Jun,
231,6,6R,G1,HR_189,HR_051,5,FALSE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-20,28,2023-03-23,2023-04-05,2023-04-20,,,,2023-03-23,,,,,
232,6,7L,G2,HR_066,HR_087,1,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,2023-04-20,2023-05-04,,2023-05-16,,,,,,
232,6,7L,G2,HR_066,HR_087,2,FALSE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-05-04,42,2023-03-23,2023-04-05,2023-04-20,2023-05-04,,,2023-03-23,,,,,
232,6,7L,G2,HR_066,HR_087,3,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
232,6,7L,G2,HR_066,HR_087,4,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,2023-04-20,2023-05-04,,,2023-04-05,1,,,,
232,6,7L,G2,HR_066,HR_087,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,,,,,1-Jun,
232,6,7R,G1,HR_085,HR_107,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,2023-04-20,2023-05-04,,,2023-04-05,1,,,1-Jun,
232,6,7R,G1,HR_085,HR_107,2,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,2023-05-16,,,,,,
232,6,7R,G1,HR_085,HR_107,3,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
232,6,7R,G1,HR_085,HR_107,4,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
232,6,7R,G1,HR_085,HR_107,5,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,,,,,,
233,6,8L,G1,HR_115,HR_026,1,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,,,,,,
233,6,8L,G1,HR_115,HR_026,2,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
233,6,8L,G1,HR_115,HR_026,3,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
233,6,8L,G1,HR_115,HR_026,4,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,,,,,,
233,6,8L,G1,HR_115,HR_026,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,2023-04-05,,,,16-May,photo taken 4/5 not marked until 6/18
233,6,8R,G2,HR_125,HR_034,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,2023-04-05,,,,16-May,photo taken 4/5 not marked until 6/18
233,6,8R,G2,HR_125,HR_034,2,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
233,6,8R,G2,HR_125,HR_034,3,FALSE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-20,28,2023-03-23,2023-04-05,2023-04-20,,,,,,,,,
233,6,8R,G2,HR_125,HR_034,4,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
233,6,8R,G2,HR_125,HR_034,5,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
234,6,9L,G1,HR_070,HR_061,1,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,,,,,,Duplicate fitness plant removed -DG
234,6,9L,G1,HR_070,HR_061,2,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
234,6,9L,G1,HR_070,HR_061,3,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
234,6,9L,G1,HR_070,HR_061,4,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
234,6,9L,G1,HR_070,HR_061,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,2023-04-05,,,,16-May,
234,6,9R,G1,HR_006,HR_142,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,16-May,
234,6,9R,G1,HR_006,HR_142,2,FALSE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,2023-04-20,,,,,,,,,
234,6,9R,G1,HR_006,HR_142,3,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
234,6,9R,G1,HR_006,HR_142,4,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,2023-04-05,,,,,
234,6,9R,G1,HR_006,HR_142,5,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
235,6,10L,G2,HR_135,HR_152,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,2023-04-05,,,,16-May,
235,6,10L,G2,HR_135,HR_152,2,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,2023-04-20,2023-05-04,,2023-05-16,,3,,,,
235,6,10L,G2,HR_135,HR_152,3,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,,,,,,
235,6,10L,G2,HR_135,HR_152,4,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
235,6,10L,G2,HR_135,HR_152,5,FALSE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,2023-04-20,,,,,,,,,
235,6,10R,G1,HR_057,HR_110,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,2023-04-05,,,,1-Jun,
235,6,10R,G1,HR_057,HR_110,2,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
235,6,10R,G1,HR_057,HR_110,3,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
235,6,10R,G1,HR_057,HR_110,4,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
235,6,10R,G1,HR_057,HR_110,5,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
236,6,11L,G2,HR_164,HR_041,1,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
236,6,11L,G2,HR_164,HR_041,2,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
236,6,11L,G2,HR_164,HR_041,3,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
236,6,11L,G2,HR_164,HR_041,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,2023-04-05,,,,16-May,
236,6,11L,G2,HR_164,HR_041,5,FALSE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-20,28,2023-03-23,2023-04-05,2023-04-20,,,,2023-03-23,,,,,
236,6,11R,G1,HR_088,HR_182,1,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,2023-04-20,,,,,
236,6,11R,G1,HR_088,HR_182,2,FALSE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,2023-04-20,,,,,,,,,
236,6,11R,G1,HR_088,HR_182,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,2023-04-20,,,,,,,,16-May,
236,6,11R,G1,HR_088,HR_182,4,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,,,,,,
236,6,11R,G1,HR_088,HR_182,5,FALSE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,2023-04-20,,,,,,,,,
237,6,12L,G1,HR_110,HR_032,1,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,16-May,
237,6,12L,G1,HR_110,HR_032,2,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,2023-04-05,,,,,
237,6,12L,G1,HR_110,HR_032,3,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,,,,,,
237,6,12L,G1,HR_110,HR_032,4,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
237,6,12L,G1,HR_110,HR_032,5,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
237,6,12R,G2,HR_147,HR_118,1,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,2023-04-05,,,,,
237,6,12R,G2,HR_147,HR_118,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,16-May,
237,6,12R,G2,HR_147,HR_118,3,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
237,6,12R,G2,HR_147,HR_118,4,FALSE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,2023-04-20,,,,,,,,,
237,6,12R,G2,HR_147,HR_118,5,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
238,6,13L,G2,HR_034,HR_112,1,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,,,,,,
238,6,13L,G2,HR_034,HR_112,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,2023-04-05,,,,16-May,
238,6,13L,G2,HR_034,HR_112,3,FALSE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,2023-04-20,,,,,,,,,
238,6,13L,G2,HR_034,HR_112,4,FALSE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,2023-04-20,,,,,,,,,
238,6,13L,G2,HR_034,HR_112,5,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
238,6,13R,G2,HR_006,HR_162,1,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
238,6,13R,G2,HR_006,HR_162,2,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
238,6,13R,G2,HR_006,HR_162,3,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
238,6,13R,G2,HR_006,HR_162,4,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
238,6,13R,G2,HR_006,HR_162,5,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
239,6,14L,G2,HR_090,HR_126,1,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,,,,,,
239,6,14L,G2,HR_090,HR_126,2,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,,,,,,
239,6,14L,G2,HR_090,HR_126,3,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,,,,,,
239,6,14L,G2,HR_090,HR_126,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,2023-04-05,,,,16-May,
239,6,14L,G2,HR_090,HR_126,5,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
239,6,14R,G2,HR_175,HR_027,1,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
239,6,14R,G2,HR_175,HR_027,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,2023-04-05,,,,16-May,
239,6,14R,G2,HR_175,HR_027,3,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
239,6,14R,G2,HR_175,HR_027,4,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,,,,,,
239,6,14R,G2,HR_175,HR_027,5,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
240,6,15L,G2,HR_189,HR_051,1,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,,,,,,
240,6,15L,G2,HR_189,HR_051,2,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
240,6,15L,G2,HR_189,HR_051,3,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
240,6,15L,G2,HR_189,HR_051,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,2023-04-05,,,,16-May,
240,6,15L,G2,HR_189,HR_051,5,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
240,6,15R,G2,HR_006,HR_142,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,2023-04-05,,,,16-May,
240,6,15R,G2,HR_006,HR_142,2,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
240,6,15R,G2,HR_006,HR_142,3,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
240,6,15R,G2,HR_006,HR_142,4,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,,,,,,
240,6,15R,G2,HR_006,HR_142,5,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,,,,,,
241,6,16L,G1,HR_148,HR_109,1,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
241,6,16L,G1,HR_148,HR_109,2,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
241,6,16L,G1,HR_148,HR_109,3,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
241,6,16L,G1,HR_148,HR_109,4,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
241,6,16L,G1,HR_148,HR_109,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,2023-04-05,,,,16-May,
241,6,16R,G1,HR_195,HR_181,1,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,,,,,,
241,6,16R,G1,HR_195,HR_181,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,2023-04-05,,,,16-May,
241,6,16R,G1,HR_195,HR_181,3,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
241,6,16R,G1,HR_195,HR_181,4,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
241,6,16R,G1,HR_195,HR_181,5,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
242,6,17L,G2,HR_156,HR_197,1,FALSE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,2023-04-20,,,,,,,,,
242,6,17L,G2,HR_156,HR_197,2,FALSE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,2023-04-20,,,,,,,,,
242,6,17L,G2,HR_156,HR_197,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,2023-05-16,,,,,1-Jun,male sterile
242,6,17L,G2,HR_156,HR_197,4,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
242,6,17L,G2,HR_156,HR_197,5,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,2023-04-05,,,,,
242,6,17R,G2,HR_002,HR_071,1,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
242,6,17R,G2,HR_002,HR_071,2,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
242,6,17R,G2,HR_002,HR_071,3,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
242,6,17R,G2,HR_002,HR_071,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,2023-04-05,,,,,"photo taken 4/5, not marked until 6/18"
242,6,17R,G2,HR_002,HR_071,5,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,14-Jun,
243,6,18L,G1,HR_074,HR_066,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,2023-04-05,,,,,
243,6,18L,G1,HR_074,HR_066,2,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
243,6,18L,G1,HR_074,HR_066,3,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
243,6,18L,G1,HR_074,HR_066,4,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
243,6,18L,G1,HR_074,HR_066,5,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,,,,,14-Jun,
243,6,18R,G1,HR_006,HR_146,1,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
243,6,18R,G1,HR_006,HR_146,2,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
243,6,18R,G1,HR_006,HR_146,3,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
243,6,18R,G1,HR_006,HR_146,4,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,,,,,,
243,6,18R,G1,HR_006,HR_146,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,2023-04-05,,,,16-May,
244,6,19L,G2,HR_008,HR_012,1,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
244,6,19L,G2,HR_008,HR_012,2,FALSE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,2023-04-20,,,,,,,,,
244,6,19L,G2,HR_008,HR_012,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,2023-04-05,,,,16-May,
244,6,19L,G2,HR_008,HR_012,4,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,,,,,,
244,6,19L,G2,HR_008,HR_012,5,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
244,6,19R,G2,HR_135,HR_004,1,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
244,6,19R,G2,HR_135,HR_004,2,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
244,6,19R,G2,HR_135,HR_004,3,FALSE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-05-04,14,,,2023-04-20,2023-05-04,,,,1,,,,
244,6,19R,G2,HR_135,HR_004,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,2023-04-05,,,,16-May,
244,6,19R,G2,HR_135,HR_004,5,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
245,6,20L,G1,HR_108,HR_016,1,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
245,6,20L,G1,HR_108,HR_016,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-05-04,14,,,2023-04-20,2023-05-04,,,,,,,1-Jun,
245,6,20L,G1,HR_108,HR_016,3,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,2023-05-16,2023-04-05,,,,,
245,6,20L,G1,HR_108,HR_016,4,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
245,6,20L,G1,HR_108,HR_016,5,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
245,6,20R,G1,HR_002,HR_059,1,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
245,6,20R,G1,HR_002,HR_059,2,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
245,6,20R,G1,HR_002,HR_059,3,FALSE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-20,28,2023-03-23,2023-04-05,2023-04-20,,,2023-05-16,2023-03-23,,,,,
